What is a thread?,The smallest unit of execution within a process,Moving processes between main memory and disk storage to manage memory,A widely used graphical operating system developed by Microsoft,The method an OS uses to organize and store files on storage devices,A) The smallest unit of execution within a process,A thread is the smallest sequence of programmed instructions that can be managed independently within a process.,Operating Systems,Processes
Which of the following best describes a thread?,The smallest unit of execution within a process,A file system used by Windows for organizing data on drives,The OS function that controls and coordinates computer memory,The operating system developed by Apple for Mac computers,A) The smallest unit of execution within a process,A thread is the smallest sequence of programmed instructions that can be managed independently within a process.,Operating Systems,Processes
What is multitasking?,A widely used graphical operating system developed by Microsoft,"An open-source, Unix-like operating system kernel",The process of starting up a computer and loading the operating system,The ability of an OS to run multiple processes at the same time,D) The ability of an OS to run multiple processes at the same time,Multitasking is the ability of an operating system to execute multiple processes seemingly at the same time.,Operating Systems,Processes
Which of the following best describes multitasking?,System software that manages computer hardware and software resources,A program that is currently being executed by the CPU,The ability of an OS to run multiple processes at the same time,The OS function that controls and coordinates computer memory,C) The ability of an OS to run multiple processes at the same time,Multitasking is the ability of an operating system to execute multiple processes seemingly at the same time.,Operating Systems,Processes
What is memory management?,The operating system developed by Apple for Mac computers,The OS function that controls and coordinates computer memory,Software that lets the OS communicate with a specific piece of hardware,A profile that allows individual access and personalization on a shared system,B) The OS function that controls and coordinates computer memory,Memory management is the OS function responsible for controlling and coordinating how computer memory is allocated and used.,Operating Systems,Memory Management
Which of the following best describes memory management?,A memory management technique that uses disk space to extend RAM,"A mobile operating system based on the Linux kernel, developed by Google",The OS function that controls and coordinates computer memory,The core part of an OS that manages hardware and system resources,C) The OS function that controls and coordinates computer memory,Memory management is the OS function responsible for controlling and coordinating how computer memory is allocated and used.,Operating Systems,Memory Management
What is virtual memory?,A file system used by Windows for organizing data on drives,Installing two operating systems on one computer to choose between at startup,A program that is currently being executed by the CPU,A memory management technique that uses disk space to extend RAM,D) A memory management technique that uses disk space to extend RAM,Virtual memory is a technique that uses a portion of a storage drive to extend the effective amount of RAM available.,Operating Systems,Memory Management
Which of the following best describes virtual memory?,A text-based way of interacting with an operating system,A container used to organize files within a file system,A memory management technique that uses disk space to extend RAM,The method an OS uses to decide which process runs at a given time,C) A memory management technique that uses disk space to extend RAM,Virtual memory is a technique that uses a portion of a storage drive to extend the effective amount of RAM available.,Operating Systems,Memory Management
What is a kernel?,"A mobile operating system based on the Linux kernel, developed by Google","An open-source, Unix-like operating system kernel",The core part of an OS that manages hardware and system resources,Installing two operating systems on one computer to choose between at startup,C) The core part of an OS that manages hardware and system resources,"The kernel is the core component of an operating system, managing hardware resources and communication between software and hardware.",Operating Systems,OS Basics
Which of the following best describes a kernel?,The mobile operating system developed by Apple for iPhones,"A mobile operating system based on the Linux kernel, developed by Google",The ability of an OS to run multiple processes at the same time,The core part of an OS that manages hardware and system resources,D) The core part of an OS that manages hardware and system resources,"The kernel is the core component of an operating system, managing hardware resources and communication between software and hardware.",Operating Systems,OS Basics
What is a user account?,A widely used graphical operating system developed by Microsoft,Measures taken by an operating system to protect data and prevent unauthorized access,A profile that allows individual access and personalization on a shared system,The method an OS uses to organize and store files on storage devices,C) A profile that allows individual access and personalization on a shared system,A user account allows an individual to log in and access a personalized environment on a shared operating system.,Operating Systems,OS Security
Which of the following best describes a user account?,The mobile operating system developed by Apple for iPhones,A profile that allows individual access and personalization on a shared system,The ability of an OS to run multiple processes at the same time,A visual way of interacting with an OS using icons and windows,B) A profile that allows individual access and personalization on a shared system,A user account allows an individual to log in and access a personalized environment on a shared operating system.,Operating Systems,OS Security
What is OS security?,A container used to organize files within a file system,"An open-source, Unix-like operating system kernel",The method an OS uses to organize and store files on storage devices,Measures taken by an operating system to protect data and prevent unauthorized access,D) Measures taken by an operating system to protect data and prevent unauthorized access,"OS security includes features like permissions, authentication, and firewalls that protect a system from unauthorized access.",Operating Systems,OS Security
Which of the following best describes OS security?,A visual way of interacting with an OS using icons and windows,Measures taken by an operating system to protect data and prevent unauthorized access,The process of starting up a computer and loading the operating system,A container used to organize files within a file system,B) Measures taken by an operating system to protect data and prevent unauthorized access,"OS security includes features like permissions, authentication, and firewalls that protect a system from unauthorized access.",Operating Systems,OS Security
What is a directory (folder)?,A container used to organize files within a file system,Measures taken by an operating system to protect data and prevent unauthorized access,The mobile operating system developed by Apple for iPhones,Software that lets the OS communicate with a specific piece of hardware,A) A container used to organize files within a file system,"A directory, or folder, is used within a file system to organize and group related files together.",Operating Systems,File Systems
Which of the following best describes a directory (folder)?,The process of starting up a computer and loading the operating system,The ability of an OS to run multiple processes at the same time,A container used to organize files within a file system,"An open-source, Unix-like operating system kernel",C) A container used to organize files within a file system,"A directory, or folder, is used within a file system to organize and group related files together.",Operating Systems,File Systems
What is booting?,A visual way of interacting with an OS using icons and windows,The process of starting up a computer and loading the operating system,The ability of an OS to run multiple processes at the same time,A file system used by Windows for organizing data on drives,B) The process of starting up a computer and loading the operating system,"Booting is the process of starting a computer, during which the operating system is loaded into memory.",Operating Systems,OS Basics
Which of the following best describes booting?,"An open-source, Unix-like operating system kernel",The process of starting up a computer and loading the operating system,Installing two operating systems on one computer to choose between at startup,A file system used by Windows for organizing data on drives,B) The process of starting up a computer and loading the operating system,"Booting is the process of starting a computer, during which the operating system is loaded into memory.",Operating Systems,OS Basics
What is a device driver?,Software that lets the OS communicate with a specific piece of hardware,A widely used graphical operating system developed by Microsoft,A release that fixes bugs or security issues in an operating system,The process of starting up a computer and loading the operating system,A) Software that lets the OS communicate with a specific piece of hardware,A device driver allows the operating system to communicate with and control a specific hardware component.,Operating Systems,OS Basics
Which of the following best describes a device driver?,A container used to organize files within a file system,A profile that allows individual access and personalization on a shared system,"A mobile operating system based on the Linux kernel, developed by Google",Software that lets the OS communicate with a specific piece of hardware,D) Software that lets the OS communicate with a specific piece of hardware,A device driver allows the operating system to communicate with and control a specific hardware component.,Operating Systems,OS Basics
What is dual booting?,Installing two operating systems on one computer to choose between at startup,A text-based way of interacting with an operating system,A visual way of interacting with an OS using icons and windows,Measures taken by an operating system to protect data and prevent unauthorized access,A) Installing two operating systems on one computer to choose between at startup,"Dual booting refers to installing two operating systems on a single computer, letting the user choose which to load at startup.",Operating Systems,OS Basics
Which of the following best describes dual booting?,Installing two operating systems on one computer to choose between at startup,A text-based way of interacting with an operating system,A profile that allows individual access and personalization on a shared system,Software that lets the OS communicate with a specific piece of hardware,A) Installing two operating systems on one computer to choose between at startup,"Dual booting refers to installing two operating systems on a single computer, letting the user choose which to load at startup.",Operating Systems,OS Basics
What is a graphical user interface (GUI)?,The ability of an OS to run multiple processes at the same time,A release that fixes bugs or security issues in an operating system,A visual way of interacting with an OS using icons and windows,The method an OS uses to decide which process runs at a given time,C) A visual way of interacting with an OS using icons and windows,"A graphical user interface (GUI) allows users to interact with an operating system visually, using icons, buttons, and windows.",Operating Systems,OS Basics
Which of the following best describes a graphical user interface (GUI)?,A release that fixes bugs or security issues in an operating system,A text-based way of interacting with an operating system,Measures taken by an operating system to protect data and prevent unauthorized access,A visual way of interacting with an OS using icons and windows,D) A visual way of interacting with an OS using icons and windows,"A graphical user interface (GUI) allows users to interact with an operating system visually, using icons, buttons, and windows.",Operating Systems,OS Basics
What is a command-line interface (CLI)?,A text-based way of interacting with an operating system,A file system used by Windows for organizing data on drives,The method an OS uses to decide which process runs at a given time,The mobile operating system developed by Apple for iPhones,A) A text-based way of interacting with an operating system,A command-line interface (CLI) lets users interact with an operating system by typing text commands.,Operating Systems,OS Basics
Which of the following best describes a command-line interface (CLI)?,A profile that allows individual access and personalization on a shared system,A release that fixes bugs or security issues in an operating system,A text-based way of interacting with an operating system,The OS function that controls and coordinates computer memory,C) A text-based way of interacting with an operating system,A command-line interface (CLI) lets users interact with an operating system by typing text commands.,Operating Systems,OS Basics
What is process scheduling?,The method an OS uses to decide which process runs at a given time,The OS function that controls and coordinates computer memory,Moving processes between main memory and disk storage to manage memory,A visual way of interacting with an OS using icons and windows,A) The method an OS uses to decide which process runs at a given time,Process scheduling is how an operating system decides the order and duration in which processes get access to the CPU.,Operating Systems,Processes
Which of the following best describes process scheduling?,The method an OS uses to decide which process runs at a given time,The process of starting up a computer and loading the operating system,The operating system developed by Apple for Mac computers,A visual way of interacting with an OS using icons and windows,A) The method an OS uses to decide which process runs at a given time,Process scheduling is how an operating system decides the order and duration in which processes get access to the CPU.,Operating Systems,Processes
What is swapping?,"A mobile operating system based on the Linux kernel, developed by Google",A visual way of interacting with an OS using icons and windows,The method an OS uses to organize and store files on storage devices,Moving processes between main memory and disk storage to manage memory,D) Moving processes between main memory and disk storage to manage memory,Swapping is a memory management technique where processes are temporarily moved between RAM and disk storage.,Operating Systems,Memory Management
Which of the following best describes swapping?,The method an OS uses to organize and store files on storage devices,The ability of an OS to run multiple processes at the same time,A release that fixes bugs or security issues in an operating system,Moving processes between main memory and disk storage to manage memory,D) Moving processes between main memory and disk storage to manage memory,Swapping is a memory management technique where processes are temporarily moved between RAM and disk storage.,Operating Systems,Memory Management
What is a system update (OS patch)?,The ability of an OS to run multiple processes at the same time,A release that fixes bugs or security issues in an operating system,Installing two operating systems on one computer to choose between at startup,Measures taken by an operating system to protect data and prevent unauthorized access,B) A release that fixes bugs or security issues in an operating system,"A system update, or OS patch, fixes bugs, security vulnerabilities, or adds features to an operating system.",Operating Systems,OS Security
Which of the following best describes a system update (OS patch)?,A release that fixes bugs or security issues in an operating system,The ability of an OS to run multiple processes at the same time,Software that lets the OS communicate with a specific piece of hardware,Installing two operating systems on one computer to choose between at startup,A) A release that fixes bugs or security issues in an operating system,"A system update, or OS patch, fixes bugs, security vulnerabilities, or adds features to an operating system.",Operating Systems,OS Security
Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which of the following best describes a device driver?,Software that lets the OS communicate with a specific piece of hardware,Software that allows multiple operating systems to run on a single physical machine,A memory management technique that uses disk space to extend RAM,A diagnostic startup mode that loads an OS with minimal drivers and services,A) Software that lets the OS communicate with a specific piece of hardware,A device driver allows the operating system to communicate with and control a specific hardware component.,Operating Systems,OS Basics
an operating system can be best defined as which of the following?,System software that manages computer hardware and software resources,A visual way of interacting with an OS using icons and windows,"A mobile operating system based on the Linux kernel, developed by Google",A minimal kernel design where most services run outside the kernel space,A) System software that manages computer hardware and software resources,"An operating system manages a computer's hardware and software resources, providing services for programs to run.",Operating Systems,OS Basics
Which of the following best describes Ubuntu?,A text-based way of interacting with an operating system,A complete operating system built around the Linux kernel,"A popular, user-friendly Linux distribution",A kernel design where all OS services run in a single large kernel space,"C) A popular, user-friendly Linux distribution","Ubuntu is one of the most popular Linux distributions, known for being user-friendly and widely supported.",Operating Systems,Linux
Choose the correct definition of an operating system.,A text-based way of interacting with an operating system,A CPU scheduling method that gives each process an equal time slice in rotation,System software that manages computer hardware and software resources,"A popular, user-friendly Linux distribution",C) System software that manages computer hardware and software resources,"An operating system manages a computer's hardware and software resources, providing services for programs to run.",Operating Systems,OS Basics
Which of the following best describes booting?,System software that manages computer hardware and software resources,The process of starting up a computer and loading the operating system,A minimal kernel design where most services run outside the kernel space,A CPU scheduling method that gives each process an equal time slice in rotation,B) The process of starting up a computer and loading the operating system,"Booting is the process of starting a computer, during which the operating system is loaded into memory.",Operating Systems,OS Basics
Choose the correct definition of paging.,A program that is currently being executed by the CPU,The OS function that controls and coordinates computer memory,The default file manager application on macOS,A memory management technique that divides memory into fixed-size blocks,D) A memory management technique that divides memory into fixed-size blocks,"Paging is a memory management scheme that divides memory into fixed-size blocks called pages, simplifying allocation.",Operating Systems,Memory Management
Choose the correct definition of a process (in OS).,A memory management technique that divides memory into fixed-size blocks,A common file system used by many Linux distributions,A memory management technique that uses disk space to extend RAM,A program that is currently being executed by the CPU,D) A program that is currently being executed by the CPU,A process is an instance of a program that is currently being executed by the operating system.,Operating Systems,Processes
Which option best explains the meaning of iOS?,A CPU scheduling method that gives each process an equal time slice in rotation,A file system used by Windows for organizing data on drives,The method an OS uses to decide which process runs at a given time,The mobile operating system developed by Apple for iPhones,D) The mobile operating system developed by Apple for iPhones,iOS is the mobile operating system developed by Apple exclusively for iPhone devices.,Operating Systems,iOS
Which option best explains the meaning of multithreading?,The package file format used to distribute and install apps on Android,The ability of an OS to run multiple processes at the same time,The ability of a process to execute multiple threads concurrently,A memory management technique that divides memory into fixed-size blocks,C) The ability of a process to execute multiple threads concurrently,"Multithreading allows a single process to execute multiple threads concurrently, improving efficiency for certain tasks.",Operating Systems,Processes
Which of the following best describes Windows?,"A popular, user-friendly Linux distribution",The smallest unit of execution within a process,The package file format used to distribute and install apps on Android,A widely used graphical operating system developed by Microsoft,D) A widely used graphical operating system developed by Microsoft,"Windows is a graphical operating system developed by Microsoft, widely used on personal computers.",Operating Systems,Windows
Choose the correct definition of a graphical user interface (GUI).,A container used to organize files within a file system,A visual way of interacting with an OS using icons and windows,"An older, widely compatible file system format",Software that allows multiple operating systems to run on a single physical machine,B) A visual way of interacting with an OS using icons and windows,"A graphical user interface (GUI) allows users to interact with an operating system visually, using icons, buttons, and windows.",Operating Systems,OS Basics
Which option best explains the meaning of Windows?,The smallest unit of execution within a process,A memory management technique that divides memory into fixed-size blocks,A widely used graphical operating system developed by Microsoft,System software that manages computer hardware and software resources,C) A widely used graphical operating system developed by Microsoft,"Windows is a graphical operating system developed by Microsoft, widely used on personal computers.",Operating Systems,Windows
Which option best explains the meaning of Android's APK file format?,The package file format used to distribute and install apps on Android,A database that stores low-level settings for Windows and its applications,A memory management technique that divides memory into fixed-size blocks,A complete operating system built around the Linux kernel,A) The package file format used to distribute and install apps on Android,An APK (Android Package Kit) is the file format used to distribute and install applications on the Android operating system.,Operating Systems,Android
Which option best explains the meaning of APFS?,The ability of an OS to run multiple processes at the same time,Measures taken by an operating system to protect data and prevent unauthorized access,The default file system used by modern macOS and iOS devices,Moving processes between main memory and disk storage to manage memory,C) The default file system used by modern macOS and iOS devices,"APFS (Apple File System) is the default file system used by modern macOS, iOS, and other Apple operating systems.",Operating Systems,File Systems
Which option best explains the meaning of a kernel?,The method an OS uses to organize and store files on storage devices,The core part of an OS that manages hardware and system resources,The method an OS uses to decide which process runs at a given time,"An open-source, Unix-like operating system kernel",B) The core part of an OS that manages hardware and system resources,"The kernel is the core component of an operating system, managing hardware resources and communication between software and hardware.",Operating Systems,OS Basics
What is multithreading?,The default file system used by modern macOS and iOS devices,The operating system developed by Apple for Mac computers,The official application marketplace for iOS devices,The ability of a process to execute multiple threads concurrently,D) The ability of a process to execute multiple threads concurrently,"Multithreading allows a single process to execute multiple threads concurrently, improving efficiency for certain tasks.",Operating Systems,Processes
What is a thread?,The smallest unit of execution within a process,A kernel design where all OS services run in a single large kernel space,System software that manages computer hardware and software resources,The process of starting up a computer and loading the operating system,A) The smallest unit of execution within a process,A thread is the smallest sequence of programmed instructions that can be managed independently within a process.,Operating Systems,Processes
Which statement correctly explains a process (in OS)?,"A mobile operating system based on the Linux kernel, developed by Google",A program that is currently being executed by the CPU,The package file format used to distribute and install apps on Android,A file system used by Windows for organizing data on drives,B) A program that is currently being executed by the CPU,A process is an instance of a program that is currently being executed by the operating system.,Operating Systems,Processes
Which statement correctly explains multithreading?,A program that is currently being executed by the CPU,The ability of a process to execute multiple threads concurrently,A CPU scheduling method that gives each process an equal time slice in rotation,A minimal kernel design where most services run outside the kernel space,B) The ability of a process to execute multiple threads concurrently,"Multithreading allows a single process to execute multiple threads concurrently, improving efficiency for certain tasks.",Operating Systems,Processes
What is a device driver?,A system-wide search feature built into macOS,A text-based way of interacting with an operating system,Software that lets the OS communicate with a specific piece of hardware,The core part of an OS that manages hardware and system resources,C) Software that lets the OS communicate with a specific piece of hardware,A device driver allows the operating system to communicate with and control a specific hardware component.,Operating Systems,OS Basics
Which option best explains the meaning of NTFS?,The smallest unit of execution within a process,A file system used by Windows for organizing data on drives,A diagnostic startup mode that loads an OS with minimal drivers and services,A minimal kernel design where most services run outside the kernel space,B) A file system used by Windows for organizing data on drives,NTFS (New Technology File System) is the primary file system used by Windows to organize data on hard drives.,Operating Systems,File Systems
Which statement correctly explains real-time operating system (RTOS)?,A memory management technique that uses disk space to extend RAM,"An OS designed to process data and respond within a guaranteed, strict time frame",A profile that allows individual access and personalization on a shared system,A database that stores low-level settings for Windows and its applications,"B) An OS designed to process data and respond within a guaranteed, strict time frame","A real-time operating system (RTOS) is designed to process inputs and produce outputs within a strict, guaranteed time frame.",Operating Systems,OS Basics
Which statement correctly explains booting?,The process of starting up a computer and loading the operating system,A system-wide search feature built into macOS,A diagnostic startup mode that loads an OS with minimal drivers and services,The default file manager application on macOS,A) The process of starting up a computer and loading the operating system,"Booting is the process of starting a computer, during which the operating system is loaded into memory.",Operating Systems,OS Basics
Which of the following best describes multitasking?,The ability of an OS to run multiple processes at the same time,A profile that allows individual access and personalization on a shared system,Measures taken by an operating system to protect data and prevent unauthorized access,The method an OS uses to decide which process runs at a given time,A) The ability of an OS to run multiple processes at the same time,Multitasking is the ability of an operating system to execute multiple processes seemingly at the same time.,Operating Systems,Processes
Choose the correct definition of booting.,The process of starting up a computer and loading the operating system,"Rules that determine who can read, write, or execute a file",A program that is currently being executed by the CPU,A database that stores low-level settings for Windows and its applications,A) The process of starting up a computer and loading the operating system,"Booting is the process of starting a computer, during which the operating system is loaded into memory.",Operating Systems,OS Basics
Which option best explains the meaning of a zombie process?,An event where a program tries to access data not currently in RAM,Software that allows multiple operating systems to run on a single physical machine,Measures taken by an operating system to protect data and prevent unauthorized access,A process that has completed execution but still has an entry in the process table,D) A process that has completed execution but still has an entry in the process table,"A zombie process has finished execution, but its entry remains in the process table until its parent process reads its exit status.",Operating Systems,Processes
Which of the following best describes Windows?,"A popular, user-friendly Linux distribution",A container used to organize files within a file system,An event where a program tries to access data not currently in RAM,A widely used graphical operating system developed by Microsoft,D) A widely used graphical operating system developed by Microsoft,"Windows is a graphical operating system developed by Microsoft, widely used on personal computers.",Operating Systems,Windows
Which statement correctly explains safe mode?,The default file system used by modern macOS and iOS devices,A process that has completed execution but still has an entry in the process table,A diagnostic startup mode that loads an OS with minimal drivers and services,Measures taken by an operating system to protect data and prevent unauthorized access,C) A diagnostic startup mode that loads an OS with minimal drivers and services,"Safe mode is a diagnostic startup option that loads the operating system with only essential drivers and services, useful for troubleshooting.",Operating Systems,OS Basics
What is a user account?,A container used to organize files within a file system,Installing two operating systems on one computer to choose between at startup,System software that manages computer hardware and software resources,A profile that allows individual access and personalization on a shared system,D) A profile that allows individual access and personalization on a shared system,A user account allows an individual to log in and access a personalized environment on a shared operating system.,Operating Systems,OS Security
file permissions can be best defined as which of the following?,An event where a program tries to access data not currently in RAM,The mobile operating system developed by Apple for iPhones,"Rules that determine who can read, write, or execute a file",The method an OS uses to organize and store files on storage devices,"C) Rules that determine who can read, write, or execute a file","File permissions are rules set on a file or folder that determine which users can read, write, or execute it.",Operating Systems,OS Security
Which statement correctly explains the Windows Registry?,The core part of an OS that manages hardware and system resources,A database that stores low-level settings for Windows and its applications,A diagnostic startup mode that loads an OS with minimal drivers and services,The official application marketplace for the Android operating system,B) A database that stores low-level settings for Windows and its applications,The Windows Registry is a hierarchical database that stores configuration settings for the operating system and installed applications.,Operating Systems,Windows
Which option best explains the meaning of the Linux terminal?,The operating system developed by Apple for Mac computers,A command-line interface used to interact with a Linux system,"Rules that determine who can read, write, or execute a file",A visual way of interacting with an OS using icons and windows,B) A command-line interface used to interact with a Linux system,The Linux terminal is a command-line interface that allows users to interact with the operating system by typing commands.,Operating Systems,Linux
memory management can be best defined as which of the following?,A profile that allows individual access and personalization on a shared system,Installing two operating systems on one computer to choose between at startup,The OS function that controls and coordinates computer memory,The mobile operating system developed by Apple for iPhones,C) The OS function that controls and coordinates computer memory,Memory management is the OS function responsible for controlling and coordinating how computer memory is allocated and used.,Operating Systems,Memory Management
Which statement correctly explains FAT32?,"An older, widely compatible file system format",A text-based way of interacting with an operating system,A complete operating system built around the Linux kernel,A release that fixes bugs or security issues in an operating system,"A) An older, widely compatible file system format",FAT32 is an older file system format known for wide compatibility across different operating systems and devices.,Operating Systems,File Systems
Which option best explains the meaning of a user account?,A profile that allows individual access and personalization on a shared system,The method an OS uses to decide which process runs at a given time,A visual way of interacting with an OS using icons and windows,A release that fixes bugs or security issues in an operating system,A) A profile that allows individual access and personalization on a shared system,A user account allows an individual to log in and access a personalized environment on a shared operating system.,Operating Systems,OS Security
Which statement correctly explains Windows?,A widely used graphical operating system developed by Microsoft,A system-wide search feature built into macOS,The package file format used to distribute and install apps on Android,Measures taken by an operating system to protect data and prevent unauthorized access,A) A widely used graphical operating system developed by Microsoft,"Windows is a graphical operating system developed by Microsoft, widely used on personal computers.",Operating Systems,Windows
Choose the correct definition of multitasking.,The ability of an OS to run multiple processes at the same time,A visual way of interacting with an OS using icons and windows,An event where a program tries to access data not currently in RAM,The process of starting up a computer and loading the operating system,A) The ability of an OS to run multiple processes at the same time,Multitasking is the ability of an operating system to execute multiple processes seemingly at the same time.,Operating Systems,Processes
