Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
What is the Olympic Games' host stadium's cauldron used for?,Storing medals,Hosting opening ceremonies only,Housing athletes,Holding the Olympic flame throughout the Games,D) Holding the Olympic flame throughout the Games,"The Olympic cauldron holds the Olympic flame, which burns throughout the duration of the Games.",Olympics,Olympic History
How often are the Summer Olympic Games held?,Every 4 years,Every 5 years,Every 3 years,Every 2 years,A) Every 4 years,The Summer Olympic Games are traditionally held once every four years.,Olympics,Olympic Facts
"Which sport is Usain Bolt famous for, having won multiple Olympic gold medals?",Swimming,Boxing,Weightlifting,Sprinting (track and field),D) Sprinting (track and field),"Usain Bolt, from Jamaica, is a legendary sprinter who won multiple Olympic gold medals in the 100m and 200m events.",Olympics,Olympic Athletes
Who won India's gold medal in javelin throw at the 2020 Tokyo Olympics?,Abhinav Bindra,Mary Kom,Neeraj Chopra,P.V. Sindhu,C) Neeraj Chopra,"Neeraj Chopra won gold in the javelin throw at the Tokyo 2020 Olympics, held in 2021.",Olympics,Indian Olympic Winners
"Which Indian sport shooter/athlete won India's first individual Olympic gold medal, at the 2008 Beijing Games?",Leander Paes,Neeraj Chopra,Abhinav Bindra,Sushil Kumar,C) Abhinav Bindra,Abhinav Bindra won India's first individual Olympic gold medal in shooting at the 2008 Beijing Olympics.,Olympics,Indian Olympic Winners
What are the Winter Olympics primarily focused on?,Water sports,Team ball sports,Track and field events,Snow and ice sports,D) Snow and ice sports,"The Winter Olympics feature sports played on snow and ice, such as skiing, skating, and ice hockey.",Olympics,Olympic Sports
What are the five interlocking rings of the Olympic symbol meant to represent?,The five Olympic values,The five inhabited continents joined in friendship,The five original sports,The five founding countries,B) The five inhabited continents joined in friendship,The five interlocking rings represent the five inhabited continents united by Olympic spirit.,Olympics,Olympic History
Who founded the modern Olympic Games?,Pierre de Coubertin,Baron Pierre Fosbury,Juan Antonio Samaranch,Avery Brundage,A) Pierre de Coubertin,"Pierre de Coubertin, a French educator, is credited with founding the modern Olympic Games in the late 19th century.",Olympics,Olympic History
Which city hosted the 2012 Summer Olympics?,Rio de Janeiro,London,Beijing,Tokyo,B) London,"London hosted the 2012 Summer Olympics, becoming the first city to host the Games three times.",Olympics,Host Cities
Which country hosted the first Winter Olympics in 1924?,Switzerland,Austria,France,Norway,C) France,France hosted the first Winter Olympics in Chamonix in 1924.,Olympics,Olympic History
In which city were the first modern Olympic Games held in 1896?,Athens,London,Rome,Paris,A) Athens,"The first modern Olympic Games were held in Athens, Greece, in 1896.",Olympics,Olympic History
What color medal is awarded for third place in an Olympic event?,Bronze,Copper,Gold,Silver,A) Bronze,Third-place finishers in Olympic events are awarded bronze medals.,Olympics,Bronze Medal Winners
How many Olympic rings are there?,Five,Six,Seven,Four,A) Five,"There are five interlocking rings in the Olympic symbol, representing the five continents.",Olympics,Olympic Facts
Which country has hosted the Summer Olympics the most times?,France,United States,United Kingdom,Greece,B) United States,"The United States has hosted the Summer Olympics multiple times, including in St. Louis, Los Angeles (twice), and Atlanta.",Olympics,Host Countries
Quiz question: What are the Winter Olympics primarily focused on?,Every 4 years,"Faster, Higher, Stronger",Snow and ice sports,Abhinav Bindra,C) Snow and ice sports,"The Winter Olympics feature sports played on snow and ice, such as skiing, skating, and ice hockey.",Olympics,Olympic Sports
Quiz question: What is awarded to the athlete who wins first place in an Olympic event?,France,India won six consecutive Olympic gold medals in hockey,A gold medal,P.V. Sindhu,C) A gold medal,The athlete or team finishing first in an Olympic event is awarded a gold medal.,Olympics,Gold Medal Winners
Choose the correct answer: What are the Winter Olympics primarily focused on?,Pierre de Coubertin,Snow and ice sports,Holding the Olympic flame throughout the Games,The five inhabited continents joined in friendship,B) Snow and ice sports,"The Winter Olympics feature sports played on snow and ice, such as skiing, skating, and ice hockey.",Olympics,Olympic Sports
Which option correctly answers this: What are the five interlocking rings of the Olympic symbol meant to represent?,The Paralympic Games,Sprinting (track and field),Vijender Singh,The five inhabited continents joined in friendship,D) The five inhabited continents joined in friendship,The five interlocking rings represent the five inhabited continents united by Olympic spirit.,Olympics,Olympic History
What was notable about the Indian men's hockey team's Olympic run between 1928 and 1956?,A gold medal,Vijender Singh,Bronze,India won six consecutive Olympic gold medals in hockey,D) India won six consecutive Olympic gold medals in hockey,The Indian men's hockey team won six consecutive Olympic gold medals from 1928 to 1956.,Olympics,Indian Olympic Winners
Choose the correct answer: Which city hosted the 2012 Summer Olympics?,Bronze,London,Peace,India won six consecutive Olympic gold medals in hockey,B) London,"London hosted the 2012 Summer Olympics, becoming the first city to host the Games three times.",Olympics,Host Cities
Choose the correct answer: Which country hosted the first Winter Olympics in 1924?,The five inhabited continents joined in friendship,Tokyo,K. D. Jadhav,France,D) France,France hosted the first Winter Olympics in Chamonix in 1924.,Olympics,Olympic History
Choose the correct answer: Which city hosted the 2016 Summer Olympics?,India won six consecutive Olympic gold medals in hockey,Vijender Singh,Rio de Janeiro,Five,C) Rio de Janeiro,"Rio de Janeiro, Brazil, hosted the 2016 Summer Olympics, the first Olympics held in South America.",Olympics,Host Cities
Choose the correct answer: What was notable about the Indian men's hockey team's Olympic run between 1928 and 1956?,India won six consecutive Olympic gold medals in hockey,Peace,Vijender Singh,Every 4 years,A) India won six consecutive Olympic gold medals in hockey,The Indian men's hockey team won six consecutive Olympic gold medals from 1928 to 1956.,Olympics,Indian Olympic Winners
Choose the correct answer: Which city hosted the 2016 Summer Olympics?,United States,Rio de Janeiro,Athens,Sushil Kumar,B) Rio de Janeiro,"Rio de Janeiro, Brazil, hosted the 2016 Summer Olympics, the first Olympics held in South America.",Olympics,Host Cities
Which country has hosted the Summer Olympics the most times?,United States,Rio de Janeiro,A silver medal,K. D. Jadhav,A) United States,"The United States has hosted the Summer Olympics multiple times, including in St. Louis, Los Angeles, and Atlanta.",Olympics,Host Countries
"Which gymnast is renowned for winning multiple Olympic gold medals for the United States, including at Rio 2016 and Tokyo 2020?",Tokyo,Peace,Simone Biles,A gold medal,C) Simone Biles,Simone Biles is a celebrated American gymnast known for winning multiple Olympic gold medals across the Rio and Tokyo Games.,Olympics,Olympic Athletes
Which option correctly answers this: In which city were the first modern Olympic Games held in 1896?,A silver medal,United States,Athens,London,C) Athens,"The first modern Olympic Games were held in Athens, Greece, in 1896.",Olympics,Olympic History
Choose the correct answer: What does the Olympic flag's white background represent?,Abhinav Bindra,The five inhabited continents joined in friendship,Peace,The legendary run of a Greek messenger from Marathon to Athens,C) Peace,The white background of the Olympic flag is said to symbolize peace throughout the Games.,Olympics,Olympic Facts
Choose the correct answer: Which swimmer holds the record for the most Olympic medals of any athlete?,Michael Phelps,London,Holding the Olympic flame throughout the Games,Five,A) Michael Phelps,"American swimmer Michael Phelps holds the record for the most Olympic medals, with 28 medals across his career.",Olympics,Olympic Records
Quiz question: Which country hosted the first Winter Olympics in 1924?,France,Rio de Janeiro,Five,Peace,A) France,France hosted the first Winter Olympics in Chamonix in 1924.,Olympics,Olympic History
Which option correctly answers this: What is the Olympic motto?,Tokyo,"Faster, Higher, Stronger",Every 4 years,Abhinav Bindra,"B) Faster, Higher, Stronger","The Olympic motto, in Latin 'Citius, Altius, Fortius', translates to 'Faster, Higher, Stronger'.",Olympics,Olympic History
Choose the correct answer: Which Indian shuttler won a bronze medal in badminton at the 2020 Tokyo Olympics?,P.V. Sindhu,France,Sushil Kumar,The legendary run of a Greek messenger from Marathon to Athens,A) P.V. Sindhu,"P.V. Sindhu won a bronze medal in women's singles badminton at the Tokyo 2020 Olympics, adding to her Rio 2016 silver.",Olympics,Indian Medal Winners
Which option correctly answers this: Which city hosted the 2012 Summer Olympics?,The legendary run of a Greek messenger from Marathon to Athens,London,Snow and ice sports,"Faster, Higher, Stronger",B) London,"London hosted the 2012 Summer Olympics, becoming the first city to host the Games three times.",Olympics,Host Cities
Choose the correct answer: What are the Winter Olympics primarily focused on?,K. D. Jadhav,Holding the Olympic flame throughout the Games,Peace,Snow and ice sports,D) Snow and ice sports,"The Winter Olympics feature sports played on snow and ice, such as skiing, skating, and ice hockey.",Olympics,Olympic Sports
"Which option correctly answers this: Which Indian wrestler won India's first individual Olympic medal, a bronze, in 1952?",Peace,Snow and ice sports,K. D. Jadhav,P.V. Sindhu,C) K. D. Jadhav,"K. D. Jadhav won bronze in wrestling at the 1952 Helsinki Olympics, becoming independent India's first individual Olympic medalist.",Olympics,Indian Olympic Winners
Which option correctly answers this: Which Indian shuttler won a bronze medal in badminton at the 2020 Tokyo Olympics?,Holding the Olympic flame throughout the Games,The legendary run of a Greek messenger from Marathon to Athens,Rio de Janeiro,P.V. Sindhu,D) P.V. Sindhu,"P.V. Sindhu won a bronze medal in women's singles badminton at the Tokyo 2020 Olympics, adding to her Rio 2016 silver.",Olympics,Indian Medal Winners
Which city hosted the 2020 Summer Olympics (held in 2021)?,The Paralympic Games,Sprinting (track and field),Tokyo,Sushil Kumar,C) Tokyo,"Tokyo hosted the 2020 Summer Olympics, which were postponed to 2021 due to the COVID-19 pandemic.",Olympics,Host Cities
Which option correctly answers this: What does the Olympic flag's white background represent?,United States,P.V. Sindhu,Rio de Janeiro,Peace,D) Peace,The white background of the Olympic flag is said to symbolize peace throughout the Games.,Olympics,Olympic Facts
Which Indian badminton player won a silver medal at the 2016 Rio Olympics?,Sushil Kumar,Holding the Olympic flame throughout the Games,Simone Biles,P.V. Sindhu,D) P.V. Sindhu,P.V. Sindhu won the silver medal in women's singles badminton at the 2016 Rio Olympics.,Olympics,Indian Olympic Winners
Choose the correct answer: What is the Olympic motto?,The legendary run of a Greek messenger from Marathon to Athens,Tokyo,"Faster, Higher, Stronger",Michael Phelps,"C) Faster, Higher, Stronger","The Olympic motto, in Latin 'Citius, Altius, Fortius', translates to 'Faster, Higher, Stronger'.",Olympics,Olympic History
Which option correctly answers this: In which city were the first modern Olympic Games held in 1896?,Athens,Michael Phelps,Holding the Olympic flame throughout the Games,London,A) Athens,"The first modern Olympic Games were held in Athens, Greece, in 1896.",Olympics,Olympic History
What color medal is awarded for third place in an Olympic event?,Peace,Athens,A silver medal,Bronze,D) Bronze,Third-place finishers in Olympic events are awarded bronze medals.,Olympics,Bronze Medal Winners
Which option correctly answers this: How many Olympic rings are there?,Pierre de Coubertin,France,Bronze,Five,D) Five,"There are five interlocking rings in the Olympic symbol, representing the five continents.",Olympics,Olympic Facts
"Choose the correct answer: Which Indian wrestler won India's first individual Olympic medal, a bronze, in 1952?",K. D. Jadhav,United States,Simone Biles,Peace,A) K. D. Jadhav,"K. D. Jadhav won bronze in wrestling at the 1952 Helsinki Olympics, becoming independent India's first individual Olympic medalist.",Olympics,Indian Olympic Winners
Which option correctly answers this: What does the Olympic flag's white background represent?,The Paralympic Games,Neeraj Chopra,Every 4 years,Peace,D) Peace,The white background of the Olympic flag is said to symbolize peace throughout the Games.,Olympics,Olympic Facts
Which option correctly answers this: Which city hosted the 2016 Summer Olympics?,Five,The Paralympic Games,Rio de Janeiro,The legendary run of a Greek messenger from Marathon to Athens,C) Rio de Janeiro,"Rio de Janeiro, Brazil, hosted the 2016 Summer Olympics, the first Olympics held in South America.",Olympics,Host Cities
Quiz question: What is awarded to the athlete who wins second place in an Olympic event?,Peace,A gold medal,Michael Phelps,A silver medal,D) A silver medal,The athlete or team finishing second in an Olympic event is awarded a silver medal.,Olympics,Silver Medal Winners
How often are the Summer Olympic Games held?,A gold medal,Every 4 years,Bronze,Peace,B) Every 4 years,The Summer Olympic Games are traditionally held once every four years.,Olympics,Olympic Facts
Which Indian badminton player won a silver medal at the 2016 Rio Olympics?,P.V. Sindhu,Sprinting (track and field),United States,A gold medal,A) P.V. Sindhu,P.V. Sindhu won the silver medal in women's singles badminton at the 2016 Rio Olympics.,Olympics,Indian Olympic Winners
What is awarded to the athlete who wins first place in an Olympic event?,K. D. Jadhav,Tokyo,Peace,A gold medal,D) A gold medal,The athlete or team finishing first in an Olympic event is awarded a gold medal.,Olympics,Gold Medal Winners
Quiz question: What is the term for the Olympic Games held specifically for athletes with disabilities?,The Paralympic Games,A silver medal,Sushil Kumar,Pierre de Coubertin,A) The Paralympic Games,"The Paralympic Games are a major international multi-sport event for athletes with disabilities, held after the Olympic Games.",Olympics,Olympic Facts
Choose the correct answer: Which country hosted the first Winter Olympics in 1924?,Pierre de Coubertin,France,Peace,United States,B) France,France hosted the first Winter Olympics in Chamonix in 1924.,Olympics,Olympic History
What is awarded to the athlete who wins first place in an Olympic event?,Sushil Kumar,A gold medal,Sprinting (track and field),The five inhabited continents joined in friendship,B) A gold medal,The athlete or team finishing first in an Olympic event is awarded a gold medal.,Olympics,Gold Medal Winners
"Which option correctly answers this: Which sport is Usain Bolt famous for, having won multiple Olympic gold medals?",Michael Phelps,Sprinting (track and field),Snow and ice sports,Every 4 years,B) Sprinting (track and field),"Usain Bolt, from Jamaica, is a legendary sprinter who won multiple Olympic gold medals in the 100m and 200m events.",Olympics,Olympic Athletes
"Quiz question: Which gymnast is renowned for winning multiple Olympic gold medals for the United States, including at Rio 2016 and Tokyo 2020?",Tokyo,Pierre de Coubertin,Simone Biles,Vijender Singh,C) Simone Biles,Simone Biles is a celebrated American gymnast known for winning multiple Olympic gold medals across the Rio and Tokyo Games.,Olympics,Olympic Athletes
What is awarded to the athlete who wins first place in an Olympic event?,A gold medal,Five,India won six consecutive Olympic gold medals in hockey,London,A) A gold medal,The athlete or team finishing first in an Olympic event is awarded a gold medal.,Olympics,Gold Medal Winners
Which option correctly answers this: What sport does the Olympic Games' marathon event commemorate historically?,The legendary run of a Greek messenger from Marathon to Athens,The five inhabited continents joined in friendship,A gold medal,United States,A) The legendary run of a Greek messenger from Marathon to Athens,The Olympic marathon commemorates the legendary run of a Greek messenger from the battlefield of Marathon to Athens.,Olympics,Olympic History
Quiz question: Who won India's gold medal in javelin throw at the 2020 Tokyo Olympics?,A gold medal,Neeraj Chopra,India won six consecutive Olympic gold medals in hockey,The five inhabited continents joined in friendship,B) Neeraj Chopra,"Neeraj Chopra won gold in the javelin throw at the Tokyo 2020 Olympics, held in 2021.",Olympics,Indian Olympic Winners
Which option correctly answers this: Which Indian badminton player won a silver medal at the 2016 Rio Olympics?,Every 4 years,Peace,The Paralympic Games,P.V. Sindhu,D) P.V. Sindhu,P.V. Sindhu won the silver medal in women's singles badminton at the 2016 Rio Olympics.,Olympics,Indian Olympic Winners
Which option correctly answers this: What is the term for the Olympic Games held specifically for athletes with disabilities?,"Faster, Higher, Stronger",India won six consecutive Olympic gold medals in hockey,The Paralympic Games,Athens,C) The Paralympic Games,"The Paralympic Games are a major international multi-sport event for athletes with disabilities, held after the Olympic Games.",Olympics,Olympic Facts
Choose the correct answer: What is the Olympic Games' host stadium's cauldron used for?,Holding the Olympic flame throughout the Games,Rio de Janeiro,United States,London,A) Holding the Olympic flame throughout the Games,"The Olympic cauldron holds the Olympic flame, which burns throughout the duration of the Games.",Olympics,Olympic History
Choose the correct answer: What is awarded to the athlete who wins second place in an Olympic event?,A silver medal,Sushil Kumar,K. D. Jadhav,Tokyo,A) A silver medal,The athlete or team finishing second in an Olympic event is awarded a silver medal.,Olympics,Silver Medal Winners
Quiz question: What is the Olympic Games' host stadium's cauldron used for?,K. D. Jadhav,P.V. Sindhu,The Paralympic Games,Holding the Olympic flame throughout the Games,D) Holding the Olympic flame throughout the Games,"The Olympic cauldron holds the Olympic flame, which burns throughout the duration of the Games.",Olympics,Olympic History
Which country hosted the first Winter Olympics in 1924?,France,Snow and ice sports,Vijender Singh,Peace,A) France,France hosted the first Winter Olympics in Chamonix in 1924.,Olympics,Olympic History
"Choose the correct answer: Which sport is Usain Bolt famous for, having won multiple Olympic gold medals?",Every 4 years,Holding the Olympic flame throughout the Games,Bronze,Sprinting (track and field),D) Sprinting (track and field),"Usain Bolt, from Jamaica, is a legendary sprinter who won multiple Olympic gold medals in the 100m and 200m events.",Olympics,Olympic Athletes
Which option correctly answers this: Which swimmer holds the record for the most Olympic medals of any athlete?,Michael Phelps,Athens,Every 4 years,Tokyo,A) Michael Phelps,"American swimmer Michael Phelps holds the record for the most Olympic medals, with 28 medals across his career.",Olympics,Olympic Records
Which option correctly answers this: What does the Olympic flag's white background represent?,Peace,The Paralympic Games,Bronze,Five,A) Peace,The white background of the Olympic flag is said to symbolize peace throughout the Games.,Olympics,Olympic Facts
Quiz question: Who founded the modern Olympic Games?,Pierre de Coubertin,India won six consecutive Olympic gold medals in hockey,Abhinav Bindra,Neeraj Chopra,A) Pierre de Coubertin,"Pierre de Coubertin, a French educator, is credited with founding the modern Olympic Games in the late 19th century.",Olympics,Olympic History
Which option correctly answers this: Which country has hosted the Summer Olympics the most times?,United States,Neeraj Chopra,Peace,Rio de Janeiro,A) United States,"The United States has hosted the Summer Olympics multiple times, including in St. Louis, Los Angeles, and Atlanta.",Olympics,Host Countries
Quiz question: In which city were the first modern Olympic Games held in 1896?,Snow and ice sports,Athens,India won six consecutive Olympic gold medals in hockey,Sprinting (track and field),B) Athens,"The first modern Olympic Games were held in Athens, Greece, in 1896.",Olympics,Olympic History
Choose the correct answer: Which city hosted the 2020 Summer Olympics (held in 2021)?,Tokyo,K. D. Jadhav,Simone Biles,Sushil Kumar,A) Tokyo,"Tokyo hosted the 2020 Summer Olympics, which were postponed to 2021 due to the COVID-19 pandemic.",Olympics,Host Cities
How many Olympic rings are there?,Neeraj Chopra,United States,Five,A silver medal,C) Five,"There are five interlocking rings in the Olympic symbol, representing the five continents.",Olympics,Olympic Facts
Which Indian shuttler won a bronze medal in badminton at the 2020 Tokyo Olympics?,Holding the Olympic flame throughout the Games,Abhinav Bindra,London,P.V. Sindhu,D) P.V. Sindhu,"P.V. Sindhu won a bronze medal in women's singles badminton at the Tokyo 2020 Olympics, adding to her Rio 2016 silver.",Olympics,Indian Medal Winners
Who founded the modern Olympic Games?,Pierre de Coubertin,Five,Peace,P.V. Sindhu,A) Pierre de Coubertin,"Pierre de Coubertin, a French educator, is credited with founding the modern Olympic Games in the late 19th century.",Olympics,Olympic History
Which option correctly answers this: Which country won the most gold medals at the 2020 Tokyo Olympics?,United States,Pierre de Coubertin,Simone Biles,Sprinting (track and field),A) United States,The United States topped the gold medal table at the Tokyo 2020 Olympics.,Olympics,Medal Winners
Which option correctly answers this: What was notable about the Indian men's hockey team's Olympic run between 1928 and 1956?,Five,K. D. Jadhav,India won six consecutive Olympic gold medals in hockey,Athens,C) India won six consecutive Olympic gold medals in hockey,The Indian men's hockey team won six consecutive Olympic gold medals from 1928 to 1956.,Olympics,Indian Olympic Winners
Quiz question: What is awarded to the athlete who wins second place in an Olympic event?,Simone Biles,Athens,Five,A silver medal,D) A silver medal,The athlete or team finishing second in an Olympic event is awarded a silver medal.,Olympics,Silver Medal Winners
Quiz question: Who won India's gold medal in javelin throw at the 2020 Tokyo Olympics?,A silver medal,Sprinting (track and field),Neeraj Chopra,Every 4 years,C) Neeraj Chopra,"Neeraj Chopra won gold in the javelin throw at the Tokyo 2020 Olympics, held in 2021.",Olympics,Indian Olympic Winners
"Choose the correct answer: Which gymnast is renowned for winning multiple Olympic gold medals for the United States, including at Rio 2016 and Tokyo 2020?","Faster, Higher, Stronger",London,Michael Phelps,Simone Biles,D) Simone Biles,Simone Biles is a celebrated American gymnast known for winning multiple Olympic gold medals across the Rio and Tokyo Games.,Olympics,Olympic Athletes
Which option correctly answers this: Which city hosted the 2012 Summer Olympics?,The five inhabited continents joined in friendship,London,"Faster, Higher, Stronger",The legendary run of a Greek messenger from Marathon to Athens,B) London,"London hosted the 2012 Summer Olympics, becoming the first city to host the Games three times.",Olympics,Host Cities
"Quiz question: Which gymnast is renowned for winning multiple Olympic gold medals for the United States, including at Rio 2016 and Tokyo 2020?",Simone Biles,Tokyo,"Faster, Higher, Stronger",The legendary run of a Greek messenger from Marathon to Athens,A) Simone Biles,Simone Biles is a celebrated American gymnast known for winning multiple Olympic gold medals across the Rio and Tokyo Games.,Olympics,Olympic Athletes
Which option correctly answers this: Which swimmer holds the record for the most Olympic medals of any athlete?,"Faster, Higher, Stronger",K. D. Jadhav,Michael Phelps,Neeraj Chopra,C) Michael Phelps,"American swimmer Michael Phelps holds the record for the most Olympic medals, with 28 medals across his career.",Olympics,Olympic Records
How many Olympic rings are there?,Simone Biles,Athens,Five,Peace,C) Five,"There are five interlocking rings in the Olympic symbol, representing the five continents.",Olympics,Olympic Facts
Choose the correct answer: Which Indian shuttler won a bronze medal in badminton at the 2020 Tokyo Olympics?,P.V. Sindhu,Vijender Singh,Abhinav Bindra,India won six consecutive Olympic gold medals in hockey,A) P.V. Sindhu,"P.V. Sindhu won a bronze medal in women's singles badminton at the Tokyo 2020 Olympics, adding to her Rio 2016 silver.",Olympics,Indian Medal Winners
Which Indian shuttler won a bronze medal in badminton at the 2020 Tokyo Olympics?,Abhinav Bindra,The Paralympic Games,P.V. Sindhu,United States,C) P.V. Sindhu,"P.V. Sindhu won a bronze medal in women's singles badminton at the Tokyo 2020 Olympics, adding to her Rio 2016 silver.",Olympics,Indian Medal Winners
Who won India's gold medal in javelin throw at the 2020 Tokyo Olympics?,Neeraj Chopra,Michael Phelps,France,Bronze,A) Neeraj Chopra,"Neeraj Chopra won gold in the javelin throw at the Tokyo 2020 Olympics, held in 2021.",Olympics,Indian Olympic Winners
Quiz question: Who founded the modern Olympic Games?,Bronze,Pierre de Coubertin,P.V. Sindhu,Holding the Olympic flame throughout the Games,B) Pierre de Coubertin,"Pierre de Coubertin, a French educator, is credited with founding the modern Olympic Games in the late 19th century.",Olympics,Olympic History
Quiz question: How often are the Summer Olympic Games held?,"Faster, Higher, Stronger",Snow and ice sports,P.V. Sindhu,Every 4 years,D) Every 4 years,The Summer Olympic Games are traditionally held once every four years.,Olympics,Olympic Facts
Quiz question: What is the Olympic motto?,Athens,"Faster, Higher, Stronger",Tokyo,Peace,"B) Faster, Higher, Stronger","The Olympic motto, in Latin 'Citius, Altius, Fortius', translates to 'Faster, Higher, Stronger'.",Olympics,Olympic History
Which Indian shuttler won a bronze medal in badminton at the 2020 Tokyo Olympics?,Bronze,P.V. Sindhu,Vijender Singh,Pierre de Coubertin,B) P.V. Sindhu,"P.V. Sindhu won a bronze medal in women's singles badminton at the Tokyo 2020 Olympics, adding to her Rio 2016 silver.",Olympics,Indian Medal Winners
Choose the correct answer: How often are the Summer Olympic Games held?,Neeraj Chopra,Every 4 years,Snow and ice sports,Holding the Olympic flame throughout the Games,B) Every 4 years,The Summer Olympic Games are traditionally held once every four years.,Olympics,Olympic Facts
Which option correctly answers this: What is the Olympic Games' host stadium's cauldron used for?,P.V. Sindhu,Neeraj Chopra,A silver medal,Holding the Olympic flame throughout the Games,D) Holding the Olympic flame throughout the Games,"The Olympic cauldron holds the Olympic flame, which burns throughout the duration of the Games.",Olympics,Olympic History
Which option correctly answers this: Which city hosted the 2020 Summer Olympics (held in 2021)?,United States,A gold medal,Tokyo,Neeraj Chopra,C) Tokyo,"Tokyo hosted the 2020 Summer Olympics, which were postponed to 2021 due to the COVID-19 pandemic.",Olympics,Host Cities
Quiz question: In which city were the first modern Olympic Games held in 1896?,Athens,Michael Phelps,The Paralympic Games,The legendary run of a Greek messenger from Marathon to Athens,A) Athens,"The first modern Olympic Games were held in Athens, Greece, in 1896.",Olympics,Olympic History
Choose the correct answer: What was notable about the Indian men's hockey team's Olympic run between 1928 and 1956?,A gold medal,India won six consecutive Olympic gold medals in hockey,Pierre de Coubertin,Simone Biles,B) India won six consecutive Olympic gold medals in hockey,The Indian men's hockey team won six consecutive Olympic gold medals from 1928 to 1956.,Olympics,Indian Olympic Winners
Quiz question: Which country hosted the first Winter Olympics in 1924?,The legendary run of a Greek messenger from Marathon to Athens,Pierre de Coubertin,France,India won six consecutive Olympic gold medals in hockey,C) France,France hosted the first Winter Olympics in Chamonix in 1924.,Olympics,Olympic History
What are the Winter Olympics primarily focused on?,Snow and ice sports,France,The Paralympic Games,Simone Biles,A) Snow and ice sports,"The Winter Olympics feature sports played on snow and ice, such as skiing, skating, and ice hockey.",Olympics,Olympic Sports
Choose the correct answer: Which swimmer holds the record for the most Olympic medals of any athlete?,Abhinav Bindra,Neeraj Chopra,Simone Biles,Michael Phelps,D) Michael Phelps,"American swimmer Michael Phelps holds the record for the most Olympic medals, with 28 medals across his career.",Olympics,Olympic Records
Which option correctly answers this: What is the Olympic motto?,France,"Faster, Higher, Stronger",London,Rio de Janeiro,"B) Faster, Higher, Stronger","The Olympic motto, in Latin 'Citius, Altius, Fortius', translates to 'Faster, Higher, Stronger'.",Olympics,Olympic History
Quiz question: What sport does the Olympic Games' marathon event commemorate historically?,Simone Biles,"Faster, Higher, Stronger",France,The legendary run of a Greek messenger from Marathon to Athens,D) The legendary run of a Greek messenger from Marathon to Athens,The Olympic marathon commemorates the legendary run of a Greek messenger from the battlefield of Marathon to Athens.,Olympics,Olympic History
Quiz question: How many Olympic rings are there?,Snow and ice sports,The legendary run of a Greek messenger from Marathon to Athens,Five,Michael Phelps,C) Five,"There are five interlocking rings in the Olympic symbol, representing the five continents.",Olympics,Olympic Facts
"Which sport is Usain Bolt famous for, having won multiple Olympic gold medals?",A gold medal,France,Sprinting (track and field),Athens,C) Sprinting (track and field),"Usain Bolt, from Jamaica, is a legendary sprinter who won multiple Olympic gold medals in the 100m and 200m events.",Olympics,Olympic Athletes
