Which of the following best describes an expert system?,An AI program that mimics the decision-making of a human expert,An AI model trained on vast amounts of text to understand and generate language,"Systematic and unfair skew in AI outputs, often due to biased training data","A field involving the design and use of robots, often powered by AI",A) An AI program that mimics the decision-making of a human expert,An expert system is an AI program designed to mimic the decision-making ability of a human expert in a specific domain.,Artificial Intelligence (AI),Expert Systems
What is an AI model?,The input text given to a generative AI model to produce a response,A program designed to simulate conversation with human users,A trained computational system used to make predictions or generate outputs,AI that analyzes data to forecast future outcomes,C) A trained computational system used to make predictions or generate outputs,"An AI model is a computational system trained on data to make predictions, classifications, or generate outputs.",Artificial Intelligence (AI),AI Models
Which of the following best describes an AI model?,A trained computational system used to make predictions or generate outputs,A field of AI focused on enabling computers to understand human language,When an AI generates plausible-sounding but incorrect or fabricated information,Technology that converts spoken language into text,A) A trained computational system used to make predictions or generate outputs,"An AI model is a computational system trained on data to make predictions, classifications, or generate outputs.",Artificial Intelligence (AI),AI Models
What is a chatbot?,When an AI generates plausible-sounding but incorrect or fabricated information,A program designed to simulate conversation with human users,A trained computational system used to make predictions or generate outputs,Using AI to perform tasks automatically without human intervention,B) A program designed to simulate conversation with human users,A chatbot is an AI-powered program designed to simulate conversation with human users through text or voice.,Artificial Intelligence (AI),AI Applications
Which of the following best describes a chatbot?,A program designed to simulate conversation with human users,A field of AI that enables computers to interpret visual information,AI that analyzes data to forecast future outcomes,A computer vision task that identifies and locates objects within an image,A) A program designed to simulate conversation with human users,A chatbot is an AI-powered program designed to simulate conversation with human users through text or voice.,Artificial Intelligence (AI),AI Applications
What is a large language model (LLM)?,AI that analyzes data to forecast future outcomes,A computer vision task that identifies and locates objects within an image,An AI model trained on vast amounts of text to understand and generate language,A field of AI focused on enabling computers to understand human language,C) An AI model trained on vast amounts of text to understand and generate language,A large language model (LLM) is trained on massive amounts of text data to understand and generate human-like language.,Artificial Intelligence (AI),AI Models
Which of the following best describes a large language model (LLM)?,When an AI generates plausible-sounding but incorrect or fabricated information,An AI model trained on vast amounts of text to understand and generate language,An AI-powered application that performs tasks based on voice or text commands,A trained computational system used to make predictions or generate outputs,B) An AI model trained on vast amounts of text to understand and generate language,A large language model (LLM) is trained on massive amounts of text data to understand and generate human-like language.,Artificial Intelligence (AI),AI Models
What is an AI hallucination?,A program designed to simulate conversation with human users,AI systems that suggest products or content based on user data,A trained computational system used to make predictions or generate outputs,When an AI generates plausible-sounding but incorrect or fabricated information,D) When an AI generates plausible-sounding but incorrect or fabricated information,An AI hallucination occurs when a model generates confident-sounding output that is factually incorrect or fabricated.,Artificial Intelligence (AI),AI Basics
Which of the following best describes an AI hallucination?,A collection of data used to train and evaluate AI models,A field of AI that enables computers to interpret visual information,The process of using a trained AI model to make a prediction,When an AI generates plausible-sounding but incorrect or fabricated information,D) When an AI generates plausible-sounding but incorrect or fabricated information,An AI hallucination occurs when a model generates confident-sounding output that is factually incorrect or fabricated.,Artificial Intelligence (AI),AI Basics
What is speech recognition?,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,An AI-powered application that performs tasks based on voice or text commands,A trained computational system used to make predictions or generate outputs,Technology that converts spoken language into text,D) Technology that converts spoken language into text,Speech recognition is AI technology that converts spoken words into written text.,Artificial Intelligence (AI),Natural Language Processing
Which of the following best describes speech recognition?,A collection of data used to train and evaluate AI models,A computing system inspired by the structure of the human brain,Technology that converts spoken language into text,A set of rules an AI system follows to process data and make decisions,C) Technology that converts spoken language into text,Speech recognition is AI technology that converts spoken words into written text.,Artificial Intelligence (AI),Natural Language Processing
What is facial recognition?,An NLP technique used to determine the emotional tone of text,A technology that identifies individuals from facial features in images,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,Technology that converts spoken language into text,B) A technology that identifies individuals from facial features in images,Facial recognition uses computer vision to identify or verify individuals based on their facial features.,Artificial Intelligence (AI),Computer Vision
Which of the following best describes facial recognition?,The process of teaching a model to perform a task using data,"AI that can create new content such as text, images, or audio",A technology that identifies individuals from facial features in images,"Systematic and unfair skew in AI outputs, often due to biased training data",C) A technology that identifies individuals from facial features in images,Facial recognition uses computer vision to identify or verify individuals based on their facial features.,Artificial Intelligence (AI),Computer Vision
What is AI training?,The study of moral issues surrounding the development and use of AI,The process of teaching a model to perform a task using data,"A field involving the design and use of robots, often powered by AI",An AI-powered application that performs tasks based on voice or text commands,B) The process of teaching a model to perform a task using data,AI training involves feeding data into a model so it can learn patterns and improve its performance on a task.,Artificial Intelligence (AI),AI History
Which of the following best describes AI training?,A vehicle that uses AI and sensors to drive without human control,The process of using a trained AI model to make a prediction,The process of teaching a model to perform a task using data,"Systematic and unfair skew in AI outputs, often due to biased training data",C) The process of teaching a model to perform a task using data,AI training involves feeding data into a model so it can learn patterns and improve its performance on a task.,Artificial Intelligence (AI),AI History
What is an AI dataset?,An AI model trained on vast amounts of text to understand and generate language,The simulation of human intelligence by machines,A trained computational system used to make predictions or generate outputs,A collection of data used to train and evaluate AI models,D) A collection of data used to train and evaluate AI models,"An AI dataset is a structured collection of data used to train, validate, and test AI models.",Artificial Intelligence (AI),AI Basics
Which of the following best describes an AI dataset?,A computer vision task that identifies and locates objects within an image,When an AI generates plausible-sounding but incorrect or fabricated information,A collection of data used to train and evaluate AI models,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,C) A collection of data used to train and evaluate AI models,"An AI dataset is a structured collection of data used to train, validate, and test AI models.",Artificial Intelligence (AI),AI Basics
What is AI bias?,A field of AI that enables computers to interpret visual information,An AI model trained on vast amounts of text to understand and generate language,A computer vision task that identifies and locates objects within an image,"Systematic and unfair skew in AI outputs, often due to biased training data","D) Systematic and unfair skew in AI outputs, often due to biased training data","AI bias refers to systematic errors or unfairness in AI outputs, often resulting from biased or unrepresentative training data.",Artificial Intelligence (AI),AI Ethics
Which of the following best describes AI bias?,"Systematic and unfair skew in AI outputs, often due to biased training data",AI that analyzes data to forecast future outcomes,Using AI to perform tasks automatically without human intervention,The study of moral issues surrounding the development and use of AI,"A) Systematic and unfair skew in AI outputs, often due to biased training data","AI bias refers to systematic errors or unfairness in AI outputs, often resulting from biased or unrepresentative training data.",Artificial Intelligence (AI),AI Ethics
What is AI ethics?,A program designed to simulate conversation with human users,A set of rules an AI system follows to process data and make decisions,A field of AI focused on enabling computers to understand human language,The study of moral issues surrounding the development and use of AI,D) The study of moral issues surrounding the development and use of AI,"AI ethics examines the moral implications of developing and deploying AI, including fairness, privacy, and accountability.",Artificial Intelligence (AI),AI Ethics
Which of the following best describes AI ethics?,"A field involving the design and use of robots, often powered by AI",An AI model trained on vast amounts of text to understand and generate language,The study of moral issues surrounding the development and use of AI,A computing system inspired by the structure of the human brain,C) The study of moral issues surrounding the development and use of AI,"AI ethics examines the moral implications of developing and deploying AI, including fairness, privacy, and accountability.",Artificial Intelligence (AI),AI Ethics
What is a neural network?,A computing system inspired by the structure of the human brain,"A field involving the design and use of robots, often powered by AI",A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,AI systems that suggest products or content based on user data,A) A computing system inspired by the structure of the human brain,"A neural network is a computing system loosely modeled on the human brain, made of interconnected nodes (neurons).",Artificial Intelligence (AI),AI Models
Which of the following best describes a neural network?,The simulation of human intelligence by machines,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,A computing system inspired by the structure of the human brain,"A field involving the design and use of robots, often powered by AI",C) A computing system inspired by the structure of the human brain,"A neural network is a computing system loosely modeled on the human brain, made of interconnected nodes (neurons).",Artificial Intelligence (AI),AI Models
What is an AI prompt?,When an AI generates plausible-sounding but incorrect or fabricated information,A program designed to simulate conversation with human users,A trained computational system used to make predictions or generate outputs,The input text given to a generative AI model to produce a response,D) The input text given to a generative AI model to produce a response,An AI prompt is the instruction or input text given to a generative AI model to elicit a specific response.,Artificial Intelligence (AI),Generative AI
Which of the following best describes an AI prompt?,An NLP technique used to determine the emotional tone of text,AI systems that suggest products or content based on user data,The input text given to a generative AI model to produce a response,Technology that converts spoken language into text,C) The input text given to a generative AI model to produce a response,An AI prompt is the instruction or input text given to a generative AI model to elicit a specific response.,Artificial Intelligence (AI),Generative AI
What is recommendation AI?,AI systems that create new images from text descriptions or other inputs,AI systems that suggest products or content based on user data,When an AI generates plausible-sounding but incorrect or fabricated information,AI that analyzes data to forecast future outcomes,B) AI systems that suggest products or content based on user data,"Recommendation AI analyzes user data and behavior to suggest relevant products, content, or services.",Artificial Intelligence (AI),AI Applications
Which of the following best describes recommendation AI?,An NLP technique used to determine the emotional tone of text,A field of AI focused on enabling computers to understand human language,A trained computational system used to make predictions or generate outputs,AI systems that suggest products or content based on user data,D) AI systems that suggest products or content based on user data,"Recommendation AI analyzes user data and behavior to suggest relevant products, content, or services.",Artificial Intelligence (AI),AI Applications
What is predictive AI?,A technology that identifies individuals from facial features in images,AI that analyzes data to forecast future outcomes,The process of teaching a model to perform a task using data,A computer vision task that identifies and locates objects within an image,B) AI that analyzes data to forecast future outcomes,Predictive AI uses historical data and patterns to forecast future outcomes or trends.,Artificial Intelligence (AI),AI Applications
Which of the following best describes predictive AI?,The process of using a trained AI model to make a prediction,A trained computational system used to make predictions or generate outputs,AI that analyzes data to forecast future outcomes,An AI-powered application that performs tasks based on voice or text commands,C) AI that analyzes data to forecast future outcomes,Predictive AI uses historical data and patterns to forecast future outcomes or trends.,Artificial Intelligence (AI),AI Applications
What is model inference?,AI systems that suggest products or content based on user data,A computer vision task that identifies and locates objects within an image,The process of using a trained AI model to make a prediction,A technology that identifies individuals from facial features in images,C) The process of using a trained AI model to make a prediction,Model inference is the process of feeding new data into a trained AI model to generate a prediction or output.,Artificial Intelligence (AI),AI Models
Which of the following best describes model inference?,A trained computational system used to make predictions or generate outputs,AI systems that create new images from text descriptions or other inputs,The process of using a trained AI model to make a prediction,The input text given to a generative AI model to produce a response,C) The process of using a trained AI model to make a prediction,Model inference is the process of feeding new data into a trained AI model to generate a prediction or output.,Artificial Intelligence (AI),AI Models
What is the Turing Test?,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,An AI program that mimics the decision-making of a human expert,A vehicle that uses AI and sensors to drive without human control,AI that analyzes data to forecast future outcomes,A) A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,"The Turing Test, proposed by Alan Turing, evaluates whether a machine's responses are indistinguishable from a human's.",Artificial Intelligence (AI),AI History
Which of the following best describes the Turing Test?,The input text given to a generative AI model to produce a response,The simulation of human intelligence by machines,A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,The process of using a trained AI model to make a prediction,C) A test of a machine's ability to exhibit intelligent behavior indistinguishable from a human,"The Turing Test, proposed by Alan Turing, evaluates whether a machine's responses are indistinguishable from a human's.",Artificial Intelligence (AI),AI History
What is a virtual assistant?,Technology that converts spoken language into text,A collection of data used to train and evaluate AI models,When an AI generates plausible-sounding but incorrect or fabricated information,An AI-powered application that performs tasks based on voice or text commands,D) An AI-powered application that performs tasks based on voice or text commands,"A virtual assistant, like Siri or Alexa, uses AI to perform tasks or answer questions based on user commands.",Artificial Intelligence (AI),AI Applications
Which of the following best describes a virtual assistant?,"Systematic and unfair skew in AI outputs, often due to biased training data",A program designed to simulate conversation with human users,A vehicle that uses AI and sensors to drive without human control,An AI-powered application that performs tasks based on voice or text commands,D) An AI-powered application that performs tasks based on voice or text commands,"A virtual assistant, like Siri or Alexa, uses AI to perform tasks or answer questions based on user commands.",Artificial Intelligence (AI),AI Applications
What is AI automation?,The process of teaching a model to perform a task using data,Using AI to perform tasks automatically without human intervention,A collection of data used to train and evaluate AI models,The study of moral issues surrounding the development and use of AI,B) Using AI to perform tasks automatically without human intervention,"AI automation uses artificial intelligence to carry out tasks automatically, reducing the need for manual human effort.",Artificial Intelligence (AI),AI Applications
Which of the following best describes AI automation?,Using AI to perform tasks automatically without human intervention,AI that analyzes data to forecast future outcomes,"Systematic and unfair skew in AI outputs, often due to biased training data",A computer vision task that identifies and locates objects within an image,A) Using AI to perform tasks automatically without human intervention,"AI automation uses artificial intelligence to carry out tasks automatically, reducing the need for manual human effort.",Artificial Intelligence (AI),AI Applications
What is an AI algorithm?,"AI that can create new content such as text, images, or audio",A field of AI that enables computers to interpret visual information,Using AI to perform tasks automatically without human intervention,A set of rules an AI system follows to process data and make decisions,D) A set of rules an AI system follows to process data and make decisions,An AI algorithm is a set of rules or procedures that an AI system follows to process data and produce results.,Artificial Intelligence (AI),AI Basics
Which of the following best describes an AI algorithm?,A set of rules an AI system follows to process data and make decisions,"A field involving the design and use of robots, often powered by AI",A program designed to simulate conversation with human users,The study of moral issues surrounding the development and use of AI,A) A set of rules an AI system follows to process data and make decisions,An AI algorithm is a set of rules or procedures that an AI system follows to process data and produce results.,Artificial Intelligence (AI),AI Basics
What is sentiment analysis?,An NLP technique used to determine the emotional tone of text,When an AI generates plausible-sounding but incorrect or fabricated information,"A field involving the design and use of robots, often powered by AI",The process of using a trained AI model to make a prediction,A) An NLP technique used to determine the emotional tone of text,"Sentiment analysis is an NLP technique that determines whether text expresses a positive, negative, or neutral sentiment.",Artificial Intelligence (AI),Natural Language Processing
Which of the following best describes sentiment analysis?,Using AI to perform tasks automatically without human intervention,An NLP technique used to determine the emotional tone of text,"AI that can create new content such as text, images, or audio",A computing system inspired by the structure of the human brain,B) An NLP technique used to determine the emotional tone of text,"Sentiment analysis is an NLP technique that determines whether text expresses a positive, negative, or neutral sentiment.",Artificial Intelligence (AI),Natural Language Processing
What is an autonomous vehicle?,A vehicle that uses AI and sensors to drive without human control,Technology that converts spoken language into text,The process of teaching a model to perform a task using data,When an AI generates plausible-sounding but incorrect or fabricated information,A) A vehicle that uses AI and sensors to drive without human control,"An autonomous vehicle uses AI, sensors, and cameras to navigate and drive with little or no human input.",Artificial Intelligence (AI),AI Applications
Which of the following best describes an autonomous vehicle?,The input text given to a generative AI model to produce a response,A computing system inspired by the structure of the human brain,A vehicle that uses AI and sensors to drive without human control,The study of moral issues surrounding the development and use of AI,C) A vehicle that uses AI and sensors to drive without human control,"An autonomous vehicle uses AI, sensors, and cameras to navigate and drive with little or no human input.",Artificial Intelligence (AI),AI Applications
What is image generation AI?,A collection of data used to train and evaluate AI models,A computing system inspired by the structure of the human brain,A field of AI that enables computers to interpret visual information,AI systems that create new images from text descriptions or other inputs,D) AI systems that create new images from text descriptions or other inputs,"Image generation AI creates new visual content, often from a text description, using generative models.",Artificial Intelligence (AI),Generative AI
Which of the following best describes image generation AI?,AI systems that create new images from text descriptions or other inputs,"AI that can create new content such as text, images, or audio",An NLP technique used to determine the emotional tone of text,An AI program that mimics the decision-making of a human expert,A) AI systems that create new images from text descriptions or other inputs,"Image generation AI creates new visual content, often from a text description, using generative models.",Artificial Intelligence (AI),Generative AI
What is object detection?,A computer vision task that identifies and locates objects within an image,AI systems that create new images from text descriptions or other inputs,An NLP technique used to determine the emotional tone of text,The process of using a trained AI model to make a prediction,A) A computer vision task that identifies and locates objects within an image,Object detection is a computer vision task that identifies what objects are present in an image and where they are located.,Artificial Intelligence (AI),Computer Vision
Which of the following best describes object detection?,AI systems that create new images from text descriptions or other inputs,A computer vision task that identifies and locates objects within an image,The process of teaching a model to perform a task using data,A program designed to simulate conversation with human users,B) A computer vision task that identifies and locates objects within an image,Object detection is a computer vision task that identifies what objects are present in an image and where they are located.,Artificial Intelligence (AI),Computer Vision
Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which of the following best describes recommendation AI?,The study of moral issues surrounding the development and use of AI,Laws and policies designed to govern the development and use of AI,AI systems that suggest products or content based on user data,Using AI to perform tasks automatically without human intervention,C) AI systems that suggest products or content based on user data,"Recommendation AI analyzes user data and behavior to suggest relevant products, content, or services.",Artificial Intelligence (AI),AI Applications
Choose the correct definition of a large language model (LLM).,An AI model trained on vast amounts of text to understand and generate language,AI systems used to handle customer inquiries automatically,An AI program that mimics the decision-making of a human expert,The practice of crafting effective inputs to get desired outputs from an AI model,A) An AI model trained on vast amounts of text to understand and generate language,A large language model (LLM) is trained on massive amounts of text data to understand and generate human-like language.,Artificial Intelligence (AI),AI Models
What is a large language model (LLM)?,The protection of personal information used or generated by AI systems,An AI program that mimics the decision-making of a human expert,An AI model trained on vast amounts of text to understand and generate language,The principle that AI systems' decisions should be understandable and explainable,C) An AI model trained on vast amounts of text to understand and generate language,A large language model (LLM) is trained on massive amounts of text data to understand and generate human-like language.,Artificial Intelligence (AI),AI Models
Which of the following best describes customer service AI?,AI systems used to handle customer inquiries automatically,A structured collection of facts and rules used by an expert system,The period when foundational concepts of artificial intelligence were first formally studied,"The application of AI to assist with diagnosis, treatment, and medical research",A) AI systems used to handle customer inquiries automatically,"Customer service AI, such as chatbots, is used by businesses to automatically handle and respond to customer inquiries.",Artificial Intelligence (AI),AI Applications
Which option best explains the meaning of image generation AI?,AI systems that create new images from text descriptions or other inputs,A vehicle that uses AI and sensors to drive without human control,A technology that identifies individuals from facial features in images,The protection of personal information used or generated by AI systems,A) AI systems that create new images from text descriptions or other inputs,"Image generation AI creates new visual content, often from a text description, using generative models.",Artificial Intelligence (AI),Generative AI
Choose the correct definition of Natural Language Processing (NLP).,A field of AI focused on enabling computers to understand human language,A set of rules an AI system follows to process data and make decisions,A computing system inspired by the structure of the human brain,A program designed to simulate conversation with human users,A) A field of AI focused on enabling computers to understand human language,"NLP (Natural Language Processing) enables computers to understand, interpret, and generate human language.",Artificial Intelligence (AI),Natural Language Processing
Which statement correctly explains predictive AI?,A field of AI focused on enabling computers to understand human language,A computing system inspired by the structure of the human brain,AI that analyzes data to forecast future outcomes,An AI model trained on vast amounts of text to understand and generate language,C) AI that analyzes data to forecast future outcomes,Predictive AI uses historical data and patterns to forecast future outcomes or trends.,Artificial Intelligence (AI),AI Applications
Which of the following best describes a chatbot?,The amount of recent conversation an AI model can consider when generating a response,A program designed to simulate conversation with human users,An AI model trained on vast amounts of text to understand and generate language,A field of AI focused on enabling computers to understand human language,B) A program designed to simulate conversation with human users,A chatbot is an AI-powered program designed to simulate conversation with human users through text or voice.,Artificial Intelligence (AI),AI Applications
Which option best explains the meaning of Natural Language Processing (NLP)?,A trained computational system used to make predictions or generate outputs,An NLP technique used to determine the emotional tone of text,A field of AI focused on enabling computers to understand human language,AI systems used to identify potentially fraudulent transactions or activities,C) A field of AI focused on enabling computers to understand human language,"NLP (Natural Language Processing) enables computers to understand, interpret, and generate human language.",Artificial Intelligence (AI),Natural Language Processing
Which of the following best describes an AI hallucination?,The amount of recent conversation an AI model can consider when generating a response,AI systems used to handle customer inquiries automatically,When an AI generates plausible-sounding but incorrect or fabricated information,"Systematic and unfair skew in AI outputs, often due to biased training data",C) When an AI generates plausible-sounding but incorrect or fabricated information,An AI hallucination occurs when a model generates confident-sounding output that is factually incorrect or fabricated.,Artificial Intelligence (AI),AI Basics
fraud detection AI can be best defined as which of the following?,"Systematic and unfair skew in AI outputs, often due to biased training data",A field of AI focused on enabling computers to understand human language,AI systems used to identify potentially fraudulent transactions or activities,An AI model trained on vast amounts of text to understand and generate language,C) AI systems used to identify potentially fraudulent transactions or activities,Fraud detection AI analyzes patterns in data to flag potentially fraudulent transactions or suspicious activity.,Artificial Intelligence (AI),AI Applications
Which of the following best describes customer service AI?,AI systems used to handle customer inquiries automatically,A computing system inspired by the structure of the human brain,A program designed to simulate conversation with human users,"AI systems that can process and generate multiple types of data, like text and images together",A) AI systems used to handle customer inquiries automatically,"Customer service AI, such as chatbots, is used by businesses to automatically handle and respond to customer inquiries.",Artificial Intelligence (AI),AI Applications
Which option best explains the meaning of an AI chatbot's context window?,A set of rules an AI system follows to process data and make decisions,An early type of AI that uses explicit if-then rules to make decisions,The use of AI to automatically translate text from one language to another,The amount of recent conversation an AI model can consider when generating a response,D) The amount of recent conversation an AI model can consider when generating a response,A context window is the span of recent input text an AI model can take into account when generating its next response.,Artificial Intelligence (AI),AI Models
Which option best explains the meaning of healthcare AI?,"AI systems that can process and generate multiple types of data, like text and images together","Systematic and unfair skew in AI outputs, often due to biased training data",A workshop widely considered the founding event of AI as a field of study,"The application of AI to assist with diagnosis, treatment, and medical research","D) The application of AI to assist with diagnosis, treatment, and medical research","Healthcare AI applies artificial intelligence to tasks like assisting diagnosis, personalizing treatment, and accelerating medical research.",Artificial Intelligence (AI),AI Applications
Which option best explains the meaning of the Dartmouth Conference (1956)?,AI systems that create new images from text descriptions or other inputs,The input text given to a generative AI model to produce a response,A workshop widely considered the founding event of AI as a field of study,When an AI generates plausible-sounding but incorrect or fabricated information,C) A workshop widely considered the founding event of AI as a field of study,The 1956 Dartmouth Conference is widely considered the event that founded artificial intelligence as a formal field of study.,Artificial Intelligence (AI),AI History
Which of the following best describes recommendation AI?,The process of further training a pre-trained model on a specific dataset,Technology that converts spoken language into text,AI systems that suggest products or content based on user data,A technology that identifies individuals from facial features in images,C) AI systems that suggest products or content based on user data,"Recommendation AI analyzes user data and behavior to suggest relevant products, content, or services.",Artificial Intelligence (AI),AI Applications
Which option best explains the meaning of an autonomous vehicle?,A technology that identifies individuals from facial features in images,Technology that converts images of text into machine-readable text,The principle that those who build or deploy AI should be responsible for its impact,A vehicle that uses AI and sensors to drive without human control,D) A vehicle that uses AI and sensors to drive without human control,"An autonomous vehicle uses AI, sensors, and cameras to navigate and drive with little or no human input.",Artificial Intelligence (AI),AI Applications
Which statement correctly explains an AI hallucination?,When an AI generates plausible-sounding but incorrect or fabricated information,Using AI to perform tasks automatically without human intervention,A workshop widely considered the founding event of AI as a field of study,AI systems that create new images from text descriptions or other inputs,A) When an AI generates plausible-sounding but incorrect or fabricated information,An AI hallucination occurs when a model generates confident-sounding output that is factually incorrect or fabricated.,Artificial Intelligence (AI),AI Basics
Which statement correctly explains an autonomous vehicle?,The study of moral issues surrounding the development and use of AI,A trained computational system used to make predictions or generate outputs,A vehicle that uses AI and sensors to drive without human control,The amount of recent conversation an AI model can consider when generating a response,C) A vehicle that uses AI and sensors to drive without human control,"An autonomous vehicle uses AI, sensors, and cameras to navigate and drive with little or no human input.",Artificial Intelligence (AI),AI Applications
an AI hallucination can be best defined as which of the following?,A trained computational system used to make predictions or generate outputs,Technology that converts images of text into machine-readable text,Using AI to perform tasks automatically without human intervention,When an AI generates plausible-sounding but incorrect or fabricated information,D) When an AI generates plausible-sounding but incorrect or fabricated information,An AI hallucination occurs when a model generates confident-sounding output that is factually incorrect or fabricated.,Artificial Intelligence (AI),AI Basics
recommendation AI can be best defined as which of the following?,An early type of AI that uses explicit if-then rules to make decisions,Laws and policies designed to govern the development and use of AI,The process of further training a pre-trained model on a specific dataset,AI systems that suggest products or content based on user data,D) AI systems that suggest products or content based on user data,"Recommendation AI analyzes user data and behavior to suggest relevant products, content, or services.",Artificial Intelligence (AI),AI Applications
What is predictive AI?,AI that analyzes data to forecast future outcomes,AI systems that suggest products or content based on user data,A period of reduced funding and interest in artificial intelligence research,The study of moral issues surrounding the development and use of AI,A) AI that analyzes data to forecast future outcomes,Predictive AI uses historical data and patterns to forecast future outcomes or trends.,Artificial Intelligence (AI),AI Applications
What is multimodal AI?,When an AI generates plausible-sounding but incorrect or fabricated information,"The application of AI to assist with diagnosis, treatment, and medical research","AI systems that can process and generate multiple types of data, like text and images together",A technology that identifies individuals from facial features in images,"C) AI systems that can process and generate multiple types of data, like text and images together","Multimodal AI refers to systems that can process and generate multiple types of data, such as text, images, and audio, together.",Artificial Intelligence (AI),AI Models
Choose the correct definition of a knowledge base (in AI).,Technology that converts spoken language into text,A program designed to simulate conversation with human users,A structured collection of facts and rules used by an expert system,An AI-powered application that performs tasks based on voice or text commands,C) A structured collection of facts and rules used by an expert system,A knowledge base is a structured store of facts and rules that an expert system uses to reason and make decisions.,Artificial Intelligence (AI),Expert Systems
