Which of the following best describes RAM?,A type of printer that uses a laser to fuse toner onto paper,"Central Processing Unit, the primary component that executes instructions","The physical, tangible components of a computer","Random Access Memory, temporary memory used while a computer is running","D) Random Access Memory, temporary memory used while a computer is running",RAM (Random Access Memory) is volatile memory that temporarily stores data the CPU is actively using.,Hardware,RAM
What is ROM?,A type of printer that sprays tiny droplets of ink onto paper,"Read-Only Memory, permanent memory that stores essential startup instructions",An input device that captures audio,"Graphics Processing Unit, a chip specialized for rendering images and video","B) Read-Only Memory, permanent memory that stores essential startup instructions","ROM (Read-Only Memory) is non-volatile memory that stores essential instructions, such as those needed to boot a computer.",Hardware,ROM
Which of the following best describes ROM?,"Read-Only Memory, permanent memory that stores essential startup instructions",A type of printer that uses a laser to fuse toner onto paper,An input device that captures audio,The main circuit board that connects all computer components,"A) Read-Only Memory, permanent memory that stores essential startup instructions","ROM (Read-Only Memory) is non-volatile memory that stores essential instructions, such as those needed to boot a computer.",Hardware,ROM
What is volatile memory?,"Random Access Memory, temporary memory used while a computer is running","Basic Input/Output System, firmware that initializes hardware during startup",Memory that loses its data when power is turned off,A pointing input device used to interact with a graphical interface,C) Memory that loses its data when power is turned off,"Volatile memory, like RAM, loses its stored data as soon as the power supply is switched off.",Hardware,RAM
Which of the following best describes volatile memory?,An input device that reads barcodes to retrieve product information,An output device that displays visual information,Memory that loses its data when power is turned off,"The rate at which a CPU executes instructions, measured in Hz",C) Memory that loses its data when power is turned off,"Volatile memory, like RAM, loses its stored data as soon as the power supply is switched off.",Hardware,RAM
What is the motherboard?,The main circuit board that connects all computer components,An input device that captures audio,An input device commonly used for gaming and simulations,A component that converts electrical power for use by computer parts,A) The main circuit board that connects all computer components,"The motherboard is the main circuit board that connects the CPU, RAM, storage, and other components together.",Hardware,Motherboard
Which of the following best describes the motherboard?,A hardware component that connects a computer to a network,The main circuit board that connects all computer components,A type of printer that uses a laser to fuse toner onto paper,An input device that reads barcodes to retrieve product information,B) The main circuit board that connects all computer components,"The motherboard is the main circuit board that connects the CPU, RAM, storage, and other components together.",Hardware,Motherboard
What is a hard disk drive (HDD)?,An independent processing unit within a CPU,An input device commonly used for gaming and simulations,A storage device that uses spinning magnetic disks to store data,An older analog video port used to connect monitors,C) A storage device that uses spinning magnetic disks to store data,"A hard disk drive (HDD) stores data magnetically on spinning platters, offering large storage at a lower cost.",Hardware,Storage
Which of the following best describes a hard disk drive (HDD)?,Memory that loses its data when power is turned off,A storage device with no moving parts that uses flash memory,A storage device that uses spinning magnetic disks to store data,"Graphics Processing Unit, a chip specialized for rendering images and video",C) A storage device that uses spinning magnetic disks to store data,"A hard disk drive (HDD) stores data magnetically on spinning platters, offering large storage at a lower cost.",Hardware,Storage
What is a solid-state drive (SSD)?,"Random Access Memory, temporary memory used while a computer is running",An older analog video port used to connect monitors,A storage device with no moving parts that uses flash memory,An input device used to capture video for a computer,C) A storage device with no moving parts that uses flash memory,"A solid-state drive (SSD) uses flash memory chips with no moving parts, making it faster than a traditional HDD.",Hardware,Storage
Which of the following best describes a solid-state drive (SSD)?,A storage device with no moving parts that uses flash memory,A port used to connect a computer to a wired network,A port used to transmit high-definition video and audio,An input device used to capture video for a computer,A) A storage device with no moving parts that uses flash memory,"A solid-state drive (SSD) uses flash memory chips with no moving parts, making it faster than a traditional HDD.",Hardware,Storage
What is cache memory?,A device that converts digital signals for transmission over telephone or cable lines,A storage device that uses spinning magnetic disks to store data,"Very fast, small-capacity memory located close to the CPU","Central Processing Unit, the primary component that executes instructions","C) Very fast, small-capacity memory located close to the CPU","Cache memory is small, very fast memory located on or near the CPU to speed up access to frequently used data.",Hardware,CPU
Which of the following best describes cache memory?,"Very fast, small-capacity memory located close to the CPU","An expansion card dedicated to rendering images, video, and animations",An output device that displays visual information,A hardware component that connects a computer to a network,"A) Very fast, small-capacity memory located close to the CPU","Cache memory is small, very fast memory located on or near the CPU to speed up access to frequently used data.",Hardware,CPU
What is a keyboard?,"Universal Serial Bus port, used to connect peripherals to a computer","An expansion card dedicated to rendering images, video, and animations",An input device used to capture video for a computer,An input device used to type text and commands,D) An input device used to type text and commands,A keyboard is an input device that allows users to type text and enter commands into a computer.,Hardware,Input Devices
Which of the following best describes a keyboard?,An output device that displays visual information,A storage device that uses spinning magnetic disks to store data,An input device used to type text and commands,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",C) An input device used to type text and commands,A keyboard is an input device that allows users to type text and enter commands into a computer.,Hardware,Input Devices
What is a mouse?,A pointing input device used to interact with a graphical interface,An input device that captures audio,"Very fast, small-capacity memory located close to the CPU",An input device that reads barcodes to retrieve product information,A) A pointing input device used to interact with a graphical interface,A mouse is a pointing device used to move a cursor and interact with graphical elements on a screen.,Hardware,Input Devices
Which of the following best describes a mouse?,"Graphics Processing Unit, a chip specialized for rendering images and video",A port used to connect a computer to a wired network,A pointing input device used to interact with a graphical interface,A storage device that uses spinning magnetic disks to store data,C) A pointing input device used to interact with a graphical interface,A mouse is a pointing device used to move a cursor and interact with graphical elements on a screen.,Hardware,Input Devices
What is a scanner?,An input device used to capture video for a computer,An input device that converts physical documents into digital images,"Universal Serial Bus port, used to connect peripherals to a computer",A display that can also function as an input device via touch,B) An input device that converts physical documents into digital images,A scanner is an input device that captures images or text from physical documents and converts them into digital form.,Hardware,Input Devices
Which of the following best describes a scanner?,An output device that displays visual information,An input device that converts physical documents into digital images,An independent processing unit within a CPU,"An expansion card dedicated to rendering images, video, and animations",B) An input device that converts physical documents into digital images,A scanner is an input device that captures images or text from physical documents and converts them into digital form.,Hardware,Input Devices
What is a webcam?,"Basic Input/Output System, firmware that initializes hardware during startup",A type of printer that uses a laser to fuse toner onto paper,An input device used to capture video for a computer,An independent processing unit within a CPU,C) An input device used to capture video for a computer,"A webcam is a camera device connected to a computer that captures video, often used for video calls.",Hardware,Input Devices
Which of the following best describes a webcam?,"An expansion card dedicated to rendering images, video, and animations",An input device used to capture video for a computer,An input device used to type text and commands,"Basic Input/Output System, firmware that initializes hardware during startup",B) An input device used to capture video for a computer,"A webcam is a camera device connected to a computer that captures video, often used for video calls.",Hardware,Input Devices
What is a microphone?,An input device that captures audio,A port used to transmit high-definition video and audio,"Central Processing Unit, the primary component that executes instructions",A port used to connect a computer to a wired network,A) An input device that captures audio,A microphone is an input device that converts sound waves into electrical signals for a computer to process.,Hardware,Input Devices
Which of the following best describes a microphone?,An input device that captures audio,A storage device that uses spinning magnetic disks to store data,An input device commonly used for gaming and simulations,"Central Processing Unit, the primary component that executes instructions",A) An input device that captures audio,A microphone is an input device that converts sound waves into electrical signals for a computer to process.,Hardware,Input Devices
What is a monitor?,An output device that displays visual information,"Read-Only Memory, permanent memory that stores essential startup instructions","Graphics Processing Unit, a chip specialized for rendering images and video","Random Access Memory, temporary memory used while a computer is running",A) An output device that displays visual information,"A monitor is an output device that displays visual output from a computer, such as text and images.",Hardware,Output Devices
Which of the following best describes a monitor?,"The physical, tangible components of a computer",An output device that displays visual information,A networking device that directs data traffic between networks,A port used to transmit high-definition video and audio,B) An output device that displays visual information,"A monitor is an output device that displays visual output from a computer, such as text and images.",Hardware,Output Devices
What is a printer?,A type of printer that uses a laser to fuse toner onto paper,An input device used to capture video for a computer,"Basic Input/Output System, firmware that initializes hardware during startup",An output device that produces a physical copy of digital documents,D) An output device that produces a physical copy of digital documents,"A printer is an output device that converts digital documents into physical, printed copies.",Hardware,Output Devices
Which of the following best describes a printer?,"Graphics Processing Unit, a chip specialized for rendering images and video",A type of printer that uses a laser to fuse toner onto paper,A networking device that directs data traffic between networks,An output device that produces a physical copy of digital documents,D) An output device that produces a physical copy of digital documents,"A printer is an output device that converts digital documents into physical, printed copies.",Hardware,Output Devices
What is a speaker?,An input device that reads barcodes to retrieve product information,An output device that produces sound,"The physical, tangible components of a computer","A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",B) An output device that produces sound,A speaker is an output device that converts electrical signals into audible sound.,Hardware,Output Devices
Which of the following best describes a speaker?,An output device that produces sound,"Basic Input/Output System, firmware that initializes hardware during startup",An input device that converts physical documents into digital images,A type of printer that sprays tiny droplets of ink onto paper,A) An output device that produces sound,A speaker is an output device that converts electrical signals into audible sound.,Hardware,Output Devices
What is a GPU?,"The physical, tangible components of a computer","Very fast, small-capacity memory located close to the CPU","Graphics Processing Unit, a chip specialized for rendering images and video",A display that can also function as an input device via touch,"C) Graphics Processing Unit, a chip specialized for rendering images and video","A GPU (Graphics Processing Unit) is specialized hardware designed to accelerate rendering of images, video, and graphics.",Hardware,Computer Components
Which of the following best describes a GPU?,A component that converts electrical power for use by computer parts,A networking device that directs data traffic between networks,"Graphics Processing Unit, a chip specialized for rendering images and video","Central Processing Unit, the primary component that executes instructions","C) Graphics Processing Unit, a chip specialized for rendering images and video","A GPU (Graphics Processing Unit) is specialized hardware designed to accelerate rendering of images, video, and graphics.",Hardware,Computer Components
What is a USB port?,"The physical, tangible components of a computer",A storage device with no moving parts that uses flash memory,"Universal Serial Bus port, used to connect peripherals to a computer",SSDs are faster than HDDs because they have no moving mechanical parts,"C) Universal Serial Bus port, used to connect peripherals to a computer","A USB (Universal Serial Bus) port is a standard connector used to attach peripherals like keyboards, drives, and printers.",Hardware,Ports & Connectors
Which of the following best describes a USB port?,A component used to dissipate heat and cool computer parts,A type of printer that uses a laser to fuse toner onto paper,The main circuit board that connects all computer components,"Universal Serial Bus port, used to connect peripherals to a computer","D) Universal Serial Bus port, used to connect peripherals to a computer","A USB (Universal Serial Bus) port is a standard connector used to attach peripherals like keyboards, drives, and printers.",Hardware,Ports & Connectors
What is an HDMI port?,A type of printer that sprays tiny droplets of ink onto paper,"Basic Input/Output System, firmware that initializes hardware during startup","Random Access Memory, temporary memory used while a computer is running",A port used to transmit high-definition video and audio,D) A port used to transmit high-definition video and audio,An HDMI (High-Definition Multimedia Interface) port transmits high-definition video and audio between devices.,Hardware,Ports & Connectors
Which of the following best describes an HDMI port?,An independent processing unit within a CPU,"An expansion card dedicated to rendering images, video, and animations",A port used to transmit high-definition video and audio,A storage device with no moving parts that uses flash memory,C) A port used to transmit high-definition video and audio,An HDMI (High-Definition Multimedia Interface) port transmits high-definition video and audio between devices.,Hardware,Ports & Connectors
What is an Ethernet port?,A type of printer that uses a laser to fuse toner onto paper,"The physical, tangible components of a computer",An output device that produces sound,A port used to connect a computer to a wired network,D) A port used to connect a computer to a wired network,An Ethernet port connects a computer to a wired local area network (LAN) using a network cable.,Hardware,Ports & Connectors
Which of the following best describes an Ethernet port?,"Basic Input/Output System, firmware that initializes hardware during startup",A device that converts digital signals for transmission over telephone or cable lines,"Random Access Memory, temporary memory used while a computer is running",A port used to connect a computer to a wired network,D) A port used to connect a computer to a wired network,An Ethernet port connects a computer to a wired local area network (LAN) using a network cable.,Hardware,Ports & Connectors
What is a VGA port?,A type of printer that sprays tiny droplets of ink onto paper,"Graphics Processing Unit, a chip specialized for rendering images and video",An older analog video port used to connect monitors,An input device used to type text and commands,C) An older analog video port used to connect monitors,A VGA (Video Graphics Array) port is an older analog connector once commonly used to connect computers to monitors.,Hardware,Ports & Connectors
Which of the following best describes a VGA port?,"Very fast, small-capacity memory located close to the CPU",Memory that loses its data when power is turned off,"Random Access Memory, temporary memory used while a computer is running",An older analog video port used to connect monitors,D) An older analog video port used to connect monitors,A VGA (Video Graphics Array) port is an older analog connector once commonly used to connect computers to monitors.,Hardware,Ports & Connectors
What is a power supply unit (PSU)?,An output device that produces a physical copy of digital documents,A component that converts electrical power for use by computer parts,"Very fast, small-capacity memory located close to the CPU",A device that converts digital signals for transmission over telephone or cable lines,B) A component that converts electrical power for use by computer parts,A power supply unit (PSU) converts electricity from an outlet into a form usable by the computer's internal components.,Hardware,Computer Components
Which of the following best describes a power supply unit (PSU)?,An independent processing unit within a CPU,A type of printer that uses a laser to fuse toner onto paper,"Random Access Memory, temporary memory used while a computer is running",A component that converts electrical power for use by computer parts,D) A component that converts electrical power for use by computer parts,A power supply unit (PSU) converts electricity from an outlet into a form usable by the computer's internal components.,Hardware,Computer Components
What is a cooling fan?,A component used to dissipate heat and cool computer parts,"The physical, tangible components of a computer",A type of printer that uses a laser to fuse toner onto paper,An input device that captures audio,A) A component used to dissipate heat and cool computer parts,A cooling fan helps dissipate heat generated by components like the CPU and GPU to prevent overheating.,Hardware,Computer Components
Which of the following best describes a cooling fan?,An output device that displays visual information,"An expansion card dedicated to rendering images, video, and animations",A pointing input device used to interact with a graphical interface,A component used to dissipate heat and cool computer parts,D) A component used to dissipate heat and cool computer parts,A cooling fan helps dissipate heat generated by components like the CPU and GPU to prevent overheating.,Hardware,Computer Components
What is BIOS?,The main circuit board that connects all computer components,An output device that produces sound,A networking device that directs data traffic between networks,"Basic Input/Output System, firmware that initializes hardware during startup","D) Basic Input/Output System, firmware that initializes hardware during startup",BIOS (Basic Input/Output System) is firmware that initializes and tests hardware components when a computer is powered on.,Hardware,Computer Components
Which of the following best describes BIOS?,A storage device that uses spinning magnetic disks to store data,An input device that reads barcodes to retrieve product information,"Central Processing Unit, the primary component that executes instructions","Basic Input/Output System, firmware that initializes hardware during startup","D) Basic Input/Output System, firmware that initializes hardware during startup",BIOS (Basic Input/Output System) is firmware that initializes and tests hardware components when a computer is powered on.,Hardware,Computer Components
What is a laser printer?,An input device that reads barcodes to retrieve product information,A type of printer that uses a laser to fuse toner onto paper,An input device used to capture video for a computer,An input device that converts physical documents into digital images,B) A type of printer that uses a laser to fuse toner onto paper,"A laser printer uses a laser beam to fuse toner powder onto paper, producing high-quality, fast prints.",Hardware,Printers
Which of the following best describes a laser printer?,A display that can also function as an input device via touch,An input device that captures audio,An input device used to capture video for a computer,A type of printer that uses a laser to fuse toner onto paper,D) A type of printer that uses a laser to fuse toner onto paper,"A laser printer uses a laser beam to fuse toner powder onto paper, producing high-quality, fast prints.",Hardware,Printers
What is an inkjet printer?,A type of printer that sprays tiny droplets of ink onto paper,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",A hardware component that connects a computer to a network,A storage device with no moving parts that uses flash memory,A) A type of printer that sprays tiny droplets of ink onto paper,An inkjet printer sprays microscopic droplets of liquid ink onto paper to create text and images.,Hardware,Printers
Which of the following best describes an inkjet printer?,A type of printer that sprays tiny droplets of ink onto paper,An input device that converts physical documents into digital images,A storage device that uses spinning magnetic disks to store data,"Random Access Memory, temporary memory used while a computer is running",A) A type of printer that sprays tiny droplets of ink onto paper,An inkjet printer sprays microscopic droplets of liquid ink onto paper to create text and images.,Hardware,Printers
What is a graphics card?,"An expansion card dedicated to rendering images, video, and animations",A component used to dissipate heat and cool computer parts,A port used to connect a computer to a wired network,"Very fast, small-capacity memory located close to the CPU","A) An expansion card dedicated to rendering images, video, and animations",A graphics card (or video card) is expansion hardware containing a GPU dedicated to rendering visuals.,Hardware,Computer Components
Which of the following best describes a graphics card?,"An expansion card dedicated to rendering images, video, and animations",An independent processing unit within a CPU,"Random Access Memory, temporary memory used while a computer is running","A drive that reads and writes data using CDs, DVDs, or Blu-ray discs","A) An expansion card dedicated to rendering images, video, and animations",A graphics card (or video card) is expansion hardware containing a GPU dedicated to rendering visuals.,Hardware,Computer Components
What is a network interface card (NIC)?,A hardware component that connects a computer to a network,A component that converts electrical power for use by computer parts,An input device that reads barcodes to retrieve product information,"An expansion card dedicated to rendering images, video, and animations",A) A hardware component that connects a computer to a network,"A network interface card (NIC) allows a computer to connect to a network, either through a cable or wirelessly.",Hardware,Computer Components
Which of the following best describes a network interface card (NIC)?,A hardware component that connects a computer to a network,An output device that produces sound,A component that converts electrical power for use by computer parts,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",A) A hardware component that connects a computer to a network,"A network interface card (NIC) allows a computer to connect to a network, either through a cable or wirelessly.",Hardware,Computer Components
What is a touchscreen?,A storage device that uses spinning magnetic disks to store data,A port used to transmit high-definition video and audio,A display that can also function as an input device via touch,"Universal Serial Bus port, used to connect peripherals to a computer",C) A display that can also function as an input device via touch,"A touchscreen is a display device that also serves as an input device, responding to touch from a finger or stylus.",Hardware,Input Devices
Which of the following best describes a touchscreen?,A display that can also function as an input device via touch,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",A device that converts digital signals for transmission over telephone or cable lines,"The physical, tangible components of a computer",A) A display that can also function as an input device via touch,"A touchscreen is a display device that also serves as an input device, responding to touch from a finger or stylus.",Hardware,Input Devices
What is a solid-state drive's speed advantage?,A hardware component that connects a computer to a network,A component used to dissipate heat and cool computer parts,SSDs are faster than HDDs because they have no moving mechanical parts,A storage device that uses spinning magnetic disks to store data,C) SSDs are faster than HDDs because they have no moving mechanical parts,SSDs are generally much faster than HDDs because they use flash memory chips instead of spinning mechanical disks.,Hardware,Storage
Which of the following best describes a solid-state drive's speed advantage?,An output device that displays visual information,"Very fast, small-capacity memory located close to the CPU",A display that can also function as an input device via touch,SSDs are faster than HDDs because they have no moving mechanical parts,D) SSDs are faster than HDDs because they have no moving mechanical parts,SSDs are generally much faster than HDDs because they use flash memory chips instead of spinning mechanical disks.,Hardware,Storage
What is an optical disc drive?,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs","Read-Only Memory, permanent memory that stores essential startup instructions","Basic Input/Output System, firmware that initializes hardware during startup",A storage device that uses spinning magnetic disks to store data,"A) A drive that reads and writes data using CDs, DVDs, or Blu-ray discs","An optical disc drive uses a laser to read and write data on optical media like CDs, DVDs, and Blu-ray discs.",Hardware,Storage
Which of the following best describes an optical disc drive?,An output device that produces sound,An input device used to capture video for a computer,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs","Graphics Processing Unit, a chip specialized for rendering images and video","C) A drive that reads and writes data using CDs, DVDs, or Blu-ray discs","An optical disc drive uses a laser to read and write data on optical media like CDs, DVDs, and Blu-ray discs.",Hardware,Storage
What is a joystick?,An output device that displays visual information,An input device commonly used for gaming and simulations,An older analog video port used to connect monitors,"Universal Serial Bus port, used to connect peripherals to a computer",B) An input device commonly used for gaming and simulations,"A joystick is an input device with a stick that pivots, commonly used for gaming and flight simulation control.",Hardware,Input Devices
Which of the following best describes a joystick?,"The rate at which a CPU executes instructions, measured in Hz",The main circuit board that connects all computer components,"Random Access Memory, temporary memory used while a computer is running",An input device commonly used for gaming and simulations,D) An input device commonly used for gaming and simulations,"A joystick is an input device with a stick that pivots, commonly used for gaming and flight simulation control.",Hardware,Input Devices
What is a router (as hardware)?,"An expansion card dedicated to rendering images, video, and animations","Graphics Processing Unit, a chip specialized for rendering images and video",A networking device that directs data traffic between networks,The main circuit board that connects all computer components,C) A networking device that directs data traffic between networks,"A router is a networking hardware device that forwards data packets between computer networks, such as connecting a home to the internet.",Hardware,Computer Components
Which of the following best describes a router (as hardware)?,An output device that displays visual information,An input device used to capture video for a computer,An input device commonly used for gaming and simulations,A networking device that directs data traffic between networks,D) A networking device that directs data traffic between networks,"A router is a networking hardware device that forwards data packets between computer networks, such as connecting a home to the internet.",Hardware,Computer Components
What is a modem?,An output device that produces sound,A device that converts digital signals for transmission over telephone or cable lines,"Random Access Memory, temporary memory used while a computer is running",A port used to transmit high-definition video and audio,B) A device that converts digital signals for transmission over telephone or cable lines,"A modem (modulator-demodulator) converts digital data into signals suitable for transmission over telephone or cable lines, and back again.",Hardware,Computer Components
Which of the following best describes a modem?,A pointing input device used to interact with a graphical interface,"An expansion card dedicated to rendering images, video, and animations",An older analog video port used to connect monitors,A device that converts digital signals for transmission over telephone or cable lines,D) A device that converts digital signals for transmission over telephone or cable lines,"A modem (modulator-demodulator) converts digital data into signals suitable for transmission over telephone or cable lines, and back again.",Hardware,Computer Components
What is a barcode scanner?,A hardware component that connects a computer to a network,An input device that reads barcodes to retrieve product information,A device that converts digital signals for transmission over telephone or cable lines,An input device used to type text and commands,B) An input device that reads barcodes to retrieve product information,A barcode scanner is an input device that reads printed barcodes and converts them into data a computer can process.,Hardware,Input Devices
Which of the following best describes a barcode scanner?,An input device that reads barcodes to retrieve product information,A type of printer that sprays tiny droplets of ink onto paper,An input device used to type text and commands,"Basic Input/Output System, firmware that initializes hardware during startup",A) An input device that reads barcodes to retrieve product information,A barcode scanner is an input device that reads printed barcodes and converts them into data a computer can process.,Hardware,Input Devices
Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which of the following best describes a graphics card?,A pointing input device used to interact with a graphical interface,A CPU containing two or more independent processing cores,"A newer, reversible USB connector type supporting fast data and power","An expansion card dedicated to rendering images, video, and animations","D) An expansion card dedicated to rendering images, video, and animations",A graphics card (or video card) is expansion hardware containing a GPU dedicated to rendering visuals.,Hardware,Computer Components
Choose the correct definition of the motherboard.,The main circuit board that connects all computer components,A set of chips on the motherboard that manages data flow between components,A rechargeable power source that allows a laptop to run without being plugged in,A small battery that powers the motherboard's BIOS settings when the PC is off,A) The main circuit board that connects all computer components,"The motherboard is the main circuit board that connects the CPU, RAM, storage, and other components together.",Hardware,Motherboard
Choose the correct definition of a webcam.,A touch-sensitive input device commonly found on laptops,An input device used to capture video for a computer,An output device that displays visual information,A modern firmware interface that replaces traditional BIOS in many systems,B) An input device used to capture video for a computer,"A webcam is a camera device connected to a computer that captures video, often used for video calls.",Hardware,Input Devices
Which option best explains the meaning of a cooling fan?,A component used to dissipate heat and cool computer parts,An output device that displays visual information,A printer that creates three-dimensional physical objects from digital models,An input device used to capture video for a computer,A) A component used to dissipate heat and cool computer parts,A cooling fan helps dissipate heat generated by components like the CPU and GPU to prevent overheating.,Hardware,Computer Components
Which option best explains the meaning of an inkjet printer?,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",A type of printer that sprays tiny droplets of ink onto paper,A cooling method using circulated liquid to remove heat from components,An input device that allows drawing directly with a stylus,B) A type of printer that sprays tiny droplets of ink onto paper,An inkjet printer sprays microscopic droplets of liquid ink onto paper to create text and images.,Hardware,Printers
a scanner can be best defined as which of the following?,An input device that converts physical documents into digital images,"A port used to connect headphones, microphones, or speakers",An input device used to type text and commands,"A digital display interface used to connect monitors, similar to HDMI",A) An input device that converts physical documents into digital images,A scanner is an input device that captures images or text from physical documents and converts them into digital form.,Hardware,Input Devices
Which of the following best describes an uninterruptible power supply (UPS)?,A device that provides backup power during an outage,A type of RAM technology that transfers data on both clock edges,A printer that creates three-dimensional physical objects from digital models,An older printer type that uses pins striking an ink ribbon,A) A device that provides backup power during an outage,An uninterruptible power supply (UPS) provides temporary backup power to a computer system during a power outage.,Hardware,Computer Components
a USB-C port can be best defined as which of the following?,"A newer, reversible USB connector type supporting fast data and power","A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",A hardware component that enables wireless short-range communication,An expansion slot used to connect high-speed components like graphics cards,"A) A newer, reversible USB connector type supporting fast data and power",USB-C is a reversible USB connector type supporting fast data transfer and higher power delivery than older USB types.,Hardware,Ports & Connectors
an inkjet printer can be best defined as which of the following?,An expansion slot used to connect high-speed components like graphics cards,"A drive that reads and writes data using CDs, DVDs, or Blu-ray discs",A type of printer that sprays tiny droplets of ink onto paper,A small battery that powers the motherboard's BIOS settings when the PC is off,C) A type of printer that sprays tiny droplets of ink onto paper,An inkjet printer sprays microscopic droplets of liquid ink onto paper to create text and images.,Hardware,Printers
a graphics tablet can be best defined as which of the following?,An input device that allows drawing directly with a stylus,An expansion card that handles audio input and output processing,A printer that creates three-dimensional physical objects from digital models,"Basic Input/Output System, firmware that initializes hardware during startup",A) An input device that allows drawing directly with a stylus,"A graphics tablet is an input device that lets users draw or write digitally using a stylus, common among digital artists.",Hardware,Input Devices
Which option best explains the meaning of a PCIe slot?,An input device that captures audio,An expansion slot used to connect high-speed components like graphics cards,A component that converts electrical power for use by computer parts,"A portable storage device connected externally, usually via USB",B) An expansion slot used to connect high-speed components like graphics cards,A PCIe (Peripheral Component Interconnect Express) slot is a high-speed expansion slot commonly used for graphics cards and SSDs.,Hardware,Motherboard
Which of the following best describes RAM?,"Random Access Memory, temporary memory used while a computer is running",A device that converts digital signals for transmission over telephone or cable lines,An output device that produces a physical copy of digital documents,"A port used to connect headphones, microphones, or speakers","A) Random Access Memory, temporary memory used while a computer is running",RAM (Random Access Memory) is volatile memory that temporarily stores data the CPU is actively using.,Hardware,RAM
Which statement correctly explains cache memory?,A storage device that uses spinning magnetic disks to store data,A device that provides backup power during an outage,A modern firmware interface that replaces traditional BIOS in many systems,"Very fast, small-capacity memory located close to the CPU","D) Very fast, small-capacity memory located close to the CPU","Cache memory is small, very fast memory located on or near the CPU to speed up access to frequently used data.",Hardware,CPU
Which statement correctly explains BIOS?,A type of RAM technology that transfers data on both clock edges,A pointing input device used to interact with a graphical interface,A port used to transmit high-definition video and audio,"Basic Input/Output System, firmware that initializes hardware during startup","D) Basic Input/Output System, firmware that initializes hardware during startup",BIOS (Basic Input/Output System) is firmware that initializes and tests hardware components when a computer is powered on.,Hardware,Computer Components
