What is the kangaroo?,"The largest living cat species, known for its orange coat with black stripes",A marsupial native to Australia known for hopping and carrying young in a pouch,"A small, slow-moving mollusk known for carrying a spiral shell",A large reptile known for living in rivers and being a top predator,B) A marsupial native to Australia known for hopping and carrying young in a pouch,"The kangaroo, native to Australia, is a marsupial known for hopping on powerful hind legs and carrying its young in a pouch.",Animals,Mammals
Which of the following best describes the kangaroo?,"A bear species native to China, known for its black and white coat and bamboo diet",A marsupial native to Australia known for hopping and carrying young in a pouch,An insect known for producing honey and pollinating flowers,A large bear species adapted to life in the Arctic,B) A marsupial native to Australia known for hopping and carrying young in a pouch,"The kangaroo, native to Australia, is a marsupial known for hopping on powerful hind legs and carrying its young in a pouch.",Animals,Mammals
What is the crocodile?,A large reptile known for living in rivers and being a top predator,"A small, slow-moving mollusk known for carrying a spiral shell","The largest living cat species, known for its orange coat with black stripes","The fastest land animal, capable of very high sprinting speeds",A) A large reptile known for living in rivers and being a top predator,"The crocodile is a large reptile that lives in rivers, lakes, and wetlands, known for being an apex predator.",Animals,Reptiles
Which of the following best describes the crocodile?,A large herbivorous mammal known for its thick skin and horn(s),A large reptile known for living in rivers and being a top predator,A desert-adapted mammal known for storing fat in its hump(s),A cold-blooded animal with scales that typically lays eggs,B) A large reptile known for living in rivers and being a top predator,"The crocodile is a large reptile that lives in rivers, lakes, and wetlands, known for being an apex predator.",Animals,Reptiles
What is the giraffe?,"The largest and heaviest living bird, which cannot fly",A large herbivorous mammal known for its thick skin and horn(s),"The fastest land animal, capable of very high sprinting speeds","The tallest living land animal, known for its long neck","D) The tallest living land animal, known for its long neck","The giraffe is the tallest living land animal, notable for its extremely long neck and legs.",Animals,Mammals
Which of the following best describes the giraffe?,A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,"The only mammal capable of true, sustained flight","The tallest living land animal, known for its long neck","A large wild cat known as the 'King of the Jungle', native mainly to Africa","C) The tallest living land animal, known for its long neck","The giraffe is the tallest living land animal, notable for its extremely long neck and legs.",Animals,Mammals
What is the polar bear?,An animal species at serious risk of extinction,A large bear species adapted to life in the Arctic,A large herbivorous mammal known for its thick skin and horn(s),"An animal that can live both in water and on land, like a frog",B) A large bear species adapted to life in the Arctic,"The polar bear is a large bear species adapted to the Arctic environment, primarily feeding on seals.",Animals,Endangered Animals
Which of the following best describes the polar bear?,A large bear species adapted to life in the Arctic,A large herbivorous mammal known for its thick skin and horn(s),"The tallest living land animal, known for its long neck",An animal that has been tamed and kept by humans,A) A large bear species adapted to life in the Arctic,"The polar bear is a large bear species adapted to the Arctic environment, primarily feeding on seals.",Animals,Endangered Animals
What is the koala?,A large herbivorous mammal known for its thick skin and horn(s),"The fastest land animal, capable of very high sprinting speeds",A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,"A small, slow-moving mollusk known for carrying a spiral shell",C) A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,"The koala, native to Australia, is a marsupial that spends most of its time in trees, feeding mainly on eucalyptus leaves.",Animals,Mammals
Which of the following best describes the koala?,"An animal that can live both in water and on land, like a frog",A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,"The largest living land animal, known for its trunk and large ears",A wild canine that typically lives and hunts in packs,B) A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,"The koala, native to Australia, is a marsupial that spends most of its time in trees, feeding mainly on eucalyptus leaves.",Animals,Mammals
What is the honeybee?,An insect known for producing honey and pollinating flowers,A marsupial native to Australia known for hopping and carrying young in a pouch,A large herbivorous mammal known for its thick skin and horn(s),A wild canine that typically lives and hunts in packs,A) An insect known for producing honey and pollinating flowers,The honeybee is an insect known for producing honey and playing a vital role in pollinating flowering plants.,Animals,Insects
Which of the following best describes the honeybee?,The largest animal known to have ever existed,A marsupial native to Australia known for hopping and carrying young in a pouch,An insect known for producing honey and pollinating flowers,"The largest living cat species, known for its orange coat with black stripes",C) An insect known for producing honey and pollinating flowers,The honeybee is an insect known for producing honey and playing a vital role in pollinating flowering plants.,Animals,Insects
What is the octopus?,A type of lizard famous for changing the color of its skin,A marine animal with eight arms known for its intelligence,"The fastest land animal, capable of very high sprinting speeds",An insect known for producing honey and pollinating flowers,B) A marine animal with eight arms known for its intelligence,The octopus is a highly intelligent marine animal with eight arms and the ability to change color for camouflage.,Animals,Animal Habitats
Which of the following best describes the octopus?,A type of lizard famous for changing the color of its skin,"The largest living cat species, known for its orange coat with black stripes",A marine animal with eight arms known for its intelligence,A warm-blooded animal that has hair or fur and nurses its young with milk,C) A marine animal with eight arms known for its intelligence,The octopus is a highly intelligent marine animal with eight arms and the ability to change color for camouflage.,Animals,Animal Habitats
What is the camel?,A highly intelligent marine mammal known for its playful behavior,A desert-adapted mammal known for storing fat in its hump(s),"A large wild cat known as the 'King of the Jungle', native mainly to Africa",A marine animal with eight arms known for its intelligence,B) A desert-adapted mammal known for storing fat in its hump(s),"The camel is adapted to desert environments, storing fat (not water) in its hump(s) for energy during scarcity.",Animals,Mammals
Which of the following best describes the camel?,A desert-adapted mammal known for storing fat in its hump(s),"A bird known for the male's colorful, fan-like tail display",An animal species at serious risk of extinction,"A bear species native to China, known for its black and white coat and bamboo diet",A) A desert-adapted mammal known for storing fat in its hump(s),"The camel is adapted to desert environments, storing fat (not water) in its hump(s) for energy during scarcity.",Animals,Mammals
What is the chameleon?,A wild canine that typically lives and hunts in packs,"A large wild cat known as the 'King of the Jungle', native mainly to Africa",A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,A type of lizard famous for changing the color of its skin,D) A type of lizard famous for changing the color of its skin,The chameleon is a lizard species well known for its ability to change skin color for camouflage and communication.,Animals,Reptiles
Which of the following best describes the chameleon?,A type of lizard famous for changing the color of its skin,"A small, slow-moving mollusk known for carrying a spiral shell",A slow-moving mammal that spends most of its life in trees,"A bear species native to China, known for its black and white coat and bamboo diet",A) A type of lizard famous for changing the color of its skin,The chameleon is a lizard species well known for its ability to change skin color for camouflage and communication.,Animals,Reptiles
What is the ostrich?,A cartilaginous fish known for being a top ocean predator,"The largest and heaviest living bird, which cannot fly","The tallest living land animal, known for its long neck",A marsupial native to Australia known for hopping and carrying young in a pouch,"B) The largest and heaviest living bird, which cannot fly","The ostrich is the largest living bird, known for being flightless but capable of running at very high speeds.",Animals,Wild Animals
Which of the following best describes the ostrich?,The largest animal known to have ever existed,A large bear species adapted to life in the Arctic,A marsupial native to Australia known for hopping and carrying young in a pouch,"The largest and heaviest living bird, which cannot fly","D) The largest and heaviest living bird, which cannot fly","The ostrich is the largest living bird, known for being flightless but capable of running at very high speeds.",Animals,Wild Animals
What is the dolphin?,"The largest living land animal, known for its trunk and large ears",A highly intelligent marine mammal known for its playful behavior,"The largest and heaviest living bird, which cannot fly",A large herbivorous mammal known for its thick skin and horn(s),B) A highly intelligent marine mammal known for its playful behavior,"The dolphin is a highly intelligent marine mammal, known for its playful behavior and use of echolocation.",Animals,Animal Habitats
Which of the following best describes the dolphin?,A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,A highly intelligent marine mammal known for its playful behavior,A warm-blooded animal that has hair or fur and nurses its young with milk,A large reptile known for living in rivers and being a top predator,B) A highly intelligent marine mammal known for its playful behavior,"The dolphin is a highly intelligent marine mammal, known for its playful behavior and use of echolocation.",Animals,Animal Habitats
What is the rhinoceros?,A large herbivorous mammal known for its thick skin and horn(s),"A large, mostly herbivorous mammal that spends much of its time in water",An animal that has been tamed and kept by humans,"The largest living cat species, known for its orange coat with black stripes",A) A large herbivorous mammal known for its thick skin and horn(s),The rhinoceros is a large herbivorous mammal characterized by its thick skin and one or two horns on its snout.,Animals,Endangered Animals
Which of the following best describes the rhinoceros?,A type of lizard famous for changing the color of its skin,"A bird known for the male's colorful, fan-like tail display","A small, slow-moving mollusk known for carrying a spiral shell",A large herbivorous mammal known for its thick skin and horn(s),D) A large herbivorous mammal known for its thick skin and horn(s),The rhinoceros is a large herbivorous mammal characterized by its thick skin and one or two horns on its snout.,Animals,Endangered Animals
What is the peacock?,A marsupial native to Australia known for hopping and carrying young in a pouch,"A bird known for the male's colorful, fan-like tail display",A cartilaginous fish known for being a top ocean predator,"The largest living cat species, known for its orange coat with black stripes","B) A bird known for the male's colorful, fan-like tail display","The peacock is known for the male's vibrant, fan-shaped tail feathers used in courtship displays.",Animals,Birds of Prey
Which of the following best describes the peacock?,"A bird known for the male's colorful, fan-like tail display",A marsupial native to Australia known for hopping and carrying young in a pouch,The largest animal known to have ever existed,A cold-blooded animal with scales that typically lays eggs,"A) A bird known for the male's colorful, fan-like tail display","The peacock is known for the male's vibrant, fan-shaped tail feathers used in courtship displays.",Animals,Birds of Prey
What is the shark?,A cartilaginous fish known for being a top ocean predator,"The fastest land animal, capable of very high sprinting speeds",A highly intelligent marine mammal known for its playful behavior,"The largest and heaviest living bird, which cannot fly",A) A cartilaginous fish known for being a top ocean predator,"Sharks are cartilaginous fish, many of which are apex predators in ocean ecosystems.",Animals,Fish
Which of the following best describes the shark?,A marine animal with eight arms known for its intelligence,"The tallest living land animal, known for its long neck",A cartilaginous fish known for being a top ocean predator,A desert-adapted mammal known for storing fat in its hump(s),C) A cartilaginous fish known for being a top ocean predator,"Sharks are cartilaginous fish, many of which are apex predators in ocean ecosystems.",Animals,Fish
What is the snail?,"The largest living cat species, known for its orange coat with black stripes","A small, slow-moving mollusk known for carrying a spiral shell",A highly intelligent marine mammal known for its playful behavior,"The tallest living land animal, known for its long neck","B) A small, slow-moving mollusk known for carrying a spiral shell",The snail is a mollusk known for its slow movement and the spiral shell it carries on its back.,Animals,Animal Habitats
Which of the following best describes the snail?,A marsupial native to Australia known for hopping and carrying young in a pouch,"The tallest living land animal, known for its long neck",A type of lizard famous for changing the color of its skin,"A small, slow-moving mollusk known for carrying a spiral shell","D) A small, slow-moving mollusk known for carrying a spiral shell",The snail is a mollusk known for its slow movement and the spiral shell it carries on its back.,Animals,Animal Habitats
What is the wolf?,A wild canine that typically lives and hunts in packs,A highly intelligent marine mammal known for its playful behavior,"A large, mostly herbivorous mammal that spends much of its time in water",A marine animal with eight arms known for its intelligence,A) A wild canine that typically lives and hunts in packs,The wolf is a wild canine species known for living and hunting cooperatively in social groups called packs.,Animals,Wild Animals
Which of the following best describes the wolf?,A warm-blooded animal that has hair or fur and nurses its young with milk,A highly intelligent marine mammal known for its playful behavior,A wild canine that typically lives and hunts in packs,A marsupial native to Australia known for hopping and carrying young in a pouch,C) A wild canine that typically lives and hunts in packs,The wolf is a wild canine species known for living and hunting cooperatively in social groups called packs.,Animals,Wild Animals
What is the bat (animal)?,"A small, slow-moving mollusk known for carrying a spiral shell","The only mammal capable of true, sustained flight","A large wild cat known as the 'King of the Jungle', native mainly to Africa",A cold-blooded animal with scales that typically lays eggs,"B) The only mammal capable of true, sustained flight","The bat is the only mammal capable of true, sustained flight, using echolocation to navigate in the dark.",Animals,Mammals
Which of the following best describes the bat (animal)?,An animal that has been tamed and kept by humans,"The fastest land animal, capable of very high sprinting speeds",A marine animal with eight arms known for its intelligence,"The only mammal capable of true, sustained flight","D) The only mammal capable of true, sustained flight","The bat is the only mammal capable of true, sustained flight, using echolocation to navigate in the dark.",Animals,Mammals
What is the sloth?,A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,A slow-moving mammal that spends most of its life in trees,An animal that has been tamed and kept by humans,"The tallest living land animal, known for its long neck",B) A slow-moving mammal that spends most of its life in trees,"The sloth is known for being one of the slowest-moving mammals, spending most of its life hanging in trees.",Animals,Mammals
Which of the following best describes the sloth?,"A small, slow-moving mollusk known for carrying a spiral shell","The fastest land animal, capable of very high sprinting speeds","An animal that can live both in water and on land, like a frog",A slow-moving mammal that spends most of its life in trees,D) A slow-moving mammal that spends most of its life in trees,"The sloth is known for being one of the slowest-moving mammals, spending most of its life hanging in trees.",Animals,Mammals
What is the hippopotamus?,"A large, mostly herbivorous mammal that spends much of its time in water",The largest animal known to have ever existed,An animal that has been tamed and kept by humans,"The fastest land animal, capable of very high sprinting speeds","A) A large, mostly herbivorous mammal that spends much of its time in water",The hippopotamus is a large semi-aquatic mammal that spends much of its time in rivers and lakes to stay cool.,Animals,Mammals
Which of the following best describes the hippopotamus?,An animal species at serious risk of extinction,A large bear species adapted to life in the Arctic,"A large, mostly herbivorous mammal that spends much of its time in water",A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,"C) A large, mostly herbivorous mammal that spends much of its time in water",The hippopotamus is a large semi-aquatic mammal that spends much of its time in rivers and lakes to stay cool.,Animals,Mammals
Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which option best explains the meaning of the rhinoceros?,A large herbivorous mammal known for its thick skin and horn(s),"The only mammal capable of true, sustained flight",An African mammal known for its distinctive black and white striped coat,"A large wild cat native to the Americas, known for its powerful bite",A) A large herbivorous mammal known for its thick skin and horn(s),The rhinoceros is a large herbivorous mammal characterized by its thick skin and one or two horns on its snout.,Animals,Endangered Animals
Which of the following best describes the giant panda?,A marsupial native to Australia known for hopping and carrying young in a pouch,"A large mammal found in forests, known for hibernating in winter","A bear species native to China, known for its black and white coat and bamboo diet",An insect known for producing honey and pollinating flowers,"C) A bear species native to China, known for its black and white coat and bamboo diet","The giant panda, native to China, is known for its distinctive black and white fur and diet consisting mostly of bamboo.",Animals,Endangered Animals
Which statement correctly explains a domestic animal?,An animal that has been tamed and kept by humans,A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,A cartilaginous fish known for being a top ocean predator,A type of lizard famous for changing the color of its skin,A) An animal that has been tamed and kept by humans,"Domestic animals, like cows and dogs, have been tamed by humans for companionship, work, or food.",Animals,Domestic Animals
What is the sloth?,A slow-moving mammal that spends most of its life in trees,An animal species at serious risk of extinction,A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,"A large mammal found in forests, known for hibernating in winter",A) A slow-moving mammal that spends most of its life in trees,"The sloth is known for being one of the slowest-moving mammals, spending most of its life hanging in trees.",Animals,Mammals
Which of the following best describes the wolf?,A domesticated mammal raised for wool and meat,A wild canine that typically lives and hunts in packs,"A large mammal found in forests, known for hibernating in winter","The largest living cat species, known for its orange coat with black stripes",B) A wild canine that typically lives and hunts in packs,The wolf is a wild canine species known for living and hunting cooperatively in social groups called packs.,Animals,Wild Animals
Which of the following best describes the flamingo (as an animal)?,"A small, slow-moving mollusk known for carrying a spiral shell",A large wild cat known for its spotted coat and climbing ability,A wading bird known for its pink feathers and long legs,"A small social insect known for living in large, organized colonies",C) A wading bird known for its pink feathers and long legs,"The flamingo is a wading bird known for its distinctive pink coloring, caused by its diet, and long, thin legs.",Animals,Wild Animals
Which option best explains the meaning of the lizard?,"A small, slow-moving mollusk known for carrying a spiral shell","A reptile typically with four legs, a long tail, and dry, scaly skin",A domesticated mammal raised primarily for milk and meat,"The largest living primate, native to the forests of central Africa","B) A reptile typically with four legs, a long tail, and dry, scaly skin","The lizard is a reptile typically characterized by four legs, a long tail, and dry, scaly skin.",Animals,Reptiles
Choose the correct definition of the ostrich.,"A large mammal found in forests, known for hibernating in winter","The largest and heaviest living bird, which cannot fly",An African mammal known for its distinctive black and white striped coat,An animal species at serious risk of extinction,"B) The largest and heaviest living bird, which cannot fly","The ostrich is the largest living bird, known for being flightless but capable of running at very high speeds.",Animals,Wild Animals
the sheep can be best defined as which of the following?,A large reptile known for living in rivers and being a top predator,A warm-blooded animal that has hair or fur and nurses its young with milk,A domesticated mammal raised for wool and meat,An amphibian known for its jumping ability and life cycle including tadpoles,C) A domesticated mammal raised for wool and meat,The sheep is a domesticated mammal raised primarily for its wool and meat.,Animals,Domestic Animals
What is the snake?,"A legless reptile known for its elongated body and, in some species, venom",A type of lizard famous for changing the color of its skin,"A bear species native to China, known for its black and white coat and bamboo diet",The largest animal known to have ever existed,"A) A legless reptile known for its elongated body and, in some species, venom",The snake is a legless reptile with an elongated body; some species produce venom used for hunting or defense.,Animals,Reptiles
Which of the following best describes the ant?,A wild canine that typically lives and hunts in packs,A wading bird known for its pink feathers and long legs,"A small social insect known for living in large, organized colonies",A domesticated mammal known as a loyal companion to humans,"C) A small social insect known for living in large, organized colonies","The ant is a small social insect known for living in large, highly organized colonies with division of labor.",Animals,Insects
Choose the correct definition of the tiger.,"A flightless bird adapted for swimming, found mostly in cold regions","The largest living cat species, known for its orange coat with black stripes",A tree-dwelling marsupial native to Australia that mainly eats eucalyptus leaves,A domesticated mammal raised primarily for milk and meat,"B) The largest living cat species, known for its orange coat with black stripes","The tiger is the largest big cat species, recognized by its orange coat with black stripes, found in parts of Asia.",Animals,Wild Animals
Which of the following best describes the cat?,"A large, mostly herbivorous mammal that spends much of its time in water",An animal that has been tamed and kept by humans,A slow-moving mammal that spends most of its life in trees,A small domesticated carnivorous mammal kept as a household pet,D) A small domesticated carnivorous mammal kept as a household pet,"The cat is a small domesticated carnivorous mammal, one of the most popular pets worldwide.",Animals,Domestic Animals
Choose the correct definition of the gorilla.,A small flying insect known for biting and spreading certain diseases,A wading bird known for its pink feathers and long legs,"The largest living primate, native to the forests of central Africa",A hoofed mammal known for antlers in many male species,"C) The largest living primate, native to the forests of central Africa","The gorilla is the largest living primate, native to the forests of central Africa, known for its strength and social groups.",Animals,Wild Animals
Choose the correct definition of the chimpanzee.,A domesticated mammal known as a loyal companion to humans,A large bear species adapted to life in the Arctic,A highly intelligent great ape closely related to humans,A slow-moving mammal that spends most of its life in trees,C) A highly intelligent great ape closely related to humans,"The chimpanzee is a highly intelligent great ape, considered one of humans' closest living relatives.",Animals,Wild Animals
the cat can be best defined as which of the following?,A cold-blooded animal with scales that typically lays eggs,"A large mammal found in forests, known for hibernating in winter",An arachnid known for its pincers and venomous stinger,A small domesticated carnivorous mammal kept as a household pet,D) A small domesticated carnivorous mammal kept as a household pet,"The cat is a small domesticated carnivorous mammal, one of the most popular pets worldwide.",Animals,Domestic Animals
Which of the following best describes the chameleon?,A large reptile known for living in rivers and being a top predator,"A large mammal found in forests, known for hibernating in winter",A type of lizard famous for changing the color of its skin,A small flying insect known for biting and spreading certain diseases,C) A type of lizard famous for changing the color of its skin,The chameleon is a lizard species well known for its ability to change skin color for camouflage and communication.,Animals,Reptiles
Which of the following best describes the crocodile?,"The only mammal capable of true, sustained flight",A large reptile known for living in rivers and being a top predator,"A bear species native to China, known for its black and white coat and bamboo diet",A domesticated mammal raised primarily for milk and meat,B) A large reptile known for living in rivers and being a top predator,"The crocodile is a large reptile that lives in rivers, lakes, and wetlands, known for being an apex predator.",Animals,Reptiles
Which option best explains the meaning of the snake?,"A large wild cat native to the Americas, known for its powerful bite",A domesticated mammal raised primarily for milk and meat,A large bear species adapted to life in the Arctic,"A legless reptile known for its elongated body and, in some species, venom","D) A legless reptile known for its elongated body and, in some species, venom",The snake is a legless reptile with an elongated body; some species produce venom used for hunting or defense.,Animals,Reptiles
Which option best explains the meaning of the hippopotamus?,A type of lizard famous for changing the color of its skin,"A large, mostly herbivorous mammal that spends much of its time in water","A large mammal found in forests, known for hibernating in winter",A wading bird known for its pink feathers and long legs,"B) A large, mostly herbivorous mammal that spends much of its time in water",The hippopotamus is a large semi-aquatic mammal that spends much of its time in rivers and lakes to stay cool.,Animals,Mammals
the sheep can be best defined as which of the following?,An animal species at serious risk of extinction,"One of the largest snake species, native to South America","A large bird known for the male's colorful, fan-like tail display",A domesticated mammal raised for wool and meat,D) A domesticated mammal raised for wool and meat,The sheep is a domesticated mammal raised primarily for its wool and meat.,Animals,Domestic Animals
Which statement correctly explains a domestic animal?,A small domesticated carnivorous mammal kept as a household pet,"The largest living land animal, known for its trunk and large ears",An insect known for its colorful wings and complete metamorphosis,An animal that has been tamed and kept by humans,D) An animal that has been tamed and kept by humans,"Domestic animals, like cows and dogs, have been tamed by humans for companionship, work, or food.",Animals,Domestic Animals
Choose the correct definition of the jaguar.,"A large wild cat native to the Americas, known for its powerful bite",A domesticated mammal raised primarily for milk and meat,A wild canine that typically lives and hunts in packs,A wading bird known for its pink feathers and long legs,"A) A large wild cat native to the Americas, known for its powerful bite","The jaguar is a large wild cat native to the Americas, known for having one of the strongest bites among big cats.",Animals,Wild Animals
Which statement correctly explains the dolphin?,"A small, slow-moving mollusk known for carrying a spiral shell",A small domesticated carnivorous mammal kept as a household pet,"A large mammal found in forests, known for hibernating in winter",A highly intelligent marine mammal known for its playful behavior,D) A highly intelligent marine mammal known for its playful behavior,"The dolphin is a highly intelligent marine mammal, known for its playful behavior and use of echolocation.",Animals,Animal Habitats
