Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which of the following best describes wildlife photography?,Light from the sun or sky used as a photography light source,The process of removing unwanted outer areas of a photograph,A genre of photography focused on capturing a person's likeness and personality,A genre of photography focused on capturing animals in their natural habitat,D) A genre of photography focused on capturing animals in their natural habitat,"Wildlife photography focuses on capturing images of animals, typically in their natural habitat.",Photography,Wildlife Photography
Which of the following best describes a mirrorless camera?,"A digital camera without a mirror system, often more compact than a DSLR",A genre of photography focused on capturing a person's likeness and personality,A device used to capture and record images,Light from the sun or sky used as a photography light source,"A) A digital camera without a mirror system, often more compact than a DSLR","A mirrorless camera lacks the internal mirror system of a DSLR, often resulting in a more compact camera body.",Photography,Camera Types
What is landscape photography?,A genre of photography capturing candid moments of everyday life in public spaces,A genre of photography focused on capturing natural scenery,The range within a photo that appears acceptably sharp and in focus,The optical component that focuses light onto the camera's sensor or film,B) A genre of photography focused on capturing natural scenery,"Landscape photography focuses on capturing natural scenery, such as mountains, fields, and coastlines.",Photography,Landscape Photography
Which of the following best describes depth of field?,The range within a photo that appears acceptably sharp and in focus,The amount of light that reaches a camera's sensor or film,A lens designed to magnify distant subjects,A setting that controls a camera sensor's sensitivity to light,A) The range within a photo that appears acceptably sharp and in focus,Depth of field refers to the range of distance within a photograph that appears acceptably sharp and in focus.,Photography,Focus
Choose the correct definition of cropping (photo editing).,The process of removing unwanted outer areas of a photograph,Photography taken using a smartphone's built-in camera,"When too little light reaches the sensor, resulting in a dark image",The adjustment that makes a subject appear sharp and clear in an image,A) The process of removing unwanted outer areas of a photograph,Cropping is the process of removing unwanted outer portions of a photograph to improve composition or focus attention on a subject.,Photography,Photo Editing
portrait photography can be best defined as which of the following?,Light from the sun or sky used as a photography light source,A genre of photography focused on capturing a person's likeness and personality,A camera setting that adjusts colors to appear natural under different lighting,The length of time a camera's shutter remains open to expose the sensor to light,B) A genre of photography focused on capturing a person's likeness and personality,"Portrait photography focuses on capturing a person's likeness, expression, and personality, typically in a posed setting.",Photography,Portrait Photography
Choose the correct definition of the history of photography's earliest permanent image.,A genre of photography focused on capturing a person's likeness and personality,"Created in the 1820s, marking the invention of photography",A genre of photography focused on capturing natural scenery,A lens designed to magnify distant subjects,"B) Created in the 1820s, marking the invention of photography","The earliest known permanent photograph was created in the 1820s by Nicéphore Niépce, marking a foundational moment in photography's history.",Photography,Photography History
Choose the correct definition of a wide-angle lens.,The opening in a lens that controls how much light enters the camera,The art and practice of capturing images using light,A genre of photography focused on capturing natural scenery,A lens that captures a broader field of view than a standard lens,D) A lens that captures a broader field of view than a standard lens,"A wide-angle lens captures a broader field of view, useful for landscapes and architecture photography.",Photography,Lenses
Which of the following best describes ISO (photography)?,"When too little light reaches the sensor, resulting in a dark image",A setting that controls a camera sensor's sensitivity to light,A genre of photography focused on capturing a person's likeness and personality,A genre of photography focused on capturing animals in their natural habitat,B) A setting that controls a camera sensor's sensitivity to light,"ISO is a camera setting that controls the sensor's sensitivity to light, with higher values suited to darker conditions.",Photography,ISO
What is a camera lens?,The optical component that focuses light onto the camera's sensor or film,A composition guideline dividing an image into a 3x3 grid for subject placement,A lens designed for extreme close-up photography of small subjects,"A simple, compact camera designed for easy, automatic use",A) The optical component that focuses light onto the camera's sensor or film,A camera lens is the optical component that gathers and focuses light onto the camera's sensor or film to form an image.,Photography,Lenses
Which of the following best describes shutter speed?,A genre of photography capturing candid moments of everyday life in public spaces,The arrangement of visual elements within a photograph,The length of time a camera's shutter remains open to expose the sensor to light,A genre of photography focused on capturing animals in their natural habitat,C) The length of time a camera's shutter remains open to expose the sensor to light,"Shutter speed is the duration for which a camera's shutter stays open, controlling how much light reaches the sensor.",Photography,Shutter Speed
Which of the following best describes a telephoto lens?,A lens designed to magnify distant subjects,Light from the sun or sky used as a photography light source,A setting that controls a camera sensor's sensitivity to light,A composition guideline dividing an image into a 3x3 grid for subject placement,A) A lens designed to magnify distant subjects,"A telephoto lens is designed to magnify distant subjects, commonly used in sports and wildlife photography.",Photography,Lenses
What is a camera lens?,The optical component that focuses light onto the camera's sensor or film,A lens that captures a broader field of view than a standard lens,"A digital camera without a mirror system, often more compact than a DSLR",A composition guideline dividing an image into a 3x3 grid for subject placement,A) The optical component that focuses light onto the camera's sensor or film,A camera lens is the optical component that gathers and focuses light onto the camera's sensor or film to form an image.,Photography,Lenses
a camera can be best defined as which of the following?,A genre of photography focused on capturing a person's likeness and personality,The process of modifying or enhancing a photograph after it is taken,A device used to capture and record images,A lens that captures a broader field of view than a standard lens,C) A device used to capture and record images,A camera is a device that captures and records images by focusing light onto a sensor or film.,Photography,Camera Basics
Choose the correct definition of shutter speed.,The process of modifying or enhancing a photograph after it is taken,The amount of light that reaches a camera's sensor or film,A setting that controls a camera sensor's sensitivity to light,The length of time a camera's shutter remains open to expose the sensor to light,D) The length of time a camera's shutter remains open to expose the sensor to light,"Shutter speed is the duration for which a camera's shutter stays open, controlling how much light reaches the sensor.",Photography,Shutter Speed
Which of the following best describes a DSLR camera?,The process of modifying or enhancing a photograph after it is taken,A digital camera that uses a mirror system and interchangeable lenses,The adjustment that makes a subject appear sharp and clear in an image,The process of removing unwanted outer areas of a photograph,B) A digital camera that uses a mirror system and interchangeable lenses,A DSLR (Digital Single-Lens Reflex) camera uses a mirror system to show the exact image through the lens and supports interchangeable lenses.,Photography,Camera Types
What is depth of field?,A lens that captures a broader field of view than a standard lens,The range within a photo that appears acceptably sharp and in focus,A camera setting that adjusts colors to appear natural under different lighting,A device used to capture and record images,B) The range within a photo that appears acceptably sharp and in focus,Depth of field refers to the range of distance within a photograph that appears acceptably sharp and in focus.,Photography,Focus
Choose the correct definition of a macro lens.,The adjustment that makes a subject appear sharp and clear in an image,A lens designed for extreme close-up photography of small subjects,The use and control of light sources to affect a photograph's mood and quality,The process of removing unwanted outer areas of a photograph,B) A lens designed for extreme close-up photography of small subjects,"A macro lens is specifically designed for extreme close-up photography, capturing fine detail of small subjects.",Photography,Macro Photography
Which option best explains the meaning of a camera lens?,"When too much light reaches the sensor, resulting in a washed-out image",The optical component that focuses light onto the camera's sensor or film,A genre of photography focused on capturing a person's likeness and personality,A number representing the size of a camera's aperture opening,B) The optical component that focuses light onto the camera's sensor or film,A camera lens is the optical component that gathers and focuses light onto the camera's sensor or film to form an image.,Photography,Lenses
Which option best explains the meaning of overexposure?,A setting that controls a camera sensor's sensitivity to light,A genre of photography focused on capturing natural scenery,"When too much light reaches the sensor, resulting in a washed-out image",The art and practice of capturing images using light,"C) When too much light reaches the sensor, resulting in a washed-out image","Overexposure occurs when too much light reaches the camera sensor, resulting in a bright, washed-out image.",Photography,Exposure
autofocus can be best defined as which of the following?,The opening in a lens that controls how much light enters the camera,A camera feature that automatically adjusts focus on a subject,The process of removing unwanted outer areas of a photograph,A lens designed for extreme close-up photography of small subjects,B) A camera feature that automatically adjusts focus on a subject,Autofocus is a camera feature that automatically adjusts the lens to bring a subject into sharp focus.,Photography,Focus
Which of the following best describes focus (photography)?,"Created in the 1820s, marking the invention of photography",A lens designed for extreme close-up photography of small subjects,The adjustment that makes a subject appear sharp and clear in an image,A digital camera that uses a mirror system and interchangeable lenses,C) The adjustment that makes a subject appear sharp and clear in an image,Focus in photography refers to adjusting the lens so that a subject appears sharp and clearly defined in the image.,Photography,Focus
Which statement correctly explains composition (photography)?,The arrangement of visual elements within a photograph,"When too much light reaches the sensor, resulting in a washed-out image",A camera setting that adjusts colors to appear natural under different lighting,"Created in the 1820s, marking the invention of photography",A) The arrangement of visual elements within a photograph,"Composition refers to how visual elements, like subjects and background, are arranged within a photograph's frame.",Photography,Composition
Choose the correct definition of the rule of thirds.,A composition guideline dividing an image into a 3x3 grid for subject placement,The arrangement of visual elements within a photograph,A number representing the size of a camera's aperture opening,A genre of photography capturing candid moments of everyday life in public spaces,A) A composition guideline dividing an image into a 3x3 grid for subject placement,"The rule of thirds is a composition guideline that divides an image into a 3x3 grid, suggesting subjects be placed along the lines or intersections.",Photography,Composition
What is focus (photography)?,The adjustment that makes a subject appear sharp and clear in an image,A device used to capture and record images,"When too little light reaches the sensor, resulting in a dark image",A composition guideline dividing an image into a 3x3 grid for subject placement,A) The adjustment that makes a subject appear sharp and clear in an image,Focus in photography refers to adjusting the lens so that a subject appears sharp and clearly defined in the image.,Photography,Focus
What is a camera lens?,A genre of photography focused on capturing animals in their natural habitat,"When too little light reaches the sensor, resulting in a dark image",The optical component that focuses light onto the camera's sensor or film,A lens that captures a broader field of view than a standard lens,C) The optical component that focuses light onto the camera's sensor or film,A camera lens is the optical component that gathers and focuses light onto the camera's sensor or film to form an image.,Photography,Lenses
Which statement correctly explains autofocus?,"When too little light reaches the sensor, resulting in a dark image",A camera feature that automatically adjusts focus on a subject,The optical component that focuses light onto the camera's sensor or film,The adjustment that makes a subject appear sharp and clear in an image,B) A camera feature that automatically adjusts focus on a subject,Autofocus is a camera feature that automatically adjusts the lens to bring a subject into sharp focus.,Photography,Focus
Choose the correct definition of a wide-angle lens.,A lens that captures a broader field of view than a standard lens,A genre of photography focused on extreme close-up images of small subjects,The opening in a lens that controls how much light enters the camera,The process of removing unwanted outer areas of a photograph,A) A lens that captures a broader field of view than a standard lens,"A wide-angle lens captures a broader field of view, useful for landscapes and architecture photography.",Photography,Lenses
Which statement correctly explains a mirrorless camera?,"When too much light reaches the sensor, resulting in a washed-out image",A number representing the size of a camera's aperture opening,"A digital camera without a mirror system, often more compact than a DSLR",A camera setting that adjusts colors to appear natural under different lighting,"C) A digital camera without a mirror system, often more compact than a DSLR","A mirrorless camera lacks the internal mirror system of a DSLR, often resulting in a more compact camera body.",Photography,Camera Types
Which statement correctly explains a telephoto lens?,A composition guideline dividing an image into a 3x3 grid for subject placement,The opening in a lens that controls how much light enters the camera,A lens designed to magnify distant subjects,A digital camera that uses a mirror system and interchangeable lenses,C) A lens designed to magnify distant subjects,"A telephoto lens is designed to magnify distant subjects, commonly used in sports and wildlife photography.",Photography,Lenses
Which statement correctly explains photo editing?,A genre of photography focused on capturing a person's likeness and personality,The optical component that focuses light onto the camera's sensor or film,The process of modifying or enhancing a photograph after it is taken,The arrangement of visual elements within a photograph,C) The process of modifying or enhancing a photograph after it is taken,"Photo editing is the process of modifying or enhancing a photograph digitally, adjusting factors like color, brightness, or cropping.",Photography,Photo Editing
Which statement correctly explains macro photography?,A genre of photography focused on extreme close-up images of small subjects,A genre of photography focused on capturing a person's likeness and personality,The length of time a camera's shutter remains open to expose the sensor to light,The optical component that focuses light onto the camera's sensor or film,A) A genre of photography focused on extreme close-up images of small subjects,"Macro photography focuses on capturing extreme close-up images, revealing fine detail of small subjects like insects or flowers.",Photography,Macro Photography
Choose the correct definition of wildlife photography.,The arrangement of visual elements within a photograph,Light from the sun or sky used as a photography light source,The amount of light that reaches a camera's sensor or film,A genre of photography focused on capturing animals in their natural habitat,D) A genre of photography focused on capturing animals in their natural habitat,"Wildlife photography focuses on capturing images of animals, typically in their natural habitat.",Photography,Wildlife Photography
Which of the following best describes lighting (photography)?,The range within a photo that appears acceptably sharp and in focus,The use and control of light sources to affect a photograph's mood and quality,Light from the sun or sky used as a photography light source,The length of time a camera's shutter remains open to expose the sensor to light,B) The use and control of light sources to affect a photograph's mood and quality,"Lighting in photography involves controlling light sources to influence a photograph's mood, tone, and visual quality.",Photography,Lighting
Which of the following best describes lighting (photography)?,The opening in a lens that controls how much light enters the camera,The use and control of light sources to affect a photograph's mood and quality,A genre of photography focused on capturing natural scenery,A lens designed for extreme close-up photography of small subjects,B) The use and control of light sources to affect a photograph's mood and quality,"Lighting in photography involves controlling light sources to influence a photograph's mood, tone, and visual quality.",Photography,Lighting
Which option best explains the meaning of ISO (photography)?,A setting that controls a camera sensor's sensitivity to light,The arrangement of visual elements within a photograph,"A simple, compact camera designed for easy, automatic use",The use and control of light sources to affect a photograph's mood and quality,A) A setting that controls a camera sensor's sensitivity to light,"ISO is a camera setting that controls the sensor's sensitivity to light, with higher values suited to darker conditions.",Photography,ISO
ISO (photography) can be best defined as which of the following?,The length of time a camera's shutter remains open to expose the sensor to light,A lens designed for extreme close-up photography of small subjects,A setting that controls a camera sensor's sensitivity to light,A genre of photography focused on extreme close-up images of small subjects,C) A setting that controls a camera sensor's sensitivity to light,"ISO is a camera setting that controls the sensor's sensitivity to light, with higher values suited to darker conditions.",Photography,ISO
Which of the following best describes street photography?,A genre of photography focused on capturing animals in their natural habitat,The arrangement of visual elements within a photograph,A genre of photography capturing candid moments of everyday life in public spaces,The adjustment that makes a subject appear sharp and clear in an image,C) A genre of photography capturing candid moments of everyday life in public spaces,"Street photography captures candid, unposed moments of everyday life, often in public urban spaces.",Photography,Street Photography
Which statement correctly explains street photography?,A genre of photography capturing candid moments of everyday life in public spaces,The length of time a camera's shutter remains open to expose the sensor to light,A composition guideline dividing an image into a 3x3 grid for subject placement,The art and practice of capturing images using light,A) A genre of photography capturing candid moments of everyday life in public spaces,"Street photography captures candid, unposed moments of everyday life, often in public urban spaces.",Photography,Street Photography
Which option best explains the meaning of natural light (photography)?,A genre of photography focused on extreme close-up images of small subjects,Light from the sun or sky used as a photography light source,"Created in the 1820s, marking the invention of photography","When too little light reaches the sensor, resulting in a dark image",B) Light from the sun or sky used as a photography light source,Natural light refers to light from the sun or sky used as an available light source in photography.,Photography,Lighting
Which statement correctly explains underexposure?,A lens designed to magnify distant subjects,"When too little light reaches the sensor, resulting in a dark image",A genre of photography capturing candid moments of everyday life in public spaces,The length of time a camera's shutter remains open to expose the sensor to light,"B) When too little light reaches the sensor, resulting in a dark image","Underexposure occurs when too little light reaches the camera sensor, resulting in an overly dark image.",Photography,Exposure
What is mobile photography?,The arrangement of visual elements within a photograph,Photography taken using a smartphone's built-in camera,A lens designed for extreme close-up photography of small subjects,"When too little light reaches the sensor, resulting in a dark image",B) Photography taken using a smartphone's built-in camera,Mobile photography refers to taking photos using a smartphone's built-in camera rather than a dedicated camera.,Photography,Mobile Photography
Which option best explains the meaning of macro photography?,The length of time a camera's shutter remains open to expose the sensor to light,A setting that controls a camera sensor's sensitivity to light,"When too little light reaches the sensor, resulting in a dark image",A genre of photography focused on extreme close-up images of small subjects,D) A genre of photography focused on extreme close-up images of small subjects,"Macro photography focuses on capturing extreme close-up images, revealing fine detail of small subjects like insects or flowers.",Photography,Macro Photography
Which of the following best describes photography?,A lens that captures a broader field of view than a standard lens,The amount of light that reaches a camera's sensor or film,The opening in a lens that controls how much light enters the camera,The art and practice of capturing images using light,D) The art and practice of capturing images using light,"Photography is the art and practice of creating images by capturing light, traditionally using a camera.",Photography,Photography Basics
Choose the correct definition of a macro lens.,Light from the sun or sky used as a photography light source,Photography taken using a smartphone's built-in camera,A lens designed for extreme close-up photography of small subjects,"Created in the 1820s, marking the invention of photography",C) A lens designed for extreme close-up photography of small subjects,"A macro lens is specifically designed for extreme close-up photography, capturing fine detail of small subjects.",Photography,Macro Photography
Choose the correct definition of depth of field.,The range within a photo that appears acceptably sharp and in focus,A camera setting that adjusts colors to appear natural under different lighting,Photography taken using a smartphone's built-in camera,The process of removing unwanted outer areas of a photograph,A) The range within a photo that appears acceptably sharp and in focus,Depth of field refers to the range of distance within a photograph that appears acceptably sharp and in focus.,Photography,Focus
What is cropping (photo editing)?,Photography taken using a smartphone's built-in camera,The process of removing unwanted outer areas of a photograph,A lens designed for extreme close-up photography of small subjects,"When too little light reaches the sensor, resulting in a dark image",B) The process of removing unwanted outer areas of a photograph,Cropping is the process of removing unwanted outer portions of a photograph to improve composition or focus attention on a subject.,Photography,Photo Editing
Which of the following best describes a wide-angle lens?,The art and practice of capturing images using light,A lens designed to magnify distant subjects,A lens that captures a broader field of view than a standard lens,The arrangement of visual elements within a photograph,C) A lens that captures a broader field of view than a standard lens,"A wide-angle lens captures a broader field of view, useful for landscapes and architecture photography.",Photography,Lenses
autofocus can be best defined as which of the following?,The process of removing unwanted outer areas of a photograph,"A digital camera without a mirror system, often more compact than a DSLR",A camera feature that automatically adjusts focus on a subject,"When too little light reaches the sensor, resulting in a dark image",C) A camera feature that automatically adjusts focus on a subject,Autofocus is a camera feature that automatically adjusts the lens to bring a subject into sharp focus.,Photography,Focus
Which option best explains the meaning of mobile photography?,A lens that captures a broader field of view than a standard lens,A composition guideline dividing an image into a 3x3 grid for subject placement,The range within a photo that appears acceptably sharp and in focus,Photography taken using a smartphone's built-in camera,D) Photography taken using a smartphone's built-in camera,Mobile photography refers to taking photos using a smartphone's built-in camera rather than a dedicated camera.,Photography,Mobile Photography
Choose the correct definition of lighting (photography).,A genre of photography focused on capturing animals in their natural habitat,The use and control of light sources to affect a photograph's mood and quality,The arrangement of visual elements within a photograph,The opening in a lens that controls how much light enters the camera,B) The use and control of light sources to affect a photograph's mood and quality,"Lighting in photography involves controlling light sources to influence a photograph's mood, tone, and visual quality.",Photography,Lighting
white balance can be best defined as which of the following?,Light from the sun or sky used as a photography light source,The arrangement of visual elements within a photograph,A camera setting that adjusts colors to appear natural under different lighting,The length of time a camera's shutter remains open to expose the sensor to light,C) A camera setting that adjusts colors to appear natural under different lighting,White balance is a camera setting that adjusts colors so that whites appear neutral and natural under different lighting conditions.,Photography,Exposure
Which statement correctly explains street photography?,Light from the sun or sky used as a photography light source,A lens designed for extreme close-up photography of small subjects,"When too little light reaches the sensor, resulting in a dark image",A genre of photography capturing candid moments of everyday life in public spaces,D) A genre of photography capturing candid moments of everyday life in public spaces,"Street photography captures candid, unposed moments of everyday life, often in public urban spaces.",Photography,Street Photography
Which of the following best describes autofocus?,The length of time a camera's shutter remains open to expose the sensor to light,"A simple, compact camera designed for easy, automatic use",The process of modifying or enhancing a photograph after it is taken,A camera feature that automatically adjusts focus on a subject,D) A camera feature that automatically adjusts focus on a subject,Autofocus is a camera feature that automatically adjusts the lens to bring a subject into sharp focus.,Photography,Focus
Which of the following best describes landscape photography?,The range within a photo that appears acceptably sharp and in focus,The optical component that focuses light onto the camera's sensor or film,A genre of photography focused on capturing natural scenery,The arrangement of visual elements within a photograph,C) A genre of photography focused on capturing natural scenery,"Landscape photography focuses on capturing natural scenery, such as mountains, fields, and coastlines.",Photography,Landscape Photography
Which option best explains the meaning of photography?,"A simple, compact camera designed for easy, automatic use",The art and practice of capturing images using light,The process of modifying or enhancing a photograph after it is taken,The opening in a lens that controls how much light enters the camera,B) The art and practice of capturing images using light,"Photography is the art and practice of creating images by capturing light, traditionally using a camera.",Photography,Photography Basics
Which option best explains the meaning of a point-and-shoot camera?,The use and control of light sources to affect a photograph's mood and quality,A lens designed for extreme close-up photography of small subjects,"A simple, compact camera designed for easy, automatic use",A lens designed to magnify distant subjects,"C) A simple, compact camera designed for easy, automatic use","A point-and-shoot camera is a compact, simple camera designed for easy, largely automatic photography.",Photography,Camera Types
Which option best explains the meaning of lighting (photography)?,A setting that controls a camera sensor's sensitivity to light,The use and control of light sources to affect a photograph's mood and quality,A device used to capture and record images,A genre of photography focused on capturing animals in their natural habitat,B) The use and control of light sources to affect a photograph's mood and quality,"Lighting in photography involves controlling light sources to influence a photograph's mood, tone, and visual quality.",Photography,Lighting
the rule of thirds can be best defined as which of the following?,The adjustment that makes a subject appear sharp and clear in an image,A setting that controls a camera sensor's sensitivity to light,A composition guideline dividing an image into a 3x3 grid for subject placement,Photography taken using a smartphone's built-in camera,C) A composition guideline dividing an image into a 3x3 grid for subject placement,"The rule of thirds is a composition guideline that divides an image into a 3x3 grid, suggesting subjects be placed along the lines or intersections.",Photography,Composition
Which of the following best describes a mirrorless camera?,A camera setting that adjusts colors to appear natural under different lighting,A lens designed for extreme close-up photography of small subjects,A genre of photography focused on capturing natural scenery,"A digital camera without a mirror system, often more compact than a DSLR","D) A digital camera without a mirror system, often more compact than a DSLR","A mirrorless camera lacks the internal mirror system of a DSLR, often resulting in a more compact camera body.",Photography,Camera Types
lighting (photography) can be best defined as which of the following?,A setting that controls a camera sensor's sensitivity to light,The use and control of light sources to affect a photograph's mood and quality,Photography taken using a smartphone's built-in camera,A lens designed to magnify distant subjects,B) The use and control of light sources to affect a photograph's mood and quality,"Lighting in photography involves controlling light sources to influence a photograph's mood, tone, and visual quality.",Photography,Lighting
Which statement correctly explains a wide-angle lens?,A genre of photography focused on extreme close-up images of small subjects,The process of modifying or enhancing a photograph after it is taken,The arrangement of visual elements within a photograph,A lens that captures a broader field of view than a standard lens,D) A lens that captures a broader field of view than a standard lens,"A wide-angle lens captures a broader field of view, useful for landscapes and architecture photography.",Photography,Lenses
Choose the correct definition of white balance.,A camera feature that automatically adjusts focus on a subject,The amount of light that reaches a camera's sensor or film,A camera setting that adjusts colors to appear natural under different lighting,A lens designed for extreme close-up photography of small subjects,C) A camera setting that adjusts colors to appear natural under different lighting,White balance is a camera setting that adjusts colors so that whites appear neutral and natural under different lighting conditions.,Photography,Exposure
a camera lens can be best defined as which of the following?,A digital camera that uses a mirror system and interchangeable lenses,The optical component that focuses light onto the camera's sensor or film,A composition guideline dividing an image into a 3x3 grid for subject placement,Light from the sun or sky used as a photography light source,B) The optical component that focuses light onto the camera's sensor or film,A camera lens is the optical component that gathers and focuses light onto the camera's sensor or film to form an image.,Photography,Lenses
mobile photography can be best defined as which of the following?,A camera feature that automatically adjusts focus on a subject,The adjustment that makes a subject appear sharp and clear in an image,A device used to capture and record images,Photography taken using a smartphone's built-in camera,D) Photography taken using a smartphone's built-in camera,Mobile photography refers to taking photos using a smartphone's built-in camera rather than a dedicated camera.,Photography,Mobile Photography
What is street photography?,A genre of photography capturing candid moments of everyday life in public spaces,A digital camera that uses a mirror system and interchangeable lenses,"A digital camera without a mirror system, often more compact than a DSLR",The process of modifying or enhancing a photograph after it is taken,A) A genre of photography capturing candid moments of everyday life in public spaces,"Street photography captures candid, unposed moments of everyday life, often in public urban spaces.",Photography,Street Photography
Which of the following best describes photography?,The process of removing unwanted outer areas of a photograph,A genre of photography focused on capturing animals in their natural habitat,The art and practice of capturing images using light,The length of time a camera's shutter remains open to expose the sensor to light,C) The art and practice of capturing images using light,"Photography is the art and practice of creating images by capturing light, traditionally using a camera.",Photography,Photography Basics
Which option best explains the meaning of overexposure?,"When too much light reaches the sensor, resulting in a washed-out image",The use and control of light sources to affect a photograph's mood and quality,"A simple, compact camera designed for easy, automatic use",The opening in a lens that controls how much light enters the camera,"A) When too much light reaches the sensor, resulting in a washed-out image","Overexposure occurs when too much light reaches the camera sensor, resulting in a bright, washed-out image.",Photography,Exposure
mobile photography can be best defined as which of the following?,Photography taken using a smartphone's built-in camera,The art and practice of capturing images using light,"When too little light reaches the sensor, resulting in a dark image",The range within a photo that appears acceptably sharp and in focus,A) Photography taken using a smartphone's built-in camera,Mobile photography refers to taking photos using a smartphone's built-in camera rather than a dedicated camera.,Photography,Mobile Photography
What is overexposure?,A number representing the size of a camera's aperture opening,A device used to capture and record images,"When too much light reaches the sensor, resulting in a washed-out image",A digital camera that uses a mirror system and interchangeable lenses,"C) When too much light reaches the sensor, resulting in a washed-out image","Overexposure occurs when too much light reaches the camera sensor, resulting in a bright, washed-out image.",Photography,Exposure
natural light (photography) can be best defined as which of the following?,A lens that captures a broader field of view than a standard lens,The use and control of light sources to affect a photograph's mood and quality,A number representing the size of a camera's aperture opening,Light from the sun or sky used as a photography light source,D) Light from the sun or sky used as a photography light source,Natural light refers to light from the sun or sky used as an available light source in photography.,Photography,Lighting
Which of the following best describes landscape photography?,The art and practice of capturing images using light,A genre of photography focused on capturing natural scenery,The amount of light that reaches a camera's sensor or film,The length of time a camera's shutter remains open to expose the sensor to light,B) A genre of photography focused on capturing natural scenery,"Landscape photography focuses on capturing natural scenery, such as mountains, fields, and coastlines.",Photography,Landscape Photography
the history of photography's earliest permanent image can be best defined as which of the following?,"Created in the 1820s, marking the invention of photography",Photography taken using a smartphone's built-in camera,"A simple, compact camera designed for easy, automatic use","When too much light reaches the sensor, resulting in a washed-out image","A) Created in the 1820s, marking the invention of photography","The earliest known permanent photograph was created in the 1820s by Nicéphore Niépce, marking a foundational moment in photography's history.",Photography,Photography History
