Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Round 3550 to the nearest hundred.,3628,3686,3614,3600,D) 3600,3550 rounded to the nearest hundred is 3600.,Mental Math,Estimation
What is 7/12 + 3/12 in simplest form?,5/6,4/6,10/12,6/6,A) 5/6,7/12 + 3/12 = 10/12 = 5/6 in simplest form.,Mental Math,Fractions
"What is the average of 15, 12, 95, 26, 92?",54,48,44,45,B) 48,Sum = 240. Average = 240÷5 = 48.,Mental Math,Averages
What is 96.21 - 39.43?,54.33,66.13,57.42,56.78,D) 56.78,96.21 - 39.43 = 56.78.,Mental Math,Decimals
What is 151.95 - 79.73?,69.55,82.04,73.8,72.22,D) 72.22,151.95 - 79.73 = 72.22.,Mental Math,Decimals
What is 44 ÷ 4?,11,10,13,12,A) 11,"44 ÷ 4 = 11, since 4 × 11 = 44.",Mental Math,Quick Division
What is 223 + 924?,1147,1168,1052,1042,A) 1147,223 + 924 = 1147.,Mental Math,Quick Addition
"What is the average of 18, 63, 96, 15?",53,48,41,56,B) 48,Sum = 192. Average = 192÷4 = 48.,Mental Math,Averages
Round 9741 to the nearest hundred.,9745,9864,9700,9710,C) 9700,9741 rounded to the nearest hundred is 9700.,Mental Math,Estimation
What is 260 ÷ 20?,12,11,13,10,C) 13,"260 ÷ 20 = 13, since 20 × 13 = 260.",Mental Math,Quick Division
₹30 is divided in the ratio 2:3. What is the first share?,14,13,12,9,C) 12,Total parts = 2+3 = 5. One part = 30÷5 = 6. First share = 2×6 = 12.,Mental Math,Ratios
What is 22 × 12?,305,250,231,264,D) 264,22 × 12 = 264.,Mental Math,Quick Multiplication
What is 46 × 20?,920,798,967,943,A) 920,46 × 20 = 920.,Mental Math,Quick Multiplication
What is 111.16 + 185.58?,293.08,296.74,304.45,297.8,B) 296.74,111.16 + 185.58 = 296.74.,Mental Math,Decimals
What is 18% of 50?,9,11,10,8,A) 9,18% of 50 = (18/100) × 50 = 9.,Mental Math,Percentages
"What is the average of 51, 14, 29, 66?",46,40,45,36,B) 40,Sum = 160. Average = 160÷4 = 40.,Mental Math,Averages
What is 891 ÷ 9?,80,99,111,100,B) 99,"891 ÷ 9 = 99, since 9 × 99 = 891.",Mental Math,Quick Division
What is 30% of 300?,96,76,85,90,D) 90,30% of 300 = (30/100) × 300 = 90.,Mental Math,Percentages
What is 174.83 - 74.44?,96.43,102.3,106.87,100.39,D) 100.39,174.83 - 74.44 = 100.39.,Mental Math,Decimals
What is 27.4 + 150.98?,181.48,184.85,178.38,176.75,C) 178.38,27.4 + 150.98 = 178.38.,Mental Math,Decimals
What is 10% of 100?,11,10,9,12,B) 10,10% of 100 = (10/100) × 100 = 10.,Mental Math,Percentages
"What is the average of 32, 18, 21, 45?",34,31,24,29,D) 29,Sum = 116. Average = 116÷4 = 29.,Mental Math,Averages
What is 80% of 180?,124,144,145,154,B) 144,80% of 180 = (80/100) × 180 = 144.,Mental Math,Percentages
"If it is 11:45, what time will it be after 56 minutes (12-hour clock, ignoring AM/PM)?",11:41,12:56,1:41,12:41,D) 12:41,Adding 56 minutes to 11:45 gives 12:41.,Mental Math,Time Calculations
What is 640 + 557?,1197,1070,1311,1129,A) 1197,640 + 557 = 1197.,Mental Math,Quick Addition
What is 2002 ÷ 26?,71,77,84,81,B) 77,"2002 ÷ 26 = 77, since 26 × 77 = 2002.",Mental Math,Quick Division
What is 331 + 616?,874,839,934,947,D) 947,331 + 616 = 947.,Mental Math,Quick Addition
"What is the average of 2, 81, 1?",31,28,26,25,B) 28,Sum = 84. Average = 84÷3 = 28.,Mental Math,Averages
₹51 is divided in the ratio 8:9. What is the first share?,21,22,24,27,C) 24,Total parts = 8+9 = 17. One part = 51÷17 = 3. First share = 8×3 = 24.,Mental Math,Ratios
Round 8051 to the nearest hundred.,8042,8097,8140,8100,D) 8100,8051 rounded to the nearest hundred is 8100.,Mental Math,Estimation
What is 736 ÷ 8?,100,76,92,104,C) 92,"736 ÷ 8 = 92, since 8 × 92 = 736.",Mental Math,Quick Division
Round 3655 to the nearest hundred.,3538,3700,3640,3642,B) 3700,3655 rounded to the nearest hundred is 3700.,Mental Math,Estimation
What is 154.05 - 20.27?,133.78,140.78,134.49,133.03,A) 133.78,154.05 - 20.27 = 133.78.,Mental Math,Decimals
"If it is 9:15, what time will it be after 85 minutes (12-hour clock, ignoring AM/PM)?",9:40,11:40,10:40,10:55,C) 10:40,Adding 85 minutes to 9:15 gives 10:40.,Mental Math,Time Calculations
What is 930 ÷ 10?,91,74,93,77,C) 93,"930 ÷ 10 = 93, since 10 × 93 = 930.",Mental Math,Quick Division
"If it is 6:00, what time will it be after 24 minutes (12-hour clock, ignoring AM/PM)?",6:24,6:39,5:24,7:24,A) 6:24,Adding 24 minutes to 6:00 gives 6:24.,Mental Math,Time Calculations
"If it is 2:45, what time will it be after 152 minutes (12-hour clock, ignoring AM/PM)?",6:17,5:17,4:17,5:32,B) 5:17,Adding 152 minutes to 2:45 gives 5:17.,Mental Math,Time Calculations
What is 164.67 - 11.61?,157.33,160.38,153.06,151.04,C) 153.06,164.67 - 11.61 = 153.06.,Mental Math,Decimals
Round 5214 to the nearest hundred.,5033,5029,5200,5118,C) 5200,5214 rounded to the nearest hundred is 5200.,Mental Math,Estimation
What is 155.01 - 35.1?,119.91,117.99,127.47,122.51,A) 119.91,155.01 - 35.1 = 119.91.,Mental Math,Decimals
What is 174 + 449?,551,647,623,564,C) 623,174 + 449 = 623.,Mental Math,Quick Addition
What is 570 - 552?,20,17,19,18,D) 18,570 - 552 = 18.,Mental Math,Quick Subtraction
"What is the average of 47, 36, 73, 12, 2?",37,28,34,40,C) 34,Sum = 170. Average = 170÷5 = 34.,Mental Math,Averages
What is 208 + 679?,887,795,897,895,A) 887,208 + 679 = 887.,Mental Math,Quick Addition
Round 6898 to the nearest hundred.,7079,6976,6900,6995,C) 6900,6898 rounded to the nearest hundred is 6900.,Mental Math,Estimation
What is 126.12 + 39.57?,162.49,165.69,170.82,169.01,B) 165.69,126.12 + 39.57 = 165.69.,Mental Math,Decimals
"If it is 9:00, what time will it be after 50 minutes (12-hour clock, ignoring AM/PM)?",10:50,8:50,9:05,9:50,D) 9:50,Adding 50 minutes to 9:00 gives 9:50.,Mental Math,Time Calculations
What is 307 - 142?,165,175,146,185,A) 165,307 - 142 = 165.,Mental Math,Quick Subtraction
Round 9097 to the nearest hundred.,8917,9100,9218,9230,B) 9100,9097 rounded to the nearest hundred is 9100.,Mental Math,Estimation
What is 30.96 + 197.56?,224.83,228.52,230.69,235.43,B) 228.52,30.96 + 197.56 = 228.52.,Mental Math,Decimals
What is 19 × 50?,999,840,950,864,C) 950,19 × 50 = 950.,Mental Math,Quick Multiplication
What is 100.2 - 17.06?,83.14,89.4,86.38,82.05,A) 83.14,100.2 - 17.06 = 83.14.,Mental Math,Decimals
What is 250 - 180?,70,78,67,68,A) 70,250 - 180 = 70.,Mental Math,Quick Subtraction
What is 50.19 - 3.82?,43.13,46.37,54.16,49.97,B) 46.37,50.19 - 3.82 = 46.37.,Mental Math,Decimals
"What is the average of 58, 92, 63, 45, 62?",52,53,64,73,C) 64,Sum = 320. Average = 320÷5 = 64.,Mental Math,Averages
Round 2724 to the nearest hundred.,2759,2700,2828,2567,B) 2700,2724 rounded to the nearest hundred is 2700.,Mental Math,Estimation
What is 54.04 + 100.82?,154.86,151.63,159.37,163.82,A) 154.86,54.04 + 100.82 = 154.86.,Mental Math,Decimals
What is 15% of 500?,89,62,75,72,C) 75,15% of 500 = (15/100) × 500 = 75.,Mental Math,Percentages
"If it is 10:30, what time will it be after 124 minutes (12-hour clock, ignoring AM/PM)?",12:34,11:34,1:34,12:49,A) 12:34,Adding 124 minutes to 10:30 gives 12:34.,Mental Math,Time Calculations
What is 121.66 + 172.69?,294.35,296.19,289.67,300.13,A) 294.35,121.66 + 172.69 = 294.35.,Mental Math,Decimals
What is 14 × 45?,630,676,719,720,A) 630,14 × 45 = 630.,Mental Math,Quick Multiplication
"What is the average of 89, 10, 74, 35?",46,48,52,58,C) 52,Sum = 208. Average = 208÷4 = 52.,Mental Math,Averages
"If it is 10:15, what time will it be after 145 minutes (12-hour clock, ignoring AM/PM)?",12:55,1:40,11:40,12:40,D) 12:40,Adding 145 minutes to 10:15 gives 12:40.,Mental Math,Time Calculations
What is 544 + 110?,729,716,654,700,C) 654,544 + 110 = 654.,Mental Math,Quick Addition
What is 58.17 + 46.72?,114.38,105.78,100.39,104.89,D) 104.89,58.17 + 46.72 = 104.89.,Mental Math,Decimals
What is 658 ÷ 7?,84,88,94,97,C) 94,"658 ÷ 7 = 94, since 7 × 94 = 658.",Mental Math,Quick Division
What is 396 - 297?,111,90,99,105,C) 99,396 - 297 = 99.,Mental Math,Quick Subtraction
"If it is 9:30, what time will it be after 36 minutes (12-hour clock, ignoring AM/PM)?",10:21,11:06,10:06,9:06,C) 10:06,Adding 36 minutes to 9:30 gives 10:06.,Mental Math,Time Calculations
What is 490 + 589?,1024,1047,1079,1185,C) 1079,490 + 589 = 1079.,Mental Math,Quick Addition
What is 112.67 + 30.77?,139.59,150.05,147.03,143.44,D) 143.44,112.67 + 30.77 = 143.44.,Mental Math,Decimals
What is 560 ÷ 7?,80,81,60,92,A) 80,"560 ÷ 7 = 80, since 7 × 80 = 560.",Mental Math,Quick Division
"What is the average of 41, 47, 17?",33,42,28,35,D) 35,Sum = 105. Average = 105÷3 = 35.,Mental Math,Averages
What is 146.56 - 39.05?,105.44,112.87,109.3,107.51,D) 107.51,146.56 - 39.05 = 107.51.,Mental Math,Decimals
Round 7864 to the nearest hundred.,8037,7900,8081,7717,B) 7900,7864 rounded to the nearest hundred is 7900.,Mental Math,Estimation
"What is the average of 47, 13, 29, 55?",32,40,36,43,C) 36,Sum = 144. Average = 144÷4 = 36.,Mental Math,Averages
Round 9141 to the nearest hundred.,9054,9169,9100,9163,C) 9100,9141 rounded to the nearest hundred is 9100.,Mental Math,Estimation
What is 592 ÷ 8?,78,62,74,77,C) 74,"592 ÷ 8 = 74, since 8 × 74 = 592.",Mental Math,Quick Division
Round 3659 to the nearest hundred.,3700,3616,3662,3644,A) 3700,3659 rounded to the nearest hundred is 3700.,Mental Math,Estimation
"If it is 9:15, what time will it be after 106 minutes (12-hour clock, ignoring AM/PM)?",12:01,11:01,11:16,10:01,B) 11:01,Adding 106 minutes to 9:15 gives 11:01.,Mental Math,Time Calculations
Round 1954 to the nearest hundred.,1826,2000,1922,2158,B) 2000,1954 rounded to the nearest hundred is 2000.,Mental Math,Estimation
What is 711 ÷ 9?,79,80,70,71,A) 79,"711 ÷ 9 = 79, since 9 × 79 = 711.",Mental Math,Quick Division
What is 681 - 62?,652,671,620,619,D) 619,681 - 62 = 619.,Mental Math,Quick Subtraction
What is 60 + 424?,484,454,447,491,A) 484,60 + 424 = 484.,Mental Math,Quick Addition
What is 47.83 - 5.17?,50.97,46.33,42.66,40.54,C) 42.66,47.83 - 5.17 = 42.66.,Mental Math,Decimals
What is 8 × 11?,88,89,102,101,A) 88,8 × 11 = 88.,Mental Math,Quick Multiplication
What is 985 + 478?,1610,1629,1529,1463,D) 1463,985 + 478 = 1463.,Mental Math,Quick Addition
"If it is 6:45, what time will it be after 64 minutes (12-hour clock, ignoring AM/PM)?",8:49,7:49,6:49,7:04,B) 7:49,Adding 64 minutes to 6:45 gives 7:49.,Mental Math,Time Calculations
"What is the average of 29, 11, 22, 22?",18,17,21,20,C) 21,Sum = 84. Average = 84÷4 = 21.,Mental Math,Averages
What is 108.17 + 21.19?,129.86,137.5,129.36,124.57,C) 129.36,108.17 + 21.19 = 129.36.,Mental Math,Decimals
What is 695 - 313?,357,382,426,359,B) 382,695 - 313 = 382.,Mental Math,Quick Subtraction
What is 101 + 669?,810,731,770,806,C) 770,101 + 669 = 770.,Mental Math,Quick Addition
"If it is 8:15, what time will it be after 94 minutes (12-hour clock, ignoring AM/PM)?",9:04,10:49,8:49,9:49,D) 9:49,Adding 94 minutes to 8:15 gives 9:49.,Mental Math,Time Calculations
What is 14 × 19?,263,223,254,266,D) 266,14 × 19 = 266.,Mental Math,Quick Multiplication
"If it is 5:15, what time will it be after 35 minutes (12-hour clock, ignoring AM/PM)?",6:50,4:50,5:05,5:50,D) 5:50,Adding 35 minutes to 5:15 gives 5:50.,Mental Math,Time Calculations
What is 78.2 + 119.17?,197.37,207.2,198.22,196.86,A) 197.37,78.2 + 119.17 = 197.37.,Mental Math,Decimals
What is 328 + 266?,573,652,525,594,D) 594,328 + 266 = 594.,Mental Math,Quick Addition
What is 349 - 133?,226,198,216,238,C) 216,349 - 133 = 216.,Mental Math,Quick Subtraction
What is 75% of 100?,75,89,73,62,A) 75,75% of 100 = (75/100) × 100 = 75.,Mental Math,Percentages
What is 37 × 23?,861,845,856,851,D) 851,37 × 23 = 851.,Mental Math,Quick Multiplication
What is 4 × 4?,15,16,14,18,B) 16,4 × 4 = 16.,Mental Math,Quick Multiplication
Round 5562 to the nearest hundred.,5418,5413,5600,5633,C) 5600,5562 rounded to the nearest hundred is 5600.,Mental Math,Estimation
Round 2524 to the nearest hundred.,2500,2620,2522,2644,A) 2500,2524 rounded to the nearest hundred is 2500.,Mental Math,Estimation
₹36 is divided in the ratio 4:5. What is the first share?,14,16,17,19,B) 16,Total parts = 4+5 = 9. One part = 36÷9 = 4. First share = 4×4 = 16.,Mental Math,Ratios
"What is the average of 77, 88, 53, 92, 70?",64,61,77,76,D) 76,Sum = 380. Average = 380÷5 = 76.,Mental Math,Averages
What is 188.11 - 153.49?,34.62,32.12,39.28,41.98,A) 34.62,188.11 - 153.49 = 34.62.,Mental Math,Decimals
