Which of the following best describes HTTP?,A programming language used to add interactivity to web pages,A design approach that makes web pages adapt to different screen sizes,A system used to store and manage data for a web application,"HyperText Transfer Protocol, used to transfer data between browsers and servers","D) HyperText Transfer Protocol, used to transfer data between browsers and servers",HTTP (HyperText Transfer Protocol) is the protocol used to transfer data between a web browser and a server.,Web Development,Backend
What is HTTPS?,"A digital certificate used to enable secure, encrypted connections",A markup element used to define the structure of content,A secure version of HTTP that encrypts data in transit,"Uniform Resource Locator, the address of a resource on the web",C) A secure version of HTTP that encrypts data in transit,"HTTPS is the secure version of HTTP, encrypting data exchanged between a browser and a server.",Web Development,Web Security
Which of the following best describes HTTPS?,A human-readable address used to identify a website,A design approach that makes web pages adapt to different screen sizes,A secure version of HTTP that encrypts data in transit,"Uniform Resource Locator, the address of a resource on the web",C) A secure version of HTTP that encrypts data in transit,"HTTPS is the secure version of HTTP, encrypting data exchanged between a browser and a server.",Web Development,Web Security
What is a domain name?,Software used to create and manage website content without coding,A human-readable address used to identify a website,Small pieces of data stored by a browser to remember information about a user,A web security vulnerability that allows attackers to interfere with database queries,B) A human-readable address used to identify a website,"A domain name is a human-readable address, like example.com, used to identify a website instead of its numeric IP address.",Web Development,Web Hosting
Which of the following best describes a domain name?,A generic container used to group content in HTML,A service that stores website files and makes them accessible online,"Document Object Model, a programming representation of a web page's structure",A human-readable address used to identify a website,D) A human-readable address used to identify a website,"A domain name is a human-readable address, like example.com, used to identify a website instead of its numeric IP address.",Web Development,Web Hosting
What is web hosting?,Software or hardware that serves web pages to clients,A JavaScript library used to build user interfaces,A service that stores website files and makes them accessible online,A system used to store and manage data for a web application,C) A service that stores website files and makes them accessible online,"Web hosting is a service that stores a website's files on a server, making it accessible over the internet.",Web Development,Web Hosting
Which of the following best describes web hosting?,A web security vulnerability that allows attackers to interfere with database queries,A human-readable address used to identify a website,A service that stores website files and makes them accessible online,A generic container used to group content in HTML,C) A service that stores website files and makes them accessible online,"Web hosting is a service that stores a website's files on a server, making it accessible over the internet.",Web Development,Web Hosting
What is an HTML tag?,A secure version of HTTP that encrypts data in transit,A runtime environment that allows JavaScript to run outside the browser,A design approach that makes web pages adapt to different screen sizes,A markup element used to define the structure of content,D) A markup element used to define the structure of content,"An HTML tag, like <p> or <div>, is used to define and structure content within a web page.",Web Development,HTML
Which of the following best describes an HTML tag?,"Uniform Resource Locator, the address of a resource on the web",A generic container used to group content in HTML,A markup element used to define the structure of content,Software or hardware that serves web pages to clients,C) A markup element used to define the structure of content,"An HTML tag, like <p> or <div>, is used to define and structure content within a web page.",Web Development,HTML
What is a <div> element?,A markup element used to define the structure of content,A generic container used to group content in HTML,A web security vulnerability allowing attackers to inject malicious scripts,"An action detected by a program, such as a click or keypress",B) A generic container used to group content in HTML,A <div> is a generic container element in HTML used to group and structure content for styling or layout.,Web Development,HTML
Which of the following best describes a <div> element?,A generic container used to group content in HTML,"HyperText Transfer Protocol, used to transfer data between browsers and servers",Small pieces of data stored by a browser to remember information about a user,A markup element used to define the structure of content,A) A generic container used to group content in HTML,A <div> is a generic container element in HTML used to group and structure content for styling or layout.,Web Development,HTML
What is a CSS selector?,Software or hardware that serves web pages to clients,A JavaScript library used to build user interfaces,"Document Object Model, a programming representation of a web page's structure",A pattern used to select and style HTML elements,D) A pattern used to select and style HTML elements,"A CSS selector is a pattern used to target specific HTML elements for styling, such as by tag, class, or ID.",Web Development,CSS
Which of the following best describes a CSS selector?,A web security vulnerability that allows attackers to interfere with database queries,A programming language used to add interactivity to web pages,"Building the visual, user-facing part of a website",A pattern used to select and style HTML elements,D) A pattern used to select and style HTML elements,"A CSS selector is a pattern used to target specific HTML elements for styling, such as by tag, class, or ID.",Web Development,CSS
What is responsive web design?,Software used to create and manage website content without coding,A web security vulnerability allowing attackers to inject malicious scripts,A design approach that makes web pages adapt to different screen sizes,A service that stores website files and makes them accessible online,C) A design approach that makes web pages adapt to different screen sizes,Responsive web design ensures a website's layout adapts smoothly to different screen sizes and devices.,Web Development,Frontend
Which of the following best describes responsive web design?,A design approach that makes web pages adapt to different screen sizes,"Building the visual, user-facing part of a website",A pattern used to select and style HTML elements,A generic container used to group content in HTML,A) A design approach that makes web pages adapt to different screen sizes,Responsive web design ensures a website's layout adapts smoothly to different screen sizes and devices.,Web Development,Frontend
What is the DOM?,"Building the visual, user-facing part of a website","Document Object Model, a programming representation of a web page's structure",A runtime environment that allows JavaScript to run outside the browser,Small pieces of data stored by a browser to remember information about a user,"B) Document Object Model, a programming representation of a web page's structure",The DOM (Document Object Model) is a programming interface representing the structure of a web page as a tree of objects.,Web Development,Frontend
Which of the following best describes the DOM?,An API design style using standard HTTP methods to access resources,A front-end framework for building responsive web designs quickly,"Document Object Model, a programming representation of a web page's structure",A design approach that makes web pages adapt to different screen sizes,"C) Document Object Model, a programming representation of a web page's structure",The DOM (Document Object Model) is a programming interface representing the structure of a web page as a tree of objects.,Web Development,Frontend
What is an event (in JavaScript)?,A front-end framework for building responsive web designs quickly,"A digital certificate used to enable secure, encrypted connections","An action detected by a program, such as a click or keypress",Building the server-side logic and databases behind a website,"C) An action detected by a program, such as a click or keypress","An event in JavaScript is an action, like a mouse click or keypress, that a program can detect and respond to.",Web Development,JavaScript
Which of the following best describes an event (in JavaScript)?,A service that stores website files and makes them accessible online,"Uniform Resource Locator, the address of a resource on the web","An action detected by a program, such as a click or keypress",A JavaScript library used to build user interfaces,"C) An action detected by a program, such as a click or keypress","An event in JavaScript is an action, like a mouse click or keypress, that a program can detect and respond to.",Web Development,JavaScript
What is a function (in JavaScript)?,"Cascading Style Sheets, used to style and layout web pages",A front-end framework for building responsive web designs quickly,A reusable block of code that performs a specific task,"HyperText Transfer Protocol, used to transfer data between browsers and servers",C) A reusable block of code that performs a specific task,A function in JavaScript is a reusable block of code designed to perform a specific task when called.,Web Development,JavaScript
Which of the following best describes a function (in JavaScript)?,A reusable block of code that performs a specific task,A pattern used to select and style HTML elements,A programming language used to add interactivity to web pages,Software used to create and manage website content without coding,A) A reusable block of code that performs a specific task,A function in JavaScript is a reusable block of code designed to perform a specific task when called.,Web Development,JavaScript
What is an API (in web dev)?,"Cascading Style Sheets, used to style and layout web pages",A set of rules that allows different software systems to communicate,A web security vulnerability allowing attackers to inject malicious scripts,An API design style using standard HTTP methods to access resources,B) A set of rules that allows different software systems to communicate,"In web development, an API allows a frontend application to communicate with a backend server or other services.",Web Development,APIs
Which of the following best describes an API (in web dev)?,A generic container used to group content in HTML,A set of rules that allows different software systems to communicate,A pattern used to select and style HTML elements,Small pieces of data stored by a browser to remember information about a user,B) A set of rules that allows different software systems to communicate,"In web development, an API allows a frontend application to communicate with a backend server or other services.",Web Development,APIs
What is JSON?,Software used to create and manage website content without coding,A front-end framework for building responsive web designs quickly,"HyperText Transfer Protocol, used to transfer data between browsers and servers","JavaScript Object Notation, a lightweight format for data exchange","D) JavaScript Object Notation, a lightweight format for data exchange","JSON (JavaScript Object Notation) is a lightweight, text-based format commonly used to exchange data between a server and client.",Web Development,APIs
Which of the following best describes JSON?,Small pieces of data stored by a browser to remember information about a user,A runtime environment that allows JavaScript to run outside the browser,A web security vulnerability allowing attackers to inject malicious scripts,"JavaScript Object Notation, a lightweight format for data exchange","D) JavaScript Object Notation, a lightweight format for data exchange","JSON (JavaScript Object Notation) is a lightweight, text-based format commonly used to exchange data between a server and client.",Web Development,APIs
What is frontend development?,"Document Object Model, a programming representation of a web page's structure","Building the visual, user-facing part of a website",A pattern used to select and style HTML elements,A service that stores website files and makes them accessible online,"B) Building the visual, user-facing part of a website",Frontend development involves building the visual and interactive parts of a website that users see and interact with.,Web Development,Frontend
Which of the following best describes frontend development?,"A digital certificate used to enable secure, encrypted connections","Building the visual, user-facing part of a website",A pattern used to select and style HTML elements,"JavaScript Object Notation, a lightweight format for data exchange","B) Building the visual, user-facing part of a website",Frontend development involves building the visual and interactive parts of a website that users see and interact with.,Web Development,Frontend
What is backend development?,Building the server-side logic and databases behind a website,A front-end framework for building responsive web designs quickly,"Uniform Resource Locator, the address of a resource on the web","JavaScript Object Notation, a lightweight format for data exchange",A) Building the server-side logic and databases behind a website,"Backend development involves building the server-side logic, databases, and APIs that power a website.",Web Development,Backend
Which of the following best describes backend development?,A programming language used to add interactivity to web pages,"Document Object Model, a programming representation of a web page's structure",Building the server-side logic and databases behind a website,"A digital certificate used to enable secure, encrypted connections",C) Building the server-side logic and databases behind a website,"Backend development involves building the server-side logic, databases, and APIs that power a website.",Web Development,Backend
What is a database (in web dev)?,"Document Object Model, a programming representation of a web page's structure",Building the server-side logic and databases behind a website,A design approach that makes web pages adapt to different screen sizes,A system used to store and manage data for a web application,D) A system used to store and manage data for a web application,"In web development, a database stores and organizes the data that a web application needs to read and write.",Web Development,Databases
Which of the following best describes a database (in web dev)?,A pattern used to select and style HTML elements,A system used to store and manage data for a web application,"A digital certificate used to enable secure, encrypted connections",Building the server-side logic and databases behind a website,B) A system used to store and manage data for a web application,"In web development, a database stores and organizes the data that a web application needs to read and write.",Web Development,Databases
What is React?,"Uniform Resource Locator, the address of a resource on the web",A human-readable address used to identify a website,Small pieces of data stored by a browser to remember information about a user,A JavaScript library used to build user interfaces,D) A JavaScript library used to build user interfaces,"React is a popular JavaScript library used to build interactive user interfaces, especially for single-page applications.",Web Development,React
Which of the following best describes React?,A JavaScript library used to build user interfaces,"An action detected by a program, such as a click or keypress",Building the server-side logic and databases behind a website,A front-end framework for building responsive web designs quickly,A) A JavaScript library used to build user interfaces,"React is a popular JavaScript library used to build interactive user interfaces, especially for single-page applications.",Web Development,React
What is Node.js?,A runtime environment that allows JavaScript to run outside the browser,"Building the visual, user-facing part of a website",A programming language used to add interactivity to web pages,"HyperText Transfer Protocol, used to transfer data between browsers and servers",A) A runtime environment that allows JavaScript to run outside the browser,"Node.js is a runtime environment that allows JavaScript code to be executed on a server, outside of a web browser.",Web Development,Backend
Which of the following best describes Node.js?,Small pieces of data stored by a browser to remember information about a user,"HyperText Markup Language, used to structure content on web pages",A runtime environment that allows JavaScript to run outside the browser,A generic container used to group content in HTML,C) A runtime environment that allows JavaScript to run outside the browser,"Node.js is a runtime environment that allows JavaScript code to be executed on a server, outside of a web browser.",Web Development,Backend
What is Bootstrap?,A design approach that makes web pages adapt to different screen sizes,A front-end framework for building responsive web designs quickly,A JavaScript library used to build user interfaces,Software used to create and manage website content without coding,B) A front-end framework for building responsive web designs quickly,Bootstrap is a popular front-end framework that provides pre-built components for building responsive websites quickly.,Web Development,Frontend
Which of the following best describes Bootstrap?,"A digital certificate used to enable secure, encrypted connections",A design approach that makes web pages adapt to different screen sizes,A front-end framework for building responsive web designs quickly,A generic container used to group content in HTML,C) A front-end framework for building responsive web designs quickly,Bootstrap is a popular front-end framework that provides pre-built components for building responsive websites quickly.,Web Development,Frontend
What is a REST API?,A front-end framework for building responsive web designs quickly,"JavaScript Object Notation, a lightweight format for data exchange","HyperText Markup Language, used to structure content on web pages",An API design style using standard HTTP methods to access resources,D) An API design style using standard HTTP methods to access resources,"A REST API is a web API design style that uses standard HTTP methods (GET, POST, etc.) to interact with resources.",Web Development,APIs
Which of the following best describes a REST API?,An API design style using standard HTTP methods to access resources,A system used to store and manage data for a web application,"Document Object Model, a programming representation of a web page's structure",A programming language used to add interactivity to web pages,A) An API design style using standard HTTP methods to access resources,"A REST API is a web API design style that uses standard HTTP methods (GET, POST, etc.) to interact with resources.",Web Development,APIs
What is SQL injection?,Small pieces of data stored by a browser to remember information about a user,A web security vulnerability allowing attackers to inject malicious scripts,A reusable block of code that performs a specific task,A web security vulnerability that allows attackers to interfere with database queries,D) A web security vulnerability that allows attackers to interfere with database queries,SQL injection is a security vulnerability where an attacker inserts malicious SQL code into a query to manipulate a database.,Web Development,Web Security
Which of the following best describes SQL injection?,A web security vulnerability that allows attackers to interfere with database queries,"HyperText Transfer Protocol, used to transfer data between browsers and servers",An API design style using standard HTTP methods to access resources,A front-end framework for building responsive web designs quickly,A) A web security vulnerability that allows attackers to interfere with database queries,SQL injection is a security vulnerability where an attacker inserts malicious SQL code into a query to manipulate a database.,Web Development,Web Security
What is cross-site scripting (XSS)?,"Building the visual, user-facing part of a website",Software or hardware that serves web pages to clients,"JavaScript Object Notation, a lightweight format for data exchange",A web security vulnerability allowing attackers to inject malicious scripts,D) A web security vulnerability allowing attackers to inject malicious scripts,Cross-site scripting (XSS) is a vulnerability where attackers inject malicious scripts into web pages viewed by other users.,Web Development,Web Security
Which of the following best describes cross-site scripting (XSS)?,"JavaScript Object Notation, a lightweight format for data exchange",A web security vulnerability allowing attackers to inject malicious scripts,A web security vulnerability that allows attackers to interfere with database queries,A service that stores website files and makes them accessible online,B) A web security vulnerability allowing attackers to inject malicious scripts,Cross-site scripting (XSS) is a vulnerability where attackers inject malicious scripts into web pages viewed by other users.,Web Development,Web Security
What is an SSL certificate?,Building the server-side logic and databases behind a website,A system used to store and manage data for a web application,"A digital certificate used to enable secure, encrypted connections",A human-readable address used to identify a website,"C) A digital certificate used to enable secure, encrypted connections","An SSL certificate is a digital certificate that enables encrypted, secure connections between a browser and server.",Web Development,Web Security
Which of the following best describes an SSL certificate?,An API design style using standard HTTP methods to access resources,"An action detected by a program, such as a click or keypress",A pattern used to select and style HTML elements,"A digital certificate used to enable secure, encrypted connections","D) A digital certificate used to enable secure, encrypted connections","An SSL certificate is a digital certificate that enables encrypted, secure connections between a browser and server.",Web Development,Web Security
What is a content management system (CMS)?,"Building the visual, user-facing part of a website","Uniform Resource Locator, the address of a resource on the web",Software used to create and manage website content without coding,A set of rules that allows different software systems to communicate,C) Software used to create and manage website content without coding,"A content management system (CMS), like WordPress, allows users to create and manage website content without extensive coding.",Web Development,Web Hosting
Which of the following best describes a content management system (CMS)?,A reusable block of code that performs a specific task,Small pieces of data stored by a browser to remember information about a user,A front-end framework for building responsive web designs quickly,Software used to create and manage website content without coding,D) Software used to create and manage website content without coding,"A content management system (CMS), like WordPress, allows users to create and manage website content without extensive coding.",Web Development,Web Hosting
What is a web server?,A web security vulnerability allowing attackers to inject malicious scripts,A pattern used to select and style HTML elements,Software or hardware that serves web pages to clients,Small pieces of data stored by a browser to remember information about a user,C) Software or hardware that serves web pages to clients,"A web server stores, processes, and delivers web pages to clients (browsers) upon request.",Web Development,Backend
Which of the following best describes a web server?,Software or hardware that serves web pages to clients,"Cascading Style Sheets, used to style and layout web pages",A programming language used to add interactivity to web pages,A design approach that makes web pages adapt to different screen sizes,A) Software or hardware that serves web pages to clients,"A web server stores, processes, and delivers web pages to clients (browsers) upon request.",Web Development,Backend
What is cookies (web)?,A runtime environment that allows JavaScript to run outside the browser,A service that stores website files and makes them accessible online,Small pieces of data stored by a browser to remember information about a user,A design approach that makes web pages adapt to different screen sizes,C) Small pieces of data stored by a browser to remember information about a user,Cookies are small pieces of data stored by a web browser to remember information about a user across sessions.,Web Development,Web Security
Which of the following best describes cookies (web)?,"JavaScript Object Notation, a lightweight format for data exchange",An API design style using standard HTTP methods to access resources,A JavaScript library used to build user interfaces,Small pieces of data stored by a browser to remember information about a user,D) Small pieces of data stored by a browser to remember information about a user,Cookies are small pieces of data stored by a web browser to remember information about a user across sessions.,Web Development,Web Security
Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which of the following best describes JSON?,"JavaScript Object Notation, a lightweight format for data exchange",A JavaScript library used to build user interfaces,"Document Object Model, a programming representation of a web page's structure",A generic container used to group content in HTML,"A) JavaScript Object Notation, a lightweight format for data exchange","JSON (JavaScript Object Notation) is a lightweight, text-based format commonly used to exchange data between a server and client.",Web Development,APIs
Which option best explains the meaning of SQL injection?,A pattern used to select and style HTML elements,An inline container used to style a small piece of content in HTML,A web security vulnerability that allows attackers to interfere with database queries,A CSS layout system for arranging content in rows and columns,C) A web security vulnerability that allows attackers to interfere with database queries,SQL injection is a security vulnerability where an attacker inserts malicious SQL code into a query to manipulate a database.,Web Development,Web Security
Which of the following best describes Flexbox?,"Cascading Style Sheets, used to style and layout web pages",A CSS layout model designed for arranging items in a single dimension,A package manager used to install and manage JavaScript libraries,A system used to store and manage data for a web application,B) A CSS layout model designed for arranging items in a single dimension,Flexbox is a CSS layout model designed to arrange items efficiently along a single row or column.,Web Development,CSS
Which of the following best describes a URL?,"Uniform Resource Locator, the address of a resource on the web","JavaScript Object Notation, a lightweight format for data exchange",An HTTP method used to request data from a server,Data managed within a React component that can change over time,"A) Uniform Resource Locator, the address of a resource on the web","A URL (Uniform Resource Locator) is the address used to locate a resource, such as a webpage, on the internet.",Web Development,Frontend
Which statement correctly explains a <div> element?,A named storage location used to hold data in JavaScript,A CSS technique used to apply styles based on device characteristics,A technique for updating parts of a web page without a full reload,A generic container used to group content in HTML,D) A generic container used to group content in HTML,A <div> is a generic container element in HTML used to group and structure content for styling or layout.,Web Development,HTML
Choose the correct definition of the DOM.,"Document Object Model, a programming representation of a web page's structure","An action detected by a program, such as a click or keypress",A front-end framework for building responsive web designs quickly,Software or hardware that serves web pages to clients,"A) Document Object Model, a programming representation of a web page's structure",The DOM (Document Object Model) is a programming interface representing the structure of a web page as a tree of objects.,Web Development,Frontend
an API (in web dev) can be best defined as which of the following?,"HyperText Transfer Protocol, used to transfer data between browsers and servers",A set of rules that allows different software systems to communicate,"Cascading Style Sheets, used to style and layout web pages",Development covering both the frontend and backend of a web application,B) A set of rules that allows different software systems to communicate,"In web development, an API allows a frontend application to communicate with a backend server or other services.",Web Development,APIs
Choose the correct definition of React state.,Data managed within a React component that can change over time,A programming language used to add interactivity to web pages,Software or hardware that serves web pages to clients,A CSS layout system for arranging content in rows and columns,A) Data managed within a React component that can change over time,"React state refers to data managed within a component that can change over time, triggering re-renders when updated.",Web Development,React
What is an event (in JavaScript)?,"An action detected by a program, such as a click or keypress",A CSS technique used to apply styles based on device characteristics,A web security vulnerability that allows attackers to interfere with database queries,A web security vulnerability allowing attackers to inject malicious scripts,"A) An action detected by a program, such as a click or keypress","An event in JavaScript is an action, like a mouse click or keypress, that a program can detect and respond to.",Web Development,JavaScript
Which statement correctly explains a POST request?,An HTTP method used to send new data to a server,A unique identifier for a record in a database table,An API design style using standard HTTP methods to access resources,A secure version of HTTP that encrypts data in transit,A) An HTTP method used to send new data to a server,"A POST request is an HTTP method used to submit new data to a server, such as form submissions.",Web Development,APIs
Choose the correct definition of a web server.,Software or hardware that serves web pages to clients,Generating web page content on the server before sending it to the browser,Small pieces of data stored by a browser to remember information about a user,"An action detected by a program, such as a click or keypress",A) Software or hardware that serves web pages to clients,"A web server stores, processes, and delivers web pages to clients (browsers) upon request.",Web Development,Backend
an API (in web dev) can be best defined as which of the following?,"Building the visual, user-facing part of a website",A service that stores website files and makes them accessible online,"Uniform Resource Locator, the address of a resource on the web",A set of rules that allows different software systems to communicate,D) A set of rules that allows different software systems to communicate,"In web development, an API allows a frontend application to communicate with a backend server or other services.",Web Development,APIs
Which of the following best describes a web framework?,An HTTP method used to request data from a server,A web app that loads a single HTML page and updates content dynamically,A collection of tools and libraries that simplify building web applications,Additional information provided within an HTML tag,C) A collection of tools and libraries that simplify building web applications,"A web framework provides pre-built tools, libraries, and conventions that simplify building web applications.",Web Development,Backend
Which option best explains the meaning of a React component?,A set of rules that allows different software systems to communicate,Using HTML elements that convey meaning about their content,"A reusable, self-contained piece of a user interface built with React","Cascading Style Sheets, used to style and layout web pages","C) A reusable, self-contained piece of a user interface built with React","A React component is a reusable, self-contained building block used to construct a user interface.",Web Development,React
What is Bootstrap?,A minimal web framework for building backend applications with Node.js,A widely used content management system for building websites,Data passed from a parent component to a child component in React,A front-end framework for building responsive web designs quickly,D) A front-end framework for building responsive web designs quickly,Bootstrap is a popular front-end framework that provides pre-built components for building responsive websites quickly.,Web Development,Frontend
Which option best explains the meaning of an HTML tag?,A CSS layout model designed for arranging items in a single dimension,"Cascading Style Sheets, used to style and layout web pages",A markup element used to define the structure of content,Data passed from a parent component to a child component in React,C) A markup element used to define the structure of content,"An HTML tag, like <p> or <div>, is used to define and structure content within a web page.",Web Development,HTML
What is SQL injection?,An API design style using standard HTTP methods to access resources,Data managed within a React component that can change over time,An attack that tricks a user's browser into performing unwanted actions on a site they're logged into,A web security vulnerability that allows attackers to interfere with database queries,D) A web security vulnerability that allows attackers to interfere with database queries,SQL injection is a security vulnerability where an attacker inserts malicious SQL code into a query to manipulate a database.,Web Development,Web Security
Which option best explains the meaning of backend development?,A JavaScript library used to build user interfaces,A programming language used to add interactivity to web pages,"Uniform Resource Locator, the address of a resource on the web",Building the server-side logic and databases behind a website,D) Building the server-side logic and databases behind a website,"Backend development involves building the server-side logic, databases, and APIs that power a website.",Web Development,Backend
Which of the following best describes WordPress?,A widely used content management system for building websites,A runtime environment that allows JavaScript to run outside the browser,A front-end framework for building responsive web designs quickly,"HyperText Transfer Protocol, used to transfer data between browsers and servers",A) A widely used content management system for building websites,"WordPress is a popular, open-source content management system used to build and manage websites without deep coding knowledge.",Web Development,Web Hosting
What is a <span> element?,"A digital certificate used to enable secure, encrypted connections",An inline container used to style a small piece of content in HTML,A browser feature that stores data on a user's device with no expiration,Additional information provided within an HTML tag,B) An inline container used to style a small piece of content in HTML,"A <span> is an inline container element in HTML, often used to apply styling to a small piece of text.",Web Development,HTML
Choose the correct definition of an HTML tag.,A markup element used to define the structure of content,"Document Object Model, a programming representation of a web page's structure",An HTTP method used to request data from a server,"A digital certificate used to enable secure, encrypted connections",A) A markup element used to define the structure of content,"An HTML tag, like <p> or <div>, is used to define and structure content within a web page.",Web Development,HTML
Which option best explains the meaning of HTTPS?,A secure version of HTTP that encrypts data in transit,An HTTP method used to send new data to a server,An API design style using standard HTTP methods to access resources,A CSS layout model designed for arranging items in a single dimension,A) A secure version of HTTP that encrypts data in transit,"HTTPS is the secure version of HTTP, encrypting data exchanged between a browser and a server.",Web Development,Web Security
Which statement correctly explains a URL?,A design approach that makes web pages adapt to different screen sizes,A markup element used to define the structure of content,"Uniform Resource Locator, the address of a resource on the web","An action detected by a program, such as a click or keypress","C) Uniform Resource Locator, the address of a resource on the web","A URL (Uniform Resource Locator) is the address used to locate a resource, such as a webpage, on the internet.",Web Development,Frontend
Which of the following best describes a primary key (database)?,Using HTML elements that convey meaning about their content,A unique identifier for a record in a database table,A runtime environment that allows JavaScript to run outside the browser,Development covering both the frontend and backend of a web application,B) A unique identifier for a record in a database table,"A primary key is a unique identifier assigned to each record in a database table, ensuring no duplicates.",Web Development,Databases
What is WordPress?,Building the server-side logic and databases behind a website,"JavaScript Object Notation, a lightweight format for data exchange",A widely used content management system for building websites,A reusable style identifier that can be applied to multiple HTML elements,C) A widely used content management system for building websites,"WordPress is a popular, open-source content management system used to build and manage websites without deep coding knowledge.",Web Development,Web Hosting
Which option best explains the meaning of a CSS class?,Software used to create and manage website content without coding,A web security vulnerability that allows attackers to interfere with database queries,A reusable style identifier that can be applied to multiple HTML elements,"JavaScript Object Notation, a lightweight format for data exchange",C) A reusable style identifier that can be applied to multiple HTML elements,A CSS class is a reusable identifier that can be applied to multiple HTML elements to give them the same style.,Web Development,CSS
Which option best explains the meaning of a JavaScript variable?,A named storage location used to hold data in JavaScript,A JavaScript library used to build user interfaces,"A reusable, self-contained piece of a user interface built with React","A digital certificate used to enable secure, encrypted connections",A) A named storage location used to hold data in JavaScript,"A JavaScript variable, declared with var, let, or const, is a named storage location used to hold data.",Web Development,JavaScript
Which option best explains the meaning of an SSL certificate?,"A digital certificate used to enable secure, encrypted connections",A runtime environment that allows JavaScript to run outside the browser,A reusable block of code that performs a specific task,Software or hardware that serves web pages to clients,"A) A digital certificate used to enable secure, encrypted connections","An SSL certificate is a digital certificate that enables encrypted, secure connections between a browser and server.",Web Development,Web Security
What is Flexbox?,Software or hardware that serves web pages to clients,A CSS layout model designed for arranging items in a single dimension,A web app that loads a single HTML page and updates content dynamically,A package manager used to install and manage JavaScript libraries,B) A CSS layout model designed for arranging items in a single dimension,Flexbox is a CSS layout model designed to arrange items efficiently along a single row or column.,Web Development,CSS
