Which of the following best describes classification?,A type of ML where a model finds patterns in unlabeled data,A type of ML where an agent learns by receiving rewards or penalties,A clustering algorithm that groups data into a specified number of clusters,A supervised learning task that predicts a category or class,D) A supervised learning task that predicts a category or class,Classification is a supervised learning task where the model predicts which category or class an input belongs to.,Machine Learning (ML),Classification
What is regression?,Data used to evaluate a model's performance after training,A supervised learning task that predicts a continuous numerical value,When a model is too simple to capture patterns in the data,Preparing and cleaning raw data before feeding it into a model,B) A supervised learning task that predicts a continuous numerical value,"Regression is a supervised learning task where the model predicts a continuous numerical value, like price or temperature.",Machine Learning (ML),Regression
Which of the following best describes regression?,A clustering algorithm that groups data into a specified number of clusters,A supervised learning task that predicts a continuous numerical value,A type of ML where a model learns from labeled data,The proportion of positive predictions that are actually correct,B) A supervised learning task that predicts a continuous numerical value,"Regression is a supervised learning task where the model predicts a continuous numerical value, like price or temperature.",Machine Learning (ML),Regression
What is clustering?,When a model is too simple to capture patterns in the data,A measure of how often a model's predictions are correct,An unsupervised learning technique that groups similar data points,A type of ML where a model finds patterns in unlabeled data,C) An unsupervised learning technique that groups similar data points,Clustering is an unsupervised technique that groups data points with similar characteristics into clusters.,Machine Learning (ML),Clustering
Which of the following best describes clustering?,An unsupervised learning technique that groups similar data points,A clustering algorithm that groups data into a specified number of clusters,One complete pass through the entire training dataset,A field of AI where systems learn patterns from data rather than explicit programming,A) An unsupervised learning technique that groups similar data points,Clustering is an unsupervised technique that groups data points with similar characteristics into clusters.,Machine Learning (ML),Clustering
What is a neural network (in ML)?,A layered model of interconnected nodes inspired by the brain,A measure of how often a model's predictions are correct,The data used to teach a machine learning model,The known correct output associated with a training example,A) A layered model of interconnected nodes inspired by the brain,"In ML, a neural network is a model made of layers of interconnected nodes that can learn complex patterns from data.",Machine Learning (ML),Neural Networks
Which of the following best describes a neural network (in ML)?,A layered model of interconnected nodes inspired by the brain,Preparing and cleaning raw data before feeding it into a model,A table used to evaluate the performance of a classification model,A supervised learning model used for classification and regression tasks,A) A layered model of interconnected nodes inspired by the brain,"In ML, a neural network is a model made of layers of interconnected nodes that can learn complex patterns from data.",Machine Learning (ML),Neural Networks
What is a training dataset?,The known correct output associated with a training example,The data used to teach a machine learning model,A supervised learning model used for classification and regression tasks,A layered model of interconnected nodes inspired by the brain,B) The data used to teach a machine learning model,A training dataset is the portion of data used to teach a machine learning model to recognize patterns.,Machine Learning (ML),Training & Testing
Which of the following best describes a training dataset?,The data used to teach a machine learning model,A parameter that controls how much a model's weights are adjusted during training,Data used to evaluate a model's performance after training,A table used to evaluate the performance of a classification model,A) The data used to teach a machine learning model,A training dataset is the portion of data used to teach a machine learning model to recognize patterns.,Machine Learning (ML),Training & Testing
What is a test dataset?,Data used to evaluate a model's performance after training,When a model performs well on training data but poorly on new data,An unsupervised learning technique that groups similar data points,The known correct output associated with a training example,A) Data used to evaluate a model's performance after training,A test dataset is separate data used to evaluate how well a trained model performs on unseen examples.,Machine Learning (ML),Training & Testing
Which of the following best describes a test dataset?,Data used to evaluate a model's performance after training,A model that makes decisions by splitting data based on feature values,"Data used to tune a model during training, separate from the test set",An unsupervised learning technique that groups similar data points,A) Data used to evaluate a model's performance after training,A test dataset is separate data used to evaluate how well a trained model performs on unseen examples.,Machine Learning (ML),Training & Testing
What is overfitting?,A configuration value set before training that controls the learning process,When a model performs well on training data but poorly on new data,A layered model of interconnected nodes inspired by the brain,Data used to evaluate a model's performance after training,B) When a model performs well on training data but poorly on new data,"Overfitting occurs when a model learns the training data too closely, including noise, and performs poorly on new data.",Machine Learning (ML),Training & Testing
Which of the following best describes overfitting?,The process of selecting and transforming variables to improve model performance,When a model performs well on training data but poorly on new data,A field of AI where systems learn patterns from data rather than explicit programming,Preparing and cleaning raw data before feeding it into a model,B) When a model performs well on training data but poorly on new data,"Overfitting occurs when a model learns the training data too closely, including noise, and performs poorly on new data.",Machine Learning (ML),Training & Testing
What is underfitting?,The data used to teach a machine learning model,When a model is too simple to capture patterns in the data,A parameter that controls how much a model's weights are adjusted during training,Data used to evaluate a model's performance after training,B) When a model is too simple to capture patterns in the data,"Underfitting occurs when a model is too simple to capture the underlying patterns in the data, performing poorly overall.",Machine Learning (ML),Training & Testing
Which of the following best describes underfitting?,When a model is too simple to capture patterns in the data,A clustering algorithm that groups data into a specified number of clusters,A type of ML where a model finds patterns in unlabeled data,A supervised learning model used for classification and regression tasks,A) When a model is too simple to capture patterns in the data,"Underfitting occurs when a model is too simple to capture the underlying patterns in the data, performing poorly overall.",Machine Learning (ML),Training & Testing
What is a feature?,A table used to evaluate the performance of a classification model,An individual measurable input variable used by a model,A model that makes decisions by splitting data based on feature values,A type of ML where an agent learns by receiving rewards or penalties,B) An individual measurable input variable used by a model,A feature is an individual measurable property or input variable used by a machine learning model.,Machine Learning (ML),ML Basics
Which of the following best describes a feature?,An individual measurable input variable used by a model,A type of ML where a model learns from labeled data,The process of selecting and transforming variables to improve model performance,An ensemble model made up of many decision trees,A) An individual measurable input variable used by a model,A feature is an individual measurable property or input variable used by a machine learning model.,Machine Learning (ML),ML Basics
What is a label?,The proportion of actual positives that were correctly identified,An optimization algorithm used to minimize a model's error,The known correct output associated with a training example,An ensemble model made up of many decision trees,C) The known correct output associated with a training example,"A label is the known, correct output or category associated with a given training example in supervised learning.",Machine Learning (ML),Supervised Learning
Which of the following best describes a label?,The known correct output associated with a training example,An individual measurable input variable used by a model,One complete pass through the entire training dataset,The data used to teach a machine learning model,A) The known correct output associated with a training example,"A label is the known, correct output or category associated with a given training example in supervised learning.",Machine Learning (ML),Supervised Learning
What is model accuracy?,A measure of how often a model's predictions are correct,An optimization algorithm used to minimize a model's error,A layered model of interconnected nodes inspired by the brain,When a model performs well on training data but poorly on new data,A) A measure of how often a model's predictions are correct,Accuracy measures the proportion of predictions a model gets correct out of all predictions made.,Machine Learning (ML),ML Basics
Which of the following best describes model accuracy?,A model that makes decisions by splitting data based on feature values,A supervised learning model used for classification and regression tasks,A measure of how often a model's predictions are correct,The proportion of actual positives that were correctly identified,C) A measure of how often a model's predictions are correct,Accuracy measures the proportion of predictions a model gets correct out of all predictions made.,Machine Learning (ML),ML Basics
What is precision (in ML)?,A parameter that controls how much a model's weights are adjusted during training,An unsupervised learning technique that groups similar data points,"Data used to tune a model during training, separate from the test set",The proportion of positive predictions that are actually correct,D) The proportion of positive predictions that are actually correct,Precision measures how many of the model's positive predictions were actually correct.,Machine Learning (ML),ML Basics
Which of the following best describes precision (in ML)?,An ensemble model made up of many decision trees,A model that makes decisions by splitting data based on feature values,The data used to teach a machine learning model,The proportion of positive predictions that are actually correct,D) The proportion of positive predictions that are actually correct,Precision measures how many of the model's positive predictions were actually correct.,Machine Learning (ML),ML Basics
What is recall (in ML)?,The proportion of actual positives that were correctly identified,A supervised learning task that predicts a category or class,An unsupervised learning technique that groups similar data points,A type of ML where a model learns from labeled data,A) The proportion of actual positives that were correctly identified,Recall measures how many of the actual positive cases the model correctly identified.,Machine Learning (ML),ML Basics
Which of the following best describes recall (in ML)?,One complete pass through the entire training dataset,A regression technique that models a linear relationship between variables,"Data used to tune a model during training, separate from the test set",The proportion of actual positives that were correctly identified,D) The proportion of actual positives that were correctly identified,Recall measures how many of the actual positive cases the model correctly identified.,Machine Learning (ML),ML Basics
What is a confusion matrix?,One complete pass through the entire training dataset,A model that makes decisions by splitting data based on feature values,An ensemble model made up of many decision trees,A table used to evaluate the performance of a classification model,D) A table used to evaluate the performance of a classification model,"A confusion matrix is a table showing correct and incorrect predictions, used to evaluate a classification model's performance.",Machine Learning (ML),Classification
Which of the following best describes a confusion matrix?,A type of ML where an agent learns by receiving rewards or penalties,A table used to evaluate the performance of a classification model,An optimization algorithm used to minimize a model's error,An individual measurable input variable used by a model,B) A table used to evaluate the performance of a classification model,"A confusion matrix is a table showing correct and incorrect predictions, used to evaluate a classification model's performance.",Machine Learning (ML),Classification
What is linear regression?,A supervised learning model used for classification and regression tasks,A regression technique that models a linear relationship between variables,An unsupervised learning technique that groups similar data points,An ensemble model made up of many decision trees,B) A regression technique that models a linear relationship between variables,Linear regression models the relationship between input and output variables using a straight line equation.,Machine Learning (ML),Regression
Which of the following best describes linear regression?,A regression technique that models a linear relationship between variables,The data used to teach a machine learning model,An individual measurable input variable used by a model,A field of AI where systems learn patterns from data rather than explicit programming,A) A regression technique that models a linear relationship between variables,Linear regression models the relationship between input and output variables using a straight line equation.,Machine Learning (ML),Regression
What is a decision tree?,One complete pass through the entire training dataset,An ensemble model made up of many decision trees,A supervised learning task that predicts a category or class,A model that makes decisions by splitting data based on feature values,D) A model that makes decisions by splitting data based on feature values,A decision tree splits data into branches based on feature values to reach a decision or prediction at the leaves.,Machine Learning (ML),ML Applications
Which of the following best describes a decision tree?,A model that makes decisions by splitting data based on feature values,Data used to evaluate a model's performance after training,A clustering algorithm that groups data into a specified number of clusters,A layered model of interconnected nodes inspired by the brain,A) A model that makes decisions by splitting data based on feature values,A decision tree splits data into branches based on feature values to reach a decision or prediction at the leaves.,Machine Learning (ML),ML Applications
What is a random forest?,Data used to evaluate a model's performance after training,An ensemble model made up of many decision trees,A configuration value set before training that controls the learning process,A field of AI where systems learn patterns from data rather than explicit programming,B) An ensemble model made up of many decision trees,A random forest is an ensemble method that combines many decision trees to improve prediction accuracy.,Machine Learning (ML),ML Applications
Which of the following best describes a random forest?,A type of ML where a model learns from labeled data,An ensemble model made up of many decision trees,Preparing and cleaning raw data before feeding it into a model,A supervised learning model used for classification and regression tasks,B) An ensemble model made up of many decision trees,A random forest is an ensemble method that combines many decision trees to improve prediction accuracy.,Machine Learning (ML),ML Applications
What is gradient descent?,The known correct output associated with a training example,An optimization algorithm used to minimize a model's error,The process of selecting and transforming variables to improve model performance,A table used to evaluate the performance of a classification model,B) An optimization algorithm used to minimize a model's error,Gradient descent is an optimization algorithm that iteratively adjusts model parameters to minimize prediction error.,Machine Learning (ML),Training & Testing
Which of the following best describes gradient descent?,The known correct output associated with a training example,An optimization algorithm used to minimize a model's error,A type of ML where a model learns from labeled data,The process of selecting and transforming variables to improve model performance,B) An optimization algorithm used to minimize a model's error,Gradient descent is an optimization algorithm that iteratively adjusts model parameters to minimize prediction error.,Machine Learning (ML),Training & Testing
What is an epoch?,An unsupervised learning technique that groups similar data points,One complete pass through the entire training dataset,A regression technique that models a linear relationship between variables,When a model is too simple to capture patterns in the data,B) One complete pass through the entire training dataset,An epoch refers to one complete pass of the training algorithm through the entire training dataset.,Machine Learning (ML),Training & Testing
Which of the following best describes an epoch?,A model that makes decisions by splitting data based on feature values,A measure of how often a model's predictions are correct,One complete pass through the entire training dataset,The proportion of actual positives that were correctly identified,C) One complete pass through the entire training dataset,An epoch refers to one complete pass of the training algorithm through the entire training dataset.,Machine Learning (ML),Training & Testing
What is a learning rate?,A type of ML where a model finds patterns in unlabeled data,A supervised learning model used for classification and regression tasks,The data used to teach a machine learning model,A parameter that controls how much a model's weights are adjusted during training,D) A parameter that controls how much a model's weights are adjusted during training,The learning rate is a parameter that controls how much a model's weights are updated during each training step.,Machine Learning (ML),Training & Testing
Which of the following best describes a learning rate?,An optimization algorithm used to minimize a model's error,A parameter that controls how much a model's weights are adjusted during training,A supervised learning task that predicts a category or class,One complete pass through the entire training dataset,B) A parameter that controls how much a model's weights are adjusted during training,The learning rate is a parameter that controls how much a model's weights are updated during each training step.,Machine Learning (ML),Training & Testing
What is data preprocessing?,Preparing and cleaning raw data before feeding it into a model,When a model is too simple to capture patterns in the data,A model that makes decisions by splitting data based on feature values,An optimization algorithm used to minimize a model's error,A) Preparing and cleaning raw data before feeding it into a model,"Data preprocessing involves cleaning, transforming, and preparing raw data before it is used to train a model.",Machine Learning (ML),ML Basics
Which of the following best describes data preprocessing?,The process of selecting and transforming variables to improve model performance,When a model performs well on training data but poorly on new data,A table used to evaluate the performance of a classification model,Preparing and cleaning raw data before feeding it into a model,D) Preparing and cleaning raw data before feeding it into a model,"Data preprocessing involves cleaning, transforming, and preparing raw data before it is used to train a model.",Machine Learning (ML),ML Basics
What is a validation dataset?,When a model is too simple to capture patterns in the data,A supervised learning task that predicts a category or class,"Data used to tune a model during training, separate from the test set",A parameter that controls how much a model's weights are adjusted during training,"C) Data used to tune a model during training, separate from the test set","A validation dataset is used during training to tune model parameters, separate from both training and test data.",Machine Learning (ML),Training & Testing
Which of the following best describes a validation dataset?,A layered model of interconnected nodes inspired by the brain,A measure of how often a model's predictions are correct,"Data used to tune a model during training, separate from the test set",A parameter that controls how much a model's weights are adjusted during training,"C) Data used to tune a model during training, separate from the test set","A validation dataset is used during training to tune model parameters, separate from both training and test data.",Machine Learning (ML),Training & Testing
What is k-means clustering?,The process of selecting and transforming variables to improve model performance,A parameter that controls how much a model's weights are adjusted during training,A type of ML where a model learns from labeled data,A clustering algorithm that groups data into a specified number of clusters,D) A clustering algorithm that groups data into a specified number of clusters,K-means clustering partitions data into a chosen number (k) of clusters based on similarity.,Machine Learning (ML),Clustering
Which of the following best describes k-means clustering?,A type of ML where a model learns from labeled data,A parameter that controls how much a model's weights are adjusted during training,A clustering algorithm that groups data into a specified number of clusters,A configuration value set before training that controls the learning process,C) A clustering algorithm that groups data into a specified number of clusters,K-means clustering partitions data into a chosen number (k) of clusters based on similarity.,Machine Learning (ML),Clustering
What is a support vector machine (SVM)?,Data used to evaluate a model's performance after training,A supervised learning model used for classification and regression tasks,An optimization algorithm used to minimize a model's error,When a model performs well on training data but poorly on new data,B) A supervised learning model used for classification and regression tasks,A support vector machine (SVM) is a supervised learning algorithm that finds the best boundary to separate classes of data.,Machine Learning (ML),Classification
Which of the following best describes a support vector machine (SVM)?,A supervised learning model used for classification and regression tasks,When a model is too simple to capture patterns in the data,A parameter that controls how much a model's weights are adjusted during training,The data used to teach a machine learning model,A) A supervised learning model used for classification and regression tasks,A support vector machine (SVM) is a supervised learning algorithm that finds the best boundary to separate classes of data.,Machine Learning (ML),Classification
What is feature engineering?,An individual measurable input variable used by a model,The proportion of actual positives that were correctly identified,A type of ML where an agent learns by receiving rewards or penalties,The process of selecting and transforming variables to improve model performance,D) The process of selecting and transforming variables to improve model performance,"Feature engineering involves selecting, creating, or transforming input variables to improve a model's performance.",Machine Learning (ML),ML Basics
Which of the following best describes feature engineering?,The process of selecting and transforming variables to improve model performance,The proportion of positive predictions that are actually correct,A clustering algorithm that groups data into a specified number of clusters,An ensemble model made up of many decision trees,A) The process of selecting and transforming variables to improve model performance,"Feature engineering involves selecting, creating, or transforming input variables to improve a model's performance.",Machine Learning (ML),ML Basics
What is a hyperparameter?,The process of selecting and transforming variables to improve model performance,A configuration value set before training that controls the learning process,A type of ML where an agent learns by receiving rewards or penalties,A parameter that controls how much a model's weights are adjusted during training,B) A configuration value set before training that controls the learning process,"A hyperparameter is a setting configured before training, such as learning rate, that controls how a model learns.",Machine Learning (ML),Training & Testing
Which of the following best describes a hyperparameter?,A configuration value set before training that controls the learning process,An optimization algorithm used to minimize a model's error,The process of selecting and transforming variables to improve model performance,Data used to evaluate a model's performance after training,A) A configuration value set before training that controls the learning process,"A hyperparameter is a setting configured before training, such as learning rate, that controls how a model learns.",Machine Learning (ML),Training & Testing
Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
What is anomaly detection?,A classification task with more than two possible output categories,A field of AI where systems learn patterns from data rather than explicit programming,When a model performs well on training data but poorly on new data,An ML technique used to identify unusual data points that differ from the norm,D) An ML technique used to identify unusual data points that differ from the norm,"Anomaly detection identifies data points that deviate significantly from the expected pattern, useful in fraud or fault detection.",Machine Learning (ML),ML Applications
Which statement correctly explains a support vector machine (SVM)?,The known correct output associated with a training example,A classification task with more than two possible output categories,A supervised learning model used for classification and regression tasks,Preparing and cleaning raw data before feeding it into a model,C) A supervised learning model used for classification and regression tasks,A support vector machine (SVM) is a supervised learning algorithm that finds the best boundary to separate classes of data.,Machine Learning (ML),Classification
Which of the following best describes a label?,A simple classification algorithm based on the closest data points,A subset of training data processed together in one iteration,One complete pass through the entire training dataset,The known correct output associated with a training example,D) The known correct output associated with a training example,"A label is the known, correct output or category associated with a given training example in supervised learning.",Machine Learning (ML),Supervised Learning
dimensionality reduction can be best defined as which of the following?,A type of ML where a model finds patterns in unlabeled data,A layered model of interconnected nodes inspired by the brain,"Data used to tune a model during training, separate from the test set",A technique to reduce the number of input variables in a dataset,D) A technique to reduce the number of input variables in a dataset,Dimensionality reduction techniques reduce the number of input features in a dataset while preserving important information.,Machine Learning (ML),Unsupervised Learning
Which option best explains the meaning of clustering?,An unsupervised learning technique that groups similar data points,A type of neural network commonly used for image-related tasks,An optimization algorithm used to minimize a model's error,Feedback given to an agent in reinforcement learning indicating the value of an action,A) An unsupervised learning technique that groups similar data points,Clustering is an unsupervised technique that groups data points with similar characteristics into clusters.,Machine Learning (ML),Clustering
Which of the following best describes gradient boosting?,An ensemble technique that builds models sequentially to correct prior errors,The data used to teach a machine learning model,A regression technique that models a linear relationship between variables,One complete pass through the entire training dataset,A) An ensemble technique that builds models sequentially to correct prior errors,"Gradient boosting builds an ensemble of models sequentially, where each new model corrects errors made by previous ones.",Machine Learning (ML),ML Applications
Which of the following best describes k-means clustering?,Scaling numeric data to a common range before training a model,When a model performs well on training data but poorly on new data,A clustering algorithm that groups data into a specified number of clusters,A field of AI where systems learn patterns from data rather than explicit programming,C) A clustering algorithm that groups data into a specified number of clusters,K-means clustering partitions data into a chosen number (k) of clusters based on similarity.,Machine Learning (ML),Clustering
Which option best explains the meaning of reinforcement learning?,One complete pass through the entire training dataset,A supervised learning model used for classification and regression tasks,A table used to evaluate the performance of a classification model,A type of ML where an agent learns by receiving rewards or penalties,D) A type of ML where an agent learns by receiving rewards or penalties,Reinforcement learning trains an agent to make decisions by rewarding desired actions and penalizing undesired ones.,Machine Learning (ML),Reinforcement Learning
Choose the correct definition of a batch (in training).,The entity that learns to make decisions by interacting with an environment,A function that determines the output of a neural network node,A subset of training data processed together in one iteration,One complete pass through the entire training dataset,C) A subset of training data processed together in one iteration,A batch is a subset of the training data that is processed together during one iteration of model training.,Machine Learning (ML),Training & Testing
Which of the following best describes precision (in ML)?,A function that determines the output of a neural network node,An optimization algorithm used to minimize a model's error,The proportion of positive predictions that are actually correct,When a model is too simple to capture patterns in the data,C) The proportion of positive predictions that are actually correct,Precision measures how many of the model's positive predictions were actually correct.,Machine Learning (ML),ML Basics
Which of the following best describes a recurrent neural network (RNN)?,"Data used to tune a model during training, separate from the test set",A type of neural network designed to handle sequential data,"A statistical method used for binary classification problems, despite its name",The proportion of actual positives that were correctly identified,B) A type of neural network designed to handle sequential data,"An RNN (Recurrent Neural Network) is designed to process sequential data, such as time series or text, by maintaining memory of previous inputs.",Machine Learning (ML),Neural Networks
Choose the correct definition of a batch (in training).,A subset of training data processed together in one iteration,One complete pass through the entire training dataset,A clustering method that builds a tree of nested clusters,A function that determines the output of a neural network node,A) A subset of training data processed together in one iteration,A batch is a subset of the training data that is processed together during one iteration of model training.,Machine Learning (ML),Training & Testing
Which statement correctly explains underfitting?,"A statistical method used for binary classification problems, despite its name",A regression technique that models data using a polynomial (curved) relationship,A type of neural network commonly used for image-related tasks,When a model is too simple to capture patterns in the data,D) When a model is too simple to capture patterns in the data,"Underfitting occurs when a model is too simple to capture the underlying patterns in the data, performing poorly overall.",Machine Learning (ML),Training & Testing
Which of the following best describes clustering?,A measure of how often a model's predictions are correct,One complete pass through the entire training dataset,A configuration value set before training that controls the learning process,An unsupervised learning technique that groups similar data points,D) An unsupervised learning technique that groups similar data points,Clustering is an unsupervised technique that groups data points with similar characteristics into clusters.,Machine Learning (ML),Clustering
What is a training dataset?,A function that determines the output of a neural network node,"Data used to tune a model during training, separate from the test set",The data used to teach a machine learning model,An unsupervised learning technique that groups similar data points,C) The data used to teach a machine learning model,A training dataset is the portion of data used to teach a machine learning model to recognize patterns.,Machine Learning (ML),Training & Testing
a test dataset can be best defined as which of the following?,An ML technique used to identify unusual data points that differ from the norm,A parameter that controls how much a model's weights are adjusted during training,A type of ML where an agent learns by receiving rewards or penalties,Data used to evaluate a model's performance after training,D) Data used to evaluate a model's performance after training,A test dataset is separate data used to evaluate how well a trained model performs on unseen examples.,Machine Learning (ML),Training & Testing
Which option best explains the meaning of an activation function?,A function that determines the output of a neural network node,The proportion of positive predictions that are actually correct,An unsupervised learning technique that groups similar data points,A metric combining precision and recall into a single value,A) A function that determines the output of a neural network node,An activation function determines whether and how strongly a neural network node (neuron) should 'fire' based on its input.,Machine Learning (ML),Neural Networks
Which statement correctly explains data normalization?,Scaling numeric data to a common range before training a model,The entity that learns to make decisions by interacting with an environment,A type of ML where an agent learns by receiving rewards or penalties,A regression technique that models data using a polynomial (curved) relationship,A) Scaling numeric data to a common range before training a model,"Data normalization rescales numeric features to a common range, helping some ML algorithms train more effectively.",Machine Learning (ML),ML Basics
Which statement correctly explains an agent (reinforcement learning)?,A technique for assessing how well a model generalizes by using multiple data splits,A layered model of interconnected nodes inspired by the brain,The entity that learns to make decisions by interacting with an environment,A supervised learning task that predicts a category or class,C) The entity that learns to make decisions by interacting with an environment,"In reinforcement learning, an agent learns to take actions within an environment to maximize a cumulative reward.",Machine Learning (ML),Reinforcement Learning
Which statement correctly explains a support vector machine (SVM)?,A supervised learning model used for classification and regression tasks,When a model is too simple to capture patterns in the data,A subset of training data processed together in one iteration,A measure of how often a model's predictions are correct,A) A supervised learning model used for classification and regression tasks,A support vector machine (SVM) is a supervised learning algorithm that finds the best boundary to separate classes of data.,Machine Learning (ML),Classification
Which option best explains the meaning of the k-nearest neighbors (KNN) algorithm?,A type of ML where a model learns from labeled data,The process of searching for the best hyperparameter values for a model,A simple classification algorithm based on the closest data points,A type of neural network commonly used for image-related tasks,C) A simple classification algorithm based on the closest data points,The K-Nearest Neighbors (KNN) algorithm classifies a data point based on the majority class among its closest neighbors.,Machine Learning (ML),Classification
Which statement correctly explains a support vector machine (SVM)?,A supervised learning model used for classification and regression tasks,When a model is too simple to capture patterns in the data,Data used to evaluate a model's performance after training,A model that makes decisions by splitting data based on feature values,A) A supervised learning model used for classification and regression tasks,A support vector machine (SVM) is a supervised learning algorithm that finds the best boundary to separate classes of data.,Machine Learning (ML),Classification
Choose the correct definition of a random forest.,ML using a combination of a small amount of labeled and a large amount of unlabeled data,An ensemble model made up of many decision trees,A regression technique that models a linear relationship between variables,When a model performs well on training data but poorly on new data,B) An ensemble model made up of many decision trees,A random forest is an ensemble method that combines many decision trees to improve prediction accuracy.,Machine Learning (ML),ML Applications
What is a support vector machine (SVM)?,A supervised learning model used for classification and regression tasks,A type of ML where a model learns from labeled data,Reusing a pre-trained model on a new but related task,A layered model of interconnected nodes inspired by the brain,A) A supervised learning model used for classification and regression tasks,A support vector machine (SVM) is a supervised learning algorithm that finds the best boundary to separate classes of data.,Machine Learning (ML),Classification
What is the k-nearest neighbors (KNN) algorithm?,An unsupervised learning technique that groups similar data points,A clustering method that builds a tree of nested clusters,A simple classification algorithm based on the closest data points,A layer of a neural network between the input and output layers,C) A simple classification algorithm based on the closest data points,The K-Nearest Neighbors (KNN) algorithm classifies a data point based on the majority class among its closest neighbors.,Machine Learning (ML),Classification
Which of the following best describes an activation function?,A function that determines the output of a neural network node,The process of searching for the best hyperparameter values for a model,A type of neural network commonly used for image-related tasks,"A statistical method used for binary classification problems, despite its name",A) A function that determines the output of a neural network node,An activation function determines whether and how strongly a neural network node (neuron) should 'fire' based on its input.,Machine Learning (ML),Neural Networks
