Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Is it legal for a man to marry his widow's sister?,All 12 months,Are you asleep?,They weigh the same,"No, because if he has a widow, he is already dead","D) No, because if he has a widow, he is already dead","A 'widow' by definition means the man has died, so a dead man cannot legally marry anyone.",Trick Questions,Hidden Meaning
How many months of the year have 28 days?,9,Are you asleep?,All 12 months,White (because the house is at the North Pole),C) All 12 months,"Every month has at least 28 days; only February has exactly 28 (or 29), but all months include at least 28 days.",Trick Questions,Trick Riddles
Which is heavier: a pound of feathers or a pound of bricks?,Are you asleep?,Two,Glass,They weigh the same,D) They weigh the same,Both weigh exactly one pound; the trick lies in assuming bricks feel or seem heavier due to their smaller volume.,Trick Questions,Common-Sense Tricks
Which option correctly answers this: How many times can you subtract the number 5 from 25?,Are you asleep?,5 minutes,"Only once, because after that you are subtracting from 20, not 25",9,"C) Only once, because after that you are subtracting from 20, not 25","This is a trick question relying on precise wording: after the first subtraction, you are no longer subtracting from the original number 25.",Trick Questions,Number Tricks
"Choose the correct answer: A farmer had 17 sheep, and all but 9 died. How many sheep does he have left?","Mount Everest (it was always the highest, even before being 'discovered')","Nine (a purely mathematical answer, ignoring the idiom)","Neither, because the yolk of an egg is yellow, not white",9,D) 9,"The phrase 'all but 9' means all except 9 died, so exactly 9 sheep remain alive.",Trick Questions,Trick Riddles
How can you drop a raw egg onto a concrete floor without cracking it?,"Neither, because the yolk of an egg is yellow, not white",Because he is not dead (he is still living),All 12 months,"Concrete floors are very hard to crack, so this depends on interpretation — but a common trick answer is that concrete floors don't crack easily","D) Concrete floors are very hard to crack, so this depends on interpretation — but a common trick answer is that concrete floors don't crack easily","One classic version of this trick question plays on the ambiguity of 'without cracking it', where 'it' could refer to the floor rather than the egg.",Trick Questions,Hidden Meaning
Quiz question: What word becomes shorter when you add two letters to it?,1 hour,Short,Are you asleep?,"Concrete floors are very hard to crack, so this depends on interpretation — but a common trick answer is that concrete floors don't crack easily",B) Short,"The word 'short' becomes 'shorter' when 'er' is added, which is itself a description of becoming 'shorter'.",Trick Questions,Word Tricks
"You enter a dark room with a candle, a wood stove, and a gas lamp; you only have one match. What do you light first?","12 (referring to the second of January, February, etc.)",The match,"Concrete floors are very hard to crack, so this depends on interpretation — but a common trick answer is that concrete floors don't crack easily",Roosters do not lay eggs,B) The match,You must first light the match itself before using it to light anything else in the room.,Trick Questions,Trick Logic
A man was born in 1985 and died in 1975 at the age of 40. How is that possible?,"The years refer to room numbers, not birth and death years (a lateral-thinking twist)",Two,The match,White (because the house is at the North Pole),"A) The years refer to room numbers, not birth and death years (a lateral-thinking twist)","This trick question relies on lateral thinking, where '1985' and '1975' might refer to something other than literal calendar years, such as room or plot numbers.",Trick Questions,Lateral Thinking
Is it legal for a man to marry his widow's sister?,"12 (referring to the second of January, February, etc.)","No, because if he has a widow, he is already dead",White (because the house is at the North Pole),Survivors are not buried,"B) No, because if he has a widow, he is already dead","A 'widow' by definition means the man has died, so a dead man cannot legally marry anyone.",Trick Questions,Hidden Meaning
Quiz question: How can you drop a raw egg onto a concrete floor without cracking it?,Because he is not dead (he is still living),A postage stamp,The letter W,"Concrete floors are very hard to crack, so this depends on interpretation — but a common trick answer is that concrete floors don't crack easily","D) Concrete floors are very hard to crack, so this depends on interpretation — but a common trick answer is that concrete floors don't crack easily","One classic version of this trick question plays on the ambiguity of 'without cracking it', where 'it' could refer to the floor rather than the egg.",Trick Questions,Hidden Meaning
Choose the correct answer: What question can you never honestly answer 'yes' to?,Because he is not dead (he is still living),"Concrete floors are very hard to crack, so this depends on interpretation — but a common trick answer is that concrete floors don't crack easily","Mount Everest (it was always the highest, even before being 'discovered')",Are you asleep?,D) Are you asleep?,"You cannot honestly say 'yes' to being asleep, because if you were truly asleep, you wouldn't be able to answer at all.",Trick Questions,Yes/No Tricks
Quiz question: How can you drop a raw egg onto a concrete floor without cracking it?,Legs,Short,"Mount Everest (it was always the highest, even before being 'discovered')","Concrete floors are very hard to crack, so this depends on interpretation — but a common trick answer is that concrete floors don't crack easily","D) Concrete floors are very hard to crack, so this depends on interpretation — but a common trick answer is that concrete floors don't crack easily","One classic version of this trick question plays on the ambiguity of 'without cracking it', where 'it' could refer to the floor rather than the egg.",Trick Questions,Hidden Meaning
"Quiz question: If you have only one match and you walk into a room with a lamp, a fireplace, and a candle, which do you light first?",5 minutes,The match,All 12 months,Light (or sound),B) The match,You must light the match itself first before you can use it to light anything else in the room.,Trick Questions,Trick Logic
Which option correctly answers this: A rooster lays an egg on top of a barn roof. Which way does the egg roll?,Roosters do not lay eggs,Because he is not dead (he is still living),"The years refer to room numbers, not birth and death years (a lateral-thinking twist)",Survivors are not buried,A) Roosters do not lay eggs,This is a trick question because roosters are male and do not lay eggs — only hens do.,Trick Questions,Trick Logic
Which option correctly answers this: A doctor gives you 3 pills and tells you to take one every 30 minutes. How long will the pills last?,9,1 hour,Short,The match,B) 1 hour,"Taking the first pill at time 0, the second at 30 minutes, and the third at 60 minutes means the pills last only 1 hour, not 1.5.",Trick Questions,Number Tricks
"If you have only one match and you walk into a room with a lamp, a fireplace, and a candle, which do you light first?",Survivors are not buried,Legs,Two,The match,D) The match,You must light the match itself first before you can use it to light anything else in the room.,Trick Questions,Trick Logic
Quiz question: A rooster lays an egg on top of a barn roof. Which way does the egg roll?,Two,5 minutes,Roosters do not lay eggs,Glass,C) Roosters do not lay eggs,This is a trick question because roosters are male and do not lay eggs — only hens do.,Trick Questions,Trick Logic
Choose the correct answer: Is it legal for a man to marry his widow's sister?,"Mount Everest (it was always the highest, even before being 'discovered')",Are you asleep?,"No, because if he has a widow, he is already dead",1 hour,"C) No, because if he has a widow, he is already dead","A 'widow' by definition means the man has died, so a dead man cannot legally marry anyone.",Trick Questions,Hidden Meaning
Quiz question: Which is heavier: a pound of feathers or a pound of bricks?,"Mount Everest (it was always the highest, even before being 'discovered')","Nine (a purely mathematical answer, ignoring the idiom)",They weigh the same,9,C) They weigh the same,Both weigh exactly one pound; the trick lies in assuming bricks feel or seem heavier due to their smaller volume.,Trick Questions,Common-Sense Tricks
