Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
"Find the average of 26, 72, 64, 98.",72,77,54,65,D) 65,Sum = 260. Average = 260÷4 = 65.,Aptitude,Averages
"Find the average of 53, 34, 27, 90, 36.",40,48,53,50,B) 48,Sum = 240. Average = 240÷5 = 48.,Aptitude,Averages
"Find the average of 16, 53, 51.",39,35,40,38,C) 40,Sum = 120. Average = 120÷3 = 40.,Aptitude,Averages
"A survey has results 63, 91, 37, 46 across four categories A, B, C, D respectively. What percentage of the total does Category A represent (rounded)?",37%,32%,27%,22%,C) 27%,Total = 237. Category A's share = (63/237)×100 ≈ 27%.,Aptitude,Data Interpretation
"A survey has results 40, 95, 65, 59 across four categories A, B, C, D respectively. What percentage of the total does Category C represent (rounded)?",35%,30%,25%,20%,C) 25%,Total = 259. Category C's share = (65/259)×100 ≈ 25%.,Aptitude,Data Interpretation
A product costs ₹250 and is sold for ₹312. What is the profit percentage?,20%,35%,25%,30%,C) 25%,Profit = ₹312-₹250 = ₹62. Profit % = (62/250)×100 = 25%.,Aptitude,Profit & Loss
"Find the average of 79, 39, 75, 59, 8.",52,55,42,48,A) 52,Sum = 260. Average = 260÷5 = 52.,Aptitude,Averages
"Find the average of 44, 17, 35.",31,32,34,28,B) 32,Sum = 96. Average = 96÷3 = 32.,Aptitude,Averages
A number multiplied by 6 gives 114. Find the number.,14,19,17,23,B) 19,Let the number be x. 6x = 114 → x = 19.,Aptitude,Number Problems
"Find the average of 17, 84, 11, 98, 20.",48,53,50,46,D) 46,Sum = 230. Average = 230÷5 = 46.,Aptitude,Averages
"A survey has results 52, 29, 75, 64 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",23%,18%,8%,13%,D) 13%,Total = 220. Category B's share = (29/220)×100 ≈ 13%.,Aptitude,Data Interpretation
"Find the average of 90, 68, 13.",49,50,57,60,C) 57,Sum = 171. Average = 171÷3 = 57.,Aptitude,Averages
"If 8:6 = x:72, find x.",104,103,96,90,C) 96,8:6 = x:72 → x = (8×72)/6 = 96.,Aptitude,Ratio & Proportion
A vehicle travels at 61 km/h for 2 hours. Find the distance covered.,102 km,122 km,162 km,142 km,B) 122 km,Distance = Speed × Time = 61 × 2 = 122 km.,Aptitude,Time & Distance
"A survey has results 39, 98, 10, 62 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",57%,52%,42%,47%,D) 47%,Total = 209. Category B's share = (98/209)×100 ≈ 47%.,Aptitude,Data Interpretation
What is the simple interest on ₹5000 at 5% per annum for 3 year(s)?,₹1250,₹250,₹1750,₹750,D) ₹750,Simple Interest = (P×R×T)/100 = (5000×5×3)/100 = ₹750.,Aptitude,Simple Interest
"If 9:12 = x:144, find x.",106,108,103,100,B) 108,9:12 = x:144 → x = (9×144)/12 = 108.,Aptitude,Ratio & Proportion
"If 11:6 = x:24, find x.",45,46,50,44,D) 44,11:6 = x:24 → x = (11×24)/6 = 44.,Aptitude,Ratio & Proportion
"If 10:8 = x:64, find x.",72,82,76,80,D) 80,10:8 = x:64 → x = (10×64)/8 = 80.,Aptitude,Ratio & Proportion
"If 7:10 = x:40, find x.",27,23,32,28,D) 28,7:10 = x:40 → x = (7×40)/10 = 28.,Aptitude,Ratio & Proportion
"If 11 workers complete a job in 20 days, how many worker-days are required for the job?",182,220,178,214,B) 220,Worker-days = number of workers × number of days = 11×20 = 220.,Aptitude,Time & Work
"A survey has results 71, 11, 35, 52 across four categories A, B, C, D respectively. What percentage of the total does Category C represent (rounded)?",26%,16%,31%,21%,D) 21%,Total = 169. Category C's share = (35/169)×100 ≈ 21%.,Aptitude,Data Interpretation
"Find the average of 9, 26, 89, 20.",36,35,39,31,A) 36,Sum = 144. Average = 144÷4 = 36.,Aptitude,Averages
"A survey has results 14, 83, 37, 55 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",39%,24%,34%,29%,D) 29%,Total = 189. Category D's share = (55/189)×100 ≈ 29%.,Aptitude,Data Interpretation
"Find the average of 64, 46, 19.",44,35,42,43,D) 43,Sum = 129. Average = 129÷3 = 43.,Aptitude,Averages
"Find the average of 95, 30, 6, 29.",40,34,33,46,A) 40,Sum = 160. Average = 160÷4 = 40.,Aptitude,Averages
"Find the average of 97, 54, 11.",50,54,49,56,B) 54,Sum = 162. Average = 162÷3 = 54.,Aptitude,Averages
"A survey has results 22, 95, 41, 32 across four categories A, B, C, D respectively. What percentage of the total does Category C represent (rounded)?",27%,22%,32%,17%,B) 22%,Total = 190. Category C's share = (41/190)×100 ≈ 22%.,Aptitude,Data Interpretation
"A survey has results 41, 75, 35, 24 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",24%,14%,9%,19%,B) 14%,Total = 175. Category D's share = (24/175)×100 ≈ 14%.,Aptitude,Data Interpretation
A vehicle travels at 75 km/h for 5 hours. Find the distance covered.,355 km,415 km,375 km,395 km,C) 375 km,Distance = Speed × Time = 75 × 5 = 375 km.,Aptitude,Time & Distance
"A survey has results 58, 14, 49, 24 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",27%,12%,22%,17%,D) 17%,Total = 145. Category D's share = (24/145)×100 ≈ 17%.,Aptitude,Data Interpretation
A number multiplied by 5 gives 220. Find the number.,44,43,45,36,A) 44,Let the number be x. 5x = 220 → x = 44.,Aptitude,Number Problems
"A survey has results 83, 87, 15, 70 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",44%,34%,39%,29%,B) 34%,Total = 255. Category B's share = (87/255)×100 ≈ 34%.,Aptitude,Data Interpretation
"A survey has results 62, 73, 27, 18 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",36%,41%,46%,51%,B) 41%,Total = 180. Category B's share = (73/180)×100 ≈ 41%.,Aptitude,Data Interpretation
A number multiplied by 6 gives 342. Find the number.,61,57,58,55,B) 57,Let the number be x. 6x = 342 → x = 57.,Aptitude,Number Problems
"A survey has results 27, 53, 32, 81 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",42%,47%,37%,52%,A) 42%,Total = 193. Category D's share = (81/193)×100 ≈ 42%.,Aptitude,Data Interpretation
"A survey has results 13, 17, 86, 62 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",35%,40%,30%,45%,A) 35%,Total = 178. Category D's share = (62/178)×100 ≈ 35%.,Aptitude,Data Interpretation
"Find the average of 84, 38, 21, 61, 81.",58,55,57,48,C) 57,Sum = 285. Average = 285÷5 = 57.,Aptitude,Averages
What is the simple interest on ₹20000 at 6% per annum for 1 year(s)?,₹1700,₹1200,₹2200,₹700,B) ₹1200,Simple Interest = (P×R×T)/100 = (20000×6×1)/100 = ₹1200.,Aptitude,Simple Interest
"Find the average of 60, 79, 61, 87, 88.",65,74,63,75,D) 75,Sum = 375. Average = 375÷5 = 75.,Aptitude,Averages
"If 4 workers complete a job in 29 days, how many worker-days are required for the job?",115,113,121,116,D) 116,Worker-days = number of workers × number of days = 4×29 = 116.,Aptitude,Time & Work
"Find the average of 26, 61, 9.",37,29,32,36,C) 32,Sum = 96. Average = 96÷3 = 32.,Aptitude,Averages
"Find the average of 87, 13, 94, 62.",64,61,54,72,A) 64,Sum = 256. Average = 256÷4 = 64.,Aptitude,Averages
A vehicle travels at 74 km/h for 1.5 hours. Find the distance covered.,131 km,111 km,91 km,151 km,B) 111 km,Distance = Speed × Time = 74 × 1.5 = 111 km.,Aptitude,Time & Distance
"A survey has results 38, 35, 49, 26 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",29%,34%,24%,19%,C) 24%,Total = 148. Category B's share = (35/148)×100 ≈ 24%.,Aptitude,Data Interpretation
"A survey has results 41, 88, 42, 97 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",36%,31%,46%,41%,A) 36%,Total = 268. Category D's share = (97/268)×100 ≈ 36%.,Aptitude,Data Interpretation
"Find the average of 30, 95, 33, 46.",41,61,54,51,D) 51,Sum = 204. Average = 204÷4 = 51.,Aptitude,Averages
A number multiplied by 9 gives 81. Find the number.,9,6,10,1,A) 9,Let the number be x. 9x = 81 → x = 9.,Aptitude,Number Problems
"A survey has results 91, 48, 30, 61 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",26%,16%,21%,31%,C) 21%,Total = 230. Category B's share = (48/230)×100 ≈ 21%.,Aptitude,Data Interpretation
What is the simple interest on ₹2000 at 8% per annum for 2 year(s)?,₹320,₹1320,₹0,₹820,A) ₹320,Simple Interest = (P×R×T)/100 = (2000×8×2)/100 = ₹320.,Aptitude,Simple Interest
"Find the average of 22, 46, 97, 35.",48,50,53,40,B) 50,Sum = 200. Average = 200÷4 = 50.,Aptitude,Averages
"Find the average of 72, 31, 89, 16, 37.",49,47,40,42,A) 49,Sum = 245. Average = 245÷5 = 49.,Aptitude,Averages
"Find the average of 57, 95, 35, 77, 86.",81,70,62,74,B) 70,Sum = 350. Average = 350÷5 = 70.,Aptitude,Averages
"A survey has results 83, 33, 82, 54 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",26%,21%,16%,31%,B) 21%,Total = 252. Category D's share = (54/252)×100 ≈ 21%.,Aptitude,Data Interpretation
"Find the average of 76, 39, 29, 48.",47,48,55,43,B) 48,Sum = 192. Average = 192÷4 = 48.,Aptitude,Averages
A vehicle travels at 28 km/h for 1.5 hours. Find the distance covered.,22 km,62 km,82 km,42 km,D) 42 km,Distance = Speed × Time = 28 × 1.5 = 42 km.,Aptitude,Time & Distance
"Find the average of 70, 43, 25.",55,50,41,46,D) 46,Sum = 138. Average = 138÷3 = 46.,Aptitude,Averages
"Find the average of 45, 86, 80, 13.",67,56,48,66,B) 56,Sum = 224. Average = 224÷4 = 56.,Aptitude,Averages
"A survey has results 11, 28, 29, 90 across four categories A, B, C, D respectively. What percentage of the total does Category C represent (rounded)?",23%,18%,13%,28%,B) 18%,Total = 158. Category C's share = (29/158)×100 ≈ 18%.,Aptitude,Data Interpretation
"If 7 workers complete a job in 9 days, how many worker-days are required for the job?",62,51,67,63,D) 63,Worker-days = number of workers × number of days = 7×9 = 63.,Aptitude,Time & Work
"A survey has results 28, 25, 74, 23 across four categories A, B, C, D respectively. What percentage of the total does Category A represent (rounded)?",24%,29%,14%,19%,D) 19%,Total = 150. Category A's share = (28/150)×100 ≈ 19%.,Aptitude,Data Interpretation
A vehicle travels at 55 km/h for 5 hours. Find the distance covered.,295 km,315 km,255 km,275 km,D) 275 km,Distance = Speed × Time = 55 × 5 = 275 km.,Aptitude,Time & Distance
"Find the average of 15, 49, 65.",45,51,43,47,C) 43,Sum = 129. Average = 129÷3 = 43.,Aptitude,Averages
"Find the average of 61, 58, 66, 24, 61.",57,54,49,44,B) 54,Sum = 270. Average = 270÷5 = 54.,Aptitude,Averages
A number multiplied by 7 gives 280. Find the number.,40,39,43,36,A) 40,Let the number be x. 7x = 280 → x = 40.,Aptitude,Number Problems
"A survey has results 59, 60, 45, 68 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",29%,34%,39%,24%,A) 29%,Total = 232. Category D's share = (68/232)×100 ≈ 29%.,Aptitude,Data Interpretation
"Find the average of 58, 55, 43.",52,55,61,45,A) 52,Sum = 156. Average = 156÷3 = 52.,Aptitude,Averages
"If 15 workers complete a job in 10 days, how many worker-days are required for the job?",122,121,168,150,D) 150,Worker-days = number of workers × number of days = 15×10 = 150.,Aptitude,Time & Work
"A survey has results 20, 44, 59, 56 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",31%,41%,36%,26%,A) 31%,Total = 179. Category D's share = (56/179)×100 ≈ 31%.,Aptitude,Data Interpretation
"Find the average of 89, 41, 75, 83.",78,66,72,62,C) 72,Sum = 288. Average = 288÷4 = 72.,Aptitude,Averages
"A survey has results 70, 61, 51, 12 across four categories A, B, C, D respectively. What percentage of the total does Category A represent (rounded)?",31%,46%,41%,36%,D) 36%,Total = 194. Category A's share = (70/194)×100 ≈ 36%.,Aptitude,Data Interpretation
"Find the average of 41, 36, 24, 87.",47,51,45,44,A) 47,Sum = 188. Average = 188÷4 = 47.,Aptitude,Averages
"If 15 workers complete a job in 28 days, how many worker-days are required for the job?",372,420,476,462,B) 420,Worker-days = number of workers × number of days = 15×28 = 420.,Aptitude,Time & Work
"If 19 workers complete a job in 3 days, how many worker-days are required for the job?",49,63,53,57,D) 57,Worker-days = number of workers × number of days = 19×3 = 57.,Aptitude,Time & Work
"A survey has results 70, 73, 36, 33 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",39%,29%,34%,44%,C) 34%,Total = 212. Category B's share = (73/212)×100 ≈ 34%.,Aptitude,Data Interpretation
"A survey has results 22, 43, 82, 27 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",11%,21%,26%,16%,D) 16%,Total = 174. Category D's share = (27/174)×100 ≈ 16%.,Aptitude,Data Interpretation
"Find the average of 49, 86, 57, 52, 91.",67,60,56,68,A) 67,Sum = 335. Average = 335÷5 = 67.,Aptitude,Averages
A number multiplied by 4 gives 80. Find the number.,13,20,25,19,B) 20,Let the number be x. 4x = 80 → x = 20.,Aptitude,Number Problems
A number multiplied by 7 gives 602. Find the number.,87,80,81,86,D) 86,Let the number be x. 7x = 602 → x = 86.,Aptitude,Number Problems
"A survey has results 82, 64, 22, 54 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",29%,34%,24%,19%,C) 24%,Total = 222. Category D's share = (54/222)×100 ≈ 24%.,Aptitude,Data Interpretation
What is the simple interest on ₹8000 at 4% per annum for 5 year(s)?,₹2600,₹1600,₹1100,₹2100,B) ₹1600,Simple Interest = (P×R×T)/100 = (8000×4×5)/100 = ₹1600.,Aptitude,Simple Interest
"Find the average of 24, 45, 86, 93.",54,62,71,65,B) 62,Sum = 248. Average = 248÷4 = 62.,Aptitude,Averages
"A survey has results 26, 82, 100, 10 across four categories A, B, C, D respectively. What percentage of the total does Category C represent (rounded)?",56%,51%,41%,46%,D) 46%,Total = 218. Category C's share = (100/218)×100 ≈ 46%.,Aptitude,Data Interpretation
"Find the average of 72, 17, 67.",49,42,52,51,C) 52,Sum = 156. Average = 156÷3 = 52.,Aptitude,Averages
"Find the average of 59, 14, 74, 86, 77.",63,64,62,70,C) 62,Sum = 310. Average = 310÷5 = 62.,Aptitude,Averages
A vehicle travels at 36 km/h for 3 hours. Find the distance covered.,88 km,148 km,108 km,128 km,C) 108 km,Distance = Speed × Time = 36 × 3 = 108 km.,Aptitude,Time & Distance
"Find the average of 40, 65, 22, 6, 62.",40,39,33,42,B) 39,Sum = 195. Average = 195÷5 = 39.,Aptitude,Averages
"Find the average of 20, 46, 28, 46, 30.",34,36,38,35,A) 34,Sum = 170. Average = 170÷5 = 34.,Aptitude,Averages
"Find the average of 85, 66, 34, 43.",67,57,58,59,B) 57,Sum = 228. Average = 228÷4 = 57.,Aptitude,Averages
"If 18 workers complete a job in 29 days, how many worker-days are required for the job?",522,448,575,574,A) 522,Worker-days = number of workers × number of days = 18×29 = 522.,Aptitude,Time & Work
"A survey has results 55, 34, 41, 54 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",28%,18%,23%,13%,B) 18%,Total = 184. Category B's share = (34/184)×100 ≈ 18%.,Aptitude,Data Interpretation
"If 9:10 = x:80, find x.",69,65,64,72,D) 72,9:10 = x:80 → x = (9×80)/10 = 72.,Aptitude,Ratio & Proportion
"If 2 workers complete a job in 4 days, how many worker-days are required for the job?",7,10,8,9,C) 8,Worker-days = number of workers × number of days = 2×4 = 8.,Aptitude,Time & Work
"Find the average of 10, 11, 97, 98.",53,49,51,54,D) 54,Sum = 216. Average = 216÷4 = 54.,Aptitude,Averages
"Find the average of 56, 42, 38, 88.",48,55,59,56,D) 56,Sum = 224. Average = 224÷4 = 56.,Aptitude,Averages
"Find the average of 23, 15, 57, 79, 16.",34,35,41,38,D) 38,Sum = 190. Average = 190÷5 = 38.,Aptitude,Averages
"Find the average of 63, 87, 70, 98, 32.",63,79,66,70,D) 70,Sum = 350. Average = 350÷5 = 70.,Aptitude,Averages
"A survey has results 97, 26, 45, 87 across four categories A, B, C, D respectively. What percentage of the total does Category C represent (rounded)?",18%,13%,28%,23%,A) 18%,Total = 255. Category C's share = (45/255)×100 ≈ 18%.,Aptitude,Data Interpretation
A vehicle travels at 67 km/h for 2 hours. Find the distance covered.,114 km,154 km,174 km,134 km,D) 134 km,Distance = Speed × Time = 67 × 2 = 134 km.,Aptitude,Time & Distance
"Find the average of 37, 62, 49, 20.",42,45,37,47,A) 42,Sum = 168. Average = 168÷4 = 42.,Aptitude,Averages
A product costs ₹900 and is sold for ₹1080. What is the profit percentage?,15%,20%,25%,30%,B) 20%,Profit = ₹1080-₹900 = ₹180. Profit % = (180/900)×100 = 20%.,Aptitude,Profit & Loss
"A survey has results 70, 22, 15, 31 across four categories A, B, C, D respectively. What percentage of the total does Category C represent (rounded)?",11%,21%,16%,6%,A) 11%,Total = 138. Category C's share = (15/138)×100 ≈ 11%.,Aptitude,Data Interpretation
A vehicle travels at 96 km/h for 6 hours. Find the distance covered.,596 km,616 km,556 km,576 km,D) 576 km,Distance = Speed × Time = 96 × 6 = 576 km.,Aptitude,Time & Distance
"Find the average of 13, 50, 96.",55,53,44,54,B) 53,Sum = 159. Average = 159÷3 = 53.,Aptitude,Averages
"A survey has results 32, 98, 34, 33 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",55%,45%,60%,50%,D) 50%,Total = 197. Category B's share = (98/197)×100 ≈ 50%.,Aptitude,Data Interpretation
"If 7 workers complete a job in 23 days, how many worker-days are required for the job?",175,143,161,151,C) 161,Worker-days = number of workers × number of days = 7×23 = 161.,Aptitude,Time & Work
"A survey has results 29, 39, 34, 35 across four categories A, B, C, D respectively. What percentage of the total does Category A represent (rounded)?",16%,21%,26%,31%,B) 21%,Total = 137. Category A's share = (29/137)×100 ≈ 21%.,Aptitude,Data Interpretation
"Find the average of 59, 70, 37, 98, 71.",63,77,67,79,C) 67,Sum = 335. Average = 335÷5 = 67.,Aptitude,Averages
"Find the average of 63, 97, 34, 10.",51,49,41,45,A) 51,Sum = 204. Average = 204÷4 = 51.,Aptitude,Averages
"Find the average of 85, 38, 18, 88, 56.",57,51,67,59,A) 57,Sum = 285. Average = 285÷5 = 57.,Aptitude,Averages
"If 9:2 = x:24, find x.",116,108,114,109,B) 108,9:2 = x:24 → x = (9×24)/2 = 108.,Aptitude,Ratio & Proportion
"A survey has results 15, 10, 98, 88 across four categories A, B, C, D respectively. What percentage of the total does Category A represent (rounded)?",7%,12%,17%,2%,A) 7%,Total = 211. Category A's share = (15/211)×100 ≈ 7%.,Aptitude,Data Interpretation
"A survey has results 59, 34, 87, 83 across four categories A, B, C, D respectively. What percentage of the total does Category A represent (rounded)?",27%,17%,22%,32%,C) 22%,Total = 263. Category A's share = (59/263)×100 ≈ 22%.,Aptitude,Data Interpretation
A vehicle travels at 106 km/h for 1.5 hours. Find the distance covered.,199 km,159 km,179 km,139 km,B) 159 km,Distance = Speed × Time = 106 × 1.5 = 159 km.,Aptitude,Time & Distance
"Find the average of 39, 44, 86, 75.",61,70,66,72,A) 61,Sum = 244. Average = 244÷4 = 61.,Aptitude,Averages
"If 16 workers complete a job in 9 days, how many worker-days are required for the job?",131,126,170,144,D) 144,Worker-days = number of workers × number of days = 16×9 = 144.,Aptitude,Time & Work
"A survey has results 97, 18, 29, 13 across four categories A, B, C, D respectively. What percentage of the total does Category A represent (rounded)?",62%,57%,72%,67%,A) 62%,Total = 157. Category A's share = (97/157)×100 ≈ 62%.,Aptitude,Data Interpretation
"If 7:6 = x:72, find x.",90,84,78,81,B) 84,7:6 = x:72 → x = (7×72)/6 = 84.,Aptitude,Ratio & Proportion
"Find the average of 68, 90, 76.",78,80,67,68,A) 78,Sum = 234. Average = 234÷3 = 78.,Aptitude,Averages
"Find the average of 32, 16, 39, 32, 96.",35,43,41,36,B) 43,Sum = 215. Average = 215÷5 = 43.,Aptitude,Averages
"A survey has results 41, 90, 98, 11 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",5%,10%,15%,1%,A) 5%,Total = 240. Category D's share = (11/240)×100 ≈ 5%.,Aptitude,Data Interpretation
"Find the average of 88, 5, 70, 29.",44,41,48,56,C) 48,Sum = 192. Average = 192÷4 = 48.,Aptitude,Averages
"Find the average of 44, 36, 76.",46,52,44,45,B) 52,Sum = 156. Average = 156÷3 = 52.,Aptitude,Averages
"A survey has results 96, 77, 21, 60 across four categories A, B, C, D respectively. What percentage of the total does Category C represent (rounded)?",8%,18%,13%,3%,A) 8%,Total = 254. Category C's share = (21/254)×100 ≈ 8%.,Aptitude,Data Interpretation
"Find the average of 17, 60, 78, 5.",40,39,35,32,A) 40,Sum = 160. Average = 160÷4 = 40.,Aptitude,Averages
A number multiplied by 3 gives 69. Find the number.,23,28,30,24,A) 23,Let the number be x. 3x = 69 → x = 23.,Aptitude,Number Problems
"If 4 workers complete a job in 25 days, how many worker-days are required for the job?",97,109,100,106,C) 100,Worker-days = number of workers × number of days = 4×25 = 100.,Aptitude,Time & Work
"Find the average of 55, 70, 58.",61,59,54,71,A) 61,Sum = 183. Average = 183÷3 = 61.,Aptitude,Averages
A number multiplied by 9 gives 882. Find the number.,101,96,98,94,C) 98,Let the number be x. 9x = 882 → x = 98.,Aptitude,Number Problems
"If 3 workers complete a job in 26 days, how many worker-days are required for the job?",78,80,67,64,A) 78,Worker-days = number of workers × number of days = 3×26 = 78.,Aptitude,Time & Work
"If 9 workers complete a job in 15 days, how many worker-days are required for the job?",135,144,111,132,A) 135,Worker-days = number of workers × number of days = 9×15 = 135.,Aptitude,Time & Work
"A survey has results 78, 27, 28, 60 across four categories A, B, C, D respectively. What percentage of the total does Category C represent (rounded)?",10%,25%,15%,20%,C) 15%,Total = 193. Category C's share = (28/193)×100 ≈ 15%.,Aptitude,Data Interpretation
"A survey has results 98, 38, 60, 99 across four categories A, B, C, D respectively. What percentage of the total does Category C represent (rounded)?",25%,30%,20%,15%,C) 20%,Total = 295. Category C's share = (60/295)×100 ≈ 20%.,Aptitude,Data Interpretation
"Find the average of 99, 26, 58.",61,63,60,68,A) 61,Sum = 183. Average = 183÷3 = 61.,Aptitude,Averages
"A survey has results 19, 97, 13, 31 across four categories A, B, C, D respectively. What percentage of the total does Category A represent (rounded)?",22%,17%,7%,12%,D) 12%,Total = 160. Category A's share = (19/160)×100 ≈ 12%.,Aptitude,Data Interpretation
"Find the average of 16, 87, 20.",42,41,33,36,B) 41,Sum = 123. Average = 123÷3 = 41.,Aptitude,Averages
"If 3:7 = x:84, find x.",36,44,33,32,A) 36,3:7 = x:84 → x = (3×84)/7 = 36.,Aptitude,Ratio & Proportion
"A survey has results 59, 67, 43, 65 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",34%,29%,39%,24%,B) 29%,Total = 234. Category B's share = (67/234)×100 ≈ 29%.,Aptitude,Data Interpretation
"If 7 workers complete a job in 29 days, how many worker-days are required for the job?",195,203,210,173,B) 203,Worker-days = number of workers × number of days = 7×29 = 203.,Aptitude,Time & Work
"Find the average of 77, 84, 91.",95,77,93,84,D) 84,Sum = 252. Average = 252÷3 = 84.,Aptitude,Averages
"A survey has results 31, 42, 92, 71 across four categories A, B, C, D respectively. What percentage of the total does Category A represent (rounded)?",8%,23%,18%,13%,D) 13%,Total = 236. Category A's share = (31/236)×100 ≈ 13%.,Aptitude,Data Interpretation
"Find the average of 61, 35, 11, 85, 8.",41,42,40,47,C) 40,Sum = 200. Average = 200÷5 = 40.,Aptitude,Averages
"A survey has results 14, 95, 59, 100 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",42%,47%,32%,37%,D) 37%,Total = 268. Category D's share = (100/268)×100 ≈ 37%.,Aptitude,Data Interpretation
"Find the average of 13, 39, 100, 71, 97.",69,74,70,64,D) 64,Sum = 320. Average = 320÷5 = 64.,Aptitude,Averages
"Find the average of 89, 25, 48.",60,45,44,54,D) 54,Sum = 162. Average = 162÷3 = 54.,Aptitude,Averages
A vehicle travels at 74 km/h for 2.5 hours. Find the distance covered.,165 km,185 km,205 km,225 km,B) 185 km,Distance = Speed × Time = 74 × 2.5 = 185 km.,Aptitude,Time & Distance
"Find the average of 44, 26, 72, 80, 63.",65,57,47,49,B) 57,Sum = 285. Average = 285÷5 = 57.,Aptitude,Averages
"If 12:3 = x:36, find x.",146,151,136,144,D) 144,12:3 = x:36 → x = (12×36)/3 = 144.,Aptitude,Ratio & Proportion
"Find the average of 74, 65, 18, 83, 100.",75,68,58,79,B) 68,Sum = 340. Average = 340÷5 = 68.,Aptitude,Averages
A number multiplied by 7 gives 175. Find the number.,31,17,25,24,C) 25,Let the number be x. 7x = 175 → x = 25.,Aptitude,Number Problems
