Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Choose the correct answer: Which record-breaking natural landmark is the deepest point in the world's oceans?,Honey,The Southern Ocean (surrounding Antarctica),"It can revert its cells to an earlier stage of life, effectively avoiding natural death",The Mariana Trench,D) The Mariana Trench,"The Mariana Trench, in the Pacific Ocean, is the deepest known point in any of Earth's oceans.",Crazy Facts,Record-Breaking Facts
"Choose the correct answer: Which is the only mammal capable of true, sustained flight?",Their pink color comes from pigments in the food they eat,Sweden (the ICEHOTEL),The bat,The Great Pyramid of Giza,C) The bat,"The bat is the only mammal capable of true, sustained flight, using specially adapted wings.",Crazy Facts,Weird Animal Facts
Quiz question: Which planet in our Solar System is known for having winds that can reach supersonic speeds?,Honey,"About 300,000 kilometers per second",Neptune,"It can revert its cells to an earlier stage of life, effectively avoiding natural death",C) Neptune,"Neptune is known for having some of the strongest winds in the Solar System, reaching supersonic speeds.",Crazy Facts,Space Facts
"Quiz question: Which country is home to a hotel entirely constructed from blocks of ice, rebuilt annually?",About 60%,Sweden (the ICEHOTEL),Honey,"About 300,000 kilometers per second",B) Sweden (the ICEHOTEL),"Sweden is home to the famous ICEHOTEL, a hotel built entirely from ice and snow, reconstructed every year.",Crazy Facts,Unusual Places
Which option correctly answers this: What everyday item was originally invented as a wallpaper cleaner before becoming a children's toy?,Play-Doh,"Saturn is less dense than water, meaning it would theoretically float","About 300,000 kilometers per second",Chess,A) Play-Doh,Play-Doh was originally created and marketed as a wallpaper cleaning product before being repurposed as a children's modeling toy.,Crazy Facts,Strange Inventions
Which ancient wonder of the world is the only one still largely standing today?,The Mariana Trench,The Great Pyramid of Giza,The bat,"Kingda Ka (in New Jersey, USA)",B) The Great Pyramid of Giza,"Of the original Seven Wonders of the Ancient World, only the Great Pyramid of Giza remains substantially intact today.",Crazy Facts,Historical Facts
Quiz question: What is unusual about the immortal jellyfish (Turritopsis dohrnii)?,"It can revert its cells to an earlier stage of life, effectively avoiding natural death",Their pink color comes from pigments in the food they eat,"Kingda Ka (in New Jersey, USA)",The Great Barrier Reef,"A) It can revert its cells to an earlier stage of life, effectively avoiding natural death","The immortal jellyfish has the unique ability to revert its cells to an earlier developmental stage, allowing it to potentially avoid natural aging-related death.",Crazy Facts,Weird Animal Facts
Choose the correct answer: Which record-breaking amusement structure held the record for tallest roller coaster for many years?,The banana,Venus,"India (on Dal Lake, Kashmir)","Kingda Ka (in New Jersey, USA)","D) Kingda Ka (in New Jersey, USA)","Kingda Ka, located in New Jersey, USA, held the record as the tallest roller coaster in the world for many years after opening.",Crazy Facts,Record-Breaking Facts
Quiz question: What percentage of the human body is roughly made up of water?,It can perceive a far wider range of colors than humans,About 60%,Neptune,"About 300,000 kilometers per second",B) About 60%,"The human body is composed of roughly 60% water, though this can vary by age and individual.",Crazy Facts,Human Body Facts
Which tree species is known to be one of the oldest living organisms on Earth?,The Great Pyramid of Giza,About 60%,The bristlecone pine,Neptune,C) The bristlecone pine,"Certain bristlecone pine trees are among the oldest known living organisms, with some individuals over 4,000 years old.",Crazy Facts,Nature Facts
Which option correctly answers this: Which sport has been claimed to have originated from an ancient Indian strategy game called Chaturanga?,Chess,Venus,The bat,"It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm",A) Chess,Chess is widely believed to have evolved from the ancient Indian strategy game Chaturanga.,Crazy Facts,Surprising Sports Facts
What is unusual about a starfish's ability to regenerate?,English,"It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm",Their pink color comes from pigments in the food they eat,The banana,"B) It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm","Starfish have a remarkable ability to regenerate lost limbs, and in some species, an entirely new starfish can regrow from a single detached arm.",Crazy Facts,Weird Animal Facts
Quiz question: What is unusual about a starfish's ability to regenerate?,About 60%,"Octopus blood is blue, due to a copper-based protein rather than iron-based hemoglobin","It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm",Play-Doh,"C) It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm","Starfish have a remarkable ability to regenerate lost limbs, and in some species, an entirely new starfish can regrow from a single detached arm.",Crazy Facts,Weird Animal Facts
"Which is the only mammal capable of true, sustained flight?",The ant,About 60%,The Great Barrier Reef,The bat,D) The bat,"The bat is the only mammal capable of true, sustained flight, using specially adapted wings.",Crazy Facts,Weird Animal Facts
Quiz question: Which is the only ocean that touches all of Earth's other major oceans?,The Great Pyramid of Giza,The Southern Ocean (surrounding Antarctica),The ant,France,B) The Southern Ocean (surrounding Antarctica),"The Southern Ocean, surrounding Antarctica, connects to and touches the Pacific, Atlantic, and Indian Oceans.",Crazy Facts,Ocean Facts
Which planet in our Solar System has a day longer than its year?,"India (on Dal Lake, Kashmir)","Octopus blood is blue, due to a copper-based protein rather than iron-based hemoglobin",The bristlecone pine,Venus,D) Venus,Venus rotates so slowly that a single day on Venus is longer than its entire year (orbit around the Sun).,Crazy Facts,Space Facts
Quiz question: What everyday item was originally invented as a wallpaper cleaner before becoming a children's toy?,The bristlecone pine,Play-Doh,"About 300,000 kilometers per second",The Great Barrier Reef,B) Play-Doh,Play-Doh was originally created and marketed as a wallpaper cleaning product before being repurposed as a children's modeling toy.,Crazy Facts,Strange Inventions
Choose the correct answer: Which record-breaking amusement structure held the record for tallest roller coaster for many years?,The bristlecone pine,"Kingda Ka (in New Jersey, USA)","It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm",About 60%,"B) Kingda Ka (in New Jersey, USA)","Kingda Ka, located in New Jersey, USA, held the record as the tallest roller coaster in the world for many years after opening.",Crazy Facts,Record-Breaking Facts
Choose the correct answer: Which animal can sleep for up to three years at a time in a form of hibernation-like state?,About 60%,The Great Pyramid of Giza,The ant,The snail,D) The snail,"Certain snail species can enter a dormant, hibernation-like state and survive for up to three years without eating.",Crazy Facts,Weird Animal Facts
Quiz question: Which record-breaking amusement structure held the record for tallest roller coaster for many years?,The bristlecone pine,"Kingda Ka (in New Jersey, USA)",The bat,Their pink color comes from pigments in the food they eat,"B) Kingda Ka (in New Jersey, USA)","Kingda Ka, located in New Jersey, USA, held the record as the tallest roller coaster in the world for many years after opening.",Crazy Facts,Record-Breaking Facts
Which option correctly answers this: Which tree species is known to be one of the oldest living organisms on Earth?,Sweden (the ICEHOTEL),The ant,The bristlecone pine,The Mariana Trench,C) The bristlecone pine,"Certain bristlecone pine trees are among the oldest known living organisms, with some individuals over 4,000 years old.",Crazy Facts,Nature Facts
Which option correctly answers this: What percentage of the human body is roughly made up of water?,The Great Pyramid of Giza,Chess,Play-Doh,About 60%,D) About 60%,"The human body is composed of roughly 60% water, though this can vary by age and individual.",Crazy Facts,Human Body Facts
"Quiz question: What is the largest living structure on Earth, visible even from space?",Meghalaya (near Mawsynram and Cherrapunji),"India (on Dal Lake, Kashmir)",The Great Barrier Reef,English,C) The Great Barrier Reef,"The Great Barrier Reef, off the coast of Australia, is the largest living structure on Earth and is visible from space.",Crazy Facts,World Facts
Quiz question: Which sport has been claimed to have originated from an ancient Indian strategy game called Chaturanga?,Chess,The punch card,"Saturn is less dense than water, meaning it would theoretically float",The Great Barrier Reef,A) Chess,Chess is widely believed to have evolved from the ancient Indian strategy game Chaturanga.,Crazy Facts,Surprising Sports Facts
"Which is the only mammal capable of true, sustained flight?",The bat,The bristlecone pine,The snail,The Mariana Trench,A) The bat,"The bat is the only mammal capable of true, sustained flight, using specially adapted wings.",Crazy Facts,Weird Animal Facts
What is unusual about the immortal jellyfish (Turritopsis dohrnii)?,The ant,The Great Pyramid of Giza,"India (on Dal Lake, Kashmir)","It can revert its cells to an earlier stage of life, effectively avoiding natural death","D) It can revert its cells to an earlier stage of life, effectively avoiding natural death","The immortal jellyfish has the unique ability to revert its cells to an earlier developmental stage, allowing it to potentially avoid natural aging-related death.",Crazy Facts,Weird Animal Facts
"Quiz question: What food item never spoils if stored properly, even after thousands of years?",Honey,"Kingda Ka (in New Jersey, USA)",The bat,The Southern Ocean (surrounding Antarctica),A) Honey,"Honey has an extremely long shelf life and does not spoil if stored properly, with edible honey found in ancient tombs.",Crazy Facts,Food Facts
Which insect is capable of lifting objects many times heavier than its own body weight?,The Southern Ocean (surrounding Antarctica),Chess,"About 300,000 kilometers per second",The ant,D) The ant,"Ants are known for their remarkable strength, capable of lifting objects many times heavier than their own body weight relative to their size.",Crazy Facts,Weird Animal Facts
Quiz question: Which country has the most time zones due to its overseas territories?,Neptune,"India (on Dal Lake, Kashmir)",The Great Barrier Reef,France,D) France,"France has the most time zones of any country in the world, largely due to its various overseas territories.",Crazy Facts,World Facts
"What food item never spoils if stored properly, even after thousands of years?","India (on Dal Lake, Kashmir)",Venus,About 60%,Honey,D) Honey,"Honey has an extremely long shelf life and does not spoil if stored properly, with edible honey found in ancient tombs.",Crazy Facts,Food Facts
Quiz question: Which sport has been claimed to have originated from an ancient Indian strategy game called Chaturanga?,It is often more related to mood and communication than simple camouflage,"India (on Dal Lake, Kashmir)",Chess,The Great Pyramid of Giza,C) Chess,Chess is widely believed to have evolved from the ancient Indian strategy game Chaturanga.,Crazy Facts,Surprising Sports Facts
Which option correctly answers this: Which country has the most time zones due to its overseas territories?,Neptune,Honey,The Great Pyramid of Giza,France,D) France,"France has the most time zones of any country in the world, largely due to its various overseas territories.",Crazy Facts,World Facts
Choose the correct answer: Which tree species is known to be one of the oldest living organisms on Earth?,English,The bristlecone pine,Their pink color comes from pigments in the food they eat,"India (on Dal Lake, Kashmir)",B) The bristlecone pine,"Certain bristlecone pine trees are among the oldest known living organisms, with some individuals over 4,000 years old.",Crazy Facts,Nature Facts
Choose the correct answer: Which country has the most time zones due to its overseas territories?,Venus,"It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm",France,"Octopus blood is blue, due to a copper-based protein rather than iron-based hemoglobin",C) France,"France has the most time zones of any country in the world, largely due to its various overseas territories.",Crazy Facts,World Facts
Choose the correct answer: Which animal can sleep for up to three years at a time in a form of hibernation-like state?,The bristlecone pine,"About 300,000 kilometers per second",The snail,"Saturn is less dense than water, meaning it would theoretically float",C) The snail,"Certain snail species can enter a dormant, hibernation-like state and survive for up to three years without eating.",Crazy Facts,Weird Animal Facts
Quiz question: Which planet in our Solar System has a day longer than its year?,"It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm",Venus,France,Honey,B) Venus,Venus rotates so slowly that a single day on Venus is longer than its entire year (orbit around the Sun).,Crazy Facts,Space Facts
Which option correctly answers this: What is unusual about the mantis shrimp's ability related to vision?,It can perceive a far wider range of colors than humans,The Great Pyramid of Giza,Meghalaya (near Mawsynram and Cherrapunji),English,A) It can perceive a far wider range of colors than humans,"The mantis shrimp has one of the most complex visual systems known, able to perceive a vastly wider range of colors than humans.",Crazy Facts,Weird Animal Facts
What everyday item was originally invented as a wallpaper cleaner before becoming a children's toy?,Play-Doh,France,English,"It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm",A) Play-Doh,Play-Doh was originally created and marketed as a wallpaper cleaning product before being repurposed as a children's modeling toy.,Crazy Facts,Strange Inventions
Which option correctly answers this: Which insect is capable of lifting objects many times heavier than its own body weight?,The ant,The Great Barrier Reef,The Mariana Trench,France,A) The ant,"Ants are known for their remarkable strength, capable of lifting objects many times heavier than their own body weight relative to their size.",Crazy Facts,Weird Animal Facts
"Choose the correct answer: What is the largest living structure on Earth, visible even from space?",The Great Barrier Reef,The Mariana Trench,English,The bat,A) The Great Barrier Reef,"The Great Barrier Reef, off the coast of Australia, is the largest living structure on Earth and is visible from space.",Crazy Facts,World Facts
Which option correctly answers this: What percentage of the human body is roughly made up of water?,Meghalaya (near Mawsynram and Cherrapunji),Sweden (the ICEHOTEL),About 60%,Chess,C) About 60%,"The human body is composed of roughly 60% water, though this can vary by age and individual.",Crazy Facts,Human Body Facts
"What technological device was invented before the traditional computer mouse but is much older, involving punched holes?",Sweden (the ICEHOTEL),Play-Doh,The punch card,"It can revert its cells to an earlier stage of life, effectively avoiding natural death",C) The punch card,"Punch cards, used for programming and data storage, predate the computer mouse by many decades, originating in the 19th century.",Crazy Facts,Technology Facts
Choose the correct answer: What is unusual about Saturn's density compared to water?,"About 300,000 kilometers per second",About 60%,"Saturn is less dense than water, meaning it would theoretically float",Neptune,"C) Saturn is less dense than water, meaning it would theoretically float","Saturn has an average density lower than that of water, meaning the planet would theoretically float if placed in a large enough body of water.",Crazy Facts,Space Facts
Quiz question: Approximately how fast does light travel in a vacuum?,"About 300,000 kilometers per second","India (on Dal Lake, Kashmir)",The bat,The ant,"A) About 300,000 kilometers per second","Light travels at approximately 300,000 kilometers per second in a vacuum, making it the fastest known speed in the universe.",Crazy Facts,Crazy Science Facts
Which country has a floating post office as one of its unusual landmarks?,The Great Pyramid of Giza,"India (on Dal Lake, Kashmir)",The bristlecone pine,About 60%,"B) India (on Dal Lake, Kashmir)","India has a unique floating post office located on Dal Lake in Srinagar, Kashmir.",Crazy Facts,Unusual Places
Which option correctly answers this: What is unusual about the mantis shrimp's ability related to vision?,It can perceive a far wider range of colors than humans,The ant,France,"Saturn is less dense than water, meaning it would theoretically float",A) It can perceive a far wider range of colors than humans,"The mantis shrimp has one of the most complex visual systems known, able to perceive a vastly wider range of colors than humans.",Crazy Facts,Weird Animal Facts
Choose the correct answer: Which is the only ocean that touches all of Earth's other major oceans?,"Kingda Ka (in New Jersey, USA)",The snail,The ant,The Southern Ocean (surrounding Antarctica),D) The Southern Ocean (surrounding Antarctica),"The Southern Ocean, surrounding Antarctica, connects to and touches the Pacific, Atlantic, and Indian Oceans.",Crazy Facts,Ocean Facts
Which option correctly answers this: What percentage of the human body is roughly made up of water?,About 60%,"Octopus blood is blue, due to a copper-based protein rather than iron-based hemoglobin",The Great Barrier Reef,The Southern Ocean (surrounding Antarctica),A) About 60%,"The human body is composed of roughly 60% water, though this can vary by age and individual.",Crazy Facts,Human Body Facts
Quiz question: Which is the only ocean that touches all of Earth's other major oceans?,The Southern Ocean (surrounding Antarctica),Meghalaya (near Mawsynram and Cherrapunji),Their pink color comes from pigments in the food they eat,The ant,A) The Southern Ocean (surrounding Antarctica),"The Southern Ocean, surrounding Antarctica, connects to and touches the Pacific, Atlantic, and Indian Oceans.",Crazy Facts,Ocean Facts
Quiz question: What is unusual about a starfish's ability to regenerate?,"It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm",Their pink color comes from pigments in the food they eat,It is often more related to mood and communication than simple camouflage,"Octopus blood is blue, due to a copper-based protein rather than iron-based hemoglobin","A) It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm","Starfish have a remarkable ability to regenerate lost limbs, and in some species, an entirely new starfish can regrow from a single detached arm.",Crazy Facts,Weird Animal Facts
Which option correctly answers this: Which planet in our Solar System is known for having winds that can reach supersonic speeds?,"Saturn is less dense than water, meaning it would theoretically float",Neptune,The Great Pyramid of Giza,"Kingda Ka (in New Jersey, USA)",B) Neptune,"Neptune is known for having some of the strongest winds in the Solar System, reaching supersonic speeds.",Crazy Facts,Space Facts
Choose the correct answer: What is unusual about a group of flamingos' feeding behavior related to their pink color?,It can perceive a far wider range of colors than humans,Their pink color comes from pigments in the food they eat,The punch card,It is often more related to mood and communication than simple camouflage,B) Their pink color comes from pigments in the food they eat,Flamingos get their distinctive pink color from carotenoid pigments found in the algae and small crustaceans they eat.,Crazy Facts,Weird Animal Facts
Choose the correct answer: Which record-breaking natural landmark is the deepest point in the world's oceans?,The Mariana Trench,France,The banana,Neptune,A) The Mariana Trench,"The Mariana Trench, in the Pacific Ocean, is the deepest known point in any of Earth's oceans.",Crazy Facts,Record-Breaking Facts
Which is the only ocean that touches all of Earth's other major oceans?,The Southern Ocean (surrounding Antarctica),The Great Pyramid of Giza,Neptune,Their pink color comes from pigments in the food they eat,A) The Southern Ocean (surrounding Antarctica),"The Southern Ocean, surrounding Antarctica, connects to and touches the Pacific, Atlantic, and Indian Oceans.",Crazy Facts,Ocean Facts
Approximately how fast does light travel in a vacuum?,Sweden (the ICEHOTEL),Venus,"About 300,000 kilometers per second",The Southern Ocean (surrounding Antarctica),"C) About 300,000 kilometers per second","Light travels at approximately 300,000 kilometers per second in a vacuum, making it the fastest known speed in the universe.",Crazy Facts,Crazy Science Facts
"What is the largest living structure on Earth, visible even from space?",The bat,The Great Barrier Reef,The banana,The ant,B) The Great Barrier Reef,"The Great Barrier Reef, off the coast of Australia, is the largest living structure on Earth and is visible from space.",Crazy Facts,World Facts
Which Indian state is known for having the highest recorded rainfall in the world in a nearby region?,"Kingda Ka (in New Jersey, USA)","It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm",Neptune,Meghalaya (near Mawsynram and Cherrapunji),D) Meghalaya (near Mawsynram and Cherrapunji),"The region around Mawsynram and Cherrapunji in Meghalaya, India, holds records for some of the highest rainfall totals ever recorded.",Crazy Facts,India Facts
Choose the correct answer: Which sport has been claimed to have originated from an ancient Indian strategy game called Chaturanga?,Chess,Venus,Play-Doh,"Kingda Ka (in New Jersey, USA)",A) Chess,Chess is widely believed to have evolved from the ancient Indian strategy game Chaturanga.,Crazy Facts,Surprising Sports Facts
Quiz question: Which tree species is known to be one of the oldest living organisms on Earth?,Play-Doh,"Saturn is less dense than water, meaning it would theoretically float",The bat,The bristlecone pine,D) The bristlecone pine,"Certain bristlecone pine trees are among the oldest known living organisms, with some individuals over 4,000 years old.",Crazy Facts,Nature Facts
Which country has the most time zones due to its overseas territories?,Play-Doh,The snail,It is often more related to mood and communication than simple camouflage,France,D) France,"France has the most time zones of any country in the world, largely due to its various overseas territories.",Crazy Facts,World Facts
Choose the correct answer: Which planet in our Solar System has a day longer than its year?,"Kingda Ka (in New Jersey, USA)",The punch card,English,Venus,D) Venus,Venus rotates so slowly that a single day on Venus is longer than its entire year (orbit around the Sun).,Crazy Facts,Space Facts
Quiz question: Which is the only ocean that touches all of Earth's other major oceans?,Venus,"India (on Dal Lake, Kashmir)",The bristlecone pine,The Southern Ocean (surrounding Antarctica),D) The Southern Ocean (surrounding Antarctica),"The Southern Ocean, surrounding Antarctica, connects to and touches the Pacific, Atlantic, and Indian Oceans.",Crazy Facts,Ocean Facts
Choose the correct answer: Which sport has been claimed to have originated from an ancient Indian strategy game called Chaturanga?,The Southern Ocean (surrounding Antarctica),The banana,France,Chess,D) Chess,Chess is widely believed to have evolved from the ancient Indian strategy game Chaturanga.,Crazy Facts,Surprising Sports Facts
Quiz question: Which Indian state is known for having the highest recorded rainfall in the world in a nearby region?,The Great Barrier Reef,Sweden (the ICEHOTEL),Meghalaya (near Mawsynram and Cherrapunji),The Mariana Trench,C) Meghalaya (near Mawsynram and Cherrapunji),"The region around Mawsynram and Cherrapunji in Meghalaya, India, holds records for some of the highest rainfall totals ever recorded.",Crazy Facts,India Facts
Quiz question: Which record-breaking amusement structure held the record for tallest roller coaster for many years?,"About 300,000 kilometers per second",The ant,"Kingda Ka (in New Jersey, USA)",The Great Pyramid of Giza,"C) Kingda Ka (in New Jersey, USA)","Kingda Ka, located in New Jersey, USA, held the record as the tallest roller coaster in the world for many years after opening.",Crazy Facts,Record-Breaking Facts
Which option correctly answers this: Which country has the most time zones due to its overseas territories?,Play-Doh,"It can revert its cells to an earlier stage of life, effectively avoiding natural death",France,The snail,C) France,"France has the most time zones of any country in the world, largely due to its various overseas territories.",Crazy Facts,World Facts
Quiz question: Approximately how fast does light travel in a vacuum?,Play-Doh,"About 300,000 kilometers per second",The Southern Ocean (surrounding Antarctica),The Great Barrier Reef,"B) About 300,000 kilometers per second","Light travels at approximately 300,000 kilometers per second in a vacuum, making it the fastest known speed in the universe.",Crazy Facts,Crazy Science Facts
"What food item never spoils if stored properly, even after thousands of years?",Honey,The bat,France,It is often more related to mood and communication than simple camouflage,A) Honey,"Honey has an extremely long shelf life and does not spoil if stored properly, with edible honey found in ancient tombs.",Crazy Facts,Food Facts
"Choose the correct answer: What technological device was invented before the traditional computer mouse but is much older, involving punched holes?",About 60%,France,Sweden (the ICEHOTEL),The punch card,D) The punch card,"Punch cards, used for programming and data storage, predate the computer mouse by many decades, originating in the 19th century.",Crazy Facts,Technology Facts
Choose the correct answer: Approximately how fast does light travel in a vacuum?,"About 300,000 kilometers per second","Kingda Ka (in New Jersey, USA)",The banana,"India (on Dal Lake, Kashmir)","A) About 300,000 kilometers per second","Light travels at approximately 300,000 kilometers per second in a vacuum, making it the fastest known speed in the universe.",Crazy Facts,Crazy Science Facts
Which Indian state is known for having the highest recorded rainfall in the world in a nearby region?,Meghalaya (near Mawsynram and Cherrapunji),Neptune,"India (on Dal Lake, Kashmir)",The Great Pyramid of Giza,A) Meghalaya (near Mawsynram and Cherrapunji),"The region around Mawsynram and Cherrapunji in Meghalaya, India, holds records for some of the highest rainfall totals ever recorded.",Crazy Facts,India Facts
Which country has a floating post office as one of its unusual landmarks?,English,"Saturn is less dense than water, meaning it would theoretically float",The bristlecone pine,"India (on Dal Lake, Kashmir)","D) India (on Dal Lake, Kashmir)","India has a unique floating post office located on Dal Lake in Srinagar, Kashmir.",Crazy Facts,Unusual Places
Which option correctly answers this: What is unusual about the way octopuses have their blood colored?,Venus,"It can revert its cells to an earlier stage of life, effectively avoiding natural death",Meghalaya (near Mawsynram and Cherrapunji),"Octopus blood is blue, due to a copper-based protein rather than iron-based hemoglobin","D) Octopus blood is blue, due to a copper-based protein rather than iron-based hemoglobin","Octopus blood is blue because it uses a copper-based protein called hemocyanin to carry oxygen, rather than the iron-based hemoglobin found in human blood.",Crazy Facts,Weird Animal Facts
Quiz question: What is unusual about a group of flamingos' feeding behavior related to their pink color?,The bristlecone pine,Their pink color comes from pigments in the food they eat,"Kingda Ka (in New Jersey, USA)","Saturn is less dense than water, meaning it would theoretically float",B) Their pink color comes from pigments in the food they eat,Flamingos get their distinctive pink color from carotenoid pigments found in the algae and small crustaceans they eat.,Crazy Facts,Weird Animal Facts
"Choose the correct answer: What is the largest living structure on Earth, visible even from space?",The snail,The Great Pyramid of Giza,The Great Barrier Reef,About 60%,C) The Great Barrier Reef,"The Great Barrier Reef, off the coast of Australia, is the largest living structure on Earth and is visible from space.",Crazy Facts,World Facts
Quiz question: Which insect is capable of lifting objects many times heavier than its own body weight?,The Great Pyramid of Giza,The Mariana Trench,About 60%,The ant,D) The ant,"Ants are known for their remarkable strength, capable of lifting objects many times heavier than their own body weight relative to their size.",Crazy Facts,Weird Animal Facts
Choose the correct answer: What is unusual about Saturn's density compared to water?,The banana,Venus,"Saturn is less dense than water, meaning it would theoretically float","It can regrow an entire lost arm, and some species can regenerate a whole body from just one arm","C) Saturn is less dense than water, meaning it would theoretically float","Saturn has an average density lower than that of water, meaning the planet would theoretically float if placed in a large enough body of water.",Crazy Facts,Space Facts
Choose the correct answer: Approximately how fast does light travel in a vacuum?,"About 300,000 kilometers per second",The banana,"Kingda Ka (in New Jersey, USA)",Sweden (the ICEHOTEL),"A) About 300,000 kilometers per second","Light travels at approximately 300,000 kilometers per second in a vacuum, making it the fastest known speed in the universe.",Crazy Facts,Crazy Science Facts
"What technological device was invented before the traditional computer mouse but is much older, involving punched holes?",The ant,The punch card,The Mariana Trench,"India (on Dal Lake, Kashmir)",B) The punch card,"Punch cards, used for programming and data storage, predate the computer mouse by many decades, originating in the 19th century.",Crazy Facts,Technology Facts
