Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Who is regarded as the chief architect of the Indian Constitution?,Sardar Patel,Jawaharlal Nehru,Dr. B. R. Ambedkar,Mahatma Gandhi,C) Dr. B. R. Ambedkar,Dr. B. R. Ambedkar chaired the Drafting Committee and is considered the chief architect of the Indian Constitution.,Famous People,Indian Leaders
"Who is regarded as the greatest cricketer to have played for India, nicknamed the 'God of Cricket'?",Virat Kohli,Kapil Dev,M.S. Dhoni,Sachin Tendulkar,D) Sachin Tendulkar,"Sachin Tendulkar, known as the 'God of Cricket', holds numerous batting records in international cricket.",Famous People,Cricket Players
Who was the first Prime Minister of independent India?,Jawaharlal Nehru,Mahatma Gandhi,Sardar Patel,Lal Bahadur Shastri,A) Jawaharlal Nehru,"Jawaharlal Nehru served as India's first Prime Minister, from 1947 to 1964.",Famous People,Prime Ministers
Who is regarded as the Father of the Nation in India?,Mahatma Gandhi,Bill Gates and Paul Allen,Henry Ford,A. P. J. Abdul Kalam,A) Mahatma Gandhi,Mahatma Gandhi is widely regarded as the Father of the Nation in India for his leadership in the independence movement.,Famous People,Freedom Fighters
Choose the correct answer: Who captained the Indian cricket team to victory in the 1983 Cricket World Cup?,Kapil Dev,Valmiki,Vikram Sarabhai,Rabindranath Tagore,A) Kapil Dev,Kapil Dev led India to their first Cricket World Cup title in 1983.,Famous People,Cricket Players
Quiz question: Who is known as the 'Missile Man of India' and later became President of India?,William Shakespeare,A. P. J. Abdul Kalam,Pratibha Patil,Mahatma Gandhi,B) A. P. J. Abdul Kalam,"A. P. J. Abdul Kalam, known as the 'Missile Man of India' for his work in aerospace and defense, served as India's President from 2002 to 2007.",Famous People,Indian Leaders
Quiz question: Who is credited with founding the modern telephone company that led to today's telecommunications industry?,Sachin Tendulkar,Rabindranath Tagore,Alexander Graham Bell,William Shakespeare,C) Alexander Graham Bell,Alexander Graham Bell is credited with inventing the telephone and founding the Bell Telephone Company.,Famous People,Inventors
Quiz question: Who was the first man to walk on the Moon?,Indira Gandhi,Sukumar Sen,Neil Armstrong,Pratibha Patil,C) Neil Armstrong,Neil Armstrong became the first person to walk on the Moon during the Apollo 11 mission in 1969.,Famous People,World Famous People
Choose the correct answer: Who founded Apple Inc.?,"Steve Jobs, Steve Wozniak, and Ronald Wayne",Kalpana Chawla,Vikram Sarabhai,Ved Vyasa,"A) Steve Jobs, Steve Wozniak, and Ronald Wayne","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne in 1976.",Famous People,Technology Pioneers
Who was the first Indian to win a Nobel Prize?,Charles Babbage,Mark Zuckerberg,Rabindranath Tagore,Valmiki,C) Rabindranath Tagore,"Rabindranath Tagore became the first Indian (and first non-European) to win a Nobel Prize, for Literature in 1913.",Famous People,Authors & Writers
Which option correctly answers this: Who founded Apple Inc.?,Henry Ford,"Steve Jobs, Steve Wozniak, and Ronald Wayne",Pratibha Patil,Mark Zuckerberg,"B) Steve Jobs, Steve Wozniak, and Ronald Wayne","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne in 1976.",Famous People,Technology Pioneers
Choose the correct answer: Who captained the Indian cricket team to victory in the 1983 Cricket World Cup?,Mark Zuckerberg,Rabindranath Tagore,Charles Babbage,Kapil Dev,D) Kapil Dev,Kapil Dev led India to their first Cricket World Cup title in 1983.,Famous People,Cricket Players
Who was the first man to walk on the Moon?,Neil Armstrong,Dr. B. R. Ambedkar,Tim Berners-Lee,Jawaharlal Nehru,A) Neil Armstrong,Neil Armstrong became the first person to walk on the Moon during the Apollo 11 mission in 1969.,Famous People,World Famous People
"Quiz question: Who is known as the 'Wizard of Menlo Park' for his numerous inventions, including the phonograph?",Pratibha Patil,Thomas Edison,Jawaharlal Nehru,A. P. J. Abdul Kalam,B) Thomas Edison,"Thomas Edison, nicknamed the 'Wizard of Menlo Park', is credited with many inventions, including the phonograph and practical light bulb.",Famous People,Inventors
Quiz question: Who is regarded as the Father of the Nation in India?,Valmiki,Mahatma Gandhi,Alexander Graham Bell,Henry Ford,B) Mahatma Gandhi,Mahatma Gandhi is widely regarded as the Father of the Nation in India for his leadership in the independence movement.,Famous People,Freedom Fighters
"Quiz question: Who is regarded as the greatest cricketer to have played for India, nicknamed the 'God of Cricket'?",Dennis Ritchie,Sachin Tendulkar,Isaac Newton,Pratibha Patil,B) Sachin Tendulkar,"Sachin Tendulkar, known as the 'God of Cricket', holds numerous batting records in international cricket.",Famous People,Cricket Players
"Quiz question: Who invented the light bulb (as a practical, commercially successful version)?",Vikram Sarabhai,Rabindranath Tagore,Mahatma Gandhi,Thomas Edison,D) Thomas Edison,Thomas Edison developed a commercially practical incandescent light bulb in 1879.,Famous People,Inventors
Who created the Python programming language?,Mahatma Gandhi,Kapil Dev,Charles Babbage,Guido van Rossum,D) Guido van Rossum,"Guido van Rossum created the Python programming language, first released in 1991.",Famous People,Programming Language Creators
"Which option correctly answers this: Who is considered the father of the modern computer, known for his analytical engine concept?",Elon Musk,Bill Gates and Paul Allen,Charles Babbage,Alexander Graham Bell,C) Charles Babbage,"Charles Babbage designed the Analytical Engine, an early mechanical general-purpose computer concept.",Famous People,Computer Founders
"Quiz question: Who discovered the theory of gravity after observing a falling apple, according to popular legend?",Usain Bolt,Isaac Newton,Vikram Sarabhai,James Gosling,B) Isaac Newton,"Sir Isaac Newton is credited with formulating the law of universal gravitation, popularly linked to the story of a falling apple.",Famous People,Scientists
Choose the correct answer: Who wrote the Mahabharata?,"Steve Jobs, Steve Wozniak, and Ronald Wayne",Indira Gandhi,Ved Vyasa,Sachin Tendulkar,C) Ved Vyasa,The Mahabharata is traditionally attributed to the sage Ved Vyasa.,Famous People,Authors & Writers
Which option correctly answers this: Who is credited with founding the automobile company Ford Motor Company?,Dennis Ritchie,Jawaharlal Nehru,Charles Babbage,Henry Ford,D) Henry Ford,Henry Ford founded the Ford Motor Company and revolutionized manufacturing with the moving assembly line.,Famous People,Entrepreneurs
Who founded Microsoft?,Bill Gates and Paul Allen,Rabindranath Tagore,Tim Berners-Lee,Kalpana Chawla,A) Bill Gates and Paul Allen,Bill Gates and Paul Allen co-founded Microsoft in 1975.,Famous People,Technology Pioneers
Quiz question: Who was the first President of independent India?,Dr. Rajendra Prasad,Dennis Ritchie,Rabindranath Tagore,Mark Zuckerberg,A) Dr. Rajendra Prasad,"Dr. Rajendra Prasad served as India's first President, from 1950 to 1962.",Famous People,Presidents
Who captained the Indian cricket team to victory in the 1983 Cricket World Cup?,Kapil Dev,James Gosling,Isaac Newton,Jawaharlal Nehru,A) Kapil Dev,Kapil Dev led India to their first Cricket World Cup title in 1983.,Famous People,Cricket Players
Choose the correct answer: Who founded Microsoft?,Usain Bolt,Bill Gates and Paul Allen,Mahatma Gandhi,Valmiki,B) Bill Gates and Paul Allen,Bill Gates and Paul Allen co-founded Microsoft in 1975.,Famous People,Technology Pioneers
Choose the correct answer: Who was the first Prime Minister of independent India?,Jawaharlal Nehru,Ved Vyasa,Dr. Rajendra Prasad,Guido van Rossum,A) Jawaharlal Nehru,"Jawaharlal Nehru served as India's first Prime Minister, from 1947 to 1964.",Famous People,Prime Ministers
Quiz question: Who is regarded as the chief architect of the Indian Constitution?,Ada Lovelace,Kalpana Chawla,Dr. B. R. Ambedkar,Neil Armstrong,C) Dr. B. R. Ambedkar,Dr. B. R. Ambedkar chaired the Drafting Committee and is considered the chief architect of the Indian Constitution.,Famous People,Indian Leaders
Quiz question: Who is credited with inventing the World Wide Web?,George Orwell,Tim Berners-Lee,Rabindranath Tagore,Bill Gates and Paul Allen,B) Tim Berners-Lee,Tim Berners-Lee invented the World Wide Web in 1989 while working at CERN.,Famous People,Technology Pioneers
Quiz question: Who founded Apple Inc.?,Sukumar Sen,"Steve Jobs, Steve Wozniak, and Ronald Wayne",Ved Vyasa,Guru Nanak,"B) Steve Jobs, Steve Wozniak, and Ronald Wayne","Apple Inc. was founded by Steve Jobs, Steve Wozniak, and Ronald Wayne in 1976.",Famous People,Technology Pioneers
Choose the correct answer: Who was the first Indian to win a Nobel Prize?,Sukumar Sen,Rabindranath Tagore,Sachin Tendulkar,Guido van Rossum,B) Rabindranath Tagore,"Rabindranath Tagore became the first Indian (and first non-European) to win a Nobel Prize, for Literature in 1913.",Famous People,Authors & Writers
Who is credited with founding the automobile company Ford Motor Company?,Mahatma Gandhi,Margaret Thatcher,Henry Ford,Usain Bolt,C) Henry Ford,Henry Ford founded the Ford Motor Company and revolutionized manufacturing with the moving assembly line.,Famous People,Entrepreneurs
Quiz question: Who wrote the famous Indian epic the Ramayana?,George Orwell,Homi J. Bhabha,Sachin Tendulkar,Valmiki,D) Valmiki,The sage Valmiki is traditionally credited as the author of the Sanskrit epic the Ramayana.,Famous People,Authors & Writers
Who was the first Indian to win a Nobel Prize?,Rabindranath Tagore,Thomas Edison,Kapil Dev,Ved Vyasa,A) Rabindranath Tagore,"Rabindranath Tagore became the first Indian (and first non-European) to win a Nobel Prize, for Literature in 1913.",Famous People,Authors & Writers
"Which option correctly answers this: Who is regarded as a leading pioneer in the field of nuclear physics in India, associated with the Tata Institute of Fundamental Research?","Steve Jobs, Steve Wozniak, and Ronald Wayne",Guido van Rossum,Homi J. Bhabha,Sukumar Sen,C) Homi J. Bhabha,Homi J. Bhabha is regarded as the father of India's nuclear program and founded the Tata Institute of Fundamental Research.,Famous People,Scientists
Which option correctly answers this: Who is credited with founding the automobile company Ford Motor Company?,Tim Berners-Lee,Usain Bolt,Henry Ford,Jawaharlal Nehru,C) Henry Ford,Henry Ford founded the Ford Motor Company and revolutionized manufacturing with the moving assembly line.,Famous People,Entrepreneurs
Quiz question: Who was the first woman Prime Minister of India?,Bill Gates and Paul Allen,Guru Nanak,Thomas Edison,Indira Gandhi,D) Indira Gandhi,"Indira Gandhi became India's first female Prime Minister, serving multiple terms starting in 1966.",Famous People,Prime Ministers
Who is known as the 'Sprint King' for winning multiple Olympic gold medals in track events?,Guru Nanak,Isaac Newton,Margaret Thatcher,Usain Bolt,D) Usain Bolt,"Usain Bolt, from Jamaica, won multiple Olympic gold medals in sprinting and set world records in the 100m and 200m.",Famous People,Sports Players
Choose the correct answer: Who wrote the Mahabharata?,Jawaharlal Nehru,Margaret Thatcher,Thomas Edison,Ved Vyasa,D) Ved Vyasa,The Mahabharata is traditionally attributed to the sage Ved Vyasa.,Famous People,Authors & Writers
Choose the correct answer: Who is considered the founder of the Sikh religion?,Jawaharlal Nehru,Guru Nanak,Neil Armstrong,"Steve Jobs, Steve Wozniak, and Ronald Wayne",B) Guru Nanak,"Guru Nanak, born in 1469, is regarded as the founder of Sikhism and the first of the ten Sikh Gurus.",Famous People,Famous Indians
Who is regarded as the chief architect of the Indian Constitution?,Elon Musk,Kapil Dev,Dr. B. R. Ambedkar,Dr. Rajendra Prasad,C) Dr. B. R. Ambedkar,Dr. B. R. Ambedkar chaired the Drafting Committee and is considered the chief architect of the Indian Constitution.,Famous People,Indian Leaders
Quiz question: Who wrote the famous novel '1984'?,George Orwell,Ved Vyasa,Thomas Edison,A. P. J. Abdul Kalam,A) George Orwell,"George Orwell wrote the dystopian novel '1984', a classic of 20th-century literature.",Famous People,Authors & Writers
Quiz question: Who is known as the 'Missile Man of India' and later became President of India?,Bill Gates and Paul Allen,George Orwell,A. P. J. Abdul Kalam,James Gosling,C) A. P. J. Abdul Kalam,"A. P. J. Abdul Kalam, known as the 'Missile Man of India' for his work in aerospace and defense, served as India's President from 2002 to 2007.",Famous People,Indian Leaders
Quiz question: Who is regarded as the first computer programmer?,Dennis Ritchie,Dr. B. R. Ambedkar,Mahatma Gandhi,Ada Lovelace,D) Ada Lovelace,Ada Lovelace is credited as the first computer programmer for her work on Charles Babbage's Analytical Engine.,Famous People,Computer Founders
Quiz question: Who was the first woman President of India?,Dennis Ritchie,Sachin Tendulkar,Pratibha Patil,Dr. B. R. Ambedkar,C) Pratibha Patil,"Pratibha Patil became India's first female President, serving from 2007 to 2012.",Famous People,Presidents
Which option correctly answers this: Who is regarded as the first computer programmer?,Usain Bolt,Ada Lovelace,Mahatma Gandhi,Indira Gandhi,B) Ada Lovelace,Ada Lovelace is credited as the first computer programmer for her work on Charles Babbage's Analytical Engine.,Famous People,Computer Founders
Who is known as the founder of the theory of relativity?,Neil Armstrong,Guido van Rossum,Rabindranath Tagore,Albert Einstein,D) Albert Einstein,"Albert Einstein developed the theory of relativity, one of the pillars of modern physics.",Famous People,Scientists
Quiz question: Who was the first woman Prime Minister of India?,Henry Ford,Indira Gandhi,Kalpana Chawla,Pratibha Patil,B) Indira Gandhi,"Indira Gandhi became India's first female Prime Minister, serving multiple terms starting in 1966.",Famous People,Prime Ministers
Which option correctly answers this: Who wrote the play 'Romeo and Juliet'?,Homi J. Bhabha,Bill Gates and Paul Allen,Rabindranath Tagore,William Shakespeare,D) William Shakespeare,"William Shakespeare, the famous English playwright, wrote the tragic play 'Romeo and Juliet'.",Famous People,Authors & Writers
Who is known as the 'Missile Man of India' and later became President of India?,A. P. J. Abdul Kalam,Neil Armstrong,Albert Einstein,Vikram Sarabhai,A) A. P. J. Abdul Kalam,"A. P. J. Abdul Kalam, known as the 'Missile Man of India' for his work in aerospace and defense, served as India's President from 2002 to 2007.",Famous People,Indian Leaders
"Choose the correct answer: Who is known as the 'Wizard of Menlo Park' for his numerous inventions, including the phonograph?",Mark Zuckerberg,Thomas Edison,Dr. B. R. Ambedkar,James Gosling,B) Thomas Edison,"Thomas Edison, nicknamed the 'Wizard of Menlo Park', is credited with many inventions, including the phonograph and practical light bulb.",Famous People,Inventors
Choose the correct answer: Who is known as the founder of the theory of relativity?,Mahatma Gandhi,George Orwell,Albert Einstein,Guido van Rossum,C) Albert Einstein,"Albert Einstein developed the theory of relativity, one of the pillars of modern physics.",Famous People,Scientists
"Who is considered the father of the modern computer, known for his analytical engine concept?",Leonardo da Vinci,Charles Babbage,Usain Bolt,George Orwell,B) Charles Babbage,"Charles Babbage designed the Analytical Engine, an early mechanical general-purpose computer concept.",Famous People,Computer Founders
Choose the correct answer: Who created the Python programming language?,Guido van Rossum,Vikram Sarabhai,Guru Nanak,Neil Armstrong,A) Guido van Rossum,"Guido van Rossum created the Python programming language, first released in 1991.",Famous People,Programming Language Creators
"Quiz question: Who invented the light bulb (as a practical, commercially successful version)?",James Gosling,Leonardo da Vinci,Thomas Edison,Tim Berners-Lee,C) Thomas Edison,Thomas Edison developed a commercially practical incandescent light bulb in 1879.,Famous People,Inventors
Quiz question: Who was the first man to walk on the Moon?,Neil Armstrong,Mahatma Gandhi,Dr. B. R. Ambedkar,Ved Vyasa,A) Neil Armstrong,Neil Armstrong became the first person to walk on the Moon during the Apollo 11 mission in 1969.,Famous People,World Famous People
Who is regarded as the first computer programmer?,Sukumar Sen,"Steve Jobs, Steve Wozniak, and Ronald Wayne",Sachin Tendulkar,Ada Lovelace,D) Ada Lovelace,Ada Lovelace is credited as the first computer programmer for her work on Charles Babbage's Analytical Engine.,Famous People,Computer Founders
Quiz question: Who was the first man to walk on the Moon?,George Orwell,Dr. B. R. Ambedkar,Neil Armstrong,Homi J. Bhabha,C) Neil Armstrong,Neil Armstrong became the first person to walk on the Moon during the Apollo 11 mission in 1969.,Famous People,World Famous People
"Choose the correct answer: Who is considered the father of the modern computer, known for his analytical engine concept?",Sukumar Sen,Dr. Rajendra Prasad,Leonardo da Vinci,Charles Babbage,D) Charles Babbage,"Charles Babbage designed the Analytical Engine, an early mechanical general-purpose computer concept.",Famous People,Computer Founders
Quiz question: Who was the first Indian woman to travel to space?,Ved Vyasa,Vikram Sarabhai,Kalpana Chawla,Sachin Tendulkar,C) Kalpana Chawla,"Kalpana Chawla became the first Indian-born woman to travel to space, as a NASA astronaut.",Famous People,Famous Indians
"Which option correctly answers this: Who is known as the 'Wizard of Menlo Park' for his numerous inventions, including the phonograph?",Dr. Rajendra Prasad,Indira Gandhi,Thomas Edison,Jawaharlal Nehru,C) Thomas Edison,"Thomas Edison, nicknamed the 'Wizard of Menlo Park', is credited with many inventions, including the phonograph and practical light bulb.",Famous People,Inventors
Choose the correct answer: Who founded Microsoft?,Valmiki,Tim Berners-Lee,Bill Gates and Paul Allen,Kalpana Chawla,C) Bill Gates and Paul Allen,Bill Gates and Paul Allen co-founded Microsoft in 1975.,Famous People,Technology Pioneers
"Quiz question: Who is regarded as a leading pioneer in the field of nuclear physics in India, associated with the Tata Institute of Fundamental Research?",Elon Musk,Homi J. Bhabha,Bill Gates and Paul Allen,Ved Vyasa,B) Homi J. Bhabha,Homi J. Bhabha is regarded as the father of India's nuclear program and founded the Tata Institute of Fundamental Research.,Famous People,Scientists
Who is known as the 'Sprint King' for winning multiple Olympic gold medals in track events?,Ved Vyasa,Usain Bolt,Leonardo da Vinci,Isaac Newton,B) Usain Bolt,"Usain Bolt, from Jamaica, won multiple Olympic gold medals in sprinting and set world records in the 100m and 200m.",Famous People,Sports Players
Who wrote the Mahabharata?,Dr. B. R. Ambedkar,Mahatma Gandhi,Isaac Newton,Ved Vyasa,D) Ved Vyasa,The Mahabharata is traditionally attributed to the sage Ved Vyasa.,Famous People,Authors & Writers
Choose the correct answer: Who was the first Prime Minister of independent India?,"Steve Jobs, Steve Wozniak, and Ronald Wayne",Jawaharlal Nehru,Thomas Edison,Kalpana Chawla,B) Jawaharlal Nehru,"Jawaharlal Nehru served as India's first Prime Minister, from 1947 to 1964.",Famous People,Prime Ministers
Choose the correct answer: Who was the first Indian woman to travel to space?,Bill Gates and Paul Allen,"Steve Jobs, Steve Wozniak, and Ronald Wayne",Dr. Rajendra Prasad,Kalpana Chawla,D) Kalpana Chawla,"Kalpana Chawla became the first Indian-born woman to travel to space, as a NASA astronaut.",Famous People,Famous Indians
"Quiz question: Who is known as the 'Wizard of Menlo Park' for his numerous inventions, including the phonograph?",Charles Babbage,Thomas Edison,Dr. B. R. Ambedkar,Bill Gates and Paul Allen,B) Thomas Edison,"Thomas Edison, nicknamed the 'Wizard of Menlo Park', is credited with many inventions, including the phonograph and practical light bulb.",Famous People,Inventors
Choose the correct answer: Who is regarded as the first computer programmer?,Ada Lovelace,Pratibha Patil,Charles Babbage,William Shakespeare,A) Ada Lovelace,Ada Lovelace is credited as the first computer programmer for her work on Charles Babbage's Analytical Engine.,Famous People,Computer Founders
Choose the correct answer: Who is known as the 'Father of the Indian Space Programme'?,Vikram Sarabhai,Rabindranath Tagore,Dennis Ritchie,Margaret Thatcher,A) Vikram Sarabhai,"Vikram Sarabhai is widely regarded as the Father of the Indian Space Programme, founding what became ISRO.",Famous People,Scientists
Quiz question: Who was the first President of independent India?,Sachin Tendulkar,Dr. Rajendra Prasad,Jawaharlal Nehru,Mark Zuckerberg,B) Dr. Rajendra Prasad,"Dr. Rajendra Prasad served as India's first President, from 1950 to 1962.",Famous People,Presidents
Choose the correct answer: Who was the first Indian woman to travel to space?,Guru Nanak,Rabindranath Tagore,Kalpana Chawla,Indira Gandhi,C) Kalpana Chawla,"Kalpana Chawla became the first Indian-born woman to travel to space, as a NASA astronaut.",Famous People,Famous Indians
"Quiz question: Who is considered the father of the modern computer, known for his analytical engine concept?",Kalpana Chawla,Charles Babbage,Mark Zuckerberg,Homi J. Bhabha,B) Charles Babbage,"Charles Babbage designed the Analytical Engine, an early mechanical general-purpose computer concept.",Famous People,Computer Founders
"Who discovered the theory of gravity after observing a falling apple, according to popular legend?",Thomas Edison,Jawaharlal Nehru,Isaac Newton,Kalpana Chawla,C) Isaac Newton,"Sir Isaac Newton is credited with formulating the law of universal gravitation, popularly linked to the story of a falling apple.",Famous People,Scientists
Choose the correct answer: Who founded Microsoft?,Thomas Edison,Ved Vyasa,Bill Gates and Paul Allen,Dr. Rajendra Prasad,C) Bill Gates and Paul Allen,Bill Gates and Paul Allen co-founded Microsoft in 1975.,Famous People,Technology Pioneers
Which option correctly answers this: Who wrote the Mahabharata?,Vikram Sarabhai,Mahatma Gandhi,A. P. J. Abdul Kalam,Ved Vyasa,D) Ved Vyasa,The Mahabharata is traditionally attributed to the sage Ved Vyasa.,Famous People,Authors & Writers
Quiz question: Who was the first President of independent India?,Margaret Thatcher,Isaac Newton,Leonardo da Vinci,Dr. Rajendra Prasad,D) Dr. Rajendra Prasad,"Dr. Rajendra Prasad served as India's first President, from 1950 to 1962.",Famous People,Presidents
Quiz question: Who was the first Chief Election Commissioner of India?,Thomas Edison,Sachin Tendulkar,Sukumar Sen,Isaac Newton,C) Sukumar Sen,"Sukumar Sen served as the first Chief Election Commissioner of India, overseeing the country's first general elections.",Famous People,Election Personalities
Quiz question: Who created the Java programming language?,James Gosling,Margaret Thatcher,Kapil Dev,Dennis Ritchie,A) James Gosling,James Gosling led the team that developed the Java programming language at Sun Microsystems in the mid-1990s.,Famous People,Programming Language Creators
Quiz question: Who is credited with inventing the World Wide Web?,Tim Berners-Lee,Usain Bolt,Dr. B. R. Ambedkar,Alexander Graham Bell,A) Tim Berners-Lee,Tim Berners-Lee invented the World Wide Web in 1989 while working at CERN.,Famous People,Technology Pioneers
Choose the correct answer: Who is credited with founding the modern telephone company that led to today's telecommunications industry?,Alexander Graham Bell,Homi J. Bhabha,William Shakespeare,Dr. Rajendra Prasad,A) Alexander Graham Bell,Alexander Graham Bell is credited with inventing the telephone and founding the Bell Telephone Company.,Famous People,Inventors
Who was the first Prime Minister of independent India?,Henry Ford,Jawaharlal Nehru,"Steve Jobs, Steve Wozniak, and Ronald Wayne",Rabindranath Tagore,B) Jawaharlal Nehru,"Jawaharlal Nehru served as India's first Prime Minister, from 1947 to 1964.",Famous People,Prime Ministers
Choose the correct answer: Who wrote the play 'Romeo and Juliet'?,William Shakespeare,Rabindranath Tagore,Elon Musk,Indira Gandhi,A) William Shakespeare,"William Shakespeare, the famous English playwright, wrote the tragic play 'Romeo and Juliet'.",Famous People,Authors & Writers
Quiz question: Who is credited with founding the automobile company Ford Motor Company?,Guido van Rossum,Jawaharlal Nehru,Henry Ford,George Orwell,C) Henry Ford,Henry Ford founded the Ford Motor Company and revolutionized manufacturing with the moving assembly line.,Famous People,Entrepreneurs
Who captained the Indian cricket team to victory in the 1983 Cricket World Cup?,Dr. Rajendra Prasad,Sachin Tendulkar,Kapil Dev,Homi J. Bhabha,C) Kapil Dev,Kapil Dev led India to their first Cricket World Cup title in 1983.,Famous People,Cricket Players
