Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
What is a DBMS?,A legal agreement defining how software can be used,"Software distributed for free on a trial basis, often with limited features",Software permanently programmed into a hardware device,"Database Management System, software used to create and manage databases","D) Database Management System, software used to create and manage databases","A DBMS (Database Management System) is software that allows creation, querying, and management of databases.",Software,Database Software
Which of the following best describes a DBMS?,"Database Management System, software used to create and manage databases","Software distributed for free on a trial basis, often with limited features",Software that manages and controls computer hardware,Malicious software that can replicate and spread to infect other programs,"A) Database Management System, software used to create and manage databases","A DBMS (Database Management System) is software that allows creation, querying, and management of databases.",Software,Database Software
What is SQL?,"Structured Query Language, used to manage and query relational databases","Software distributed for free on a trial basis, often with limited features",Software used to access and view websites,Software that allows the OS to communicate with hardware devices,"A) Structured Query Language, used to manage and query relational databases","SQL (Structured Query Language) is used to insert, query, update, and manage data in relational databases.",Software,Database Software
Which of the following best describes SQL?,A tool used to find and fix errors in code,A simple program for creating and editing plain text files,"Structured Query Language, used to manage and query relational databases",Software used to reduce the size of files,"C) Structured Query Language, used to manage and query relational databases","SQL (Structured Query Language) is used to insert, query, update, and manage data in relational databases.",Software,Database Software
What is a relational database?,"Database Management System, software used to create and manage databases",An open-source operating system kernel widely used in servers and devices,A database that organizes data into tables with rows and columns,Software used to reduce the size of files,C) A database that organizes data into tables with rows and columns,"A relational database stores data in tables made up of rows and columns, linked via keys.",Software,Database Software
Which of the following best describes a relational database?,An organized collection of structured data,A database that organizes data into tables with rows and columns,Software that can run on multiple operating systems,Software designed to help users perform specific tasks,B) A database that organizes data into tables with rows and columns,"A relational database stores data in tables made up of rows and columns, linked via keys.",Software,Database Software
What is MySQL?,Software used to access and view websites,A popular open-source relational database management system,Software whose source code is publicly available to view and modify,"Software distributed for free on a trial basis, often with limited features",B) A popular open-source relational database management system,MySQL is a widely used open-source relational database management system.,Software,Database Software
Which of the following best describes MySQL?,A set of programs and instructions that tell a computer what to do,A popular open-source relational database management system,Software used to reduce the size of files,"Software used to create, edit, and format text documents",B) A popular open-source relational database management system,MySQL is a widely used open-source relational database management system.,Software,Database Software
What is word processing software?,Software designed to help users perform specific tasks,A program designed to help manage and maintain a computer system,"Software used to create, edit, and format text documents",Software that tracks changes to code over time,"C) Software used to create, edit, and format text documents","Word processing software, like Microsoft Word, is used to create and format text documents.",Software,Office Software
Which of the following best describes word processing software?,A file that runs a program when opened,System software that manages hardware and provides services for other programs,"Software used to create, edit, and format text documents",A tool used to find and fix errors in code,"C) Software used to create, edit, and format text documents","Word processing software, like Microsoft Word, is used to create and format text documents.",Software,Office Software
What is spreadsheet software?,"Software used to organize, calculate, and analyze data in rows and columns",A simple program for creating and editing plain text files,"Software distributed for free on a trial basis, often with limited features",A pre-release version of software used for testing before full release,"A) Software used to organize, calculate, and analyze data in rows and columns","Spreadsheet software, like Microsoft Excel, organizes data into rows and columns for calculations and analysis.",Software,Office Software
Which of the following best describes spreadsheet software?,"Software used to organize, calculate, and analyze data in rows and columns",Software used to access and view websites,"Software available to use at no cost, but not necessarily open source",Software that manages and controls computer hardware,"A) Software used to organize, calculate, and analyze data in rows and columns","Spreadsheet software, like Microsoft Excel, organizes data into rows and columns for calculations and analysis.",Software,Office Software
What is presentation software?,A step-by-step procedure for solving a problem,Software designed to detect and remove malicious software,Software used to create slide-based presentations,Software that can run on multiple operating systems,C) Software used to create slide-based presentations,"Presentation software, like Microsoft PowerPoint, is used to create slideshows for presentations.",Software,Office Software
Which of the following best describes presentation software?,Software used to create slide-based presentations,The process of finding and fixing errors in software,Software that translates source code into machine code,An open-source operating system kernel widely used in servers and devices,A) Software used to create slide-based presentations,"Presentation software, like Microsoft PowerPoint, is used to create slideshows for presentations.",Software,Office Software
What is an IDE?,"Integrated Development Environment, a tool for writing and testing code",Software designed to help users perform specific tasks,Software used to create slide-based presentations,Software that can run on multiple operating systems,"A) Integrated Development Environment, a tool for writing and testing code","An IDE (Integrated Development Environment) provides tools like a code editor, compiler, and debugger in one application.",Software,Development Software
Which of the following best describes an IDE?,"Application Programming Interface, a set of rules that lets programs communicate","Integrated Development Environment, a tool for writing and testing code","Software used to organize, calculate, and analyze data in rows and columns",Software used to access and view websites,"B) Integrated Development Environment, a tool for writing and testing code","An IDE (Integrated Development Environment) provides tools like a code editor, compiler, and debugger in one application.",Software,Development Software
What is a compiler?,Software designed to detect and remove malicious software,"Software distributed for free on a trial basis, often with limited features",A database that organizes data into tables with rows and columns,Software that translates source code into machine code,D) Software that translates source code into machine code,A compiler translates source code written in a programming language into machine code that a computer can execute.,Software,Development Software
Which of the following best describes a compiler?,A legal agreement defining how software can be used,A file that runs a program when opened,Software that translates source code into machine code,Software that manages and controls computer hardware,C) Software that translates source code into machine code,A compiler translates source code written in a programming language into machine code that a computer can execute.,Software,Development Software
What is an interpreter?,"Integrated Development Environment, a tool for writing and testing code",A step-by-step procedure for solving a problem,Software that connects different applications or services together,Software that executes code line-by-line without full prior compilation,D) Software that executes code line-by-line without full prior compilation,"An interpreter translates and executes program instructions one line at a time, rather than compiling the whole program first.",Software,Development Software
Which of the following best describes an interpreter?,A file that runs a program when opened,Software designed to detect and remove malicious software,Software that can run on multiple operating systems,Software that executes code line-by-line without full prior compilation,D) Software that executes code line-by-line without full prior compilation,"An interpreter translates and executes program instructions one line at a time, rather than compiling the whole program first.",Software,Development Software
What is a debugger?,A tool used to find and fix errors in code,"Software used to organize, calculate, and analyze data in rows and columns",A database that organizes data into tables with rows and columns,"Software available to use at no cost, but not necessarily open source",A) A tool used to find and fix errors in code,A debugger is a tool that helps programmers find and fix bugs by examining code execution step by step.,Software,Development Software
Which of the following best describes a debugger?,A tool used to find and fix errors in code,Software designed to help users perform specific tasks,A pre-release version of software used for testing before full release,Software that allows the OS to communicate with hardware devices,A) A tool used to find and fix errors in code,A debugger is a tool that helps programmers find and fix bugs by examining code execution step by step.,Software,Development Software
What is version control software?,Software that tracks changes to code over time,Software used to create slide-based presentations,System software that manages hardware and provides services for other programs,Software that allows the OS to communicate with hardware devices,A) Software that tracks changes to code over time,"Version control software, like Git, tracks changes to source code so teams can collaborate and revert changes if needed.",Software,Development Software
Which of the following best describes version control software?,Malicious software that can replicate and spread to infect other programs,Software that tracks changes to code over time,Software used to access and view websites,"Software used to organize, calculate, and analyze data in rows and columns",B) Software that tracks changes to code over time,"Version control software, like Git, tracks changes to source code so teams can collaborate and revert changes if needed.",Software,Development Software
What is Git?,Software whose source code is publicly available to view and modify,A legal agreement defining how software can be used,A distributed version control system for tracking code changes,"Structured Query Language, used to manage and query relational databases",C) A distributed version control system for tracking code changes,Git is a widely used distributed version control system that tracks changes in source code during software development.,Software,Development Software
Which of the following best describes Git?,Software used to access and view websites,A distributed version control system for tracking code changes,The process of finding and fixing errors in software,Software that connects different applications or services together,B) A distributed version control system for tracking code changes,Git is a widely used distributed version control system that tracks changes in source code during software development.,Software,Development Software
What is open-source software?,An error or flaw in software that causes incorrect behavior,Software whose source code is publicly available to view and modify,"Software used to create, edit, and format text documents",Software that tracks changes to code over time,B) Software whose source code is publicly available to view and modify,"Open-source software has publicly available source code that anyone can view, modify, and distribute.",Software,Open Source
Which of the following best describes open-source software?,A legal agreement defining how software can be used,Software whose source code is publicly available to view and modify,Software designed to help users perform specific tasks,A simple program for creating and editing plain text files,B) Software whose source code is publicly available to view and modify,"Open-source software has publicly available source code that anyone can view, modify, and distribute.",Software,Open Source
What is Linux?,Software that executes code line-by-line without full prior compilation,Software designed to detect and remove malicious software,An open-source operating system kernel widely used in servers and devices,Software used to reduce the size of files,C) An open-source operating system kernel widely used in servers and devices,"Linux is a free and open-source operating system kernel used widely in servers, desktops, and embedded devices.",Software,Open Source
Which of the following best describes Linux?,Software hosted online and accessed via the internet rather than installed locally,The human-readable instructions written by a programmer,"Historically, software began being sold separately from hardware in the 1960s-70s",An open-source operating system kernel widely used in servers and devices,D) An open-source operating system kernel widely used in servers and devices,"Linux is a free and open-source operating system kernel used widely in servers, desktops, and embedded devices.",Software,Open Source
What is a software license?,"Software distributed for free on a trial basis, often with limited features",A legal agreement defining how software can be used,A pre-release version of software used for testing before full release,An organized collection of structured data,B) A legal agreement defining how software can be used,"A software license is a legal agreement that specifies how the software can be used, copied, or distributed.",Software,Software Security
Which of the following best describes a software license?,"Software available to use at no cost, but not necessarily open source",A tool used to find and fix errors in code,Software that tracks changes to code over time,A legal agreement defining how software can be used,D) A legal agreement defining how software can be used,"A software license is a legal agreement that specifies how the software can be used, copied, or distributed.",Software,Software Security
What is a computer virus?,Software that executes code line-by-line without full prior compilation,The process of converting data into a coded form to prevent unauthorized access,A security system that monitors and controls network traffic,Malicious software that can replicate and spread to infect other programs,D) Malicious software that can replicate and spread to infect other programs,"A computer virus is malicious code that attaches to programs and can replicate itself, spreading to infect other files.",Software,Software Security
Which of the following best describes a computer virus?,Software that connects different applications or services together,The process of finding and fixing errors in software,"Software available to use at no cost, but not necessarily open source",Malicious software that can replicate and spread to infect other programs,D) Malicious software that can replicate and spread to infect other programs,"A computer virus is malicious code that attaches to programs and can replicate itself, spreading to infect other files.",Software,Software Security
What is malware?,A file that runs a program when opened,A set of programs and instructions that tell a computer what to do,Malicious software designed to damage or gain unauthorized access to a system,The process of converting data into a coded form to prevent unauthorized access,C) Malicious software designed to damage or gain unauthorized access to a system,Malware is any software intentionally designed to cause damage or gain unauthorized access to a computer system.,Software,Software Security
Which of the following best describes malware?,Software that tracks changes to code over time,"Software used to create, edit, and format text documents",Software used to create slide-based presentations,Malicious software designed to damage or gain unauthorized access to a system,D) Malicious software designed to damage or gain unauthorized access to a system,Malware is any software intentionally designed to cause damage or gain unauthorized access to a computer system.,Software,Software Security
What is antivirus software?,Software permanently programmed into a hardware device,The process of finding and fixing errors in software,Software designed to detect and remove malicious software,Software used to access and view websites,C) Software designed to detect and remove malicious software,"Antivirus software scans, detects, and removes viruses and other malicious software from a computer.",Software,Software Security
Which of the following best describes antivirus software?,An organized collection of structured data,Software designed to help users perform specific tasks,Software designed to detect and remove malicious software,A small software update that fixes a specific bug or vulnerability,C) Software designed to detect and remove malicious software,"Antivirus software scans, detects, and removes viruses and other malicious software from a computer.",Software,Software Security
What is a firewall?,The process of converting data into a coded form to prevent unauthorized access,A security system that monitors and controls network traffic,Software used to reduce the size of files,System software that manages hardware and provides services for other programs,B) A security system that monitors and controls network traffic,A firewall monitors and filters incoming and outgoing network traffic based on security rules.,Software,Software Security
Which of the following best describes a firewall?,An open-source operating system kernel widely used in servers and devices,A small software update that fixes a specific bug or vulnerability,Software designed to detect and remove malicious software,A security system that monitors and controls network traffic,D) A security system that monitors and controls network traffic,A firewall monitors and filters incoming and outgoing network traffic based on security rules.,Software,Software Security
What is encryption?,The process of converting data into a coded form to prevent unauthorized access,A file that runs a program when opened,A database that organizes data into tables with rows and columns,Software used to access and view websites,A) The process of converting data into a coded form to prevent unauthorized access,Encryption converts readable data into a coded format that can only be read by someone with the correct decryption key.,Software,Software Security
Which of the following best describes encryption?,"Integrated Development Environment, a tool for writing and testing code",Software designed to detect and remove malicious software,The process of converting data into a coded form to prevent unauthorized access,Software that translates source code into machine code,C) The process of converting data into a coded form to prevent unauthorized access,Encryption converts readable data into a coded format that can only be read by someone with the correct decryption key.,Software,Software Security
What is a software bug?,An error or flaw in software that causes incorrect behavior,Software designed to help users perform specific tasks,Software used to access and view websites,"Application Programming Interface, a set of rules that lets programs communicate",A) An error or flaw in software that causes incorrect behavior,A software bug is a defect or flaw in a program that causes it to behave incorrectly or unexpectedly.,Software,Software Basics
Which of the following best describes a software bug?,An error or flaw in software that causes incorrect behavior,Software that can run on multiple operating systems,A database that organizes data into tables with rows and columns,The process of finding and fixing errors in software,A) An error or flaw in software that causes incorrect behavior,A software bug is a defect or flaw in a program that causes it to behave incorrectly or unexpectedly.,Software,Software Basics
What is debugging?,The process of finding and fixing errors in software,A file that runs a program when opened,A program designed to help manage and maintain a computer system,A release that fixes bugs or adds new features to existing software,A) The process of finding and fixing errors in software,"Debugging is the process of identifying, isolating, and fixing errors (bugs) in software code.",Software,Software Basics
Which of the following best describes debugging?,An open-source operating system kernel widely used in servers and devices,Software that can run on multiple operating systems,"Integrated Development Environment, a tool for writing and testing code",The process of finding and fixing errors in software,D) The process of finding and fixing errors in software,"Debugging is the process of identifying, isolating, and fixing errors (bugs) in software code.",Software,Software Basics
What is an algorithm?,Software that can run on multiple operating systems,Software that connects different applications or services together,A step-by-step procedure for solving a problem,A legal agreement defining how software can be used,C) A step-by-step procedure for solving a problem,"An algorithm is a well-defined, step-by-step procedure or set of rules for solving a problem or completing a task.",Software,Software Basics
Which of the following best describes an algorithm?,Software owned by a company or individual with restricted usage rights,Software designed to help users perform specific tasks,The process of converting data into a coded form to prevent unauthorized access,A step-by-step procedure for solving a problem,D) A step-by-step procedure for solving a problem,"An algorithm is a well-defined, step-by-step procedure or set of rules for solving a problem or completing a task.",Software,Software Basics
What is source code?,The human-readable instructions written by a programmer,"Integrated Development Environment, a tool for writing and testing code",A small software update that fixes a specific bug or vulnerability,"Structured Query Language, used to manage and query relational databases",A) The human-readable instructions written by a programmer,Source code is the set of human-readable instructions written by a programmer in a programming language.,Software,Software Basics
Which of the following best describes source code?,Software designed to help users perform specific tasks,A legal agreement defining how software can be used,A step-by-step procedure for solving a problem,The human-readable instructions written by a programmer,D) The human-readable instructions written by a programmer,Source code is the set of human-readable instructions written by a programmer in a programming language.,Software,Software Basics
What is an executable file?,Software that manages and controls computer hardware,A file that runs a program when opened,Malicious software designed to damage or gain unauthorized access to a system,Software whose source code is publicly available to view and modify,B) A file that runs a program when opened,An executable file contains compiled code that a computer can run directly as a program.,Software,Software Basics
Which of the following best describes an executable file?,A file that runs a program when opened,A set of programs and instructions that tell a computer what to do,A program designed to help manage and maintain a computer system,"Application Programming Interface, a set of rules that lets programs communicate",A) A file that runs a program when opened,An executable file contains compiled code that a computer can run directly as a program.,Software,Software Basics
What is a software update?,A release that fixes bugs or adds new features to existing software,Software that tracks changes to code over time,Software used to reduce the size of files,Software used to create slide-based presentations,A) A release that fixes bugs or adds new features to existing software,"A software update is a release that fixes bugs, patches security issues, or adds new features to existing software.",Software,Software Basics
Which of the following best describes a software update?,Software that can run on multiple operating systems,A release that fixes bugs or adds new features to existing software,Software designed to help users perform specific tasks,Software owned by a company or individual with restricted usage rights,B) A release that fixes bugs or adds new features to existing software,"A software update is a release that fixes bugs, patches security issues, or adds new features to existing software.",Software,Software Basics
What is cloud software (SaaS)?,Software that connects different applications or services together,A distributed version control system for tracking code changes,Software hosted online and accessed via the internet rather than installed locally,Software that can run on multiple operating systems,C) Software hosted online and accessed via the internet rather than installed locally,"Software as a Service (SaaS) is cloud-hosted software accessed via the internet, rather than installed on a local machine.",Software,Software Basics
Which of the following best describes cloud software (SaaS)?,A set of programs and instructions that tell a computer what to do,A pre-release version of software used for testing before full release,Software hosted online and accessed via the internet rather than installed locally,"Software distributed for free on a trial basis, often with limited features",C) Software hosted online and accessed via the internet rather than installed locally,"Software as a Service (SaaS) is cloud-hosted software accessed via the internet, rather than installed on a local machine.",Software,Software Basics
What is a web browser?,Software used to access and view websites,Software owned by a company or individual with restricted usage rights,A small software update that fixes a specific bug or vulnerability,Software designed to detect and remove malicious software,A) Software used to access and view websites,"A web browser, like Chrome or Firefox, is application software used to access and display websites.",Software,Application Software
Which of the following best describes a web browser?,A set of programs and instructions that tell a computer what to do,"Database Management System, software used to create and manage databases",A database that organizes data into tables with rows and columns,Software used to access and view websites,D) Software used to access and view websites,"A web browser, like Chrome or Firefox, is application software used to access and display websites.",Software,Application Software
What is an API?,"Database Management System, software used to create and manage databases","Application Programming Interface, a set of rules that lets programs communicate",Software that executes code line-by-line without full prior compilation,A pre-release version of software used for testing before full release,"B) Application Programming Interface, a set of rules that lets programs communicate",An API (Application Programming Interface) defines rules that allow different software applications to communicate with each other.,Software,Development Software
Which of the following best describes an API?,A file that runs a program when opened,Software hosted online and accessed via the internet rather than installed locally,"Application Programming Interface, a set of rules that lets programs communicate","Software used to create, edit, and format text documents","C) Application Programming Interface, a set of rules that lets programs communicate",An API (Application Programming Interface) defines rules that allow different software applications to communicate with each other.,Software,Development Software
What is middleware?,Software used to create slide-based presentations,Malicious software designed to damage or gain unauthorized access to a system,Software that tracks changes to code over time,Software that connects different applications or services together,D) Software that connects different applications or services together,"Middleware is software that acts as a bridge, connecting different applications, services, or systems.",Software,System Software
Which of the following best describes middleware?,Software hosted online and accessed via the internet rather than installed locally,Software owned by a company or individual with restricted usage rights,The process of finding and fixing errors in software,Software that connects different applications or services together,D) Software that connects different applications or services together,"Middleware is software that acts as a bridge, connecting different applications, services, or systems.",Software,System Software
What is a utility program?,Software owned by a company or individual with restricted usage rights,"Structured Query Language, used to manage and query relational databases",A program designed to help manage and maintain a computer system,"Database Management System, software used to create and manage databases",C) A program designed to help manage and maintain a computer system,"A utility program, like a disk cleanup tool, helps maintain, configure, and optimize a computer system.",Software,Software Tools
Which of the following best describes a utility program?,Software designed to detect and remove malicious software,A security system that monitors and controls network traffic,A program designed to help manage and maintain a computer system,An error or flaw in software that causes incorrect behavior,C) A program designed to help manage and maintain a computer system,"A utility program, like a disk cleanup tool, helps maintain, configure, and optimize a computer system.",Software,Software Tools
What is a text editor?,"Software distributed for free on a trial basis, often with limited features","Software available to use at no cost, but not necessarily open source",A simple program for creating and editing plain text files,Malicious software designed to damage or gain unauthorized access to a system,C) A simple program for creating and editing plain text files,"A text editor is a program used to create and edit plain text files, often used by programmers.",Software,Software Tools
Which of the following best describes a text editor?,An organized collection of structured data,The process of finding and fixing errors in software,A simple program for creating and editing plain text files,Software owned by a company or individual with restricted usage rights,C) A simple program for creating and editing plain text files,"A text editor is a program used to create and edit plain text files, often used by programmers.",Software,Software Tools
What is a compression tool?,Software used to reduce the size of files,A legal agreement defining how software can be used,Software used to access and view websites,A release that fixes bugs or adds new features to existing software,A) Software used to reduce the size of files,"A compression tool, like WinZip, reduces file size to save storage space or make files easier to transfer.",Software,Software Tools
Which of the following best describes a compression tool?,Software hosted online and accessed via the internet rather than installed locally,Software used to reduce the size of files,An error or flaw in software that causes incorrect behavior,A tool used to find and fix errors in code,B) Software used to reduce the size of files,"A compression tool, like WinZip, reduces file size to save storage space or make files easier to transfer.",Software,Software Tools
What is the first commercial software?,The process of converting data into a coded form to prevent unauthorized access,Software that can run on multiple operating systems,Software that manages and controls computer hardware,"Historically, software began being sold separately from hardware in the 1960s-70s","D) Historically, software began being sold separately from hardware in the 1960s-70s","Software started being commercially sold separately from hardware in the 1960s and 1970s, as the software industry emerged.",Software,Software History
Which of the following best describes the first commercial software?,"Historically, software began being sold separately from hardware in the 1960s-70s",A database that organizes data into tables with rows and columns,Software designed to help users perform specific tasks,"Structured Query Language, used to manage and query relational databases","A) Historically, software began being sold separately from hardware in the 1960s-70s","Software started being commercially sold separately from hardware in the 1960s and 1970s, as the software industry emerged.",Software,Software History
What is proprietary software?,"Database Management System, software used to create and manage databases",Software that executes code line-by-line without full prior compilation,The process of converting data into a coded form to prevent unauthorized access,Software owned by a company or individual with restricted usage rights,D) Software owned by a company or individual with restricted usage rights,"Proprietary software is owned by a company or individual, with restricted rights to copy, modify, or redistribute it.",Software,Open Source
Which of the following best describes proprietary software?,Software used to create slide-based presentations,Software owned by a company or individual with restricted usage rights,A tool used to find and fix errors in code,A popular open-source relational database management system,B) Software owned by a company or individual with restricted usage rights,"Proprietary software is owned by a company or individual, with restricted rights to copy, modify, or redistribute it.",Software,Open Source
What is freeware?,A tool used to find and fix errors in code,Software that allows the OS to communicate with hardware devices,"Software available to use at no cost, but not necessarily open source","Software used to organize, calculate, and analyze data in rows and columns","C) Software available to use at no cost, but not necessarily open source","Freeware is software that can be used free of charge, though its source code may not be open or modifiable.",Software,Open Source
Which of the following best describes freeware?,A database that organizes data into tables with rows and columns,"Software available to use at no cost, but not necessarily open source",Software that connects different applications or services together,An error or flaw in software that causes incorrect behavior,"B) Software available to use at no cost, but not necessarily open source","Freeware is software that can be used free of charge, though its source code may not be open or modifiable.",Software,Open Source
What is shareware?,"Software distributed for free on a trial basis, often with limited features",Malicious software that can replicate and spread to infect other programs,"Structured Query Language, used to manage and query relational databases",An open-source operating system kernel widely used in servers and devices,"A) Software distributed for free on a trial basis, often with limited features","Shareware is distributed free on a trial basis, often with limited features or a time limit before purchase is required.",Software,Open Source
Which of the following best describes shareware?,A file that runs a program when opened,Software whose source code is publicly available to view and modify,"Software distributed for free on a trial basis, often with limited features",The human-readable instructions written by a programmer,"C) Software distributed for free on a trial basis, often with limited features","Shareware is distributed free on a trial basis, often with limited features or a time limit before purchase is required.",Software,Open Source
What is a patch?,The process of finding and fixing errors in software,A program designed to help manage and maintain a computer system,A small software update that fixes a specific bug or vulnerability,A popular open-source relational database management system,C) A small software update that fixes a specific bug or vulnerability,A patch is a small piece of software designed to fix a specific bug or security vulnerability in an existing program.,Software,Software Security
Which of the following best describes a patch?,A step-by-step procedure for solving a problem,A small software update that fixes a specific bug or vulnerability,A program designed to help manage and maintain a computer system,Software designed to help users perform specific tasks,B) A small software update that fixes a specific bug or vulnerability,A patch is a small piece of software designed to fix a specific bug or security vulnerability in an existing program.,Software,Software Security
