Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which is the largest ocean in the world?,The Arctic Ocean,The Atlantic Ocean,The Indian Ocean,The Pacific Ocean,D) The Pacific Ocean,"The Pacific Ocean is the largest and deepest ocean, covering more area than all continents combined.",General Knowledge (GK),Geography GK
Which is the smallest country in the world by area?,Vatican City,Monaco,Liechtenstein,San Marino,A) Vatican City,"Vatican City is the smallest independent country in the world, both by area and population.",General Knowledge (GK),World Records
Which country is known as the 'Land of the Rising Sun'?,Thailand,Japan,China,South Korea,B) Japan,"Japan is known as the 'Land of the Rising Sun', a name reflected in the country's own name.",General Knowledge (GK),World GK
Which planet is known as the Red Planet?,Mercury,Jupiter,Venus,Mars,D) Mars,"Mars is called the Red Planet due to iron oxide (rust) on its surface, giving it a reddish appearance.",General Knowledge (GK),Science GK
Which gas do plants absorb from the atmosphere for photosynthesis?,Oxygen,Nitrogen,Carbon dioxide,Hydrogen,C) Carbon dioxide,"Plants absorb carbon dioxide from the air and use it, along with sunlight and water, to produce food through photosynthesis.",General Knowledge (GK),Science GK
Who was the first person to walk on the Moon?,Michael Collins,Neil Armstrong,Yuri Gagarin,Buzz Aldrin,B) Neil Armstrong,Neil Armstrong became the first person to walk on the Moon during the Apollo 11 mission in 1969.,General Knowledge (GK),World Records
Which award is considered the highest civilian honor in India?,Padma Vibhushan,Padma Shri,Padma Bhushan,Bharat Ratna,D) Bharat Ratna,"The Bharat Ratna is India's highest civilian award, recognizing exceptional service or achievement.",General Knowledge (GK),Awards
Convert 42.7 metres to feet (rounded to 2 decimal places).,140.09 feet,98.06 feet,145.09 feet,120.09 feet,A,42.7 metres × 3.28084 ≈ 140.09 feet.,General Knowledge (GK),Unit Conversions
Convert 39.1 metres to feet (rounded to 2 decimal places).,89.80 feet,128.28 feet,133.28 feet,118.28 feet,B,39.1 metres × 3.28084 ≈ 128.28 feet.,General Knowledge (GK),Unit Conversions
Convert 95.9 kg to pounds (rounded to 2 decimal places).,201.42 pounds,206.42 pounds,211.42 pounds,274.85 pounds,C,95.9 kg × 2.20462 ≈ 211.42 pounds.,General Knowledge (GK),Unit Conversions
Convert 361.6 litres to gallons (rounded to 2 decimal places).,105.52 gallons,95.52 gallons,115.52 gallons,66.86 gallons,B,361.6 litres × 0.264172 ≈ 95.52 gallons.,General Knowledge (GK),Unit Conversions
Abraham Lincoln is best known for what?,16th US President who led the country through the Civil War,"classical composer known for symphonies, including the Ninth Symphony",entrepreneur known for founding Tesla and SpaceX,anti-apartheid leader who became South Africa's first Black president,A,Abraham Lincoln is best known for being 16th US President who led the country through the Civil War.,General Knowledge (GK),Famous Personalities
Convert 316.0 kg to pounds (rounded to 2 decimal places).,691.66 pounds,696.66 pounds,706.66 pounds,701.66 pounds,B,316.0 kg × 2.20462 ≈ 696.66 pounds.,General Knowledge (GK),Unit Conversions
Convert 158.1 feet to metres (rounded to 2 decimal places).,68.19 metres,58.19 metres,48.19 metres,38.19 metres,C,158.1 feet × 0.3048 ≈ 48.19 metres.,General Knowledge (GK),Unit Conversions
Convert 481.7 feet to metres (rounded to 2 decimal places).,146.82 metres,126.82 metres,156.82 metres,151.82 metres,A,481.7 feet × 0.3048 ≈ 146.82 metres.,General Knowledge (GK),Unit Conversions
Which famous landmark is located in Cambodia?,Niagara Falls,Angkor Wat,Mount Fuji,The Statue of Liberty,B,Angkor Wat is a famous landmark located in Cambodia.,General Knowledge (GK),World Landmarks
Convert 373.6 km to miles (rounded to 2 decimal places).,242.14 miles,212.14 miles,232.14 miles,222.14 miles,C,373.6 km × 0.621371 ≈ 232.14 miles.,General Knowledge (GK),Unit Conversions
Convert 81.0 miles to km (rounded to 2 decimal places).,120.36 km,130.36 km,110.36 km,135.36 km,B,81.0 miles × 1.60934 ≈ 130.36 km.,General Knowledge (GK),Unit Conversions
Convert 83.3 km to miles (rounded to 2 decimal places).,41.76 miles,36.23 miles,71.76 miles,51.76 miles,D,83.3 km × 0.621371 ≈ 51.76 miles.,General Knowledge (GK),Unit Conversions
Convert 397.0 pounds to kg (rounded to 2 decimal places).,180.08 kg,234.10 kg,175.08 kg,160.08 kg,A,397.0 pounds × 0.453592 ≈ 180.08 kg.,General Knowledge (GK),Unit Conversions
Convert 420.5 litres to gallons (rounded to 2 decimal places).,116.08 gallons,111.08 gallons,121.08 gallons,101.08 gallons,B,420.5 litres × 0.264172 ≈ 111.08 gallons.,General Knowledge (GK),Unit Conversions
Convert 81.3 km to miles (rounded to 2 decimal places).,45.52 miles,50.52 miles,60.52 miles,35.36 miles,B,81.3 km × 0.621371 ≈ 50.52 miles.,General Knowledge (GK),Unit Conversions
Convert 252.3 miles to km (rounded to 2 decimal places).,284.23 km,527.85 km,426.04 km,406.04 km,D,252.3 miles × 1.60934 ≈ 406.04 km.,General Knowledge (GK),Unit Conversions
Convert 213.6 pounds to kg (rounded to 2 decimal places).,86.89 kg,91.89 kg,106.89 kg,96.89 kg,D,213.6 pounds × 0.453592 ≈ 96.89 kg.,General Knowledge (GK),Unit Conversions
Convert 369.9 pounds to kg (rounded to 2 decimal places).,177.78 kg,218.11 kg,167.78 kg,117.45 kg,C,369.9 pounds × 0.453592 ≈ 167.78 kg.,General Knowledge (GK),Unit Conversions
Convert 292.4 miles to km (rounded to 2 decimal places).,450.57 km,611.74 km,465.57 km,470.57 km,D,292.4 miles × 1.60934 ≈ 470.57 km.,General Knowledge (GK),Unit Conversions
Ernest Hemingway is best known for what?,"Renaissance artist and inventor, painter of the Mona Lisa",artist known for co-founding the Cubist movement,American author known for novels such as 'The Old Man and the Sea',anti-apartheid leader who became South Africa's first Black president,C,Ernest Hemingway is best known for being American author known for novels such as 'The Old Man and the Sea'.,General Knowledge (GK),Famous Personalities
Convert 108.8°F to Celsius (rounded to 2 decimal places).,22.67°C,29.87°C,42.67°C,32.67°C,C,°C = (°F − 32) × 5/9 = (108.8 − 32) × 5/9 = 42.67°C.,General Knowledge (GK),Unit Conversions
Convert 478.8 kg to pounds (rounded to 2 decimal places).,1055.57 pounds,1065.57 pounds,1035.57 pounds,1372.24 pounds,A,478.8 kg × 2.20462 ≈ 1055.57 pounds.,General Knowledge (GK),Unit Conversions
Convert 444.4 miles to km (rounded to 2 decimal places).,715.19 km,695.19 km,735.19 km,725.19 km,A,444.4 miles × 1.60934 ≈ 715.19 km.,General Knowledge (GK),Unit Conversions
Who is best described as: 'a nun who founded the Missionaries of Charity and won the Nobel Peace Prize'?,Ludwig van Beethoven,Mother Teresa,Walt Disney,Bill Gates,B,This describes Mother Teresa: a nun who founded the Missionaries of Charity and won the Nobel Peace Prize.,General Knowledge (GK),Famous Personalities
Convert 64.4°C to Fahrenheit (rounded to 2 decimal places).,127.92°F,192.30°F,147.92°F,142.92°F,C,°F = (°C × 9/5) + 32 = (64.4 × 9/5) + 32 = 147.92°F.,General Knowledge (GK),Unit Conversions
Convert 361.2°C to Fahrenheit (rounded to 2 decimal places).,662.16°F,687.16°F,682.16°F,477.51°F,C,°F = (°C × 9/5) + 32 = (361.2 × 9/5) + 32 = 682.16°F.,General Knowledge (GK),Unit Conversions
Convert 465.9°C to Fahrenheit (rounded to 2 decimal places).,1131.81°F,890.62°F,870.62°F,860.62°F,C,°F = (°C × 9/5) + 32 = (465.9 × 9/5) + 32 = 870.62°F.,General Knowledge (GK),Unit Conversions
Convert 398.8 km to miles (rounded to 2 decimal places).,237.80 miles,242.80 miles,322.14 miles,247.80 miles,D,398.8 km × 0.621371 ≈ 247.80 miles.,General Knowledge (GK),Unit Conversions
Convert 299.0°C to Fahrenheit (rounded to 2 decimal places).,590.20°F,565.20°F,580.20°F,570.20°F,D,°F = (°C × 9/5) + 32 = (299.0 × 9/5) + 32 = 570.20°F.,General Knowledge (GK),Unit Conversions
Convert 225.2 km to miles (rounded to 2 decimal places).,129.93 miles,144.93 miles,159.93 miles,139.93 miles,D,225.2 km × 0.621371 ≈ 139.93 miles.,General Knowledge (GK),Unit Conversions
Convert 197.9 litres to gallons (rounded to 2 decimal places).,32.28 gallons,47.28 gallons,52.28 gallons,42.28 gallons,C,197.9 litres × 0.264172 ≈ 52.28 gallons.,General Knowledge (GK),Unit Conversions
Convert 269.9 metres to feet (rounded to 2 decimal places).,885.50 feet,895.50 feet,1151.15 feet,890.50 feet,A,269.9 metres × 3.28084 ≈ 885.50 feet.,General Knowledge (GK),Unit Conversions
Convert 327.2°C to Fahrenheit (rounded to 2 decimal places).,807.25°F,620.96°F,610.96°F,615.96°F,B,°F = (°C × 9/5) + 32 = (327.2 × 9/5) + 32 = 620.96°F.,General Knowledge (GK),Unit Conversions
Who is best described as: 'post-impressionist painter known for 'Starry Night''?,Winston Churchill,Mother Teresa,Malala Yousafzai,Vincent van Gogh,D,This describes Vincent van Gogh: post-impressionist painter known for 'Starry Night'.,General Knowledge (GK),Famous Personalities
"Who is best described as: 'classical composer known for symphonies, including the Ninth Symphony'?",Nelson Mandela,Queen Elizabeth II,Wolfgang Amadeus Mozart,Ludwig van Beethoven,D,"This describes Ludwig van Beethoven: classical composer known for symphonies, including the Ninth Symphony.",General Knowledge (GK),Famous Personalities
Convert 169.6 kg to pounds (rounded to 2 decimal places).,353.90 pounds,363.90 pounds,373.90 pounds,393.90 pounds,C,169.6 kg × 2.20462 ≈ 373.90 pounds.,General Knowledge (GK),Unit Conversions
Convert 234.3 pounds to kg (rounded to 2 decimal places).,96.28 kg,126.28 kg,116.28 kg,106.28 kg,D,234.3 pounds × 0.453592 ≈ 106.28 kg.,General Knowledge (GK),Unit Conversions
Convert 463.5 metres to feet (rounded to 2 decimal places).,1515.67 feet,1525.67 feet,1520.67 feet,1530.67 feet,C,463.5 metres × 3.28084 ≈ 1520.67 feet.,General Knowledge (GK),Unit Conversions
Convert 103.5 miles to km (rounded to 2 decimal places).,161.57 km,166.57 km,216.54 km,176.57 km,B,103.5 miles × 1.60934 ≈ 166.57 km.,General Knowledge (GK),Unit Conversions
Convert 476.3 metres to feet (rounded to 2 decimal places).,1562.66 feet,1093.86 feet,2031.46 feet,1572.66 feet,A,476.3 metres × 3.28084 ≈ 1562.66 feet.,General Knowledge (GK),Unit Conversions
Convert 347.3 miles to km (rounded to 2 decimal places).,558.92 km,553.92 km,578.92 km,391.24 km,A,347.3 miles × 1.60934 ≈ 558.92 km.,General Knowledge (GK),Unit Conversions
Convert 454.5 gallons to litres (rounded to 2 decimal places).,1204.33 litres,1720.47 litres,1700.47 litres,2236.61 litres,B,454.5 gallons × 3.78541 ≈ 1720.47 litres.,General Knowledge (GK),Unit Conversions
Convert 25.9°C to Fahrenheit (rounded to 2 decimal places).,98.62°F,68.62°F,55.03°F,78.62°F,D,°F = (°C × 9/5) + 32 = (25.9 × 9/5) + 32 = 78.62°F.,General Knowledge (GK),Unit Conversions
Convert 279.5 kg to pounds (rounded to 2 decimal places).,626.19 pounds,596.19 pounds,616.19 pounds,606.19 pounds,C,279.5 kg × 2.20462 ≈ 616.19 pounds.,General Knowledge (GK),Unit Conversions
Convert 199.9 kg to pounds (rounded to 2 decimal places).,450.70 pounds,440.70 pounds,460.70 pounds,308.49 pounds,B,199.9 kg × 2.20462 ≈ 440.70 pounds.,General Knowledge (GK),Unit Conversions
Convert 323.0 km to miles (rounded to 2 decimal places).,210.70 miles,200.70 miles,140.49 miles,190.70 miles,B,323.0 km × 0.621371 ≈ 200.70 miles.,General Knowledge (GK),Unit Conversions
Convert 300.4 gallons to litres (rounded to 2 decimal places).,1142.14 litres,1157.14 litres,1137.14 litres,1132.14 litres,C,300.4 gallons × 3.78541 ≈ 1137.14 litres.,General Knowledge (GK),Unit Conversions
Convert 479.6 metres to feet (rounded to 2 decimal places).,1563.49 feet,1568.49 feet,1573.49 feet,1553.49 feet,C,479.6 metres × 3.28084 ≈ 1573.49 feet.,General Knowledge (GK),Unit Conversions
Convert 40.6 miles to km (rounded to 2 decimal places).,55.34 km,45.34 km,84.94 km,65.34 km,D,40.6 miles × 1.60934 ≈ 65.34 km.,General Knowledge (GK),Unit Conversions
Convert 282.7 miles to km (rounded to 2 decimal places).,459.96 km,454.96 km,318.47 km,444.96 km,B,282.7 miles × 1.60934 ≈ 454.96 km.,General Knowledge (GK),Unit Conversions
Convert 11.6 miles to km (rounded to 2 decimal places).,8.67 km,13.07 km,24.27 km,18.67 km,D,11.6 miles × 1.60934 ≈ 18.67 km.,General Knowledge (GK),Unit Conversions
Convert 364.2 pounds to kg (rounded to 2 decimal places).,175.20 kg,160.20 kg,165.20 kg,155.20 kg,C,364.2 pounds × 0.453592 ≈ 165.20 kg.,General Knowledge (GK),Unit Conversions
Convert 133.1°C to Fahrenheit (rounded to 2 decimal places).,271.58°F,190.11°F,353.05°F,281.58°F,A,°F = (°C × 9/5) + 32 = (133.1 × 9/5) + 32 = 271.58°F.,General Knowledge (GK),Unit Conversions
Convert 370.4 kg to pounds (rounded to 2 decimal places).,816.59 pounds,811.59 pounds,806.59 pounds,1061.57 pounds,A,370.4 kg × 2.20462 ≈ 816.59 pounds.,General Knowledge (GK),Unit Conversions
Convert 279.7 metres to feet (rounded to 2 decimal places).,917.65 feet,897.65 feet,912.65 feet,937.65 feet,A,279.7 metres × 3.28084 ≈ 917.65 feet.,General Knowledge (GK),Unit Conversions
Convert 27.8 miles to km (rounded to 2 decimal places).,64.74 km,44.74 km,31.32 km,49.74 km,B,27.8 miles × 1.60934 ≈ 44.74 km.,General Knowledge (GK),Unit Conversions
Convert 38.3°F to Celsius (rounded to 2 decimal places).,13.50°C,8.50°C,3.50°C,4.55°C,C,°C = (°F − 32) × 5/9 = (38.3 − 32) × 5/9 = 3.50°C.,General Knowledge (GK),Unit Conversions
Convert 290.4 km to miles (rounded to 2 decimal places).,185.45 miles,200.45 miles,180.45 miles,160.45 miles,C,290.4 km × 0.621371 ≈ 180.45 miles.,General Knowledge (GK),Unit Conversions
Convert 46.7 pounds to kg (rounded to 2 decimal places).,31.18 kg,21.18 kg,14.83 kg,1.18 kg,B,46.7 pounds × 0.453592 ≈ 21.18 kg.,General Knowledge (GK),Unit Conversions
Convert 132.4 km to miles (rounded to 2 decimal places).,82.27 miles,77.27 miles,102.27 miles,87.27 miles,A,132.4 km × 0.621371 ≈ 82.27 miles.,General Knowledge (GK),Unit Conversions
Convert 148.5°F to Celsius (rounded to 2 decimal places).,59.72°C,64.72°C,45.30°C,74.72°C,B,°C = (°F − 32) × 5/9 = (148.5 − 32) × 5/9 = 64.72°C.,General Knowledge (GK),Unit Conversions
The Param Vir Chakra is given for excellence in which field?,Distinguished service in India (higher tier),Physics,Highest military decoration in India,Sports coaching (India),C,The Param Vir Chakra recognises excellence in Highest military decoration in India.,General Knowledge (GK),Awards and Honours
Convert 484.7 metres to feet (rounded to 2 decimal places).,1113.15 feet,1590.22 feet,1580.22 feet,1610.22 feet,B,484.7 metres × 3.28084 ≈ 1590.22 feet.,General Knowledge (GK),Unit Conversions
The Dronacharya Award is given for excellence in which field?,Medicine/Physiology,Sports coaching (India),Journalism and Literature (USA),Music,B,The Dronacharya Award recognises excellence in Sports coaching (India).,General Knowledge (GK),Awards and Honours
Convert 43.0°F to Celsius (rounded to 2 decimal places).,6.11°C,26.11°C,4.28°C,16.11°C,A,°C = (°F − 32) × 5/9 = (43.0 − 32) × 5/9 = 6.11°C.,General Knowledge (GK),Unit Conversions
Convert 262.1 pounds to kg (rounded to 2 decimal places).,98.89 kg,154.56 kg,128.89 kg,118.89 kg,D,262.1 pounds × 0.453592 ≈ 118.89 kg.,General Knowledge (GK),Unit Conversions
Convert 244.6 km to miles (rounded to 2 decimal places).,141.99 miles,151.99 miles,156.99 miles,106.39 miles,B,244.6 km × 0.621371 ≈ 151.99 miles.,General Knowledge (GK),Unit Conversions
Convert 139.6°C to Fahrenheit (rounded to 2 decimal places).,288.28°F,198.30°F,283.28°F,293.28°F,C,°F = (°C × 9/5) + 32 = (139.6 × 9/5) + 32 = 283.28°F.,General Knowledge (GK),Unit Conversions
Who is credited with inventing/discovering the helicopter (practical)?,Evangelista Torricelli,Walter Hunt,Igor Sikorsky,Alexander Graham Bell,C,The helicopter (practical) is credited to Igor Sikorsky.,General Knowledge (GK),Inventions and Discoveries
Convert 319.5°F to Celsius (rounded to 2 decimal places).,159.72°C,139.72°C,111.80°C,179.72°C,A,°C = (°F − 32) × 5/9 = (319.5 − 32) × 5/9 = 159.72°C.,General Knowledge (GK),Unit Conversions
Convert 163.8 metres to feet (rounded to 2 decimal places).,527.40 feet,537.40 feet,547.40 feet,376.18 feet,B,163.8 metres × 3.28084 ≈ 537.40 feet.,General Knowledge (GK),Unit Conversions
Convert 102.5 pounds to kg (rounded to 2 decimal places).,26.49 kg,46.49 kg,51.49 kg,36.49 kg,B,102.5 pounds × 0.453592 ≈ 46.49 kg.,General Knowledge (GK),Unit Conversions
Convert 300.1 gallons to litres (rounded to 2 decimal places).,1476.80 litres,1131.00 litres,1136.00 litres,1126.00 litres,C,300.1 gallons × 3.78541 ≈ 1136.00 litres.,General Knowledge (GK),Unit Conversions
The Booker Prize is given for excellence in which field?,Economic Sciences,Exceptional and distinguished service in India (highest tier),Fiction Literature,Music,C,The Booker Prize recognises excellence in Fiction Literature.,General Knowledge (GK),Awards and Honours
Convert 157.5 pounds to kg (rounded to 2 decimal places).,92.87 kg,71.44 kg,61.44 kg,91.44 kg,B,157.5 pounds × 0.453592 ≈ 71.44 kg.,General Knowledge (GK),Unit Conversions
Convert 283.4°C to Fahrenheit (rounded to 2 decimal places).,542.12°F,537.12°F,547.12°F,532.12°F,A,°F = (°C × 9/5) + 32 = (283.4 × 9/5) + 32 = 542.12°F.,General Knowledge (GK),Unit Conversions
Convert 114.2 litres to gallons (rounded to 2 decimal places).,30.17 gallons,40.17 gallons,25.17 gallons,21.12 gallons,A,114.2 litres × 0.264172 ≈ 30.17 gallons.,General Knowledge (GK),Unit Conversions
Convert 305.9°F to Celsius (rounded to 2 decimal places).,152.17°C,157.17°C,142.17°C,172.17°C,A,°C = (°F − 32) × 5/9 = (305.9 − 32) × 5/9 = 152.17°C.,General Knowledge (GK),Unit Conversions
Convert 362.3°F to Celsius (rounded to 2 decimal places).,188.50°C,163.50°C,238.55°C,183.50°C,D,°C = (°F − 32) × 5/9 = (362.3 − 32) × 5/9 = 183.50°C.,General Knowledge (GK),Unit Conversions
Convert 117.3 miles to km (rounded to 2 decimal places).,183.78 km,188.78 km,178.78 km,193.78 km,B,117.3 miles × 1.60934 ≈ 188.78 km.,General Knowledge (GK),Unit Conversions
Convert 227.8 litres to gallons (rounded to 2 decimal places).,80.18 gallons,50.18 gallons,42.13 gallons,60.18 gallons,D,227.8 litres × 0.264172 ≈ 60.18 gallons.,General Knowledge (GK),Unit Conversions
Convert 181.3 gallons to litres (rounded to 2 decimal places).,696.29 litres,686.29 litres,676.29 litres,681.29 litres,B,181.3 gallons × 3.78541 ≈ 686.29 litres.,General Knowledge (GK),Unit Conversions
Which famous landmark is located in France?,Machu Picchu,Neuschwanstein Castle,The Eiffel Tower,The Sydney Opera House,C,The Eiffel Tower is a famous landmark located in France.,General Knowledge (GK),World Landmarks
Convert 50.1 pounds to kg (rounded to 2 decimal places).,15.90 kg,22.72 kg,32.72 kg,27.72 kg,B,50.1 pounds × 0.453592 ≈ 22.72 kg.,General Knowledge (GK),Unit Conversions
In which country is Table Mountain located?,India,South Africa,Japan,Italy,B,Table Mountain is located in South Africa.,General Knowledge (GK),World Landmarks
Convert 158.0 kg to pounds (rounded to 2 decimal places).,368.33 pounds,243.83 pounds,348.33 pounds,358.33 pounds,C,158.0 kg × 2.20462 ≈ 348.33 pounds.,General Knowledge (GK),Unit Conversions
Convert 444.2 metres to feet (rounded to 2 decimal places).,1447.35 feet,1457.35 feet,1477.35 feet,1452.35 feet,B,444.2 metres × 3.28084 ≈ 1457.35 feet.,General Knowledge (GK),Unit Conversions
Convert 337.6 km to miles (rounded to 2 decimal places).,209.77 miles,229.77 miles,272.70 miles,199.77 miles,A,337.6 km × 0.621371 ≈ 209.77 miles.,General Knowledge (GK),Unit Conversions
Convert 306.3°C to Fahrenheit (rounded to 2 decimal places).,758.34°F,583.34°F,578.34°F,573.34°F,B,°F = (°C × 9/5) + 32 = (306.3 × 9/5) + 32 = 583.34°F.,General Knowledge (GK),Unit Conversions
Convert 423.2 metres to feet (rounded to 2 decimal places).,1408.45 feet,1378.45 feet,1388.45 feet,1393.45 feet,C,423.2 metres × 3.28084 ≈ 1388.45 feet.,General Knowledge (GK),Unit Conversions
Convert 450.2 kg to pounds (rounded to 2 decimal places).,992.52 pounds,982.52 pounds,997.52 pounds,1012.52 pounds,A,450.2 kg × 2.20462 ≈ 992.52 pounds.,General Knowledge (GK),Unit Conversions
Convert 4.4 miles to km (rounded to 2 decimal places).,9.20 km,7.08 km,12.08 km,4.96 km,B,4.4 miles × 1.60934 ≈ 7.08 km.,General Knowledge (GK),Unit Conversions
In which country is Neuschwanstein Castle located?,Cambodia,Germany,United Kingdom,Canada/United States,B,Neuschwanstein Castle is located in Germany.,General Knowledge (GK),World Landmarks
Convert 403.2 gallons to litres (rounded to 2 decimal places).,1526.28 litres,1536.28 litres,1516.28 litres,1521.28 litres,A,403.2 gallons × 3.78541 ≈ 1526.28 litres.,General Knowledge (GK),Unit Conversions
Convert 268.0 metres to feet (rounded to 2 decimal places).,874.27 feet,879.27 feet,884.27 feet,1143.05 feet,B,268.0 metres × 3.28084 ≈ 879.27 feet.,General Knowledge (GK),Unit Conversions
Convert 244.2°F to Celsius (rounded to 2 decimal places).,127.89°C,107.89°C,112.89°C,117.89°C,D,°C = (°F − 32) × 5/9 = (244.2 − 32) × 5/9 = 117.89°C.,General Knowledge (GK),Unit Conversions
Convert 297.9 litres to gallons (rounded to 2 decimal places).,73.70 gallons,58.70 gallons,78.70 gallons,55.09 gallons,C,297.9 litres × 0.264172 ≈ 78.70 gallons.,General Knowledge (GK),Unit Conversions
Convert 133.7 litres to gallons (rounded to 2 decimal places).,45.92 gallons,15.32 gallons,40.32 gallons,35.32 gallons,D,133.7 litres × 0.264172 ≈ 35.32 gallons.,General Knowledge (GK),Unit Conversions
Convert 470.5°F to Celsius (rounded to 2 decimal places).,253.61°C,243.61°C,238.61°C,263.61°C,B,°C = (°F − 32) × 5/9 = (470.5 − 32) × 5/9 = 243.61°C.,General Knowledge (GK),Unit Conversions
Convert 100.4 miles to km (rounded to 2 decimal places).,156.58 km,161.58 km,113.11 km,210.05 km,B,100.4 miles × 1.60934 ≈ 161.58 km.,General Knowledge (GK),Unit Conversions
Convert 126.4 feet to metres (rounded to 2 decimal places).,38.53 metres,43.53 metres,28.53 metres,26.97 metres,A,126.4 feet × 0.3048 ≈ 38.53 metres.,General Knowledge (GK),Unit Conversions
Convert 338.7 feet to metres (rounded to 2 decimal places).,134.21 metres,103.24 metres,83.24 metres,93.24 metres,B,338.7 feet × 0.3048 ≈ 103.24 metres.,General Knowledge (GK),Unit Conversions
Convert 238.5 pounds to kg (rounded to 2 decimal places).,88.18 kg,108.18 kg,113.18 kg,103.18 kg,B,238.5 pounds × 0.453592 ≈ 108.18 kg.,General Knowledge (GK),Unit Conversions
Convert 165.2°F to Celsius (rounded to 2 decimal places).,96.20°C,84.00°C,74.00°C,79.00°C,C,°C = (°F − 32) × 5/9 = (165.2 − 32) × 5/9 = 74.00°C.,General Knowledge (GK),Unit Conversions
