Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which option correctly answers this: What is the International Space Station (ISS)?,Yuri Gagarin,"A massive system of stars, gas, dust, and dark matter bound by gravity","A small rocky body orbiting the Sun, mostly found in the asteroid belt",A habitable space station orbiting Earth used for scientific research,D) A habitable space station orbiting Earth used for scientific research,"The ISS is a large, habitable space station in low Earth orbit, used for scientific research by international space agencies.",Space (Astronomy),Space Technology
Choose the correct answer: What is Mangalyaan?,1969,India's Mars Orbiter Mission,Mars,Aphelion,B) India's Mars Orbiter Mission,"Mangalyaan, or the Mars Orbiter Mission, was ISRO's successful mission that placed a spacecraft in orbit around Mars in 2014.",Space (Astronomy),Space Missions
Choose the correct answer: What is Earth's natural satellite called?,Because of its changing position relative to the Sun and Earth (phases),Mars,India's Mars Orbiter Mission,The Moon,D) The Moon,"The Moon is Earth's only natural satellite, orbiting our planet roughly every 27.3 days.",Space (Astronomy),Moon
Quiz question: What is the Sun mainly composed of?,When Earth's shadow falls on the Moon,Hydrogen and helium,Observing celestial objects from above Earth's atmosphere,A recognizable pattern of stars in the sky,B) Hydrogen and helium,"The Sun is composed mostly of hydrogen and helium, which fuel nuclear fusion at its core.",Space (Astronomy),Sun
Choose the correct answer: Which planet is known for the Great Red Spot?,Aphelion,A celestial body that orbits the sun but hasn't cleared its orbital path of other debris,Jupiter,Neil Armstrong,C) Jupiter,"Jupiter's Great Red Spot is a giant, persistent storm larger than Earth, visible for centuries.",Space (Astronomy),Planets
Choose the correct answer: Which planet has the most moons discovered as of recent counts among the gas giants?,A recognizable pattern of stars in the sky,"Saturn (with Jupiter close behind, depending on the count)",The distance light travels in one year,India's Mars Orbiter Mission,"B) Saturn (with Jupiter close behind, depending on the count)",Saturn and Jupiter are known for having the largest number of confirmed moons among planets in the Solar System.,Space (Astronomy),Planets
Quiz question: Which planet is closest to the Sun?,Observing celestial objects from above Earth's atmosphere,"A massive system of stars, gas, dust, and dark matter bound by gravity",An uncrewed spacecraft sent to explore space or other celestial bodies,Mercury,D) Mercury,"Mercury is the closest planet to the Sun, completing an orbit in about 88 Earth days.",Space (Astronomy),Solar System
Choose the correct answer: Which planet is known for the Great Red Spot?,Because they are in continuous free-fall around Earth,1969,"Saturn (with Jupiter close behind, depending on the count)",Jupiter,D) Jupiter,"Jupiter's Great Red Spot is a giant, persistent storm larger than Earth, visible for centuries.",Space (Astronomy),Planets
Choose the correct answer: Which planet is known as the Red Planet?,Mars,A nebula,Saturn,The galaxy that contains our Solar System,A) Mars,"Mars is called the Red Planet due to iron oxide (rust) on its surface, giving it a reddish appearance.",Space (Astronomy),Planets
How many planets are there in our Solar System?,8,Mars,"When the Moon passes between the Sun and Earth, blocking sunlight","A small rocky body orbiting the Sun, mostly found in the asteroid belt",A) 8,"There are eight recognized planets in our Solar System, since Pluto was reclassified as a dwarf planet in 2006.",Space (Astronomy),Solar System
Quiz question: What is Chandrayaan?,"A massive system of stars, gas, dust, and dark matter bound by gravity",Capturing detailed images of distant galaxies and celestial objects,India's lunar exploration program,A recognizable pattern of stars in the sky,C) India's lunar exploration program,"Chandrayaan is ISRO's lunar exploration program, with missions sent to study the Moon.",Space (Astronomy),Space Missions
Quiz question: What is a light-year?,Aryabhata,Neil Armstrong,Apollo 11,The distance light travels in one year,D) The distance light travels in one year,"A light-year is a unit of distance, representing how far light travels in a vacuum in one year.",Space (Astronomy),Stars
