Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Who developed the periodic table of elements?,Dmitri Mendeleev,The movement of water molecules through a semi-permeable membrane,Nitrogen,Hot air rising,A) Dmitri Mendeleev,"Dmitri Mendeleev developed an early version of the periodic table, organizing elements by atomic weight and properties.",Science,Scientific Discoveries
Who developed the periodic table of elements?,Solar energy,Dmitri Mendeleev,Isaac Newton,Charles Darwin,B) Dmitri Mendeleev,"Dmitri Mendeleev developed an early version of the periodic table, organizing elements by atomic weight and properties.",Science,Scientific Discoveries
Choose the correct answer: What is the SI unit of force?,Oxygen,Newton,Refraction and dispersion of sunlight through water droplets,The process of a liquid turning into vapor,B) Newton,"The SI unit of force is the Newton, named after Sir Isaac Newton.",Science,Physics
Which metal is liquid at room temperature?,Mercury,Dmitri Mendeleev,White blood cells,Ice is less dense than liquid water,A) Mercury,Mercury is the only metal that exists in liquid form at standard room temperature.,Science,Chemistry
Choose the correct answer: What is the freezing point of water in Celsius?,0°C,Transpiration,A substance with a pH above 7 that can neutralize acids,Anything that has mass and occupies space,A) 0°C,Water freezes at 0°C (32°F) under standard atmospheric pressure.,Science,Physics
Choose the correct answer: What is the main gas that makes up Earth's atmosphere by volume?,Ice is less dense than liquid water,Nitrogen,100°C,Sublimation,B) Nitrogen,"Nitrogen makes up about 78% of Earth's atmosphere by volume, more than any other gas.",Science,Earth Science
Quiz question: Who is known for the theory of evolution by natural selection?,Gravity,Charles Darwin,The process of a gas turning into a liquid,Oxygen,B) Charles Darwin,Charles Darwin proposed the theory of evolution by natural selection in his book 'On the Origin of Species'.,Science,Scientists
What is the boiling point of water at sea level?,To carry oxygen throughout the body,Geology,100°C,Hot air rising,C) 100°C,"At sea level (standard atmospheric pressure), water boils at 100°C (212°F).",Science,Physics
Quiz question: What is the unit of electrical resistance?,Anything that has mass and occupies space,Seismology,The smallest unit of matter that retains the properties of an element,Ohm,D) Ohm,"The unit of electrical resistance is the Ohm, symbolized by the Greek letter Omega.",Science,Physics
Choose the correct answer: What is the main gas that makes up Earth's atmosphere by volume?,Alexander Fleming,To carry oxygen throughout the body,Isaac Newton,Nitrogen,D) Nitrogen,"Nitrogen makes up about 78% of Earth's atmosphere by volume, more than any other gas.",Science,Earth Science
What is the study of matter and energy called?,Albert Einstein,A substance with a pH above 7 that can neutralize acids,Physics,About 37°C,C) Physics,"Physics is the branch of science that studies matter, energy, and the forces between them.",Science,Physics
Which option correctly answers this: What is the process by which a caterpillar becomes a butterfly called?,H₂O,Metamorphosis,Alexander Fleming,Biology,B) Metamorphosis,"Metamorphosis is the biological process of transformation, such as a caterpillar changing into a butterfly.",Science,Biology
Quiz question: What everyday phenomenon is explained by the fact that hot air is less dense than cold air?,Hot air rising,H₂O,100°C,A force that resists relative motion between two surfaces,A) Hot air rising,"Hot air rises because it is less dense than cooler surrounding air, a principle used in hot air balloons.",Science,Everyday Science
Which metal is liquid at room temperature?,Transpiration,7,Mercury,Geology,C) Mercury,Mercury is the only metal that exists in liquid form at standard room temperature.,Science,Chemistry
Quiz question: What is the process of a solid turning directly into a gas called?,Sublimation,Hot air rising,A substance with a pH above 7 that can neutralize acids,Ice is less dense than liquid water,A) Sublimation,Sublimation is the process by which a solid changes directly into a gas without passing through a liquid state.,Science,Matter
Which option correctly answers this: What is the study of earthquakes called?,Seismology,The process of a gas turning into a liquid,Ohm,A substance with a pH above 7 that can neutralize acids,A) Seismology,Seismology is the scientific study of earthquakes and the movement of seismic waves through the Earth.,Science,Earth Science
Which option correctly answers this: What is inertia?,To carry oxygen throughout the body,The Law of Inertia,The tendency of an object to resist a change in its state of motion,Albert Einstein,C) The tendency of an object to resist a change in its state of motion,"Inertia is the natural tendency of an object to resist changes to its state of motion, as described by Newton's First Law.",Science,Force & Motion
What is the study of substances and their reactions called?,Sublimation,Metamorphosis,A force that resists relative motion between two surfaces,Chemistry,D) Chemistry,"Chemistry is the branch of science that studies substances, their properties, and the reactions between them.",Science,Chemistry
What is the powerhouse of the cell?,Hot air rising,Mitochondria,The genetic material that carries hereditary information,Heart,B) Mitochondria,"Mitochondria generate most of the cell's supply of ATP, the energy currency of the cell.",Science,Biology
Which option correctly answers this: Who developed the periodic table of elements?,Nitrogen,Albert Einstein,Dmitri Mendeleev,A community of living organisms interacting with their physical environment,C) Dmitri Mendeleev,"Dmitri Mendeleev developed an early version of the periodic table, organizing elements by atomic weight and properties.",Science,Scientific Discoveries
Which option correctly answers this: What is the powerhouse of the cell?,H₂O,Mitochondria,Refraction and dispersion of sunlight through water droplets,White blood cells,B) Mitochondria,"Mitochondria generate most of the cell's supply of ATP, the energy currency of the cell.",Science,Biology
Choose the correct answer: What is the function of red blood cells?,Mercury,To carry oxygen throughout the body,Isaac Newton,The tendency of an object to resist a change in its state of motion,B) To carry oxygen throughout the body,"Red blood cells contain hemoglobin, which binds to oxygen and transports it throughout the body.",Science,Biology
Quiz question: What is the speed of light in a vacuum?,The tendency of an object to resist a change in its state of motion,"Approximately 300,000 km per second",Mercury,A substance with a pH above 7 that can neutralize acids,"B) Approximately 300,000 km per second","Light travels at approximately 300,000 kilometers per second (or about 3×10^8 m/s) in a vacuum.",Science,Physics
Which option correctly answers this: What is the SI unit of force?,A force that resists relative motion between two surfaces,About 37°C,Transpiration,Newton,D) Newton,"The SI unit of force is the Newton, named after Sir Isaac Newton.",Science,Physics
Which option correctly answers this: What is condensation?,Heart,The process of a gas turning into a liquid,7,Geology,B) The process of a gas turning into a liquid,"Condensation is the process by which water vapor (gas) turns back into liquid water, often forming clouds or dew.",Science,Earth Science
Choose the correct answer: What is the study of matter and energy called?,Charles Darwin,100°C,The genetic material that carries hereditary information,Physics,D) Physics,"Physics is the branch of science that studies matter, energy, and the forces between them.",Science,Physics
Which option correctly answers this: What is the freezing point of water in Celsius?,The movement of water molecules through a semi-permeable membrane,A substance with a pH above 7 that can neutralize acids,"Solid, liquid, and gas",0°C,D) 0°C,Water freezes at 0°C (32°F) under standard atmospheric pressure.,Science,Physics
What is the SI unit of force?,Newton,To carry oxygen throughout the body,The Law of Inertia,The genetic material that carries hereditary information,A) Newton,"The SI unit of force is the Newton, named after Sir Isaac Newton.",Science,Physics
Choose the correct answer: What is the pH value of a neutral solution?,About 37°C,Seismology,The process by which plants convert sunlight into chemical energy,7,D) 7,"A neutral solution, like pure water, has a pH value of exactly 7 on the pH scale.",Science,Chemistry
What is the SI unit of force?,The process of a gas turning into a liquid,0°C,To carry oxygen throughout the body,Newton,D) Newton,"The SI unit of force is the Newton, named after Sir Isaac Newton.",Science,Physics
Which option correctly answers this: What is Newton's First Law of Motion also known as?,A substance that releases hydrogen ions in water and has a pH below 7,Albert Einstein,The Law of Inertia,Anything that has mass and occupies space,C) The Law of Inertia,"Newton's First Law, the Law of Inertia, states that an object remains at rest or in uniform motion unless acted upon by a force.",Science,Force & Motion
Choose the correct answer: Why does ice float on water?,A substance with a pH above 7 that can neutralize acids,Ice is less dense than liquid water,Albert Einstein,The process of a gas turning into a liquid,B) Ice is less dense than liquid water,"Ice is less dense than liquid water because its molecules form a hexagonal lattice that takes up more space, so it floats.",Science,Matter
Choose the correct answer: What is the study of earthquakes called?,100°C,Hot air rising,Seismology,Vitamin D,C) Seismology,Seismology is the scientific study of earthquakes and the movement of seismic waves through the Earth.,Science,Earth Science
Quiz question: Why do we see lightning before we hear thunder?,Light travels faster than sound,Mitochondria,Transpiration,Solar energy,A) Light travels faster than sound,"Light travels much faster than sound, so we see a lightning flash before we hear the resulting thunder.",Science,Everyday Science
Quiz question: Why does ice float on water?,Ice is less dense than liquid water,A substance that releases hydrogen ions in water and has a pH below 7,Solar energy,White blood cells,A) Ice is less dense than liquid water,"Ice is less dense than liquid water because its molecules form a hexagonal lattice that takes up more space, so it floats.",Science,Matter
Which option correctly answers this: What is the pH value of a neutral solution?,7,Sublimation,Light travels faster than sound,0°C,A) 7,"A neutral solution, like pure water, has a pH value of exactly 7 on the pH scale.",Science,Chemistry
Quiz question: Who is known for the theory of evolution by natural selection?,The process by which plants convert sunlight into chemical energy,The Law of Inertia,Oxygen,Charles Darwin,D) Charles Darwin,Charles Darwin proposed the theory of evolution by natural selection in his book 'On the Origin of Species'.,Science,Scientists
Quiz question: What is the study of substances and their reactions called?,A force that resists relative motion between two surfaces,Chemistry,Geology,The process of a gas turning into a liquid,B) Chemistry,"Chemistry is the branch of science that studies substances, their properties, and the reactions between them.",Science,Chemistry
Choose the correct answer: What force keeps planets in orbit around the sun?,Chemistry,Gravity,Dmitri Mendeleev,To carry oxygen throughout the body,B) Gravity,Gravity is the force of attraction that keeps planets in orbit around the sun.,Science,Force & Motion
Which option correctly answers this: What is a base (chemistry)?,Newton,A substance with a pH above 7 that can neutralize acids,Anything that has mass and occupies space,The smallest unit of matter that retains the properties of an element,B) A substance with a pH above 7 that can neutralize acids,"A base is a substance with a pH above 7, capable of neutralizing acids in a chemical reaction.",Science,Chemistry
What is DNA?,Mercury,The genetic material that carries hereditary information,Physics,To carry oxygen throughout the body,B) The genetic material that carries hereditary information,DNA (deoxyribonucleic acid) is the molecule that carries genetic instructions in living organisms.,Science,Biology
What is the boiling point of water at sea level?,White blood cells,100°C,"Approximately 300,000 km per second",Gravity,B) 100°C,"At sea level (standard atmospheric pressure), water boils at 100°C (212°F).",Science,Physics
What is condensation?,Anything that has mass and occupies space,Solar energy,The process of a gas turning into a liquid,Isaac Newton,C) The process of a gas turning into a liquid,"Condensation is the process by which water vapor (gas) turns back into liquid water, often forming clouds or dew.",Science,Earth Science
Choose the correct answer: Why do we see lightning before we hear thunder?,Geology,Light travels faster than sound,A substance that releases hydrogen ions in water and has a pH below 7,Biology,B) Light travels faster than sound,"Light travels much faster than sound, so we see a lightning flash before we hear the resulting thunder.",Science,Everyday Science
What is photosynthesis?,A force that resists relative motion between two surfaces,The process by which plants convert sunlight into chemical energy,Seismology,Newton,B) The process by which plants convert sunlight into chemical energy,"Photosynthesis is the process by which green plants use sunlight, water, and carbon dioxide to produce glucose and oxygen.",Science,Biology
What is the function of red blood cells?,The tendency of an object to resist a change in its state of motion,Biology,To carry oxygen throughout the body,The process of a liquid turning into vapor,C) To carry oxygen throughout the body,"Red blood cells contain hemoglobin, which binds to oxygen and transports it throughout the body.",Science,Biology
Quiz question: Which metal is liquid at room temperature?,Mercury,Alexander Fleming,Charles Darwin,Oxygen,A) Mercury,Mercury is the only metal that exists in liquid form at standard room temperature.,Science,Chemistry
"Choose the correct answer: Who is credited with discovering gravity through observations including a falling apple, according to popular legend?",Dmitri Mendeleev,Isaac Newton,Nitrogen,The genetic material that carries hereditary information,B) Isaac Newton,"Sir Isaac Newton is credited with formulating the law of universal gravitation, popularly linked to the story of a falling apple.",Science,Scientists
Quiz question: Which metal is liquid at room temperature?,100°C,Mercury,Heart,"Approximately 300,000 km per second",B) Mercury,Mercury is the only metal that exists in liquid form at standard room temperature.,Science,Chemistry
What is the main gas that makes up Earth's atmosphere by volume?,Nitrogen,Alexander Fleming,To carry oxygen throughout the body,A substance that releases hydrogen ions in water and has a pH below 7,A) Nitrogen,"Nitrogen makes up about 78% of Earth's atmosphere by volume, more than any other gas.",Science,Earth Science
Which metal is liquid at room temperature?,"Approximately 300,000 km per second",The genetic material that carries hereditary information,To carry oxygen throughout the body,Mercury,D) Mercury,Mercury is the only metal that exists in liquid form at standard room temperature.,Science,Chemistry
Choose the correct answer: What is the largest organ in the human body?,7,Dmitri Mendeleev,Skin,Charles Darwin,C) Skin,"The skin is the largest organ of the human body, covering and protecting internal tissues.",Science,Biology
Which option correctly answers this: Why does ice float on water?,Heart,100°C,Ice is less dense than liquid water,A substance that releases hydrogen ions in water and has a pH below 7,C) Ice is less dense than liquid water,"Ice is less dense than liquid water because its molecules form a hexagonal lattice that takes up more space, so it floats.",Science,Matter
Choose the correct answer: What everyday phenomenon is explained by the fact that hot air is less dense than cold air?,Hot air rising,Chemistry,Gravity,Solar energy,A) Hot air rising,"Hot air rises because it is less dense than cooler surrounding air, a principle used in hot air balloons.",Science,Everyday Science
What is the study of living organisms called?,Heart,Seismology,A substance with a pH above 7 that can neutralize acids,Biology,D) Biology,Biology is the scientific study of living organisms and their processes.,Science,Biology
Choose the correct answer: What is the chemical symbol for oxygen?,O,The Law of Inertia,H₂O,Metamorphosis,A) O,The chemical symbol for oxygen on the periodic table is 'O'.,Science,Chemistry
Quiz question: What is the function of red blood cells?,Chemistry,To carry oxygen throughout the body,Ohm,Light travels faster than sound,B) To carry oxygen throughout the body,"Red blood cells contain hemoglobin, which binds to oxygen and transports it throughout the body.",Science,Biology
"What is the study of the origin, history, and structure of the Earth called?",O,Solar energy,Geology,White blood cells,C) Geology,"Geology is the scientific study of the Earth's physical structure, substances, history, and processes.",Science,Earth Science
Quiz question: What are the three states of matter commonly studied in basic science?,"Solid, liquid, and gas",Metamorphosis,Newton,Mercury,"A) Solid, liquid, and gas","The three common states of matter are solid, liquid, and gas, each with distinct molecular arrangements.",Science,Matter
What is the chemical symbol for oxygen?,"Approximately 300,000 km per second",Hot air rising,Physics,O,D) O,The chemical symbol for oxygen on the periodic table is 'O'.,Science,Chemistry
Quiz question: What is the process by which plants lose water through their leaves called?,Hot air rising,Physics,Isaac Newton,Transpiration,D) Transpiration,Transpiration is the process by which water evaporates from plant leaves through small pores called stomata.,Science,Biology
What is DNA?,The genetic material that carries hereditary information,O,The tendency of an object to resist a change in its state of motion,A force that resists relative motion between two surfaces,A) The genetic material that carries hereditary information,DNA (deoxyribonucleic acid) is the molecule that carries genetic instructions in living organisms.,Science,Biology
Which option correctly answers this: What is inertia?,Albert Einstein,The tendency of an object to resist a change in its state of motion,Geology,Physics,B) The tendency of an object to resist a change in its state of motion,"Inertia is the natural tendency of an object to resist changes to its state of motion, as described by Newton's First Law.",Science,Force & Motion
What is friction?,100°C,Mitochondria,"Approximately 300,000 km per second",A force that resists relative motion between two surfaces,D) A force that resists relative motion between two surfaces,Friction is a force that opposes the relative motion of two surfaces in contact.,Science,Force & Motion
Which option correctly answers this: What gas do humans need for respiration?,The process of a gas turning into a liquid,Oxygen,The process of a liquid turning into vapor,A substance with a pH above 7 that can neutralize acids,B) Oxygen,"Humans need oxygen for cellular respiration, which releases energy from food.",Science,Biology
Quiz question: What is the chemical formula of water?,7,Nitrogen,H₂O,A community of living organisms interacting with their physical environment,C) H₂O,"Water is made of two hydrogen atoms and one oxygen atom, giving the formula H₂O.",Science,Chemistry
Quiz question: What is the study of earthquakes called?,The genetic material that carries hereditary information,Seismology,Isaac Newton,About 37°C,B) Seismology,Seismology is the scientific study of earthquakes and the movement of seismic waves through the Earth.,Science,Earth Science
Who discovered penicillin?,Vitamin D,Geology,Alexander Fleming,The movement of water molecules through a semi-permeable membrane,C) Alexander Fleming,"Alexander Fleming discovered penicillin in 1928, leading to the development of antibiotics.",Science,Scientific Discoveries
Choose the correct answer: What is an acid?,Refraction and dispersion of sunlight through water droplets,A substance that releases hydrogen ions in water and has a pH below 7,Metamorphosis,7,B) A substance that releases hydrogen ions in water and has a pH below 7,An acid is a substance that releases hydrogen ions (H+) when dissolved in water and has a pH value below 7.,Science,Chemistry
What is the boiling point of water at sea level?,Skin,Ice is less dense than liquid water,Light travels faster than sound,100°C,D) 100°C,"At sea level (standard atmospheric pressure), water boils at 100°C (212°F).",Science,Physics
Quiz question: What is the study of substances and their reactions called?,Ohm,Hot air rising,Vitamin D,Chemistry,D) Chemistry,"Chemistry is the branch of science that studies substances, their properties, and the reactions between them.",Science,Chemistry
Choose the correct answer: What is an acid?,A substance that releases hydrogen ions in water and has a pH below 7,Solar energy,Ohm,The tendency of an object to resist a change in its state of motion,A) A substance that releases hydrogen ions in water and has a pH below 7,An acid is a substance that releases hydrogen ions (H+) when dissolved in water and has a pH value below 7.,Science,Chemistry
What is an ecosystem?,Albert Einstein,The process of a gas turning into a liquid,Dmitri Mendeleev,A community of living organisms interacting with their physical environment,D) A community of living organisms interacting with their physical environment,An ecosystem consists of a community of living organisms interacting with each other and their physical environment.,Science,Everyday Science
Quiz question: What is the function of red blood cells?,A substance with a pH above 7 that can neutralize acids,Chemistry,The genetic material that carries hereditary information,To carry oxygen throughout the body,D) To carry oxygen throughout the body,"Red blood cells contain hemoglobin, which binds to oxygen and transports it throughout the body.",Science,Biology
Choose the correct answer: What is the freezing point of water in Celsius?,The tendency of an object to resist a change in its state of motion,Vitamin D,0°C,Heart,C) 0°C,Water freezes at 0°C (32°F) under standard atmospheric pressure.,Science,Physics
Choose the correct answer: What is photosynthesis?,Alexander Fleming,Refraction and dispersion of sunlight through water droplets,The movement of water molecules through a semi-permeable membrane,The process by which plants convert sunlight into chemical energy,D) The process by which plants convert sunlight into chemical energy,"Photosynthesis is the process by which green plants use sunlight, water, and carbon dioxide to produce glucose and oxygen.",Science,Biology
Choose the correct answer: What is the chemical formula of water?,The process by which plants convert sunlight into chemical energy,Mitochondria,"Approximately 300,000 km per second",H₂O,D) H₂O,"Water is made of two hydrogen atoms and one oxygen atom, giving the formula H₂O.",Science,Chemistry
Choose the correct answer: What is an ecosystem?,A community of living organisms interacting with their physical environment,A force that resists relative motion between two surfaces,The process of a gas turning into a liquid,7,A) A community of living organisms interacting with their physical environment,An ecosystem consists of a community of living organisms interacting with each other and their physical environment.,Science,Everyday Science
Quiz question: Which scientist proposed the theory of relativity?,Vitamin D,White blood cells,Albert Einstein,The smallest unit of matter that retains the properties of an element,C) Albert Einstein,"Albert Einstein developed the theory of relativity, revolutionizing the understanding of space, time, and gravity.",Science,Scientists
Quiz question: What is DNA?,The genetic material that carries hereditary information,Sublimation,Metamorphosis,Gravity,A) The genetic material that carries hereditary information,DNA (deoxyribonucleic acid) is the molecule that carries genetic instructions in living organisms.,Science,Biology
Which option correctly answers this: What is an atom?,The tendency of an object to resist a change in its state of motion,Oxygen,The smallest unit of matter that retains the properties of an element,Solar energy,C) The smallest unit of matter that retains the properties of an element,"An atom is the basic building block of matter, the smallest unit that retains the chemical properties of an element.",Science,Matter
Who discovered penicillin?,Heart,100°C,Alexander Fleming,Isaac Newton,C) Alexander Fleming,"Alexander Fleming discovered penicillin in 1928, leading to the development of antibiotics.",Science,Scientific Discoveries
Choose the correct answer: Who developed the periodic table of elements?,Dmitri Mendeleev,Skin,100°C,The genetic material that carries hereditary information,A) Dmitri Mendeleev,"Dmitri Mendeleev developed an early version of the periodic table, organizing elements by atomic weight and properties.",Science,Scientific Discoveries
Choose the correct answer: What is matter?,Biology,Charles Darwin,Seismology,Anything that has mass and occupies space,D) Anything that has mass and occupies space,"Matter is anything that has mass and takes up space, existing in states such as solid, liquid, and gas.",Science,Matter
Choose the correct answer: Which is a renewable source of energy?,Isaac Newton,Sublimation,The process of a gas turning into a liquid,Solar energy,D) Solar energy,"Solar energy is renewable because it comes from the sun, a source that will not run out on a human timescale.",Science,Energy
Which option correctly answers this: What everyday phenomenon is explained by the fact that hot air is less dense than cold air?,A community of living organisms interacting with their physical environment,Skin,0°C,Hot air rising,D) Hot air rising,"Hot air rises because it is less dense than cooler surrounding air, a principle used in hot air balloons.",Science,Everyday Science
Quiz question: Which is a renewable source of energy?,100°C,The tendency of an object to resist a change in its state of motion,Solar energy,The process by which plants convert sunlight into chemical energy,C) Solar energy,"Solar energy is renewable because it comes from the sun, a source that will not run out on a human timescale.",Science,Energy
What is photosynthesis?,Skin,The process by which plants convert sunlight into chemical energy,Light travels faster than sound,The smallest unit of matter that retains the properties of an element,B) The process by which plants convert sunlight into chemical energy,"Photosynthesis is the process by which green plants use sunlight, water, and carbon dioxide to produce glucose and oxygen.",Science,Biology
What is the freezing point of water in Celsius?,0°C,Nitrogen,A community of living organisms interacting with their physical environment,Light travels faster than sound,A) 0°C,Water freezes at 0°C (32°F) under standard atmospheric pressure.,Science,Physics
What is an atom?,Biology,The smallest unit of matter that retains the properties of an element,Mercury,The Law of Inertia,B) The smallest unit of matter that retains the properties of an element,"An atom is the basic building block of matter, the smallest unit that retains the chemical properties of an element.",Science,Matter
What is the unit of electrical resistance?,Ohm,The process of a gas turning into a liquid,Oxygen,Physics,A) Ohm,"The unit of electrical resistance is the Ohm, symbolized by the Greek letter Omega.",Science,Physics
Quiz question: What is the SI unit of force?,Gravity,Newton,0°C,Isaac Newton,B) Newton,"The SI unit of force is the Newton, named after Sir Isaac Newton.",Science,Physics
Which option correctly answers this: What are the three states of matter commonly studied in basic science?,Light travels faster than sound,White blood cells,Transpiration,"Solid, liquid, and gas","D) Solid, liquid, and gas","The three common states of matter are solid, liquid, and gas, each with distinct molecular arrangements.",Science,Matter
Choose the correct answer: Which scientist proposed the theory of relativity?,7,A substance with a pH above 7 that can neutralize acids,Geology,Albert Einstein,D) Albert Einstein,"Albert Einstein developed the theory of relativity, revolutionizing the understanding of space, time, and gravity.",Science,Scientists
Choose the correct answer: What gas do humans need for respiration?,The smallest unit of matter that retains the properties of an element,Oxygen,Hot air rising,0°C,B) Oxygen,"Humans need oxygen for cellular respiration, which releases energy from food.",Science,Biology
What is Newton's First Law of Motion also known as?,Hot air rising,The Law of Inertia,7,Dmitri Mendeleev,B) The Law of Inertia,"Newton's First Law, the Law of Inertia, states that an object remains at rest or in uniform motion unless acted upon by a force.",Science,Force & Motion
Quiz question: What is the process of a solid turning directly into a gas called?,To carry oxygen throughout the body,Nitrogen,Metamorphosis,Sublimation,D) Sublimation,Sublimation is the process by which a solid changes directly into a gas without passing through a liquid state.,Science,Matter
Choose the correct answer: Why do we see lightning before we hear thunder?,Oxygen,Chemistry,Light travels faster than sound,A substance with a pH above 7 that can neutralize acids,C) Light travels faster than sound,"Light travels much faster than sound, so we see a lightning flash before we hear the resulting thunder.",Science,Everyday Science
Quiz question: What is evaporation?,The process of a liquid turning into vapor,White blood cells,H₂O,Transpiration,A) The process of a liquid turning into vapor,"Evaporation is the process by which a liquid changes into a gas or vapor, typically due to heat.",Science,Earth Science
Which option correctly answers this: What is an ecosystem?,The tendency of an object to resist a change in its state of motion,To carry oxygen throughout the body,A community of living organisms interacting with their physical environment,Ohm,C) A community of living organisms interacting with their physical environment,An ecosystem consists of a community of living organisms interacting with each other and their physical environment.,Science,Everyday Science
What are the three states of matter commonly studied in basic science?,100°C,"Solid, liquid, and gas",Transpiration,Newton,"B) Solid, liquid, and gas","The three common states of matter are solid, liquid, and gas, each with distinct molecular arrangements.",Science,Matter
Choose the correct answer: Which scientist proposed the theory of relativity?,A force that resists relative motion between two surfaces,Geology,Albert Einstein,7,C) Albert Einstein,"Albert Einstein developed the theory of relativity, revolutionizing the understanding of space, time, and gravity.",Science,Scientists
Choose the correct answer: Which scientist proposed the theory of relativity?,The smallest unit of matter that retains the properties of an element,The process by which plants convert sunlight into chemical energy,Isaac Newton,Albert Einstein,D) Albert Einstein,"Albert Einstein developed the theory of relativity, revolutionizing the understanding of space, time, and gravity.",Science,Scientists
Quiz question: What gas do humans need for respiration?,Seismology,Solar energy,Oxygen,Metamorphosis,C) Oxygen,"Humans need oxygen for cellular respiration, which releases energy from food.",Science,Biology
Quiz question: What is the process by which plants lose water through their leaves called?,To carry oxygen throughout the body,The tendency of an object to resist a change in its state of motion,Geology,Transpiration,D) Transpiration,Transpiration is the process by which water evaporates from plant leaves through small pores called stomata.,Science,Biology
Which option correctly answers this: Who developed the periodic table of elements?,7,Geology,The genetic material that carries hereditary information,Dmitri Mendeleev,D) Dmitri Mendeleev,"Dmitri Mendeleev developed an early version of the periodic table, organizing elements by atomic weight and properties.",Science,Scientific Discoveries
Quiz question: Which blood cells help fight infection?,White blood cells,A community of living organisms interacting with their physical environment,Oxygen,Solar energy,A) White blood cells,White blood cells are part of the immune system and help the body fight infections.,Science,Biology
Which option correctly answers this: What is the speed of light in a vacuum?,0°C,"Approximately 300,000 km per second",About 37°C,Heart,"B) Approximately 300,000 km per second","Light travels at approximately 300,000 kilometers per second (or about 3×10^8 m/s) in a vacuum.",Science,Physics
Which option correctly answers this: Who discovered penicillin?,The smallest unit of matter that retains the properties of an element,Mercury,Sublimation,Alexander Fleming,D) Alexander Fleming,"Alexander Fleming discovered penicillin in 1928, leading to the development of antibiotics.",Science,Scientific Discoveries
Choose the correct answer: What gas do humans need for respiration?,Oxygen,"Approximately 300,000 km per second",The genetic material that carries hereditary information,The movement of water molecules through a semi-permeable membrane,A) Oxygen,"Humans need oxygen for cellular respiration, which releases energy from food.",Science,Biology
Which option correctly answers this: What is an acid?,Ice is less dense than liquid water,Refraction and dispersion of sunlight through water droplets,A substance that releases hydrogen ions in water and has a pH below 7,The process of a liquid turning into vapor,C) A substance that releases hydrogen ions in water and has a pH below 7,An acid is a substance that releases hydrogen ions (H+) when dissolved in water and has a pH value below 7.,Science,Chemistry
Choose the correct answer: What is a base (chemistry)?,A substance with a pH above 7 that can neutralize acids,The process by which plants convert sunlight into chemical energy,Albert Einstein,Ohm,A) A substance with a pH above 7 that can neutralize acids,"A base is a substance with a pH above 7, capable of neutralizing acids in a chemical reaction.",Science,Chemistry
