Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which statement correctly explains prototyping?,Designing user interfaces specifically for websites and web applications,The structural organization of content within a product to support usability,"Creating an interactive, testable model of a design before full development",Designing user interfaces specifically optimized for smartphones and tablets,"C) Creating an interactive, testable model of a design before full development","Prototyping involves creating an interactive, testable model of a design to validate ideas before full development.",UI/UX Design,Prototyping
What is web UI design?,The structural organization of content within a product to support usability,"A basic, low-fidelity visual layout of a page or screen's structure","A fictional representation of a target user, based on research",Designing user interfaces specifically for websites and web applications,D) Designing user interfaces specifically for websites and web applications,"Web UI design focuses on creating interfaces for websites and web applications, considering browsers and varying screen sizes.",UI/UX Design,Web UI
Choose the correct definition of a heuristic evaluation.,The arrangement of visual elements on a page or screen,Designing user interfaces specifically optimized for smartphones and tablets,A usability inspection method where experts review an interface against established principles,A design approach ensuring interfaces adapt well to different screen sizes,C) A usability inspection method where experts review an interface against established principles,A heuristic evaluation is a usability inspection method where experts review an interface against a set of established design principles.,UI/UX Design,Usability
Which of the following best describes information architecture?,The study of how colors interact and how they can be combined effectively,The structural organization of content within a product to support usability,A design approach ensuring interfaces adapt well to different screen sizes,Designing products to be usable by people with a wide range of abilities,B) The structural organization of content within a product to support usability,Information architecture involves organizing and structuring content within a product to support findability and usability.,UI/UX Design,UX Design Basics
visual hierarchy can be best defined as which of the following?,The arrangement of design elements to show their order of importance,The study of how colors interact and how they can be combined effectively,Empty space in a design used to improve clarity and focus,A structure of columns and rows used to align and organize layout elements,A) The arrangement of design elements to show their order of importance,Visual hierarchy is the arrangement of design elements to guide the viewer's attention according to their order of importance.,UI/UX Design,Layout Design
Which option best explains the meaning of contrast (design principle)?,"The degree of visual difference between elements, used to create emphasis",Empty space in a design used to improve clarity and focus,"A simple, quick prototype used to test basic concepts and flow",The study of how colors interact and how they can be combined effectively,"A) The degree of visual difference between elements, used to create emphasis","Contrast is a design principle referring to the visual difference between elements, used to create emphasis and hierarchy.",UI/UX Design,Visual Design
Choose the correct definition of visual design.,The arrangement of design elements to show their order of importance,"The aspect of design focused on aesthetics like color, imagery, and typography",A structure of columns and rows used to align and organize layout elements,A design approach ensuring interfaces adapt well to different screen sizes,"B) The aspect of design focused on aesthetics like color, imagery, and typography","Visual design focuses on the aesthetic elements of a product, including color, imagery, typography, and layout.",UI/UX Design,Visual Design
Choose the correct definition of a mood board.,The process of studying users' needs and behaviors to inform design decisions,"The degree of visual difference between elements, used to create emphasis",The art and technique of arranging type to make written language readable and appealing,A visual collage used to convey a design direction's style and feel,D) A visual collage used to convey a design direction's style and feel,"A mood board is a visual collage of images, colors, and textures used to convey the intended style and feel of a design.",UI/UX Design,Visual Design
a low-fidelity prototype can be best defined as which of the following?,"A simple, quick prototype used to test basic concepts and flow",Designing user interfaces specifically optimized for smartphones and tablets,The design of the visual and interactive elements a user interacts with,A visual collage used to convey a design direction's style and feel,"A) A simple, quick prototype used to test basic concepts and flow","A low-fidelity prototype is a simple, often sketch-based, prototype used to quickly test basic concepts and user flow.",UI/UX Design,Prototyping
Which of the following best describes information architecture?,Designing user interfaces specifically for websites and web applications,A map showing the steps a user takes to accomplish a goal with a product,The structural organization of content within a product to support usability,A popular collaborative design and prototyping tool used by UI/UX designers,C) The structural organization of content within a product to support usability,Information architecture involves organizing and structuring content within a product to support findability and usability.,UI/UX Design,UX Design Basics
What is a grid system (design)?,Comparing two versions of a design to see which performs better with users,Designing user interfaces specifically for websites and web applications,A popular collaborative design and prototyping tool used by UI/UX designers,A structure of columns and rows used to align and organize layout elements,D) A structure of columns and rows used to align and organize layout elements,A grid system is a structural framework of columns and rows used to align and organize layout elements consistently.,UI/UX Design,Layout Design
Which statement correctly explains information architecture?,The structural organization of content within a product to support usability,The design of the overall experience and usability a user has with a product,"A detailed, polished prototype closely resembling the final product",The design of how users interact with a product through actions like clicks and gestures,A) The structural organization of content within a product to support usability,Information architecture involves organizing and structuring content within a product to support findability and usability.,UI/UX Design,UX Design Basics
Which of the following best describes usability?,Designing user interfaces specifically for websites and web applications,"The aspect of design focused on aesthetics like color, imagery, and typography",How easy and efficient a product is for users to accomplish their goals,The arrangement of visual elements on a page or screen,C) How easy and efficient a product is for users to accomplish their goals,"Usability measures how easy, efficient, and satisfying it is for users to accomplish their goals using a product.",UI/UX Design,Usability
Choose the correct definition of usability.,A map showing the steps a user takes to accomplish a goal with a product,Designing user interfaces specifically optimized for smartphones and tablets,"The aspect of design focused on aesthetics like color, imagery, and typography",How easy and efficient a product is for users to accomplish their goals,D) How easy and efficient a product is for users to accomplish their goals,"Usability measures how easy, efficient, and satisfying it is for users to accomplish their goals using a product.",UI/UX Design,Usability
Which option best explains the meaning of white space (negative space)?,"A simple, quick prototype used to test basic concepts and flow","The degree of visual difference between elements, used to create emphasis",The process of studying users' needs and behaviors to inform design decisions,Empty space in a design used to improve clarity and focus,D) Empty space in a design used to improve clarity and focus,"White space, or negative space, is the empty area in a design that helps improve visual clarity, focus, and balance.",UI/UX Design,Layout Design
visual design can be best defined as which of the following?,Designing user interfaces specifically optimized for smartphones and tablets,"The aspect of design focused on aesthetics like color, imagery, and typography",The study of how colors interact and how they can be combined effectively,A collection of reusable components and standards used to build consistent products,"B) The aspect of design focused on aesthetics like color, imagery, and typography","Visual design focuses on the aesthetic elements of a product, including color, imagery, typography, and layout.",UI/UX Design,Visual Design
What is a design system?,The arrangement of visual elements on a page or screen,A collection of reusable components and standards used to build consistent products,"The aspect of design focused on aesthetics like color, imagery, and typography",A design approach ensuring interfaces adapt well to different screen sizes,B) A collection of reusable components and standards used to build consistent products,"A design system is a collection of reusable UI components, guidelines, and standards used to build consistent digital products.",UI/UX Design,Design Systems
Which option best explains the meaning of a design system?,A design approach ensuring interfaces adapt well to different screen sizes,The structural organization of content within a product to support usability,A collection of reusable components and standards used to build consistent products,Designing user interfaces specifically optimized for smartphones and tablets,C) A collection of reusable components and standards used to build consistent products,"A design system is a collection of reusable UI components, guidelines, and standards used to build consistent digital products.",UI/UX Design,Design Systems
Choose the correct definition of web UI design.,Empty space in a design used to improve clarity and focus,A visual collage used to convey a design direction's style and feel,Designing user interfaces specifically for websites and web applications,The arrangement of design elements to show their order of importance,C) Designing user interfaces specifically for websites and web applications,"Web UI design focuses on creating interfaces for websites and web applications, considering browsers and varying screen sizes.",UI/UX Design,Web UI
What is UI design?,The design of the visual and interactive elements a user interacts with,How easy and efficient a product is for users to accomplish their goals,The structural organization of content within a product to support usability,The art and technique of arranging type to make written language readable and appealing,A) The design of the visual and interactive elements a user interacts with,"UI (User Interface) design focuses on the visual and interactive elements a user directly engages with, like buttons and layouts.",UI/UX Design,UI Design Basics
Which option best explains the meaning of white space (negative space)?,A popular collaborative design and prototyping tool used by UI/UX designers,"The degree of visual difference between elements, used to create emphasis",Empty space in a design used to improve clarity and focus,The design of the visual and interactive elements a user interacts with,C) Empty space in a design used to improve clarity and focus,"White space, or negative space, is the empty area in a design that helps improve visual clarity, focus, and balance.",UI/UX Design,Layout Design
Which option best explains the meaning of layout design?,"A basic, low-fidelity visual layout of a page or screen's structure",Comparing two versions of a design to see which performs better with users,The structural organization of content within a product to support usability,The arrangement of visual elements on a page or screen,D) The arrangement of visual elements on a page or screen,"Layout design refers to how visual elements, like text and images, are arranged and organized on a page or screen.",UI/UX Design,Layout Design
Which of the following best describes user research?,The process of studying users' needs and behaviors to inform design decisions,A collection of reusable components and standards used to build consistent products,A map showing the steps a user takes to accomplish a goal with a product,The art and technique of arranging type to make written language readable and appealing,A) The process of studying users' needs and behaviors to inform design decisions,"User research involves studying users' needs, behaviors, and pain points to inform and validate design decisions.",UI/UX Design,User Research
What is a heuristic evaluation?,A design approach ensuring interfaces adapt well to different screen sizes,"A detailed, polished prototype closely resembling the final product",Designing user interfaces specifically for websites and web applications,A usability inspection method where experts review an interface against established principles,D) A usability inspection method where experts review an interface against established principles,A heuristic evaluation is a usability inspection method where experts review an interface against a set of established design principles.,UI/UX Design,Usability
What is mobile UI design?,Designing user interfaces specifically optimized for smartphones and tablets,The arrangement of design elements to show their order of importance,Designing products to be usable by people with a wide range of abilities,How easy and efficient a product is for users to accomplish their goals,A) Designing user interfaces specifically optimized for smartphones and tablets,Mobile UI design focuses on creating interfaces specifically optimized for the smaller screens and touch interactions of mobile devices.,UI/UX Design,Mobile UI
layout design can be best defined as which of the following?,The arrangement of visual elements on a page or screen,The design of how users interact with a product through actions like clicks and gestures,A popular collaborative design and prototyping tool used by UI/UX designers,Designing user interfaces specifically optimized for smartphones and tablets,A) The arrangement of visual elements on a page or screen,"Layout design refers to how visual elements, like text and images, are arranged and organized on a page or screen.",UI/UX Design,Layout Design
Choose the correct definition of mobile UI design.,"A detailed, polished prototype closely resembling the final product",Designing user interfaces specifically optimized for smartphones and tablets,The design of the overall experience and usability a user has with a product,"The degree of visual difference between elements, used to create emphasis",B) Designing user interfaces specifically optimized for smartphones and tablets,Mobile UI design focuses on creating interfaces specifically optimized for the smaller screens and touch interactions of mobile devices.,UI/UX Design,Mobile UI
Which option best explains the meaning of a wireframe?,"Creating an interactive, testable model of a design before full development","A basic, low-fidelity visual layout of a page or screen's structure",The arrangement of design elements to show their order of importance,The design of the overall experience and usability a user has with a product,"B) A basic, low-fidelity visual layout of a page or screen's structure","A wireframe is a simple, low-fidelity visual outline showing the layout and structure of a page or screen.",UI/UX Design,Wireframes
Which of the following best describes user research?,"A design element, like a button, that prompts users to take a specific action",Designing user interfaces specifically optimized for smartphones and tablets,The design of how users interact with a product through actions like clicks and gestures,The process of studying users' needs and behaviors to inform design decisions,D) The process of studying users' needs and behaviors to inform design decisions,"User research involves studying users' needs, behaviors, and pain points to inform and validate design decisions.",UI/UX Design,User Research
What is a design system?,The design of the overall experience and usability a user has with a product,A collection of reusable components and standards used to build consistent products,The study of how colors interact and how they can be combined effectively,"A basic, low-fidelity visual layout of a page or screen's structure",B) A collection of reusable components and standards used to build consistent products,"A design system is a collection of reusable UI components, guidelines, and standards used to build consistent digital products.",UI/UX Design,Design Systems
Choose the correct definition of typography.,The design of the overall experience and usability a user has with a product,The design of how users interact with a product through actions like clicks and gestures,"The degree of visual difference between elements, used to create emphasis",The art and technique of arranging type to make written language readable and appealing,D) The art and technique of arranging type to make written language readable and appealing,"Typography is the art and technique of arranging text so it is legible, readable, and visually appealing.",UI/UX Design,Typography
What is a low-fidelity prototype?,"A basic, low-fidelity visual layout of a page or screen's structure",The design of the overall experience and usability a user has with a product,A collection of reusable components and standards used to build consistent products,"A simple, quick prototype used to test basic concepts and flow","D) A simple, quick prototype used to test basic concepts and flow","A low-fidelity prototype is a simple, often sketch-based, prototype used to quickly test basic concepts and user flow.",UI/UX Design,Prototyping
Which option best explains the meaning of interaction design?,The arrangement of visual elements on a page or screen,Comparing two versions of a design to see which performs better with users,The design of how users interact with a product through actions like clicks and gestures,The art and technique of arranging type to make written language readable and appealing,C) The design of how users interact with a product through actions like clicks and gestures,"Interaction design focuses on designing how users interact with a product, including behaviors triggered by clicks, taps, and gestures.",UI/UX Design,Interaction Design
user research can be best defined as which of the following?,The process of studying users' needs and behaviors to inform design decisions,Designing products to be usable by people with a wide range of abilities,A structure of columns and rows used to align and organize layout elements,"The degree of visual difference between elements, used to create emphasis",A) The process of studying users' needs and behaviors to inform design decisions,"User research involves studying users' needs, behaviors, and pain points to inform and validate design decisions.",UI/UX Design,User Research
Which statement correctly explains contrast (design principle)?,The structural organization of content within a product to support usability,"The degree of visual difference between elements, used to create emphasis","Creating an interactive, testable model of a design before full development",Designing products to be usable by people with a wide range of abilities,"B) The degree of visual difference between elements, used to create emphasis","Contrast is a design principle referring to the visual difference between elements, used to create emphasis and hierarchy.",UI/UX Design,Visual Design
What is prototyping?,"Creating an interactive, testable model of a design before full development",The process of studying users' needs and behaviors to inform design decisions,"A fictional representation of a target user, based on research",Designing products to be usable by people with a wide range of abilities,"A) Creating an interactive, testable model of a design before full development","Prototyping involves creating an interactive, testable model of a design to validate ideas before full development.",UI/UX Design,Prototyping
Choose the correct definition of Figma.,The structural organization of content within a product to support usability,"Creating an interactive, testable model of a design before full development",A popular collaborative design and prototyping tool used by UI/UX designers,A usability inspection method where experts review an interface against established principles,C) A popular collaborative design and prototyping tool used by UI/UX designers,Figma is a popular cloud-based design and prototyping tool widely used by UI/UX designers for collaborative work.,UI/UX Design,Figma
a grid system (design) can be best defined as which of the following?,The arrangement of visual elements on a page or screen,A structure of columns and rows used to align and organize layout elements,A usability inspection method where experts review an interface against established principles,"A basic, low-fidelity visual layout of a page or screen's structure",B) A structure of columns and rows used to align and organize layout elements,A grid system is a structural framework of columns and rows used to align and organize layout elements consistently.,UI/UX Design,Layout Design
Which statement correctly explains a user journey?,A popular collaborative design and prototyping tool used by UI/UX designers,Designing user interfaces specifically optimized for smartphones and tablets,A map showing the steps a user takes to accomplish a goal with a product,"The degree of visual difference between elements, used to create emphasis",C) A map showing the steps a user takes to accomplish a goal with a product,A user journey maps out the steps and touchpoints a user experiences while trying to accomplish a specific goal.,UI/UX Design,User Journey
Which of the following best describes information architecture?,A popular collaborative design and prototyping tool used by UI/UX designers,The study of how colors interact and how they can be combined effectively,The structural organization of content within a product to support usability,The arrangement of visual elements on a page or screen,C) The structural organization of content within a product to support usability,Information architecture involves organizing and structuring content within a product to support findability and usability.,UI/UX Design,UX Design Basics
What is color theory?,The study of how colors interact and how they can be combined effectively,Designing products to be usable by people with a wide range of abilities,"The aspect of design focused on aesthetics like color, imagery, and typography",Comparing two versions of a design to see which performs better with users,A) The study of how colors interact and how they can be combined effectively,Color theory studies how different colors interact and how they can be combined harmoniously in design.,UI/UX Design,Color Theory
Figma can be best defined as which of the following?,"A basic, low-fidelity visual layout of a page or screen's structure",A popular collaborative design and prototyping tool used by UI/UX designers,"A detailed, polished prototype closely resembling the final product",The study of how colors interact and how they can be combined effectively,B) A popular collaborative design and prototyping tool used by UI/UX designers,Figma is a popular cloud-based design and prototyping tool widely used by UI/UX designers for collaborative work.,UI/UX Design,Figma
Which of the following best describes a high-fidelity prototype?,A visual collage used to convey a design direction's style and feel,"A fictional representation of a target user, based on research","A detailed, polished prototype closely resembling the final product",The arrangement of visual elements on a page or screen,"C) A detailed, polished prototype closely resembling the final product",A high-fidelity prototype is a detailed and polished prototype that closely resembles the appearance and behavior of the final product.,UI/UX Design,Prototyping
Choose the correct definition of interaction design.,The design of how users interact with a product through actions like clicks and gestures,"The aspect of design focused on aesthetics like color, imagery, and typography","Creating an interactive, testable model of a design before full development",Designing user interfaces specifically for websites and web applications,A) The design of how users interact with a product through actions like clicks and gestures,"Interaction design focuses on designing how users interact with a product, including behaviors triggered by clicks, taps, and gestures.",UI/UX Design,Interaction Design
What is interaction design?,How easy and efficient a product is for users to accomplish their goals,The study of how colors interact and how they can be combined effectively,Designing products to be usable by people with a wide range of abilities,The design of how users interact with a product through actions like clicks and gestures,D) The design of how users interact with a product through actions like clicks and gestures,"Interaction design focuses on designing how users interact with a product, including behaviors triggered by clicks, taps, and gestures.",UI/UX Design,Interaction Design
Which of the following best describes UI design?,The design of the visual and interactive elements a user interacts with,The study of how colors interact and how they can be combined effectively,The art and technique of arranging type to make written language readable and appealing,A structure of columns and rows used to align and organize layout elements,A) The design of the visual and interactive elements a user interacts with,"UI (User Interface) design focuses on the visual and interactive elements a user directly engages with, like buttons and layouts.",UI/UX Design,UI Design Basics
a low-fidelity prototype can be best defined as which of the following?,Designing user interfaces specifically for websites and web applications,"A simple, quick prototype used to test basic concepts and flow","A basic, low-fidelity visual layout of a page or screen's structure","A fictional representation of a target user, based on research","B) A simple, quick prototype used to test basic concepts and flow","A low-fidelity prototype is a simple, often sketch-based, prototype used to quickly test basic concepts and user flow.",UI/UX Design,Prototyping
Which of the following best describes Figma?,The structural organization of content within a product to support usability,The study of how colors interact and how they can be combined effectively,A popular collaborative design and prototyping tool used by UI/UX designers,The arrangement of visual elements on a page or screen,C) A popular collaborative design and prototyping tool used by UI/UX designers,Figma is a popular cloud-based design and prototyping tool widely used by UI/UX designers for collaborative work.,UI/UX Design,Figma
Which of the following best describes information architecture?,"The aspect of design focused on aesthetics like color, imagery, and typography",The structural organization of content within a product to support usability,A structure of columns and rows used to align and organize layout elements,The process of studying users' needs and behaviors to inform design decisions,B) The structural organization of content within a product to support usability,Information architecture involves organizing and structuring content within a product to support findability and usability.,UI/UX Design,UX Design Basics
What is typography?,The art and technique of arranging type to make written language readable and appealing,The design of how users interact with a product through actions like clicks and gestures,Designing products to be usable by people with a wide range of abilities,A map showing the steps a user takes to accomplish a goal with a product,A) The art and technique of arranging type to make written language readable and appealing,"Typography is the art and technique of arranging text so it is legible, readable, and visually appealing.",UI/UX Design,Typography
What is mobile UI design?,"A detailed, polished prototype closely resembling the final product","Creating an interactive, testable model of a design before full development",The process of studying users' needs and behaviors to inform design decisions,Designing user interfaces specifically optimized for smartphones and tablets,D) Designing user interfaces specifically optimized for smartphones and tablets,Mobile UI design focuses on creating interfaces specifically optimized for the smaller screens and touch interactions of mobile devices.,UI/UX Design,Mobile UI
Which statement correctly explains contrast (design principle)?,"Creating an interactive, testable model of a design before full development",The arrangement of visual elements on a page or screen,"The degree of visual difference between elements, used to create emphasis",The art and technique of arranging type to make written language readable and appealing,"C) The degree of visual difference between elements, used to create emphasis","Contrast is a design principle referring to the visual difference between elements, used to create emphasis and hierarchy.",UI/UX Design,Visual Design
Which statement correctly explains a mood board?,"A fictional representation of a target user, based on research","A simple, quick prototype used to test basic concepts and flow",A visual collage used to convey a design direction's style and feel,The study of how colors interact and how they can be combined effectively,C) A visual collage used to convey a design direction's style and feel,"A mood board is a visual collage of images, colors, and textures used to convey the intended style and feel of a design.",UI/UX Design,Visual Design
What is information architecture?,A usability inspection method where experts review an interface against established principles,The structural organization of content within a product to support usability,Designing user interfaces specifically for websites and web applications,The arrangement of visual elements on a page or screen,B) The structural organization of content within a product to support usability,Information architecture involves organizing and structuring content within a product to support findability and usability.,UI/UX Design,UX Design Basics
Which statement correctly explains visual hierarchy?,A visual collage used to convey a design direction's style and feel,A structure of columns and rows used to align and organize layout elements,The arrangement of design elements to show their order of importance,The design of how users interact with a product through actions like clicks and gestures,C) The arrangement of design elements to show their order of importance,Visual hierarchy is the arrangement of design elements to guide the viewer's attention according to their order of importance.,UI/UX Design,Layout Design
Which of the following best describes usability?,"The degree of visual difference between elements, used to create emphasis",How easy and efficient a product is for users to accomplish their goals,The process of studying users' needs and behaviors to inform design decisions,A collection of reusable components and standards used to build consistent products,B) How easy and efficient a product is for users to accomplish their goals,"Usability measures how easy, efficient, and satisfying it is for users to accomplish their goals using a product.",UI/UX Design,Usability
Choose the correct definition of layout design.,The art and technique of arranging type to make written language readable and appealing,The arrangement of visual elements on a page or screen,"The degree of visual difference between elements, used to create emphasis",How easy and efficient a product is for users to accomplish their goals,B) The arrangement of visual elements on a page or screen,"Layout design refers to how visual elements, like text and images, are arranged and organized on a page or screen.",UI/UX Design,Layout Design
Which statement correctly explains web UI design?,The study of how colors interact and how they can be combined effectively,Designing user interfaces specifically for websites and web applications,Designing products to be usable by people with a wide range of abilities,The arrangement of visual elements on a page or screen,B) Designing user interfaces specifically for websites and web applications,"Web UI design focuses on creating interfaces for websites and web applications, considering browsers and varying screen sizes.",UI/UX Design,Web UI
Which option best explains the meaning of interaction design?,"The degree of visual difference between elements, used to create emphasis",A map showing the steps a user takes to accomplish a goal with a product,The design of how users interact with a product through actions like clicks and gestures,"A design element, like a button, that prompts users to take a specific action",C) The design of how users interact with a product through actions like clicks and gestures,"Interaction design focuses on designing how users interact with a product, including behaviors triggered by clicks, taps, and gestures.",UI/UX Design,Interaction Design
Which statement correctly explains interaction design?,A popular collaborative design and prototyping tool used by UI/UX designers,Comparing two versions of a design to see which performs better with users,"The degree of visual difference between elements, used to create emphasis",The design of how users interact with a product through actions like clicks and gestures,D) The design of how users interact with a product through actions like clicks and gestures,"Interaction design focuses on designing how users interact with a product, including behaviors triggered by clicks, taps, and gestures.",UI/UX Design,Interaction Design
color theory can be best defined as which of the following?,"The degree of visual difference between elements, used to create emphasis",The design of how users interact with a product through actions like clicks and gestures,The study of how colors interact and how they can be combined effectively,How easy and efficient a product is for users to accomplish their goals,C) The study of how colors interact and how they can be combined effectively,Color theory studies how different colors interact and how they can be combined harmoniously in design.,UI/UX Design,Color Theory
Choose the correct definition of a high-fidelity prototype.,Designing user interfaces specifically for websites and web applications,"A detailed, polished prototype closely resembling the final product","Creating an interactive, testable model of a design before full development",The study of how colors interact and how they can be combined effectively,"B) A detailed, polished prototype closely resembling the final product",A high-fidelity prototype is a detailed and polished prototype that closely resembles the appearance and behavior of the final product.,UI/UX Design,Prototyping
Which option best explains the meaning of a user journey?,The arrangement of design elements to show their order of importance,"A design element, like a button, that prompts users to take a specific action",The design of the visual and interactive elements a user interacts with,A map showing the steps a user takes to accomplish a goal with a product,D) A map showing the steps a user takes to accomplish a goal with a product,A user journey maps out the steps and touchpoints a user experiences while trying to accomplish a specific goal.,UI/UX Design,User Journey
Which option best explains the meaning of mobile UI design?,The design of the overall experience and usability a user has with a product,Designing user interfaces specifically optimized for smartphones and tablets,"A simple, quick prototype used to test basic concepts and flow","Creating an interactive, testable model of a design before full development",B) Designing user interfaces specifically optimized for smartphones and tablets,Mobile UI design focuses on creating interfaces specifically optimized for the smaller screens and touch interactions of mobile devices.,UI/UX Design,Mobile UI
Choose the correct definition of UX design.,Designing user interfaces specifically for websites and web applications,A design approach ensuring interfaces adapt well to different screen sizes,The study of how colors interact and how they can be combined effectively,The design of the overall experience and usability a user has with a product,D) The design of the overall experience and usability a user has with a product,"UX (User Experience) design focuses on the overall experience, usability, and satisfaction a user has when using a product.",UI/UX Design,UX Design Basics
Which of the following best describes Figma?,Comparing two versions of a design to see which performs better with users,A popular collaborative design and prototyping tool used by UI/UX designers,A design approach ensuring interfaces adapt well to different screen sizes,The design of the visual and interactive elements a user interacts with,B) A popular collaborative design and prototyping tool used by UI/UX designers,Figma is a popular cloud-based design and prototyping tool widely used by UI/UX designers for collaborative work.,UI/UX Design,Figma
Choose the correct definition of interaction design.,Designing products to be usable by people with a wide range of abilities,The design of how users interact with a product through actions like clicks and gestures,A map showing the steps a user takes to accomplish a goal with a product,The structural organization of content within a product to support usability,B) The design of how users interact with a product through actions like clicks and gestures,"Interaction design focuses on designing how users interact with a product, including behaviors triggered by clicks, taps, and gestures.",UI/UX Design,Interaction Design
Choose the correct definition of typography.,"The degree of visual difference between elements, used to create emphasis",The art and technique of arranging type to make written language readable and appealing,The design of the visual and interactive elements a user interacts with,The design of how users interact with a product through actions like clicks and gestures,B) The art and technique of arranging type to make written language readable and appealing,"Typography is the art and technique of arranging text so it is legible, readable, and visually appealing.",UI/UX Design,Typography
