Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which option correctly answers this: Which ancient Indian city was part of the Indus Valley Civilization?,A period of major political and social upheaval in France starting in 1789,A movement promoting the use of Indian-made goods over British imports,The Constitution of India came into effect,Mohenjo-daro,D) Mohenjo-daro,"Mohenjo-daro, in present-day Pakistan, was a major urban center of the Indus Valley Civilization.",History,Ancient History
Quiz question: What was the Renaissance?,Indira Gandhi,A campaign urging Indians to withdraw cooperation from British rule,The Vijayanagara Empire,A period of cultural rebirth in Europe starting around the 14th century,D) A period of cultural rebirth in Europe starting around the 14th century,"The Renaissance was a period of renewed interest in art, science, and learning in Europe, beginning around the 14th century.",History,World History
Which option correctly answers this: What was the French Revolution?,A period of major political and social upheaval in France starting in 1789,An administrative decision by Lord Curzon,Chandragupta Maurya,Bahadur Shah Zafar,A) A period of major political and social upheaval in France starting in 1789,"The French Revolution, beginning in 1789, was a period of radical political and social change that ended the French monarchy.",History,World History
Quiz question: Who founded the Mughal Empire in India?,A period of major political and social upheaval in France starting in 1789,The ruler of the Kingdom of Mysore,To protest the British monopoly and tax on salt,Babur,D) Babur,Babur founded the Mughal Empire in India after defeating Ibrahim Lodi at the First Battle of Panipat in 1526.,History,Medieval History
Choose the correct answer: What was the significance of 26 January 1950 in Indian history?,The Constitution of India came into effect,A freedom fighter who founded the Indian National Army,Chanakya,To protest the British monopoly and tax on salt,A) The Constitution of India came into effect,"On 26 January 1950, the Constitution of India came into effect, making India a republic.",History,Important Dates
Choose the correct answer: Who was Shivaji Maharaj?,Chandragupta Maurya,It established Mughal rule in India,Conflict between the British East India Company and the Kingdom of Mysore,Founder of the Maratha Empire,D) Founder of the Maratha Empire,"Shivaji Maharaj founded the Maratha Empire in the 17th century, known for his military tactics and governance.",History,Kings & Kingdoms
Choose the correct answer: Which dynasty ruled the Vijayanagara Empire at its founding?,The Sangama Dynasty,A period of major political and social upheaval in France starting in 1789,Shah Jahan,An administrative decision by Lord Curzon,A) The Sangama Dynasty,The Vijayanagara Empire was founded in 1336 by the Sangama Dynasty in southern India.,History,Kings & Kingdoms
Quiz question: Which ancient Indian city was part of the Indus Valley Civilization?,A 1942 movement demanding an end to British rule,A 1215 charter limiting the power of the English king,An administrative decision by Lord Curzon,Mohenjo-daro,D) Mohenjo-daro,"Mohenjo-daro, in present-day Pakistan, was a major urban center of the Indus Valley Civilization.",History,Ancient History
Choose the correct answer: Which ancient Indian emperor embraced Buddhism after the Kalinga War?,Ashoka,To protest the British monopoly and tax on salt,1989,Conflict between the British East India Company and the Kingdom of Mysore,A) Ashoka,Emperor Ashoka embraced Buddhism and non-violence after witnessing the bloodshed of the Kalinga War.,History,Ancient History
Which option correctly answers this: What was the primary cause of World War I?,The Queen of Jhansi who fought against British rule,The Mughal Empire,"A complex mix of alliances, militarism, and the assassination of Archduke Franz Ferdinand",Mohenjo-daro,"C) A complex mix of alliances, militarism, and the assassination of Archduke Franz Ferdinand","World War I was triggered by the assassination of Archduke Franz Ferdinand in 1914, amid rising militarism and alliance tensions.",History,World History
Choose the correct answer: Who founded the Mughal Empire in India?,Babur,King Narasimhadeva I of the Eastern Ganga dynasty,The Mughal Empire,Shah Jahan,A) Babur,Babur founded the Mughal Empire in India after defeating Ibrahim Lodi at the First Battle of Panipat in 1526.,History,Medieval History
Quiz question: Who was Subhas Chandra Bose?,A campaign urging Indians to withdraw cooperation from British rule,Rajendra Prasad,Dr. B. R. Ambedkar,A freedom fighter who founded the Indian National Army,D) A freedom fighter who founded the Indian National Army,"Subhas Chandra Bose, also called Netaji, founded the Indian National Army (INA) to fight for India's independence.",History,Freedom Movement
In which year did India gain independence?,To protest the British monopoly and tax on salt,The Constitution of India came into effect,1947,A 1215 charter limiting the power of the English king,C) 1947,India gained independence from British rule on 15 August 1947.,History,Modern History
Choose the correct answer: Who was Julius Caesar?,A Roman general and statesman who played a critical role in the fall of the Roman Republic,The legendary queen of Chittor,An administrative decision by Lord Curzon,The ruler of the Kingdom of Mysore,A) A Roman general and statesman who played a critical role in the fall of the Roman Republic,Julius Caesar was a Roman general and statesman whose rise to power contributed to the transition from Republic to Empire.,History,World History
Quiz question: Who is credited as the chief architect of the Indian Constitution?,A powerful king who ruled northern India in the 7th century,The Silk Road,To protest the British monopoly and tax on salt,Dr. B. R. Ambedkar,D) Dr. B. R. Ambedkar,Dr. B. R. Ambedkar chaired the Drafting Committee of the Indian Constitution and is regarded as its chief architect.,History,Indian History
Choose the correct answer: What was the significance of 26 January 1950 in Indian history?,The Constitution of India came into effect,A period of cultural rebirth in Europe starting around the 14th century,The British,Mahatma Gandhi,A) The Constitution of India came into effect,"On 26 January 1950, the Constitution of India came into effect, making India a republic.",History,Important Dates
What was the Magna Carta?,A period of major political and social upheaval in France starting in 1789,A 1215 charter limiting the power of the English king,Founder of the Maratha Empire,To resist unjust British laws through non-violent means,B) A 1215 charter limiting the power of the English king,"The Magna Carta, signed in 1215, was a charter that limited the power of the English monarchy and influenced later constitutional law.",History,World History
Choose the correct answer: Who was the first emperor of the Maurya Empire?,King Narasimhadeva I of the Eastern Ganga dynasty,A 1215 charter limiting the power of the English king,Chandragupta Maurya,1945,C) Chandragupta Maurya,"Chandragupta Maurya founded the Maurya Empire around 322 BCE, later expanded by his grandson Ashoka.",History,Ancient History
Quiz question: What was the primary goal of the Indian freedom movement's Civil Disobedience Movement?,The Silk Road,The British,To resist unjust British laws through non-violent means,A powerful king who ruled northern India in the 7th century,C) To resist unjust British laws through non-violent means,"The Civil Disobedience Movement, led by Gandhi, encouraged Indians to break specific unjust laws non-violently to challenge British rule.",History,Freedom Movement
Who is credited as the chief architect of the Indian Constitution?,Dr. B. R. Ambedkar,The Sangama Dynasty,Chanakya,A battle that established British control over Bengal,A) Dr. B. R. Ambedkar,Dr. B. R. Ambedkar chaired the Drafting Committee of the Indian Constitution and is regarded as its chief architect.,History,Indian History
Which option correctly answers this: What was the Battle of Plassey (1757)?,A 1942 movement demanding an end to British rule,The Queen of Jhansi who fought against British rule,A freedom fighter who founded the Indian National Army,A battle that established British control over Bengal,D) A battle that established British control over Bengal,"The Battle of Plassey in 1757 saw the British East India Company defeat the Nawab of Bengal, marking the start of British colonial control in India.",History,Historical Events
Which dynasty ruled the Vijayanagara Empire at its founding?,Bahadur Shah Zafar,The Sangama Dynasty,A 1942 movement demanding an end to British rule,The ruler of the Kingdom of Mysore,B) The Sangama Dynasty,The Vijayanagara Empire was founded in 1336 by the Sangama Dynasty in southern India.,History,Kings & Kingdoms
Choose the correct answer: What was the Quit India Movement?,The founder of the Mongol Empire,A Macedonian king who built one of history's largest empires,A 1942 movement demanding an end to British rule,Dr. B. R. Ambedkar,C) A 1942 movement demanding an end to British rule,"The Quit India Movement, launched by Gandhi in 1942, demanded an immediate end to British rule in India.",History,Freedom Movement
What was the French Revolution?,Indira Gandhi,The Vijayanagara Empire,A period of major political and social upheaval in France starting in 1789,To protest the British monopoly and tax on salt,C) A period of major political and social upheaval in France starting in 1789,"The French Revolution, beginning in 1789, was a period of radical political and social change that ended the French monarchy.",History,World History
The Revolt of 1857 was primarily directed against which power?,The British,A powerful king who ruled northern India in the 7th century,Rajendra Prasad,A Mughal emperor known for religious tolerance,A) The British,The Revolt of 1857 was a major uprising by Indian soldiers and rulers against British East India Company rule.,History,Historical Events
Choose the correct answer: What was the primary trigger for the Partition of Bengal in 1905?,Chandragupta Maurya,An administrative decision by Lord Curzon,Dr. B. R. Ambedkar,The legendary queen of Chittor,B) An administrative decision by Lord Curzon,Lord Curzon's 1905 decision to partition Bengal for administrative reasons sparked widespread protest and the Swadeshi Movement.,History,Historical Events
Quiz question: In which year did India gain independence?,1947,Dr. B. R. Ambedkar,An administrative decision by Lord Curzon,Mahatma Gandhi,A) 1947,India gained independence from British rule on 15 August 1947.,History,Modern History
Which option correctly answers this: Who wrote the Arthashastra?,The Constitution of India came into effect,Chanakya,The British,The Sangama Dynasty,B) Chanakya,"Chanakya (Kautilya), advisor to Chandragupta Maurya, wrote the Arthashastra, a treatise on statecraft.",History,Ancient History
Quiz question: In which year did India gain independence?,A Macedonian king who built one of history's largest empires,1947,The Constitution of India came into effect,Bahadur Shah Zafar,B) 1947,India gained independence from British rule on 15 August 1947.,History,Modern History
Quiz question: Who wrote the Arthashastra?,Chanakya,To protest the British monopoly and tax on salt,A Macedonian king who built one of history's largest empires,Founder of the Maratha Empire,A) Chanakya,"Chanakya (Kautilya), advisor to Chandragupta Maurya, wrote the Arthashastra, a treatise on statecraft.",History,Ancient History
Which option correctly answers this: Who was the first woman to become Prime Minister of India?,Indira Gandhi,The founder of the Mongol Empire,A campaign urging Indians to withdraw cooperation from British rule,To resist unjust British laws through non-violent means,A) Indira Gandhi,"Indira Gandhi became India's first female Prime Minister, first taking office in 1966.",History,Indian History
Which option correctly answers this: Which empire is associated with the ancient city of Hampi?,A period of major political and social upheaval in France starting in 1789,"A complex mix of alliances, militarism, and the assassination of Archduke Franz Ferdinand",The Vijayanagara Empire,The founder of the Mongol Empire,C) The Vijayanagara Empire,"Hampi was the capital of the Vijayanagara Empire, a major South Indian kingdom that flourished for centuries.",History,Empires
Which option correctly answers this: Who gave the slogan 'Do or Die' during the Quit India Movement?,Mahatma Gandhi,Sardar Vallabhbhai Patel,A period of major political and social upheaval in France starting in 1789,Shah Jahan,A) Mahatma Gandhi,Gandhi gave the 'Do or Die' call during his Quit India speech in August 1942.,History,Freedom Movement
Which option correctly answers this: What was the significance of the Battle of Panipat (1526)?,It established Mughal rule in India,Chandragupta Maurya,1989,Conflict between the British East India Company and the Kingdom of Mysore,A) It established Mughal rule in India,"The First Battle of Panipat in 1526 saw Babur defeat Ibrahim Lodi, establishing Mughal rule in India.",History,Historical Events
Who was Rani Padmini associated with in Indian history?,A 1215 charter limiting the power of the English king,The legendary queen of Chittor,The British,Shah Jahan,B) The legendary queen of Chittor,Rani Padmini is a legendary queen associated with the Chittor fort and stories of resistance against invaders.,History,Kings & Kingdoms
Quiz question: What was the primary purpose of the Salt March (1930)?,To protest the British monopoly and tax on salt,The British,To resist unjust British laws through non-violent means,1989,A) To protest the British monopoly and tax on salt,Gandhi led the Salt March to Dandi in 1930 to protest the British monopoly and tax on salt production.,History,Freedom Movement
Quiz question: Who led the Dandi March?,Babur,1947,A Macedonian king who built one of history's largest empires,Mahatma Gandhi,D) Mahatma Gandhi,Mahatma Gandhi led the Dandi March in 1930 to protest the British salt tax.,History,Freedom Movement
Quiz question: What was the Battle of Plassey (1757)?,1989,A battle that established British control over Bengal,King Narasimhadeva I of the Eastern Ganga dynasty,Rajendra Prasad,B) A battle that established British control over Bengal,"The Battle of Plassey in 1757 saw the British East India Company defeat the Nawab of Bengal, marking the start of British colonial control in India.",History,Historical Events
Quiz question: What was the primary cause of World War I?,A campaign urging Indians to withdraw cooperation from British rule,The Mughal Empire,The Sangama Dynasty,"A complex mix of alliances, militarism, and the assassination of Archduke Franz Ferdinand","D) A complex mix of alliances, militarism, and the assassination of Archduke Franz Ferdinand","World War I was triggered by the assassination of Archduke Franz Ferdinand in 1914, amid rising militarism and alliance tensions.",History,World History
Quiz question: What was the primary trigger for the Partition of Bengal in 1905?,King Narasimhadeva I of the Eastern Ganga dynasty,An administrative decision by Lord Curzon,The Vijayanagara Empire,Lord Mountbatten,B) An administrative decision by Lord Curzon,Lord Curzon's 1905 decision to partition Bengal for administrative reasons sparked widespread protest and the Swadeshi Movement.,History,Historical Events
Which Indian ruler is known for the Konark Sun Temple's construction?,A. O. Hume,King Narasimhadeva I of the Eastern Ganga dynasty,1945,Founder of the Maratha Empire,B) King Narasimhadeva I of the Eastern Ganga dynasty,The Konark Sun Temple was built in the 13th century under King Narasimhadeva I of the Eastern Ganga dynasty.,History,Kings & Kingdoms
Which option correctly answers this: Who was Rani Padmini associated with in Indian history?,The legendary queen of Chittor,A powerful king who ruled northern India in the 7th century,A Roman general and statesman who played a critical role in the fall of the Roman Republic,The Mughal Empire,A) The legendary queen of Chittor,Rani Padmini is a legendary queen associated with the Chittor fort and stories of resistance against invaders.,History,Kings & Kingdoms
Quiz question: Who is credited as the chief architect of the Indian Constitution?,Shah Jahan,Indira Gandhi,A. O. Hume,Dr. B. R. Ambedkar,D) Dr. B. R. Ambedkar,Dr. B. R. Ambedkar chaired the Drafting Committee of the Indian Constitution and is regarded as its chief architect.,History,Indian History
Choose the correct answer: What was the Renaissance?,The Mughal Empire,A Mughal emperor known for religious tolerance,A period of cultural rebirth in Europe starting around the 14th century,Bahadur Shah Zafar,C) A period of cultural rebirth in Europe starting around the 14th century,"The Renaissance was a period of renewed interest in art, science, and learning in Europe, beginning around the 14th century.",History,World History
"What ancient trade route connected China to the Mediterranean, passing through Central Asia?",Bahadur Shah Zafar,Dr. B. R. Ambedkar,The Silk Road,1945,C) The Silk Road,The Silk Road was an ancient network of trade routes connecting China to the Mediterranean through Central Asia.,History,World History
Which option correctly answers this: Who was Rani Lakshmibai?,The Queen of Jhansi who fought against British rule,A period of major political and social upheaval in France starting in 1789,Conflict between the British East India Company and the Kingdom of Mysore,A period of cultural rebirth in Europe starting around the 14th century,A) The Queen of Jhansi who fought against British rule,"Rani Lakshmibai, the Queen of Jhansi, was a key leader in the 1857 revolt against British rule.",History,Historical Events
Choose the correct answer: What was the Magna Carta?,A 1942 movement demanding an end to British rule,The Vijayanagara Empire,The legendary queen of Chittor,A 1215 charter limiting the power of the English king,D) A 1215 charter limiting the power of the English king,"The Magna Carta, signed in 1215, was a charter that limited the power of the English monarchy and influenced later constitutional law.",History,World History
Who was Akbar?,To resist unjust British laws through non-violent means,A Mughal emperor known for religious tolerance,The legendary queen of Chittor,Chanakya,B) A Mughal emperor known for religious tolerance,Akbar was a Mughal emperor known for his policy of religious tolerance and administrative reforms.,History,Medieval History
Choose the correct answer: Who was the last Mughal emperor?,The founder of the Mongol Empire,A 1215 charter limiting the power of the English king,Bahadur Shah Zafar,Mahatma Gandhi,C) Bahadur Shah Zafar,"Bahadur Shah Zafar was the last Mughal emperor, exiled by the British after the 1857 revolt.",History,Medieval History
Quiz question: Who was Shivaji Maharaj?,Ashoka,1945,A 1215 charter limiting the power of the English king,Founder of the Maratha Empire,D) Founder of the Maratha Empire,"Shivaji Maharaj founded the Maratha Empire in the 17th century, known for his military tactics and governance.",History,Kings & Kingdoms
Choose the correct answer: Who gave the slogan 'Do or Die' during the Quit India Movement?,Mahatma Gandhi,An administrative decision by Lord Curzon,The Constitution of India came into effect,To protest the British monopoly and tax on salt,A) Mahatma Gandhi,Gandhi gave the 'Do or Die' call during his Quit India speech in August 1942.,History,Freedom Movement
Choose the correct answer: Who founded the Indian National Congress?,A 1215 charter limiting the power of the English king,A. O. Hume,Babur,A Mughal emperor known for religious tolerance,B) A. O. Hume,"A. O. Hume, a British civil servant, helped found the Indian National Congress in 1885.",History,Freedom Movement
Who wrote the Arthashastra?,A 1942 movement demanding an end to British rule,Chanakya,Babur,A period of cultural rebirth in Europe starting around the 14th century,B) Chanakya,"Chanakya (Kautilya), advisor to Chandragupta Maurya, wrote the Arthashastra, a treatise on statecraft.",History,Ancient History
Which empire built the Red Fort in Delhi?,A. O. Hume,A battle that established British control over Bengal,The Silk Road,The Mughal Empire,D) The Mughal Empire,The Red Fort was built by Mughal emperor Shah Jahan in the 17th century as his palace fortress.,History,Empires
Who built the Taj Mahal?,A Roman general and statesman who played a critical role in the fall of the Roman Republic,Shah Jahan,A period of cultural rebirth in Europe starting around the 14th century,Indira Gandhi,B) Shah Jahan,The Mughal emperor Shah Jahan commissioned the Taj Mahal in memory of his wife Mumtaz Mahal.,History,Medieval History
Quiz question: What was the significance of 26 January 1950 in Indian history?,1989,The Constitution of India came into effect,Mahatma Gandhi,Mohenjo-daro,B) The Constitution of India came into effect,"On 26 January 1950, the Constitution of India came into effect, making India a republic.",History,Important Dates
Choose the correct answer: Who was the first Mughal emperor to rule India?,Babur,A Roman general and statesman who played a critical role in the fall of the Roman Republic,Indira Gandhi,A period of major political and social upheaval in France starting in 1789,A) Babur,"Babur was the first Mughal emperor, founding the dynasty after his victory at Panipat in 1526.",History,Medieval History
Which option correctly answers this: Which empire built the Red Fort in Delhi?,"A complex mix of alliances, militarism, and the assassination of Archduke Franz Ferdinand",It established Mughal rule in India,The Mughal Empire,The Sepoy Mutiny of 1857,C) The Mughal Empire,The Red Fort was built by Mughal emperor Shah Jahan in the 17th century as his palace fortress.,History,Empires
Quiz question: Who was the first Mughal emperor to rule India?,A battle that established British control over Bengal,1989,The Mughal Empire,Babur,D) Babur,"Babur was the first Mughal emperor, founding the dynasty after his victory at Panipat in 1526.",History,Medieval History
Choose the correct answer: What was the Swadeshi Movement?,It established Mughal rule in India,A movement promoting the use of Indian-made goods over British imports,Lord Mountbatten,King Narasimhadeva I of the Eastern Ganga dynasty,B) A movement promoting the use of Indian-made goods over British imports,"The Swadeshi Movement, prominent after the 1905 partition of Bengal, encouraged Indians to boycott British goods and support domestic industries.",History,Freedom Movement
Which empire built the Red Fort in Delhi?,Dr. B. R. Ambedkar,The Mughal Empire,Chanakya,The Sepoy Mutiny of 1857,B) The Mughal Empire,The Red Fort was built by Mughal emperor Shah Jahan in the 17th century as his palace fortress.,History,Empires
What was the Non-Cooperation Movement?,Dr. B. R. Ambedkar,A. O. Hume,A campaign urging Indians to withdraw cooperation from British rule,Mahatma Gandhi,C) A campaign urging Indians to withdraw cooperation from British rule,"Launched by Gandhi in 1920, the Non-Cooperation Movement urged Indians to boycott British goods, schools, and institutions.",History,Freedom Movement
What event marks the beginning of the First War of Indian Independence?,A 1215 charter limiting the power of the English king,The Sepoy Mutiny of 1857,The Silk Road,The Sangama Dynasty,B) The Sepoy Mutiny of 1857,"The First War of Indian Independence began in 1857, sparked initially by a mutiny among sepoys in the British Indian Army.",History,Historical Events
What was the primary trigger for the Partition of Bengal in 1905?,Dr. B. R. Ambedkar,The Queen of Jhansi who fought against British rule,The founder of the Mongol Empire,An administrative decision by Lord Curzon,D) An administrative decision by Lord Curzon,Lord Curzon's 1905 decision to partition Bengal for administrative reasons sparked widespread protest and the Swadeshi Movement.,History,Historical Events
Choose the correct answer: Who was Rani Lakshmibai?,1947,The Queen of Jhansi who fought against British rule,A powerful king who ruled northern India in the 7th century,Founder of the Maratha Empire,B) The Queen of Jhansi who fought against British rule,"Rani Lakshmibai, the Queen of Jhansi, was a key leader in the 1857 revolt against British rule.",History,Historical Events
Quiz question: What was the significance of the Battle of Panipat (1526)?,A battle that established British control over Bengal,It established Mughal rule in India,Mohenjo-daro,Dr. B. R. Ambedkar,B) It established Mughal rule in India,"The First Battle of Panipat in 1526 saw Babur defeat Ibrahim Lodi, establishing Mughal rule in India.",History,Historical Events
In which year did India gain independence?,1947,A Mughal emperor known for religious tolerance,Chanakya,A battle that established British control over Bengal,A) 1947,India gained independence from British rule on 15 August 1947.,History,Modern History
Choose the correct answer: Who was the first emperor of the Maurya Empire?,A Roman general and statesman who played a critical role in the fall of the Roman Republic,A movement promoting the use of Indian-made goods over British imports,Chandragupta Maurya,The Constitution of India came into effect,C) Chandragupta Maurya,"Chandragupta Maurya founded the Maurya Empire around 322 BCE, later expanded by his grandson Ashoka.",History,Ancient History
Choose the correct answer: In which year did India gain independence?,The Mughal Empire,Ashoka,An administrative decision by Lord Curzon,1947,D) 1947,India gained independence from British rule on 15 August 1947.,History,Modern History
Choose the correct answer: What was the French Revolution?,A period of major political and social upheaval in France starting in 1789,A battle that established British control over Bengal,The Sepoy Mutiny of 1857,It established Mughal rule in India,A) A period of major political and social upheaval in France starting in 1789,"The French Revolution, beginning in 1789, was a period of radical political and social change that ended the French monarchy.",History,World History
What was the Quit India Movement?,A 1942 movement demanding an end to British rule,Chandragupta Maurya,Bahadur Shah Zafar,A. O. Hume,A) A 1942 movement demanding an end to British rule,"The Quit India Movement, launched by Gandhi in 1942, demanded an immediate end to British rule in India.",History,Freedom Movement
Quiz question: What was the primary trigger for the Partition of Bengal in 1905?,The Sepoy Mutiny of 1857,An administrative decision by Lord Curzon,The Constitution of India came into effect,A Macedonian king who built one of history's largest empires,B) An administrative decision by Lord Curzon,Lord Curzon's 1905 decision to partition Bengal for administrative reasons sparked widespread protest and the Swadeshi Movement.,History,Historical Events
Which option correctly answers this: What was the French Revolution?,Mahatma Gandhi,A period of major political and social upheaval in France starting in 1789,It established Mughal rule in India,The ruler of the Kingdom of Mysore,B) A period of major political and social upheaval in France starting in 1789,"The French Revolution, beginning in 1789, was a period of radical political and social change that ended the French monarchy.",History,World History
Quiz question: Who wrote the Arthashastra?,Indira Gandhi,Chanakya,Dr. B. R. Ambedkar,A Macedonian king who built one of history's largest empires,B) Chanakya,"Chanakya (Kautilya), advisor to Chandragupta Maurya, wrote the Arthashastra, a treatise on statecraft.",History,Ancient History
Who was Subhas Chandra Bose?,A 1942 movement demanding an end to British rule,A freedom fighter who founded the Indian National Army,The Sangama Dynasty,A period of major political and social upheaval in France starting in 1789,B) A freedom fighter who founded the Indian National Army,"Subhas Chandra Bose, also called Netaji, founded the Indian National Army (INA) to fight for India's independence.",History,Freedom Movement
Quiz question: What was the primary cause of the Anglo-Mysore Wars?,Conflict between the British East India Company and the Kingdom of Mysore,Shah Jahan,To resist unjust British laws through non-violent means,A powerful king who ruled northern India in the 7th century,A) Conflict between the British East India Company and the Kingdom of Mysore,"The Anglo-Mysore Wars arose from conflicts between the British East India Company and rulers of Mysore, including Tipu Sultan.",History,Historical Events
Which option correctly answers this: Who gave the slogan 'Do or Die' during the Quit India Movement?,Mahatma Gandhi,The Queen of Jhansi who fought against British rule,A Roman general and statesman who played a critical role in the fall of the Roman Republic,The Sangama Dynasty,A) Mahatma Gandhi,Gandhi gave the 'Do or Die' call during his Quit India speech in August 1942.,History,Freedom Movement
Choose the correct answer: Who was Genghis Khan?,1947,Chanakya,The founder of the Mongol Empire,A period of major political and social upheaval in France starting in 1789,C) The founder of the Mongol Empire,"Genghis Khan founded the Mongol Empire, which became the largest contiguous land empire in history.",History,World History
Which option correctly answers this: Who is credited as the chief architect of the Indian Constitution?,Dr. B. R. Ambedkar,Lord Mountbatten,Rajendra Prasad,A freedom fighter who founded the Indian National Army,A) Dr. B. R. Ambedkar,Dr. B. R. Ambedkar chaired the Drafting Committee of the Indian Constitution and is regarded as its chief architect.,History,Indian History
Who was Alexander the Great?,1947,The Mughal Empire,Chandragupta Maurya,A Macedonian king who built one of history's largest empires,D) A Macedonian king who built one of history's largest empires,"Alexander the Great, King of Macedon, built one of the largest empires in ancient history, extending into parts of India.",History,World History
Quiz question: Who is known as the Iron Man of India?,To protest the British monopoly and tax on salt,A. O. Hume,Sardar Vallabhbhai Patel,A period of cultural rebirth in Europe starting around the 14th century,C) Sardar Vallabhbhai Patel,Sardar Vallabhbhai Patel earned the title 'Iron Man of India' for unifying princely states after independence.,History,Indian History
Which option correctly answers this: The Revolt of 1857 was primarily directed against which power?,A campaign urging Indians to withdraw cooperation from British rule,Babur,A Roman general and statesman who played a critical role in the fall of the Roman Republic,The British,D) The British,The Revolt of 1857 was a major uprising by Indian soldiers and rulers against British East India Company rule.,History,Historical Events
Which option correctly answers this: Who founded the Mughal Empire in India?,The legendary queen of Chittor,A movement promoting the use of Indian-made goods over British imports,Conflict between the British East India Company and the Kingdom of Mysore,Babur,D) Babur,Babur founded the Mughal Empire in India after defeating Ibrahim Lodi at the First Battle of Panipat in 1526.,History,Medieval History
Who was Genghis Khan?,The founder of the Mongol Empire,Chandragupta Maurya,Lord Mountbatten,A Roman general and statesman who played a critical role in the fall of the Roman Republic,A) The founder of the Mongol Empire,"Genghis Khan founded the Mongol Empire, which became the largest contiguous land empire in history.",History,World History
Quiz question: Who led the Dandi March?,Mahatma Gandhi,The Sepoy Mutiny of 1857,A campaign urging Indians to withdraw cooperation from British rule,A 1942 movement demanding an end to British rule,A) Mahatma Gandhi,Mahatma Gandhi led the Dandi March in 1930 to protest the British salt tax.,History,Freedom Movement
