Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
the invention of the World Wide Web can be best defined as which of the following?,"The fifth generation of mobile network technology, offering faster speeds",A wireless networking technology that allows devices to connect to a network without cables,"A system of interlinked documents, invented by Tim Berners-Lee in 1989",A facility used to house computer systems and networking equipment,"C) A system of interlinked documents, invented by Tim Berners-Lee in 1989","The World Wide Web was invented by Tim Berners-Lee in 1989, revolutionizing how information is shared and accessed online.",Technology,Famous Inventions
Which of the following best describes robotics?,"A technology device worn on the body, like a smartwatch, often to track data",An unmanned aerial vehicle controlled remotely or autonomously,An emerging computing paradigm that uses quantum mechanics to process information,A field involving the design and use of robots to perform tasks,D) A field involving the design and use of robots to perform tasks,"Robotics is a field of technology involving the design, construction, and use of robots to perform tasks automatically.",Technology,Robotics
Choose the correct definition of 5G technology.,"Technology that creates an immersive, computer-generated simulated environment","The fifth generation of mobile network technology, offering faster speeds",Technology that overlays digital information onto the real world,A security system that monitors and controls incoming and outgoing network traffic,"B) The fifth generation of mobile network technology, offering faster speeds","5G is the fifth generation of mobile network technology, offering significantly faster data speeds and lower latency than 4G.",Technology,Mobile Technology
Which option best explains the meaning of computer technology?,Technology related to portable communication devices like smartphones,A wireless networking technology that allows devices to connect to a network without cables,Technologies anticipated or currently being developed that may shape the future,"Technology related to the design, development, and use of computers","D) Technology related to the design, development, and use of computers","Computer technology encompasses the design, development, and use of computer hardware and software systems.",Technology,Computer Technology
Which of the following best describes cloud computing?,"A system of interlinked documents, invented by Tim Berners-Lee in 1989",A vehicle that uses technology like sensors and AI to drive with minimal human input,Delivering computing services like storage and processing over the internet,The practice of protecting computer systems and data from digital attacks,C) Delivering computing services like storage and processing over the internet,"Cloud computing delivers computing services, such as storage and processing power, over the internet rather than local hardware.",Technology,Cloud Computing
What is a firewall (cybersecurity)?,A technology enabling systems to learn patterns from data automatically,A security system that monitors and controls incoming and outgoing network traffic,An observation that the number of transistors on a chip doubles approximately every two years,The application of scientific knowledge for practical purposes,B) A security system that monitors and controls incoming and outgoing network traffic,"A firewall monitors and filters incoming and outgoing network traffic based on security rules, protecting a network from threats.",Technology,Cybersecurity
computer networking can be best defined as which of the following?,Technologies anticipated or currently being developed that may shape the future,Connecting multiple computing devices to share resources and data,A field involving the design and use of robots to perform tasks,A facility used to house computer systems and networking equipment,B) Connecting multiple computing devices to share resources and data,"Computer networking involves connecting multiple devices together to share resources, communicate, and exchange data.",Technology,Networking
Which statement correctly explains a data center?,A field involving the design and use of robots to perform tasks,A facility used to house computer systems and networking equipment,Technology that overlays digital information onto the real world,A technology enabling systems to learn patterns from data automatically,B) A facility used to house computer systems and networking equipment,"A data center is a facility that houses computer systems, servers, and networking equipment used to store and process data.",Technology,Computer Technology
Which option best explains the meaning of a data center?,An emerging computing paradigm that uses quantum mechanics to process information,A facility used to house computer systems and networking equipment,A security system that monitors and controls incoming and outgoing network traffic,A business primarily focused on developing and selling technology products or services,B) A facility used to house computer systems and networking equipment,"A data center is a facility that houses computer systems, servers, and networking equipment used to store and process data.",Technology,Computer Technology
Which statement correctly explains Wi-Fi technology?,New technology that is currently developing or will be developed over the next several years,A security system that monitors and controls incoming and outgoing network traffic,A field involving the design and use of robots to perform tasks,A wireless networking technology that allows devices to connect to a network without cables,D) A wireless networking technology that allows devices to connect to a network without cables,Wi-Fi is a wireless networking technology that allows devices to connect to a local network without physical cables.,Technology,Networking
Choose the correct definition of augmented reality (AR).,A facility used to house computer systems and networking equipment,Connecting multiple computing devices to share resources and data,Technology that overlays digital information onto the real world,The process of converting data into a coded form to prevent unauthorized access,C) Technology that overlays digital information onto the real world,"Augmented reality (AR) overlays digital information, like images or data, onto a user's view of the real world.",Technology,Augmented Reality
Which option best explains the meaning of the invention of the World Wide Web?,"A network of physical devices connected to the internet, able to exchange data",An observation that the number of transistors on a chip doubles approximately every two years,"A system of interlinked documents, invented by Tim Berners-Lee in 1989",An emerging computing paradigm that uses quantum mechanics to process information,"C) A system of interlinked documents, invented by Tim Berners-Lee in 1989","The World Wide Web was invented by Tim Berners-Lee in 1989, revolutionizing how information is shared and accessed online.",Technology,Famous Inventions
Which of the following best describes emerging technology?,A technology that creates three-dimensional physical objects from digital models,A field involving the design and use of robots to perform tasks,Using technology to perform tasks with minimal human intervention,New technology that is currently developing or will be developed over the next several years,D) New technology that is currently developing or will be developed over the next several years,Emerging technology refers to new or developing innovations that are expected to have significant impact in the coming years.,Technology,Emerging Technology
mobile technology can be best defined as which of the following?,"A foundational technology that enabled modern electronics, developed in 1947",Delivering computing services like storage and processing over the internet,A wireless networking technology that allows devices to connect to a network without cables,Technology related to portable communication devices like smartphones,D) Technology related to portable communication devices like smartphones,"Mobile technology encompasses portable communication devices, like smartphones and tablets, and the networks that support them.",Technology,Mobile Technology
Which option best explains the meaning of virtual reality (VR)?,A business primarily focused on developing and selling technology products or services,"Technology that creates an immersive, computer-generated simulated environment",An observation that the number of transistors on a chip doubles approximately every two years,A technology enabling systems to learn patterns from data automatically,"B) Technology that creates an immersive, computer-generated simulated environment","Virtual reality (VR) uses technology to create an immersive, computer-generated environment that a user can interact with.",Technology,Virtual Reality
Choose the correct definition of a wearable device.,"A technology device worn on the body, like a smartwatch, often to track data",A technology that creates three-dimensional physical objects from digital models,"Technology that creates an immersive, computer-generated simulated environment","The fifth generation of mobile network technology, offering faster speeds","A) A technology device worn on the body, like a smartwatch, often to track data","A wearable device, like a smartwatch or fitness tracker, is worn on the body and often used to monitor health or activity data.",Technology,Mobile Technology
future technology can be best defined as which of the following?,"Processing data closer to where it is generated, rather than in a centralized location",Technologies anticipated or currently being developed that may shape the future,A technology enabling systems to learn patterns from data automatically,Technology that enables global connectivity and data exchange between computers,B) Technologies anticipated or currently being developed that may shape the future,Future technology refers to innovations that are anticipated to develop and shape society in the coming years and decades.,Technology,Future Technology
Choose the correct definition of Wi-Fi technology.,A wireless networking technology that allows devices to connect to a network without cables,Technology that overlays digital information onto the real world,"A foundational technology that enabled modern electronics, developed in 1947",Technologies anticipated or currently being developed that may shape the future,A) A wireless networking technology that allows devices to connect to a network without cables,Wi-Fi is a wireless networking technology that allows devices to connect to a local network without physical cables.,Technology,Networking
Choose the correct definition of computer technology.,Connecting multiple computing devices to share resources and data,"Processing data closer to where it is generated, rather than in a centralized location","Technology related to the design, development, and use of computers",The application of scientific knowledge for practical purposes,"C) Technology related to the design, development, and use of computers","Computer technology encompasses the design, development, and use of computer hardware and software systems.",Technology,Computer Technology
cybersecurity can be best defined as which of the following?,A security system that monitors and controls incoming and outgoing network traffic,The practice of protecting computer systems and data from digital attacks,A decentralized digital ledger technology used to record transactions securely,An emerging computing paradigm that uses quantum mechanics to process information,B) The practice of protecting computer systems and data from digital attacks,"Cybersecurity involves protecting computer systems, networks, and data from digital attacks, damage, or unauthorized access.",Technology,Cybersecurity
Which statement correctly explains computer networking?,Delivering computing services like storage and processing over the internet,A technology enabling systems to learn patterns from data automatically,Connecting multiple computing devices to share resources and data,Technologies anticipated or currently being developed that may shape the future,C) Connecting multiple computing devices to share resources and data,"Computer networking involves connecting multiple devices together to share resources, communicate, and exchange data.",Technology,Networking
Choose the correct definition of Moore's Law.,An unmanned aerial vehicle controlled remotely or autonomously,Technology related to portable communication devices like smartphones,An observation that the number of transistors on a chip doubles approximately every two years,Technology that enables global connectivity and data exchange between computers,C) An observation that the number of transistors on a chip doubles approximately every two years,"Moore's Law is an observation, credited to Gordon Moore, that the number of transistors on a computer chip tends to double roughly every two years.",Technology,Technology History
a data center can be best defined as which of the following?,A wireless networking technology that allows devices to connect to a network without cables,"A foundational technology that enabled modern electronics, developed in 1947",An emerging computing paradigm that uses quantum mechanics to process information,A facility used to house computer systems and networking equipment,D) A facility used to house computer systems and networking equipment,"A data center is a facility that houses computer systems, servers, and networking equipment used to store and process data.",Technology,Computer Technology
Which of the following best describes 3D printing?,A technology that creates three-dimensional physical objects from digital models,"A system of interlinked documents, invented by Tim Berners-Lee in 1989",A business primarily focused on developing and selling technology products or services,"A technology device worn on the body, like a smartwatch, often to track data",A) A technology that creates three-dimensional physical objects from digital models,"3D printing is a technology that builds three-dimensional physical objects layer by layer, based on a digital design file.",Technology,3D Printing
Which of the following best describes internet technology?,A field involving the design and use of robots to perform tasks,An observation that the number of transistors on a chip doubles approximately every two years,The application of scientific knowledge for practical purposes,Technology that enables global connectivity and data exchange between computers,D) Technology that enables global connectivity and data exchange between computers,Internet technology encompasses the systems and protocols that enable global connectivity and data exchange between computers.,Technology,Internet Technology
automation can be best defined as which of the following?,"A network of physical devices connected to the internet, able to exchange data","Processing data closer to where it is generated, rather than in a centralized location",Using technology to perform tasks with minimal human intervention,An emerging computing paradigm that uses quantum mechanics to process information,C) Using technology to perform tasks with minimal human intervention,"Automation uses technology to perform tasks automatically, with minimal or no ongoing human intervention.",Technology,Automation
machine learning (as a technology) can be best defined as which of the following?,New technology that is currently developing or will be developed over the next several years,The practice of protecting computer systems and data from digital attacks,A wireless networking technology that allows devices to connect to a network without cables,A technology enabling systems to learn patterns from data automatically,D) A technology enabling systems to learn patterns from data automatically,"Machine learning, a subset of AI technology, enables systems to learn patterns from data without being explicitly programmed for each task.",Technology,Emerging Technology
Which statement correctly explains a firewall (cybersecurity)?,A security system that monitors and controls incoming and outgoing network traffic,Technology related to portable communication devices like smartphones,A technology that creates three-dimensional physical objects from digital models,"Technology that creates an immersive, computer-generated simulated environment",A) A security system that monitors and controls incoming and outgoing network traffic,"A firewall monitors and filters incoming and outgoing network traffic based on security rules, protecting a network from threats.",Technology,Cybersecurity
Choose the correct definition of computer technology.,A business primarily focused on developing and selling technology products or services,"Technology related to the design, development, and use of computers",Technology that enables global connectivity and data exchange between computers,An observation that the number of transistors on a chip doubles approximately every two years,"B) Technology related to the design, development, and use of computers","Computer technology encompasses the design, development, and use of computer hardware and software systems.",Technology,Computer Technology
Which option best explains the meaning of edge computing?,"Processing data closer to where it is generated, rather than in a centralized location",Technology that overlays digital information onto the real world,New technology that is currently developing or will be developed over the next several years,A vehicle that uses technology like sensors and AI to drive with minimal human input,"A) Processing data closer to where it is generated, rather than in a centralized location",Edge computing processes data closer to where it is generated (like on a device) rather than sending it to a distant centralized data center.,Technology,Cloud Computing
Which of the following best describes the Internet of Things (IoT)?,A technology enabling systems to learn patterns from data automatically,"Processing data closer to where it is generated, rather than in a centralized location","A network of physical devices connected to the internet, able to exchange data",An observation that the number of transistors on a chip doubles approximately every two years,"C) A network of physical devices connected to the internet, able to exchange data","The Internet of Things (IoT) refers to a network of physical devices embedded with sensors, connected to exchange data over the internet.",Technology,Internet of Things
Which statement correctly explains future technology?,Technologies anticipated or currently being developed that may shape the future,An observation that the number of transistors on a chip doubles approximately every two years,Using technology to perform tasks with minimal human intervention,"Technology that creates an immersive, computer-generated simulated environment",A) Technologies anticipated or currently being developed that may shape the future,Future technology refers to innovations that are anticipated to develop and shape society in the coming years and decades.,Technology,Future Technology
Choose the correct definition of cloud computing.,Technology that overlays digital information onto the real world,The process of converting data into a coded form to prevent unauthorized access,A business primarily focused on developing and selling technology products or services,Delivering computing services like storage and processing over the internet,D) Delivering computing services like storage and processing over the internet,"Cloud computing delivers computing services, such as storage and processing power, over the internet rather than local hardware.",Technology,Cloud Computing
What is a data center?,An emerging computing paradigm that uses quantum mechanics to process information,"A foundational technology that enabled modern electronics, developed in 1947",A facility used to house computer systems and networking equipment,"The fifth generation of mobile network technology, offering faster speeds",C) A facility used to house computer systems and networking equipment,"A data center is a facility that houses computer systems, servers, and networking equipment used to store and process data.",Technology,Computer Technology
computer technology can be best defined as which of the following?,"A foundational technology that enabled modern electronics, developed in 1947",Technology that enables global connectivity and data exchange between computers,"Processing data closer to where it is generated, rather than in a centralized location","Technology related to the design, development, and use of computers","D) Technology related to the design, development, and use of computers","Computer technology encompasses the design, development, and use of computer hardware and software systems.",Technology,Computer Technology
machine learning (as a technology) can be best defined as which of the following?,A technology enabling systems to learn patterns from data automatically,"A network of physical devices connected to the internet, able to exchange data","Technology that creates an immersive, computer-generated simulated environment","A system of interlinked documents, invented by Tim Berners-Lee in 1989",A) A technology enabling systems to learn patterns from data automatically,"Machine learning, a subset of AI technology, enables systems to learn patterns from data without being explicitly programmed for each task.",Technology,Emerging Technology
computer networking can be best defined as which of the following?,The application of scientific knowledge for practical purposes,Technology that overlays digital information onto the real world,Connecting multiple computing devices to share resources and data,Technology related to portable communication devices like smartphones,C) Connecting multiple computing devices to share resources and data,"Computer networking involves connecting multiple devices together to share resources, communicate, and exchange data.",Technology,Networking
Which of the following best describes quantum computing?,"The fifth generation of mobile network technology, offering faster speeds",A wireless networking technology that allows devices to connect to a network without cables,Connecting multiple computing devices to share resources and data,An emerging computing paradigm that uses quantum mechanics to process information,D) An emerging computing paradigm that uses quantum mechanics to process information,Quantum computing is an emerging field that uses principles of quantum mechanics to process information in fundamentally new ways.,Technology,Quantum Computing
Which statement correctly explains 5G technology?,The application of scientific knowledge for practical purposes,"Processing data closer to where it is generated, rather than in a centralized location","The fifth generation of mobile network technology, offering faster speeds",A facility used to house computer systems and networking equipment,"C) The fifth generation of mobile network technology, offering faster speeds","5G is the fifth generation of mobile network technology, offering significantly faster data speeds and lower latency than 4G.",Technology,Mobile Technology
Which of the following best describes the invention of the World Wide Web?,"A system of interlinked documents, invented by Tim Berners-Lee in 1989","A network of physical devices connected to the internet, able to exchange data","A foundational technology that enabled modern electronics, developed in 1947",Technology related to portable communication devices like smartphones,"A) A system of interlinked documents, invented by Tim Berners-Lee in 1989","The World Wide Web was invented by Tim Berners-Lee in 1989, revolutionizing how information is shared and accessed online.",Technology,Famous Inventions
internet technology can be best defined as which of the following?,"A system of interlinked documents, invented by Tim Berners-Lee in 1989","A network of physical devices connected to the internet, able to exchange data",Technology related to portable communication devices like smartphones,Technology that enables global connectivity and data exchange between computers,D) Technology that enables global connectivity and data exchange between computers,Internet technology encompasses the systems and protocols that enable global connectivity and data exchange between computers.,Technology,Internet Technology
What is 3D printing?,Technology that overlays digital information onto the real world,An observation that the number of transistors on a chip doubles approximately every two years,The application of scientific knowledge for practical purposes,A technology that creates three-dimensional physical objects from digital models,D) A technology that creates three-dimensional physical objects from digital models,"3D printing is a technology that builds three-dimensional physical objects layer by layer, based on a digital design file.",Technology,3D Printing
What is computer networking?,A field involving the design and use of robots to perform tasks,A wireless networking technology that allows devices to connect to a network without cables,Using technology to perform tasks with minimal human intervention,Connecting multiple computing devices to share resources and data,D) Connecting multiple computing devices to share resources and data,"Computer networking involves connecting multiple devices together to share resources, communicate, and exchange data.",Technology,Networking
Which of the following best describes quantum computing?,The process of converting data into a coded form to prevent unauthorized access,An emerging computing paradigm that uses quantum mechanics to process information,"A foundational technology that enabled modern electronics, developed in 1947","Technology related to the design, development, and use of computers",B) An emerging computing paradigm that uses quantum mechanics to process information,Quantum computing is an emerging field that uses principles of quantum mechanics to process information in fundamentally new ways.,Technology,Quantum Computing
Which statement correctly explains the invention of the World Wide Web?,Technologies anticipated or currently being developed that may shape the future,An unmanned aerial vehicle controlled remotely or autonomously,"A system of interlinked documents, invented by Tim Berners-Lee in 1989",The application of scientific knowledge for practical purposes,"C) A system of interlinked documents, invented by Tim Berners-Lee in 1989","The World Wide Web was invented by Tim Berners-Lee in 1989, revolutionizing how information is shared and accessed online.",Technology,Famous Inventions
Choose the correct definition of 5G technology.,A decentralized digital ledger technology used to record transactions securely,Technology related to portable communication devices like smartphones,"The fifth generation of mobile network technology, offering faster speeds",A business primarily focused on developing and selling technology products or services,"C) The fifth generation of mobile network technology, offering faster speeds","5G is the fifth generation of mobile network technology, offering significantly faster data speeds and lower latency than 4G.",Technology,Mobile Technology
What is 3D printing?,"A system of interlinked documents, invented by Tim Berners-Lee in 1989",Technology that enables global connectivity and data exchange between computers,A technology that creates three-dimensional physical objects from digital models,New technology that is currently developing or will be developed over the next several years,C) A technology that creates three-dimensional physical objects from digital models,"3D printing is a technology that builds three-dimensional physical objects layer by layer, based on a digital design file.",Technology,3D Printing
Which of the following best describes future technology?,A decentralized digital ledger technology used to record transactions securely,Technologies anticipated or currently being developed that may shape the future,"A foundational technology that enabled modern electronics, developed in 1947",A vehicle that uses technology like sensors and AI to drive with minimal human input,B) Technologies anticipated or currently being developed that may shape the future,Future technology refers to innovations that are anticipated to develop and shape society in the coming years and decades.,Technology,Future Technology
What is a self-driving car?,A business primarily focused on developing and selling technology products or services,"The fifth generation of mobile network technology, offering faster speeds",Technologies anticipated or currently being developed that may shape the future,A vehicle that uses technology like sensors and AI to drive with minimal human input,D) A vehicle that uses technology like sensors and AI to drive with minimal human input,"A self-driving (autonomous) car uses sensors, cameras, and AI technology to navigate and drive with minimal or no human input.",Technology,Emerging Technology
Which option best explains the meaning of augmented reality (AR)?,Technology that overlays digital information onto the real world,"A system of interlinked documents, invented by Tim Berners-Lee in 1989",A decentralized digital ledger technology used to record transactions securely,A technology that creates three-dimensional physical objects from digital models,A) Technology that overlays digital information onto the real world,"Augmented reality (AR) overlays digital information, like images or data, onto a user's view of the real world.",Technology,Augmented Reality
Which of the following best describes computer networking?,New technology that is currently developing or will be developed over the next several years,"The fifth generation of mobile network technology, offering faster speeds",Delivering computing services like storage and processing over the internet,Connecting multiple computing devices to share resources and data,D) Connecting multiple computing devices to share resources and data,"Computer networking involves connecting multiple devices together to share resources, communicate, and exchange data.",Technology,Networking
Which option best explains the meaning of the invention of the World Wide Web?,A field involving the design and use of robots to perform tasks,An observation that the number of transistors on a chip doubles approximately every two years,Delivering computing services like storage and processing over the internet,"A system of interlinked documents, invented by Tim Berners-Lee in 1989","D) A system of interlinked documents, invented by Tim Berners-Lee in 1989","The World Wide Web was invented by Tim Berners-Lee in 1989, revolutionizing how information is shared and accessed online.",Technology,Famous Inventions
Choose the correct definition of a self-driving car.,A vehicle that uses technology like sensors and AI to drive with minimal human input,Using technology to perform tasks with minimal human intervention,"Technology that creates an immersive, computer-generated simulated environment",A field involving the design and use of robots to perform tasks,A) A vehicle that uses technology like sensors and AI to drive with minimal human input,"A self-driving (autonomous) car uses sensors, cameras, and AI technology to navigate and drive with minimal or no human input.",Technology,Emerging Technology
Which option best explains the meaning of cloud computing?,Delivering computing services like storage and processing over the internet,An observation that the number of transistors on a chip doubles approximately every two years,An emerging computing paradigm that uses quantum mechanics to process information,"A technology device worn on the body, like a smartwatch, often to track data",A) Delivering computing services like storage and processing over the internet,"Cloud computing delivers computing services, such as storage and processing power, over the internet rather than local hardware.",Technology,Cloud Computing
Which of the following best describes cybersecurity?,The practice of protecting computer systems and data from digital attacks,An observation that the number of transistors on a chip doubles approximately every two years,"Processing data closer to where it is generated, rather than in a centralized location",Delivering computing services like storage and processing over the internet,A) The practice of protecting computer systems and data from digital attacks,"Cybersecurity involves protecting computer systems, networks, and data from digital attacks, damage, or unauthorized access.",Technology,Cybersecurity
internet technology can be best defined as which of the following?,An observation that the number of transistors on a chip doubles approximately every two years,A technology enabling systems to learn patterns from data automatically,"Processing data closer to where it is generated, rather than in a centralized location",Technology that enables global connectivity and data exchange between computers,D) Technology that enables global connectivity and data exchange between computers,Internet technology encompasses the systems and protocols that enable global connectivity and data exchange between computers.,Technology,Internet Technology
Which statement correctly explains a firewall (cybersecurity)?,New technology that is currently developing or will be developed over the next several years,The practice of protecting computer systems and data from digital attacks,A security system that monitors and controls incoming and outgoing network traffic,"Technology that creates an immersive, computer-generated simulated environment",C) A security system that monitors and controls incoming and outgoing network traffic,"A firewall monitors and filters incoming and outgoing network traffic based on security rules, protecting a network from threats.",Technology,Cybersecurity
Which of the following best describes a drone?,An unmanned aerial vehicle controlled remotely or autonomously,"A network of physical devices connected to the internet, able to exchange data",Delivering computing services like storage and processing over the internet,Technology that overlays digital information onto the real world,A) An unmanned aerial vehicle controlled remotely or autonomously,A drone is an unmanned aerial vehicle that can be controlled remotely by a pilot or programmed to fly autonomously.,Technology,Robotics
Choose the correct definition of the invention of the World Wide Web.,A technology enabling systems to learn patterns from data automatically,"A system of interlinked documents, invented by Tim Berners-Lee in 1989",Technologies anticipated or currently being developed that may shape the future,The application of scientific knowledge for practical purposes,"B) A system of interlinked documents, invented by Tim Berners-Lee in 1989","The World Wide Web was invented by Tim Berners-Lee in 1989, revolutionizing how information is shared and accessed online.",Technology,Famous Inventions
What is automation?,Using technology to perform tasks with minimal human intervention,An emerging computing paradigm that uses quantum mechanics to process information,Connecting multiple computing devices to share resources and data,"A network of physical devices connected to the internet, able to exchange data",A) Using technology to perform tasks with minimal human intervention,"Automation uses technology to perform tasks automatically, with minimal or no ongoing human intervention.",Technology,Automation
Choose the correct definition of a wearable device.,New technology that is currently developing or will be developed over the next several years,Technology that enables global connectivity and data exchange between computers,"A technology device worn on the body, like a smartwatch, often to track data",Connecting multiple computing devices to share resources and data,"C) A technology device worn on the body, like a smartwatch, often to track data","A wearable device, like a smartwatch or fitness tracker, is worn on the body and often used to monitor health or activity data.",Technology,Mobile Technology
the invention of the transistor can be best defined as which of the following?,An unmanned aerial vehicle controlled remotely or autonomously,A business primarily focused on developing and selling technology products or services,Delivering computing services like storage and processing over the internet,"A foundational technology that enabled modern electronics, developed in 1947","D) A foundational technology that enabled modern electronics, developed in 1947","The transistor, invented in 1947 at Bell Labs, is a foundational technology that enabled the development of modern electronics.",Technology,Famous Inventions
Which option best explains the meaning of Wi-Fi technology?,"A technology device worn on the body, like a smartwatch, often to track data",A wireless networking technology that allows devices to connect to a network without cables,An emerging computing paradigm that uses quantum mechanics to process information,Technologies anticipated or currently being developed that may shape the future,B) A wireless networking technology that allows devices to connect to a network without cables,Wi-Fi is a wireless networking technology that allows devices to connect to a local network without physical cables.,Technology,Networking
Choose the correct definition of cloud computing.,A technology enabling systems to learn patterns from data automatically,"A system of interlinked documents, invented by Tim Berners-Lee in 1989",A security system that monitors and controls incoming and outgoing network traffic,Delivering computing services like storage and processing over the internet,D) Delivering computing services like storage and processing over the internet,"Cloud computing delivers computing services, such as storage and processing power, over the internet rather than local hardware.",Technology,Cloud Computing
Wi-Fi technology can be best defined as which of the following?,A security system that monitors and controls incoming and outgoing network traffic,A business primarily focused on developing and selling technology products or services,A wireless networking technology that allows devices to connect to a network without cables,"A technology device worn on the body, like a smartwatch, often to track data",C) A wireless networking technology that allows devices to connect to a network without cables,Wi-Fi is a wireless networking technology that allows devices to connect to a local network without physical cables.,Technology,Networking
