Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Choose the correct answer: What is meant by 'non-renewable natural resources'?,"A moral obligation of citizens, such as respecting the Constitution",The process by which a government collects money from citizens and businesses,Imaginary horizontal lines used to measure distance north or south of the equator,"Resources that take a very long time to form and can be depleted, like coal and petroleum","D) Resources that take a very long time to form and can be depleted, like coal and petroleum","Non-renewable natural resources, such as coal and petroleum, form over extremely long periods and can be depleted faster than they regenerate.",Social Science,Natural Resources
Which option correctly answers this: What is meant by 'non-renewable natural resources'?,A federal territory governed directly by the central government,"The principle that the state treats all religions equally, without favoring any one","Resources that can replenish naturally over time, like sunlight and wind","Resources that take a very long time to form and can be depleted, like coal and petroleum","D) Resources that take a very long time to form and can be depleted, like coal and petroleum","Non-renewable natural resources, such as coal and petroleum, form over extremely long periods and can be depleted faster than they regenerate.",Social Science,Natural Resources
Quiz question: What are longitudes?,A set of fundamental principles by which a country is governed,"The right of all adult citizens to vote, regardless of factors like caste or gender","A moral obligation of citizens, such as respecting the Constitution",Imaginary vertical lines used to measure distance east or west of the Prime Meridian,D) Imaginary vertical lines used to measure distance east or west of the Prime Meridian,"Longitudes are imaginary vertical lines running from the North to South Pole, used to measure distance east or west of the Prime Meridian.",Social Science,Geography
What is a municipality?,A federal territory governed directly by the central government,A local governing body for urban areas like towns and cities,"A moral obligation of citizens, such as respecting the Constitution",The process by which a government collects money from citizens and businesses,B) A local governing body for urban areas like towns and cities,A municipality is a local self-government body responsible for administration in urban areas such as towns and cities.,Social Science,Government
Quiz question: What does the term 'population density' mean?,"Problems that affect many people within a society, like poverty or inequality",An imaginary line dividing Earth into Northern and Southern Hemispheres,"Resources that can replenish naturally over time, like sunlight and wind",The number of people living per unit of area,D) The number of people living per unit of area,"Population density measures how many people live within a given unit of land area, such as per square kilometer.",Social Science,Population
Which option correctly answers this: What is agriculture?,"A guideline for governance included in the Indian Constitution, not legally enforceable",They allow citizens to choose their representatives,An official count of a population,"The practice of cultivating land, growing crops, and raising livestock","D) The practice of cultivating land, growing crops, and raising livestock","Agriculture is the practice of cultivating land, growing crops, and raising animals for food and other products.",Social Science,Natural Resources
Quiz question: What is a 'Union Territory' in India?,"The study of society, social relationships, and institutions",The number of people living per unit of area,Materials or substances occurring in nature that humans use,A federal territory governed directly by the central government,D) A federal territory governed directly by the central government,"A Union Territory in India is administered directly by the central government, unlike states which have their own elected governments.",Social Science,Government
Quiz question: How many fundamental rights are guaranteed by the Indian Constitution?,A group of people living in the same area or sharing common interests,Six,"Resources that can replenish naturally over time, like sunlight and wind","Problems that affect many people within a society, like poverty or inequality",B) Six,"The Indian Constitution originally guaranteed seven fundamental rights; the Right to Property was later removed, leaving six.",Social Science,Indian Constitution
Choose the correct answer: What is a municipality?,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial",A set of fundamental principles by which a country is governed,The process of population shift from rural to urban areas,A local governing body for urban areas like towns and cities,D) A local governing body for urban areas like towns and cities,A municipality is a local self-government body responsible for administration in urban areas such as towns and cities.,Social Science,Government
Which option correctly answers this: What is a census?,Imaginary vertical lines used to measure distance east or west of the Prime Meridian,An official count of a population,New Delhi,A three-tier system of local self-government in rural India,B) An official count of a population,"A census is an official periodic count and survey of a population, gathering demographic and social data.",Social Science,Population
What is a Panchayati Raj system?,An imaginary line dividing Earth into Northern and Southern Hemispheres,A three-tier system of local self-government in rural India,"The principle that the state treats all religions equally, without favoring any one",The study of the rights and duties of citizens and how government works,B) A three-tier system of local self-government in rural India,"The Panchayati Raj system is a three-tier structure of local self-government in rural India, from village to district level.",Social Science,Communities
What is agriculture?,"The practice of cultivating land, growing crops, and raising livestock","A guideline for governance included in the Indian Constitution, not legally enforceable","The right of all adult citizens to vote, regardless of factors like caste or gender",A local governing body for urban areas like towns and cities,"A) The practice of cultivating land, growing crops, and raising livestock","Agriculture is the practice of cultivating land, growing crops, and raising animals for food and other products.",Social Science,Natural Resources
What is democracy?,A local governing body for urban areas like towns and cities,A body responsible for drafting a country's constitution,"A system of government by the people, typically through elected representatives","Resources that take a very long time to form and can be depleted, like coal and petroleum","C) A system of government by the people, typically through elected representatives","Democracy is a system of government in which power is vested in the people, usually exercised through elected representatives.",Social Science,Civics
Quiz question: What is meant by the 'separation of powers'?,"A system of government by the people, typically through elected representatives","Dividing government responsibilities among distinct branches, like legislative, executive, and judicial","The practice of cultivating land, growing crops, and raising livestock",The study of the rights and duties of citizens and how government works,"B) Dividing government responsibilities among distinct branches, like legislative, executive, and judicial","Separation of powers divides government functions among the legislative, executive, and judicial branches to prevent concentration of power.",Social Science,Government
What is a directive principle of state policy?,Materials or substances occurring in nature that humans use,The study of the rights and duties of citizens and how government works,"A guideline for governance included in the Indian Constitution, not legally enforceable","A system where local bodies manage local affairs, like panchayats and municipalities","C) A guideline for governance included in the Indian Constitution, not legally enforceable","Directive Principles of State Policy are guidelines for governance included in the Indian Constitution, intended to guide policy though not legally enforceable in court.",Social Science,Indian Constitution
Quiz question: What is a Gram Panchayat?,To interpret laws and ensure justice,"A guideline for governance included in the Indian Constitution, not legally enforceable",Imaginary horizontal lines used to measure distance north or south of the equator,A village-level local self-government body,D) A village-level local self-government body,A Gram Panchayat is the local self-government institution at the village level in India.,Social Science,Communities
Choose the correct answer: What is civics?,The study of the rights and duties of citizens and how government works,They allow citizens to choose their representatives,"A system where local bodies manage local affairs, like panchayats and municipalities",A village-level local self-government body,A) The study of the rights and duties of citizens and how government works,"Civics is the study of the rights and responsibilities of citizens, and the structure and function of government.",Social Science,Civics
Choose the correct answer: What is the role of the President of India?,The ceremonial head of state,"Resources that can replenish naturally over time, like sunlight and wind",A village-level local self-government body,The upper house of the Indian Parliament,A) The ceremonial head of state,"The President of India is the ceremonial head of state, with executive power largely exercised by the Prime Minister and Council of Ministers.",Social Science,Government
What are latitudes?,"The principle that the state treats all religions equally, without favoring any one",Imaginary horizontal lines used to measure distance north or south of the equator,A system of government where power is divided between central and state governments,A body responsible for drafting a country's constitution,B) Imaginary horizontal lines used to measure distance north or south of the equator,Latitudes are imaginary horizontal lines on Earth's surface used to indicate distance north or south of the equator.,Social Science,Geography
What is the significance of Article 21 in the Indian Constitution?,"Problems that affect many people within a society, like poverty or inequality","The study of society, social relationships, and institutions",The lower house of the Indian Parliament,It guarantees the right to life and personal liberty,D) It guarantees the right to life and personal liberty,Article 21 of the Indian Constitution guarantees the fundamental right to life and personal liberty.,Social Science,Indian Constitution
What is agriculture?,A set of fundamental principles by which a country is governed,"The practice of cultivating land, growing crops, and raising livestock",A federal territory governed directly by the central government,A three-tier system of local self-government in rural India,"B) The practice of cultivating land, growing crops, and raising livestock","Agriculture is the practice of cultivating land, growing crops, and raising animals for food and other products.",Social Science,Natural Resources
Choose the correct answer: What is a census?,An official count of a population,"The principle that the state treats all religions equally, without favoring any one",The study of the rights and duties of citizens and how government works,A three-tier system of local self-government in rural India,A) An official count of a population,"A census is an official periodic count and survey of a population, gathering demographic and social data.",Social Science,Population
Choose the correct answer: What is a Panchayati Raj system?,The process by which a government collects money from citizens and businesses,A group of people living in the same area or sharing common interests,A three-tier system of local self-government in rural India,"The principle that the state treats all religions equally, without favoring any one",C) A three-tier system of local self-government in rural India,"The Panchayati Raj system is a three-tier structure of local self-government in rural India, from village to district level.",Social Science,Communities
Choose the correct answer: What is urbanization?,The movement of people from one place to another to live or work,A body responsible for drafting a country's constitution,A local governing body for urban areas like towns and cities,The process of population shift from rural to urban areas,D) The process of population shift from rural to urban areas,Urbanization refers to the increasing movement of people from rural areas to cities and towns.,Social Science,Indian Society
Choose the correct answer: What is local self-government?,The ceremonial head of state,"A system of government by the people, typically through elected representatives","A system where local bodies manage local affairs, like panchayats and municipalities",The study of the rights and duties of citizens and how government works,"C) A system where local bodies manage local affairs, like panchayats and municipalities",Local self-government refers to systems like panchayats and municipalities that allow communities to manage their own local affairs.,Social Science,Government
Quiz question: What is civics?,The upper house of the Indian Parliament,The study of the rights and duties of citizens and how government works,A three-tier system of local self-government in rural India,"The right of all adult citizens to vote, regardless of factors like caste or gender",B) The study of the rights and duties of citizens and how government works,"Civics is the study of the rights and responsibilities of citizens, and the structure and function of government.",Social Science,Civics
What is migration (in social science)?,The study of the rights and duties of citizens and how government works,The movement of people from one place to another to live or work,A system of government where power is divided between central and state governments,Materials or substances occurring in nature that humans use,B) The movement of people from one place to another to live or work,"Migration refers to the movement of people from one location to another, often for work, safety, or better living conditions.",Social Science,Social Issues
Choose the correct answer: What is the equator?,The division of society into different layers or classes,"The practice of cultivating land, growing crops, and raising livestock",To interpret laws and ensure justice,An imaginary line dividing Earth into Northern and Southern Hemispheres,D) An imaginary line dividing Earth into Northern and Southern Hemispheres,"The equator is an imaginary line around the Earth's middle, dividing it into the Northern and Southern Hemispheres.",Social Science,Geography
