Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which mountain range runs along India's western coast?,The Himalayas,The Eastern Ghats,The Aravalli Range,The Western Ghats,D) The Western Ghats,"The Western Ghats run along the western coast of India, from Gujarat to Kerala.",Mountains & Rivers (India Only),Indian Mountains
Which is the highest mountain peak in India?,The Western Ghats,Kangchenjunga,The Sundarbans Delta,The Alaknanda,B) Kangchenjunga,"Kangchenjunga, on the border of India and Nepal, is the highest peak located within India.",Mountains & Rivers (India Only),Highest Peaks
Choose the correct answer: Which Indian river is known as the 'Sorrow of Bihar' due to its history of severe flooding?,The Kosi,Tamil Nadu and Karnataka,The Nagarjuna Sagar Dam,Kangchenjunga,A) The Kosi,The Kosi river is historically nicknamed the 'Sorrow of Bihar' due to its tendency to change course and cause severe flooding.,Mountains & Rivers (India Only),River Tributaries
Choose the correct answer: Which river does the Bhakra Nangal Dam impound?,Kangchenjunga,Nanda Devi,The Sardar Sarovar Dam,The Sutlej,D) The Sutlej,"The Bhakra Nangal Dam is built across the Sutlej river, forming the Gobind Sagar reservoir.",Mountains & Rivers (India Only),Dams & Reservoirs
"Choose the correct answer: Which is the largest river delta in India, formed by the Ganges and Brahmaputra?",The Bhagirathi,The Eastern Ghats,The Sundarbans Delta,The Vindhya Range,C) The Sundarbans Delta,"The Sundarbans Delta, formed by the Ganges and Brahmaputra rivers, is the largest river delta in the world.",Mountains & Rivers (India Only),River Deltas
Which option correctly answers this: Which Indian river is known as the 'Sorrow of Bihar' due to its history of severe flooding?,The Yamuna,The Sutlej,The Himalayas,The Kosi,D) The Kosi,The Kosi river is historically nicknamed the 'Sorrow of Bihar' due to its tendency to change course and cause severe flooding.,Mountains & Rivers (India Only),River Tributaries
Choose the correct answer: Which mountain range runs along India's western coast?,A smaller river or stream that flows into a larger river,The Kosi,The Western Ghats,The Ganges,C) The Western Ghats,"The Western Ghats run along the western coast of India, from Gujarat to Kerala.",Mountains & Rivers (India Only),Indian Mountains
Choose the correct answer: Which mountain range runs along India's western coast?,The Western Ghats,A smaller river or stream that flows into a larger river,The Narmada,The Greater Himalayas,A) The Western Ghats,"The Western Ghats run along the western coast of India, from Gujarat to Kerala.",Mountains & Rivers (India Only),Indian Mountains
Which option correctly answers this: Which state does the Chenab river primarily flow through in India before entering Pakistan?,The Greater Himalayas,Jammu and Kashmir,The Himalayas,The Vindhya Range,B) Jammu and Kashmir,The Chenab river flows through the Jammu and Kashmir region of India before entering Pakistan.,Mountains & Rivers (India Only),Rivers by State
Quiz question: In which states does the Kaveri river primarily flow?,The Bhagirathi,Tamil Nadu and Karnataka,Nanda Devi,The Eastern Ghats,B) Tamil Nadu and Karnataka,"The Kaveri river flows primarily through Karnataka and Tamil Nadu, and is significant for irrigation in southern India.",Mountains & Rivers (India Only),Rivers by State
Which option correctly answers this: What is a tributary river?,The Aravalli Range,A smaller river or stream that flows into a larger river,The Sundarbans Delta,Nanda Devi,B) A smaller river or stream that flows into a larger river,"A tributary is a smaller river or stream that flows into and joins a larger river, rather than directly into a sea or ocean.",Mountains & Rivers (India Only),River Tributaries
From which glacier does the Yamuna river originate?,The Alaknanda,Jammu and Kashmir,The Eastern Ghats,Yamunotri Glacier,D) Yamunotri Glacier,"The Yamuna river originates from the Yamunotri Glacier in the Himalayas, in Uttarakhand.",Mountains & Rivers (India Only),River Origins
Choose the correct answer: Which major dam is built across the Narmada river?,The Sardar Sarovar Dam,The Eastern Ghats,The Nagarjuna Sagar Dam,The Vindhya Range,A) The Sardar Sarovar Dam,The Sardar Sarovar Dam is a major dam built across the Narmada river in Gujarat.,Mountains & Rivers (India Only),Dams & Reservoirs
Quiz question: Which river is known as the 'Ganga of the South'?,The Sutlej,Odisha,Jammu and Kashmir,The Godavari,D) The Godavari,The Godavari river is often referred to as the 'Ganga of the South' due to its significance in southern India.,Mountains & Rivers (India Only),Rivers by State
"Choose the correct answer: Which state is the Hirakud Dam, built on the Mahanadi river, located in?",The Kosi,Odisha,The Ganges,The Yamuna,B) Odisha,"The Hirakud Dam is located in Odisha and is built across the Mahanadi river, one of the longest dams in the world.",Mountains & Rivers (India Only),Dams & Reservoirs
"Which Indian river is notable for flowing west into the Arabian Sea, unusual for major Indian rivers?",The Vindhya Range,The Narmada,The Nagarjuna Sagar Dam,A smaller river or stream that flows into a larger river,B) The Narmada,"The Narmada is notable for flowing westward into the Arabian Sea, unlike most major Indian rivers that flow eastward.",Mountains & Rivers (India Only),River Origins
"Which option correctly answers this: Which major Himalayan tributary joins the Ganges from the north, flowing through Uttarakhand?",The Bhagirathi,The Narmada,The Alaknanda,The Brahmaputra,C) The Alaknanda,"The Alaknanda river, one of the headstreams of the Ganges, flows through Uttarakhand before merging with the Bhagirathi at Devprayag.",Mountains & Rivers (India Only),River Tributaries
Which river is known as the 'Ganga of the South'?,Tamil Nadu and Karnataka,The Aravalli Range,The Godavari,The Greater Himalayas,C) The Godavari,The Godavari river is often referred to as the 'Ganga of the South' due to its significance in southern India.,Mountains & Rivers (India Only),Rivers by State
Which option correctly answers this: Which mountain range runs along India's eastern coast?,Kangchenjunga,The Aravalli Range,The Narmada,The Eastern Ghats,D) The Eastern Ghats,"The Eastern Ghats run along the eastern coast of India, though less continuously than the Western Ghats.",Mountains & Rivers (India Only),Indian Mountains
Choose the correct answer: Which major dam is built across the Narmada river?,The Sutlej,The Aravalli Range,The Vindhya Range,The Sardar Sarovar Dam,D) The Sardar Sarovar Dam,The Sardar Sarovar Dam is a major dam built across the Narmada river in Gujarat.,Mountains & Rivers (India Only),Dams & Reservoirs
"Choose the correct answer: What is the term for a mountain pass, common in the Himalayan region?",The Greater Himalayas,A high-altitude route through a mountain range,The Western Ghats,The Eastern Ghats,B) A high-altitude route through a mountain range,"A mountain pass is a navigable route through a mountain range, often at a lower elevation than surrounding peaks.",Mountains & Rivers (India Only),Mountain Peaks
Which option correctly answers this: From which mountain range does the Ganges river originate?,The Himalayas,The Narmada,Kangchenjunga,The Alaknanda,A) The Himalayas,The Ganges originates from the Gangotri Glacier in the Himalayas.,Mountains & Rivers (India Only),River Origins
Quiz question: In which states does the Kaveri river primarily flow?,The Ganges,Tamil Nadu and Karnataka,The Himalayas,Kangchenjunga,B) Tamil Nadu and Karnataka,"The Kaveri river flows primarily through Karnataka and Tamil Nadu, and is significant for irrigation in southern India.",Mountains & Rivers (India Only),Rivers by State
Which is the oldest mountain range in India?,The Vindhya Range,The Aravalli Range,The Greater Himalayas,The Sutlej,B) The Aravalli Range,"The Aravalli Range, running through Rajasthan and neighboring states, is considered one of the oldest mountain ranges in the world.",Mountains & Rivers (India Only),Indian Mountains
"Choose the correct answer: Which river is associated with the Tehri Dam, one of the tallest dams in India?",The Western Ghats,The Bhagirathi,The Alaknanda,Jammu and Kashmir,B) The Bhagirathi,"The Tehri Dam, one of the tallest dams in India, is built across the Bhagirathi river in Uttarakhand.",Mountains & Rivers (India Only),Dams & Reservoirs
Which is the highest peak located entirely within the state of Uttarakhand?,Nanda Devi,The Sardar Sarovar Dam,A high-altitude route through a mountain range,The Aravalli Range,A) Nanda Devi,"Nanda Devi, located in Uttarakhand, is the highest peak located entirely within India (excluding disputed border peaks).",Mountains & Rivers (India Only),Highest Peaks
"Which option correctly answers this: Which river is associated with the Tehri Dam, one of the tallest dams in India?",The Vindhya Range,The Bhagirathi,Yamunotri Glacier,Kangchenjunga,B) The Bhagirathi,"The Tehri Dam, one of the tallest dams in India, is built across the Bhagirathi river in Uttarakhand.",Mountains & Rivers (India Only),Dams & Reservoirs
"Choose the correct answer: Which Indian river is notable for flowing west into the Arabian Sea, unusual for major Indian rivers?",The Greater Himalayas,The Vindhya Range,Odisha,The Narmada,D) The Narmada,"The Narmada is notable for flowing westward into the Arabian Sea, unlike most major Indian rivers that flow eastward.",Mountains & Rivers (India Only),River Origins
Which is the highest peak located entirely within the state of Uttarakhand?,The Ganges,The Godavari,Nanda Devi,The Brahmaputra,C) Nanda Devi,"Nanda Devi, located in Uttarakhand, is the highest peak located entirely within India (excluding disputed border peaks).",Mountains & Rivers (India Only),Highest Peaks
Choose the correct answer: In which states does the Kaveri river primarily flow?,Odisha,The Sutlej,Tamil Nadu and Karnataka,Jammu and Kashmir,C) Tamil Nadu and Karnataka,"The Kaveri river flows primarily through Karnataka and Tamil Nadu, and is significant for irrigation in southern India.",Mountains & Rivers (India Only),Rivers by State
"What is the highest, snow-covered zone of the Himalayan range often called?",Jammu and Kashmir,The Kosi,The Western Ghats,The Greater Himalayas,D) The Greater Himalayas,"The Greater Himalayas (Himadri) form the highest and northernmost range, containing the tallest peaks.",Mountains & Rivers (India Only),Himalayas
Choose the correct answer: Which mountain range in India is known for containing the Nilgiri Hills?,The Western Ghats,The Nagarjuna Sagar Dam,The Sutlej,The Shivalik Hills,A) The Western Ghats,"The Nilgiri Hills, known for hill stations like Ooty, are part of the Western Ghats mountain range.",Mountains & Rivers (India Only),Indian Mountains
Which option correctly answers this: Which is the second-longest river that flows entirely within India?,Jammu and Kashmir,The Eastern Ghats,A smaller river or stream that flows into a larger river,The Godavari,D) The Godavari,"The Godavari, often called the 'Ganga of the South', is the second-longest river flowing entirely within India.",Mountains & Rivers (India Only),Longest Rivers
"Which option correctly answers this: Which major Himalayan tributary joins the Ganges from the north, flowing through Uttarakhand?",The Bhagirathi,The Shivalik Hills,The Vindhya Range,The Alaknanda,D) The Alaknanda,"The Alaknanda river, one of the headstreams of the Ganges, flows through Uttarakhand before merging with the Bhagirathi at Devprayag.",Mountains & Rivers (India Only),River Tributaries
Choose the correct answer: From which mountain range does the Ganges river originate?,The Greater Himalayas,Jammu and Kashmir,The Himalayas,The Brahmaputra,C) The Himalayas,The Ganges originates from the Gangotri Glacier in the Himalayas.,Mountains & Rivers (India Only),River Origins
Which river is known as the 'Ganga of the South'?,The Vindhya Range,Yamunotri Glacier,The Godavari,The Bhagirathi,C) The Godavari,The Godavari river is often referred to as the 'Ganga of the South' due to its significance in southern India.,Mountains & Rivers (India Only),Rivers by State
Quiz question: From which mountain range does the Ganges river originate?,Odisha,The Nagarjuna Sagar Dam,A smaller river or stream that flows into a larger river,The Himalayas,D) The Himalayas,The Ganges originates from the Gangotri Glacier in the Himalayas.,Mountains & Rivers (India Only),River Origins
"Quiz question: Which is the largest river delta in India, formed by the Ganges and Brahmaputra?",The Kosi,The Sutlej,The Bhagirathi,The Sundarbans Delta,D) The Sundarbans Delta,"The Sundarbans Delta, formed by the Ganges and Brahmaputra rivers, is the largest river delta in the world.",Mountains & Rivers (India Only),River Deltas
Which is the oldest mountain range in India?,The Godavari,The Brahmaputra,The Kosi,The Aravalli Range,D) The Aravalli Range,"The Aravalli Range, running through Rajasthan and neighboring states, is considered one of the oldest mountain ranges in the world.",Mountains & Rivers (India Only),Indian Mountains
Which option correctly answers this: Which mountain range runs along India's eastern coast?,A high-altitude route through a mountain range,The Ganges,The Narmada,The Eastern Ghats,D) The Eastern Ghats,"The Eastern Ghats run along the eastern coast of India, though less continuously than the Western Ghats.",Mountains & Rivers (India Only),Indian Mountains
Choose the correct answer: Which is the highest mountain peak in India?,The Greater Himalayas,Kangchenjunga,The Eastern Ghats,The Godavari,B) Kangchenjunga,"Kangchenjunga, on the border of India and Nepal, is the highest peak located within India.",Mountains & Rivers (India Only),Highest Peaks
Choose the correct answer: Which mountain range runs along India's eastern coast?,Nanda Devi,Tamil Nadu and Karnataka,The Eastern Ghats,The Bhagirathi,C) The Eastern Ghats,"The Eastern Ghats run along the eastern coast of India, though less continuously than the Western Ghats.",Mountains & Rivers (India Only),Indian Mountains
Which option correctly answers this: Which mountain range in India is known for containing the Nilgiri Hills?,The Western Ghats,A smaller river or stream that flows into a larger river,The Nagarjuna Sagar Dam,The Eastern Ghats,A) The Western Ghats,"The Nilgiri Hills, known for hill stations like Ooty, are part of the Western Ghats mountain range.",Mountains & Rivers (India Only),Indian Mountains
Choose the correct answer: From which glacier does the Yamuna river originate?,The Sardar Sarovar Dam,Yamunotri Glacier,Odisha,The Sutlej,B) Yamunotri Glacier,"The Yamuna river originates from the Yamunotri Glacier in the Himalayas, in Uttarakhand.",Mountains & Rivers (India Only),River Origins
From which mountain range does the Ganges river originate?,The Himalayas,The Nagarjuna Sagar Dam,The Shivalik Hills,The Brahmaputra,A) The Himalayas,The Ganges originates from the Gangotri Glacier in the Himalayas.,Mountains & Rivers (India Only),River Origins
Choose the correct answer: Which Indian river forms a delta alongside the Ganges as it meets the Bay of Bengal?,The Brahmaputra,Odisha,The Western Ghats,The Himalayas,A) The Brahmaputra,The Brahmaputra joins the Ganges delta system before flowing into the Bay of Bengal.,Mountains & Rivers (India Only),River Deltas
"Which option correctly answers this: Which range lies between the Ganges plain and the Himalayas, forming its foothills?",The Greater Himalayas,The Shivalik Hills,The Aravalli Range,The Western Ghats,B) The Shivalik Hills,The Shivalik Hills form the southernmost and lowest range of the Himalayan foothills.,Mountains & Rivers (India Only),Himalayas
Quiz question: Which state does the Chenab river primarily flow through in India before entering Pakistan?,Jammu and Kashmir,The Brahmaputra,A smaller river or stream that flows into a larger river,The Shivalik Hills,A) Jammu and Kashmir,The Chenab river flows through the Jammu and Kashmir region of India before entering Pakistan.,Mountains & Rivers (India Only),Rivers by State
Which river does the Bhakra Nangal Dam impound?,The Sardar Sarovar Dam,The Sutlej,The Godavari,The Brahmaputra,B) The Sutlej,"The Bhakra Nangal Dam is built across the Sutlej river, forming the Gobind Sagar reservoir.",Mountains & Rivers (India Only),Dams & Reservoirs
"Quiz question: What is the term for a mountain pass, common in the Himalayan region?",A high-altitude route through a mountain range,Tamil Nadu and Karnataka,The Narmada,The Yamuna,A) A high-altitude route through a mountain range,"A mountain pass is a navigable route through a mountain range, often at a lower elevation than surrounding peaks.",Mountains & Rivers (India Only),Mountain Peaks
Choose the correct answer: From which glacier does the Yamuna river originate?,The Nagarjuna Sagar Dam,The Greater Himalayas,Yamunotri Glacier,The Himalayas,C) Yamunotri Glacier,"The Yamuna river originates from the Yamunotri Glacier in the Himalayas, in Uttarakhand.",Mountains & Rivers (India Only),River Origins
"Choose the correct answer: Which river is associated with the Tehri Dam, one of the tallest dams in India?",The Himalayas,The Sundarbans Delta,A high-altitude route through a mountain range,The Bhagirathi,D) The Bhagirathi,"The Tehri Dam, one of the tallest dams in India, is built across the Bhagirathi river in Uttarakhand.",Mountains & Rivers (India Only),Dams & Reservoirs
Quiz question: From which mountain range does the Ganges river originate?,The Vindhya Range,The Godavari,The Himalayas,A high-altitude route through a mountain range,C) The Himalayas,The Ganges originates from the Gangotri Glacier in the Himalayas.,Mountains & Rivers (India Only),River Origins
Which river is known as the 'Ganga of the South'?,The Godavari,The Alaknanda,The Narmada,The Shivalik Hills,A) The Godavari,The Godavari river is often referred to as the 'Ganga of the South' due to its significance in southern India.,Mountains & Rivers (India Only),Rivers by State
Choose the correct answer: Which mountain range in India is known for containing the Nilgiri Hills?,The Western Ghats,The Ganges,The Greater Himalayas,The Eastern Ghats,A) The Western Ghats,"The Nilgiri Hills, known for hill stations like Ooty, are part of the Western Ghats mountain range.",Mountains & Rivers (India Only),Indian Mountains
Choose the correct answer: Which is the oldest mountain range in India?,The Brahmaputra,The Eastern Ghats,The Yamuna,The Aravalli Range,D) The Aravalli Range,"The Aravalli Range, running through Rajasthan and neighboring states, is considered one of the oldest mountain ranges in the world.",Mountains & Rivers (India Only),Indian Mountains
Which option correctly answers this: Which is the oldest mountain range in India?,Kangchenjunga,The Sardar Sarovar Dam,The Aravalli Range,Nanda Devi,C) The Aravalli Range,"The Aravalli Range, running through Rajasthan and neighboring states, is considered one of the oldest mountain ranges in the world.",Mountains & Rivers (India Only),Indian Mountains
Choose the correct answer: Which is the longest river in India?,The Ganges,The Himalayas,Nanda Devi,Jammu and Kashmir,A) The Ganges,"The Ganges is the longest river in India, flowing about 2,525 km from the Himalayas to the Bay of Bengal.",Mountains & Rivers (India Only),Longest Rivers
"Quiz question: Which state is the Hirakud Dam, built on the Mahanadi river, located in?",The Ganges,Odisha,A high-altitude route through a mountain range,The Aravalli Range,B) Odisha,"The Hirakud Dam is located in Odisha and is built across the Mahanadi river, one of the longest dams in the world.",Mountains & Rivers (India Only),Dams & Reservoirs
Choose the correct answer: What is a tributary river?,A smaller river or stream that flows into a larger river,The Yamuna,The Kosi,The Shivalik Hills,A) A smaller river or stream that flows into a larger river,"A tributary is a smaller river or stream that flows into and joins a larger river, rather than directly into a sea or ocean.",Mountains & Rivers (India Only),River Tributaries
"What is the highest, snow-covered zone of the Himalayan range often called?",The Sardar Sarovar Dam,Kangchenjunga,The Greater Himalayas,The Narmada,C) The Greater Himalayas,"The Greater Himalayas (Himadri) form the highest and northernmost range, containing the tallest peaks.",Mountains & Rivers (India Only),Himalayas
Which is the highest peak located entirely within the state of Uttarakhand?,The Godavari,The Nagarjuna Sagar Dam,Nanda Devi,The Aravalli Range,C) Nanda Devi,"Nanda Devi, located in Uttarakhand, is the highest peak located entirely within India (excluding disputed border peaks).",Mountains & Rivers (India Only),Highest Peaks
Which option correctly answers this: Which mountain range runs along India's western coast?,The Brahmaputra,The Western Ghats,The Eastern Ghats,The Narmada,B) The Western Ghats,"The Western Ghats run along the western coast of India, from Gujarat to Kerala.",Mountains & Rivers (India Only),Indian Mountains
Which is the second-longest river that flows entirely within India?,The Alaknanda,The Sutlej,The Eastern Ghats,The Godavari,D) The Godavari,"The Godavari, often called the 'Ganga of the South', is the second-longest river flowing entirely within India.",Mountains & Rivers (India Only),Longest Rivers
Which option correctly answers this: Which river is known as the 'Ganga of the South'?,Odisha,The Nagarjuna Sagar Dam,Tamil Nadu and Karnataka,The Godavari,D) The Godavari,The Godavari river is often referred to as the 'Ganga of the South' due to its significance in southern India.,Mountains & Rivers (India Only),Rivers by State
Which option correctly answers this: Which state does the Chenab river primarily flow through in India before entering Pakistan?,Jammu and Kashmir,The Nagarjuna Sagar Dam,The Eastern Ghats,The Himalayas,A) Jammu and Kashmir,The Chenab river flows through the Jammu and Kashmir region of India before entering Pakistan.,Mountains & Rivers (India Only),Rivers by State
Quiz question: Which is the highest peak located entirely within the state of Uttarakhand?,A high-altitude route through a mountain range,The Aravalli Range,Nanda Devi,The Shivalik Hills,C) Nanda Devi,"Nanda Devi, located in Uttarakhand, is the highest peak located entirely within India (excluding disputed border peaks).",Mountains & Rivers (India Only),Highest Peaks
Choose the correct answer: Which major dam is built across the Narmada river?,The Bhagirathi,The Sardar Sarovar Dam,The Nagarjuna Sagar Dam,The Greater Himalayas,B) The Sardar Sarovar Dam,The Sardar Sarovar Dam is a major dam built across the Narmada river in Gujarat.,Mountains & Rivers (India Only),Dams & Reservoirs
"Which range includes the Anamudi peak, the highest peak in South India?",The Vindhya Range,The Western Ghats,The Alaknanda,The Shivalik Hills,B) The Western Ghats,"Anamudi, the highest peak in South India, is located in the Western Ghats range in Kerala.",Mountains & Rivers (India Only),Mountain Peaks
Which Indian river forms a delta alongside the Ganges as it meets the Bay of Bengal?,The Ganges,The Sardar Sarovar Dam,The Alaknanda,The Brahmaputra,D) The Brahmaputra,The Brahmaputra joins the Ganges delta system before flowing into the Bay of Bengal.,Mountains & Rivers (India Only),River Deltas
Which major dam is built across the Krishna river in Andhra Pradesh?,The Ganges,The Narmada,The Nagarjuna Sagar Dam,The Sutlej,C) The Nagarjuna Sagar Dam,"The Nagarjuna Sagar Dam is one of the largest masonry dams in the world, built across the Krishna river.",Mountains & Rivers (India Only),Dams & Reservoirs
"Choose the correct answer: Which range lies between the Ganges plain and the Himalayas, forming its foothills?",Tamil Nadu and Karnataka,Nanda Devi,The Shivalik Hills,The Godavari,C) The Shivalik Hills,The Shivalik Hills form the southernmost and lowest range of the Himalayan foothills.,Mountains & Rivers (India Only),Himalayas
"Which option correctly answers this: Which state is the Hirakud Dam, built on the Mahanadi river, located in?",The Sardar Sarovar Dam,The Shivalik Hills,Odisha,The Narmada,C) Odisha,"The Hirakud Dam is located in Odisha and is built across the Mahanadi river, one of the longest dams in the world.",Mountains & Rivers (India Only),Dams & Reservoirs
Choose the correct answer: From which mountain range does the Ganges river originate?,The Himalayas,The Yamuna,The Alaknanda,The Nagarjuna Sagar Dam,A) The Himalayas,The Ganges originates from the Gangotri Glacier in the Himalayas.,Mountains & Rivers (India Only),River Origins
"Choose the correct answer: Which Indian river is notable for flowing west into the Arabian Sea, unusual for major Indian rivers?",The Narmada,The Yamuna,The Himalayas,The Sutlej,A) The Narmada,"The Narmada is notable for flowing westward into the Arabian Sea, unlike most major Indian rivers that flow eastward.",Mountains & Rivers (India Only),River Origins
Which mountain range in India is known for containing the Nilgiri Hills?,The Western Ghats,Tamil Nadu and Karnataka,The Aravalli Range,The Vindhya Range,A) The Western Ghats,"The Nilgiri Hills, known for hill stations like Ooty, are part of the Western Ghats mountain range.",Mountains & Rivers (India Only),Indian Mountains
Choose the correct answer: Which mountain range separates the Ganges plain from the Deccan Plateau?,The Eastern Ghats,Jammu and Kashmir,The Kosi,The Vindhya Range,D) The Vindhya Range,The Vindhya Range is often considered a traditional boundary separating northern India from the Deccan Plateau.,Mountains & Rivers (India Only),Indian Mountains
Which option correctly answers this: Which is the highest peak located entirely within the state of Uttarakhand?,The Vindhya Range,The Godavari,The Western Ghats,Nanda Devi,D) Nanda Devi,"Nanda Devi, located in Uttarakhand, is the highest peak located entirely within India (excluding disputed border peaks).",Mountains & Rivers (India Only),Highest Peaks
In which states does the Kaveri river primarily flow?,The Yamuna,Jammu and Kashmir,Tamil Nadu and Karnataka,The Alaknanda,C) Tamil Nadu and Karnataka,"The Kaveri river flows primarily through Karnataka and Tamil Nadu, and is significant for irrigation in southern India.",Mountains & Rivers (India Only),Rivers by State
Quiz question: Which major dam is built across the Krishna river in Andhra Pradesh?,Yamunotri Glacier,The Narmada,Jammu and Kashmir,The Nagarjuna Sagar Dam,D) The Nagarjuna Sagar Dam,"The Nagarjuna Sagar Dam is one of the largest masonry dams in the world, built across the Krishna river.",Mountains & Rivers (India Only),Dams & Reservoirs
Quiz question: From which glacier does the Yamuna river originate?,The Alaknanda,Jammu and Kashmir,Yamunotri Glacier,The Sutlej,C) Yamunotri Glacier,"The Yamuna river originates from the Yamunotri Glacier in the Himalayas, in Uttarakhand.",Mountains & Rivers (India Only),River Origins
Which option correctly answers this: Which is the oldest mountain range in India?,The Aravalli Range,The Sardar Sarovar Dam,The Godavari,The Western Ghats,A) The Aravalli Range,"The Aravalli Range, running through Rajasthan and neighboring states, is considered one of the oldest mountain ranges in the world.",Mountains & Rivers (India Only),Indian Mountains
"Quiz question: What is the term for a mountain pass, common in the Himalayan region?",The Kosi,A smaller river or stream that flows into a larger river,A high-altitude route through a mountain range,Nanda Devi,C) A high-altitude route through a mountain range,"A mountain pass is a navigable route through a mountain range, often at a lower elevation than surrounding peaks.",Mountains & Rivers (India Only),Mountain Peaks
