Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
"Approximately how many languages are spoken in India, according to linguistic surveys?",Exactly 22,Exactly 100,Fewer than 50,"Over 19,000 mother tongues, grouped into hundreds of distinct languages","D) Over 19,000 mother tongues, grouped into hundreds of distinct languages","According to the Census of India and linguistic surveys, India has an extremely high number of mother tongues, grouped into hundreds of distinct languages.",Languages,Indian Languages
Which Indian state has Malayalam as its official language?,Kerala,Andhra Pradesh,Karnataka,Tamil Nadu,A) Kerala,Malayalam is the official language of the Indian state of Kerala.,Languages,State-wise Languages
Quiz question: Which language has the most native speakers in the world?,Kannada script,22,Mandarin Chinese,Ol Chiki,C) Mandarin Chinese,Mandarin Chinese has the largest number of native speakers of any language in the world.,Languages,Language Speakers
Which script is used to write the Tamil language?,Gujarati,Ol Chiki,Assamese,Tamil script,D) Tamil script,Tamil is written using its own distinct Tamil script.,Languages,Language Scripts
Which option correctly answers this: What is the two official languages of the Indian central government for official communication?,Austroasiatic,22,Hindi and English,Buddhism (Pali is the liturgical language of Theravada Buddhism),C) Hindi and English,Hindi and English serve as the two official languages used by the Government of India for official communication.,Languages,Official Languages
Which option correctly answers this: Which Indian state has Malayalam as its official language?,Dravidian,Kerala,Tamil script,Devanagari,B) Kerala,Malayalam is the official language of the Indian state of Kerala.,Languages,State-wise Languages
Quiz question: Which script is used to write the Tamil language?,Eastern Nagari script family,Tamil script,Devanagari (and Kannada script in some regions),Gujarati,B) Tamil script,Tamil is written using its own distinct Tamil script.,Languages,Language Scripts
Which option correctly answers this: What is the script used to write Telugu?,Gujarati,Sanskrit,Telugu script,Gurmukhi,C) Telugu script,"Telugu is written using its own distinct script, closely related to the Kannada script.",Languages,Language Scripts
Which option correctly answers this: What is the script used to write Odia?,Eastern Nagari script family,Austroasiatic,Indo-Aryan (Indo-European),Odia script,D) Odia script,"Odia is written in its own distinct script, known as the Odia script.",Languages,Language Scripts
"Choose the correct answer: Which Indian language has classical language status alongside Tamil, Sanskrit, and others?",Sanskrit,Telugu,Austroasiatic,Kannada,D) Kannada,"Kannada has been granted classical language status by the Government of India, alongside Tamil, Sanskrit, Telugu, and others.",Languages,Classical Languages
Which script is used to write the Hindi language?,Mandarin Chinese,Devanagari,Buddhism (Pali is the liturgical language of Theravada Buddhism),Gurmukhi,B) Devanagari,"Hindi is written using the Devanagari script, which is also used for Sanskrit and Marathi.",Languages,Language Scripts
"Quiz question: Which script family does the Bengali script belong to, also shared with Assamese?",Telugu,Eastern Nagari script family,Dravidian,Kannada script,B) Eastern Nagari script family,Bengali and Assamese share scripts derived from the Eastern Nagari script family.,Languages,Language Scripts
What is the script used to write Kannada?,Kannada script,22,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",Indo-Aryan (Indo-European),A) Kannada script,"Kannada is written using its own distinct script, closely related to the Telugu script.",Languages,Language Scripts
"Quiz question: Which script family does the Bengali script belong to, also shared with Assamese?",Tamil script,Tamil,Mandarin Chinese,Eastern Nagari script family,D) Eastern Nagari script family,Bengali and Assamese share scripts derived from the Eastern Nagari script family.,Languages,Language Scripts
Quiz question: What is the script used to write Malayalam?,Malayalam script,Dravidian,Bengali,Devanagari (and Kannada script in some regions),A) Malayalam script,"Malayalam is written using its own distinct script, derived from the ancient Grantha script.",Languages,Language Scripts
"Choose the correct answer: Approximately how many languages are spoken in India, according to linguistic surveys?",Malayalam script,"Over 19,000 mother tongues, grouped into hundreds of distinct languages",Indo-Aryan (Indo-European),Devanagari,"B) Over 19,000 mother tongues, grouped into hundreds of distinct languages","According to the Census of India and linguistic surveys, India has an extremely high number of mother tongues, grouped into hundreds of distinct languages.",Languages,Indian Languages
Quiz question: Which language family does Hindi belong to?,Devanagari (and Kannada script in some regions),Dravidian,Hindi and English,Indo-Aryan (Indo-European),D) Indo-Aryan (Indo-European),Hindi belongs to the Indo-Aryan branch of the Indo-European language family.,Languages,Language Families
Quiz question: Which is the official language of Telangana and Andhra Pradesh?,Telugu,Hindi,Telugu script,Odia script,A) Telugu,Telugu is the official language of both Telangana and Andhra Pradesh.,Languages,State-wise Languages
Choose the correct answer: Which is generally considered the fastest-growing widely spoken language globally in terms of internet usage growth?,Tamil,Telugu,Tamil script,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online","D) English remains dominant, though languages like Hindi and Mandarin show rapid growth online","English remains the dominant language of the internet, though languages like Hindi and Mandarin Chinese have shown rapid growth in online usage.",Languages,Language History
Choose the correct answer: Which is the official language of Tamil Nadu state?,Tamil script,Indo-Aryan (Indo-European),Punjabi,Tamil,D) Tamil,Tamil is the official language of the Indian state of Tamil Nadu.,Languages,State-wise Languages
Choose the correct answer: Which Indian language family includes Santali and Mundari?,Perso-Arabic script,Austroasiatic,Marathi,Odia,B) Austroasiatic,"Santali and Mundari belong to the Austroasiatic language family, spoken by various tribal communities in India.",Languages,Language Families
Which is the official language of Assam?,Kannada script,Marathi,Assamese,Hindi and English,C) Assamese,Assamese is the official language of the Indian state of Assam.,Languages,State-wise Languages
Choose the correct answer: Which is the official language of West Bengal?,Tamil script,Austroasiatic,Bengali,Malayalam script,C) Bengali,Bengali is the official language of the Indian state of West Bengal.,Languages,State-wise Languages
Which option correctly answers this: Which was the first Indian language to be granted classical language status?,Tamil,22,Indo-Aryan (Indo-European),Hindi,A) Tamil,"Tamil was the first Indian language to be officially granted classical language status, in 2004.",Languages,Classical Languages
"Quiz question: Which Indian language is often referred to as a classical and liturgical language, foundational to many others?",Mandarin Chinese,Tamil script,Bengali,Sanskrit,D) Sanskrit,"Sanskrit is an ancient classical language of India, foundational to many Indian languages and used in religious and scholarly texts.",Languages,Classical Languages
Choose the correct answer: Which is the most widely spoken language in the world by total speakers (including second-language speakers)?,English,Punjabi,Tamil script,Indo-Aryan (Indo-European),A) English,English is generally considered the most widely spoken language globally when counting both native and second-language speakers.,Languages,Language Speakers
Which is the official language of Maharashtra?,Assamese,Devanagari,Marathi,Tamil,C) Marathi,Marathi is the official language of the Indian state of Maharashtra.,Languages,State-wise Languages
Quiz question: Which is the official language of Odisha?,Punjabi,Perso-Arabic script,Gujarati,Odia,D) Odia,Odia is the official language of the Indian state of Odisha.,Languages,State-wise Languages
Which language family does Hindi belong to?,Indo-Aryan (Indo-European),Devanagari,Marathi,Bengali,A) Indo-Aryan (Indo-European),Hindi belongs to the Indo-Aryan branch of the Indo-European language family.,Languages,Language Families
Which option correctly answers this: What is the two official languages of the Indian central government for official communication?,Devanagari (and Kannada script in some regions),Hindi and English,English,Tamil script,B) Hindi and English,Hindi and English serve as the two official languages used by the Government of India for official communication.,Languages,Official Languages
Which option correctly answers this: Which script is used to write the Hindi language?,22,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",Malayalam script,Devanagari,D) Devanagari,"Hindi is written using the Devanagari script, which is also used for Sanskrit and Marathi.",Languages,Language Scripts
Which option correctly answers this: Which script is used to write the Punjabi language in India?,Odia,English,Gurmukhi,Telugu,C) Gurmukhi,Punjabi in India is primarily written using the Gurmukhi script.,Languages,Language Scripts
Which option correctly answers this: Which language has the most native speakers in the world?,Malayalam script,Bengali,Tamil script,Mandarin Chinese,D) Mandarin Chinese,Mandarin Chinese has the largest number of native speakers of any language in the world.,Languages,Language Speakers
Quiz question: Which language family does Hindi belong to?,Gurmukhi,Devanagari,Indo-Aryan (Indo-European),Ol Chiki,C) Indo-Aryan (Indo-European),Hindi belongs to the Indo-Aryan branch of the Indo-European language family.,Languages,Language Families
Which option correctly answers this: Which is the official language of Odisha?,Kannada,Telugu,"Over 19,000 mother tongues, grouped into hundreds of distinct languages",Odia,D) Odia,Odia is the official language of the Indian state of Odisha.,Languages,State-wise Languages
Quiz question: Which is the official language of Karnataka state?,Odia script,Kannada,Bengali,Austroasiatic,B) Kannada,Kannada is the official language of the Indian state of Karnataka.,Languages,State-wise Languages
Choose the correct answer: What is the script used to write Telugu?,Punjabi,Telugu script,Ol Chiki,Marathi,B) Telugu script,"Telugu is written using its own distinct script, closely related to the Kannada script.",Languages,Language Scripts
"Which option correctly answers this: Which language is used most widely as a link language for administration at the central level in India, alongside English?",Devanagari (and Kannada script in some regions),Tamil script,Gujarati,Hindi,D) Hindi,"Hindi, alongside English, is used as an official link language at the central government level in India.",Languages,Official Languages
Which is the official language of Odisha?,Odia,Ol Chiki,Perso-Arabic script,Indo-Aryan (Indo-European),A) Odia,Odia is the official language of the Indian state of Odisha.,Languages,State-wise Languages
Which is the most widely spoken language in the world by total speakers (including second-language speakers)?,English,Odia script,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",Odia,A) English,English is generally considered the most widely spoken language globally when counting both native and second-language speakers.,Languages,Language Speakers
Quiz question: Which is the official language of Assam?,Bengali,Marathi,Punjabi,Assamese,D) Assamese,Assamese is the official language of the Indian state of Assam.,Languages,State-wise Languages
Which option correctly answers this: Which is the official language of Maharashtra?,Gujarati,Buddhism (Pali is the liturgical language of Theravada Buddhism),Telugu script,Marathi,D) Marathi,Marathi is the official language of the Indian state of Maharashtra.,Languages,State-wise Languages
Quiz question: Which is the most widely spoken language in the world by total speakers (including second-language speakers)?,Odia script,English,Devanagari,Dravidian,B) English,English is generally considered the most widely spoken language globally when counting both native and second-language speakers.,Languages,Language Speakers
Which script is used to write the Hindi language?,Odia,English,Devanagari,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",C) Devanagari,"Hindi is written using the Devanagari script, which is also used for Sanskrit and Marathi.",Languages,Language Scripts
Which is the official language of Assam?,Mandarin Chinese,Assamese,22,Bengali,B) Assamese,Assamese is the official language of the Indian state of Assam.,Languages,State-wise Languages
Quiz question: Which is the official language of Maharashtra?,Marathi,22,Eastern Nagari script family,Austroasiatic,A) Marathi,Marathi is the official language of the Indian state of Maharashtra.,Languages,State-wise Languages
"Quiz question: Which language is used most widely as a link language for administration at the central level in India, alongside English?",Odia script,Devanagari (and Kannada script in some regions),Hindi,Punjabi,C) Hindi,"Hindi, alongside English, is used as an official link language at the central government level in India.",Languages,Official Languages
"Which option correctly answers this: Which language is used most widely as a link language for administration at the central level in India, alongside English?",Dravidian,Malayalam script,Kannada,Hindi,D) Hindi,"Hindi, alongside English, is used as an official link language at the central government level in India.",Languages,Official Languages
Choose the correct answer: Which was the first Indian language to be granted classical language status?,Tamil script,Malayalam script,Hindi and English,Tamil,D) Tamil,"Tamil was the first Indian language to be officially granted classical language status, in 2004.",Languages,Classical Languages
Choose the correct answer: Which language has the most native speakers in the world?,Kannada script,Bengali,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",Mandarin Chinese,D) Mandarin Chinese,Mandarin Chinese has the largest number of native speakers of any language in the world.,Languages,Language Speakers
Quiz question: Which was the first Indian language to be granted classical language status?,Tamil,Mandarin Chinese,Tamil script,Austroasiatic,A) Tamil,"Tamil was the first Indian language to be officially granted classical language status, in 2004.",Languages,Classical Languages
Which is generally considered the fastest-growing widely spoken language globally in terms of internet usage growth?,22,Odia,Devanagari (and Kannada script in some regions),"English remains dominant, though languages like Hindi and Mandarin show rapid growth online","D) English remains dominant, though languages like Hindi and Mandarin show rapid growth online","English remains the dominant language of the internet, though languages like Hindi and Mandarin Chinese have shown rapid growth in online usage.",Languages,Language History
"Quiz question: Which script is Santali sometimes written in, alongside others, that was specifically designed for it?","Over 19,000 mother tongues, grouped into hundreds of distinct languages",Assamese,Ol Chiki,Hindi and English,C) Ol Chiki,"Ol Chiki is a script specifically designed for writing the Santali language, alongside other scripts it is sometimes written in.",Languages,Language Scripts
"Choose the correct answer: Which language is used most widely as a link language for administration at the central level in India, alongside English?",Indo-Aryan (Indo-European),"Over 19,000 mother tongues, grouped into hundreds of distinct languages",Hindi,22,C) Hindi,"Hindi, alongside English, is used as an official link language at the central government level in India.",Languages,Official Languages
"Which script is Santali sometimes written in, alongside others, that was specifically designed for it?",Hindi,Kerala,Ol Chiki,Telugu script,C) Ol Chiki,"Ol Chiki is a script specifically designed for writing the Santali language, alongside other scripts it is sometimes written in.",Languages,Language Scripts
Which is the official language of Gujarat?,Mandarin Chinese,Tamil script,Gujarati,Hindi,C) Gujarati,Gujarati is the official language of the Indian state of Gujarat.,Languages,State-wise Languages
Choose the correct answer: What script is traditionally used to write Urdu?,Marathi,Gujarati,Perso-Arabic script,Odia script,C) Perso-Arabic script,Urdu is traditionally written using a modified Perso-Arabic script.,Languages,Language Scripts
Quiz question: What is the script used to write Odia?,Odia script,Telugu,Devanagari (and Kannada script in some regions),Tamil,A) Odia script,"Odia is written in its own distinct script, known as the Odia script.",Languages,Language Scripts
Choose the correct answer: How many languages are listed in the Eighth Schedule of the Indian Constitution?,22,Ol Chiki,Devanagari,Bengali,A) 22,The Eighth Schedule of the Indian Constitution lists 22 official (scheduled) languages.,Languages,Scheduled Languages
Choose the correct answer: Which is generally considered the fastest-growing widely spoken language globally in terms of internet usage growth?,Austroasiatic,Devanagari,Odia script,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online","D) English remains dominant, though languages like Hindi and Mandarin show rapid growth online","English remains the dominant language of the internet, though languages like Hindi and Mandarin Chinese have shown rapid growth in online usage.",Languages,Language History
"Choose the correct answer: Which script family does the Bengali script belong to, also shared with Assamese?",Eastern Nagari script family,Tamil script,Buddhism (Pali is the liturgical language of Theravada Buddhism),Malayalam script,A) Eastern Nagari script family,Bengali and Assamese share scripts derived from the Eastern Nagari script family.,Languages,Language Scripts
"Which option correctly answers this: Which Indian language has classical language status alongside Tamil, Sanskrit, and others?",Bengali,Dravidian,Hindi,Kannada,D) Kannada,"Kannada has been granted classical language status by the Government of India, alongside Tamil, Sanskrit, Telugu, and others.",Languages,Classical Languages
"Which option correctly answers this: Which ancient language is Pali closely associated with, particularly Buddhist texts?",Buddhism (Pali is the liturgical language of Theravada Buddhism),Kerala,Hindi,"Over 19,000 mother tongues, grouped into hundreds of distinct languages",A) Buddhism (Pali is the liturgical language of Theravada Buddhism),Pali is closely associated with early Buddhist scriptures and is the liturgical language of Theravada Buddhism.,Languages,Classical Languages
Choose the correct answer: Which script is used to write the Tamil language?,Perso-Arabic script,Tamil script,Kannada script,Eastern Nagari script family,B) Tamil script,Tamil is written using its own distinct Tamil script.,Languages,Language Scripts
Which script is used to write the Punjabi language in India?,English,Gurmukhi,Gujarati,Eastern Nagari script family,B) Gurmukhi,Punjabi in India is primarily written using the Gurmukhi script.,Languages,Language Scripts
What is the script used to write Malayalam?,Devanagari (and Kannada script in some regions),Malayalam script,Tamil,Odia,B) Malayalam script,"Malayalam is written using its own distinct script, derived from the ancient Grantha script.",Languages,Language Scripts
Which option correctly answers this: Which Indian language uses a script also shared historically with Konkani in some regions?,Devanagari (and Kannada script in some regions),Odia,Kannada,Marathi,A) Devanagari (and Kannada script in some regions),"Konkani has historically been written in multiple scripts, including Devanagari and, in some regions, the Kannada script.",Languages,Language Scripts
Choose the correct answer: Which language family does Hindi belong to?,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",Mandarin Chinese,Kannada script,Indo-Aryan (Indo-European),D) Indo-Aryan (Indo-European),Hindi belongs to the Indo-Aryan branch of the Indo-European language family.,Languages,Language Families
Which is the official language of Punjab (India)?,Punjabi,Tamil,Marathi,Austroasiatic,A) Punjabi,Punjabi is the official language of the Indian state of Punjab.,Languages,State-wise Languages
Which language has the most native speakers in the world?,22,Tamil,Devanagari (and Kannada script in some regions),Mandarin Chinese,D) Mandarin Chinese,Mandarin Chinese has the largest number of native speakers of any language in the world.,Languages,Language Speakers
"Choose the correct answer: Which script is Santali sometimes written in, alongside others, that was specifically designed for it?",Ol Chiki,22,Bengali,Indo-Aryan (Indo-European),A) Ol Chiki,"Ol Chiki is a script specifically designed for writing the Santali language, alongside other scripts it is sometimes written in.",Languages,Language Scripts
"Which Indian language has classical language status alongside Tamil, Sanskrit, and others?",Sanskrit,Telugu,Kannada,Hindi,C) Kannada,"Kannada has been granted classical language status by the Government of India, alongside Tamil, Sanskrit, Telugu, and others.",Languages,Classical Languages
"Choose the correct answer: Which language is used most widely as a link language for administration at the central level in India, alongside English?",Devanagari (and Kannada script in some regions),Dravidian,Hindi,Gujarati,C) Hindi,"Hindi, alongside English, is used as an official link language at the central government level in India.",Languages,Official Languages
"Which option correctly answers this: Which language is used most widely as a link language for administration at the central level in India, alongside English?",Ol Chiki,Dravidian,Hindi and English,Hindi,D) Hindi,"Hindi, alongside English, is used as an official link language at the central government level in India.",Languages,Official Languages
Choose the correct answer: What is the script used to write Kannada?,Ol Chiki,Mandarin Chinese,Kannada script,Hindi and English,C) Kannada script,"Kannada is written using its own distinct script, closely related to the Telugu script.",Languages,Language Scripts
Quiz question: Which is the official language of Assam?,Austroasiatic,Odia script,Assamese,Telugu,C) Assamese,Assamese is the official language of the Indian state of Assam.,Languages,State-wise Languages
Quiz question: What script is traditionally used to write Urdu?,Telugu,Mandarin Chinese,Bengali,Perso-Arabic script,D) Perso-Arabic script,Urdu is traditionally written using a modified Perso-Arabic script.,Languages,Language Scripts
Quiz question: Which script is used to write the Tamil language?,Tamil script,Gujarati,Hindi,Indo-Aryan (Indo-European),A) Tamil script,Tamil is written using its own distinct Tamil script.,Languages,Language Scripts
"Choose the correct answer: Which Indian language is often referred to as a classical and liturgical language, foundational to many others?",Telugu script,Eastern Nagari script family,Devanagari (and Kannada script in some regions),Sanskrit,D) Sanskrit,"Sanskrit is an ancient classical language of India, foundational to many Indian languages and used in religious and scholarly texts.",Languages,Classical Languages
"Choose the correct answer: Which script family does the Bengali script belong to, also shared with Assamese?",Mandarin Chinese,Eastern Nagari script family,Dravidian,English,B) Eastern Nagari script family,Bengali and Assamese share scripts derived from the Eastern Nagari script family.,Languages,Language Scripts
Choose the correct answer: Which is the official language of Assam?,Tamil,Hindi and English,Odia,Assamese,D) Assamese,Assamese is the official language of the Indian state of Assam.,Languages,State-wise Languages
Choose the correct answer: What script is traditionally used to write Urdu?,Kannada script,22,Punjabi,Perso-Arabic script,D) Perso-Arabic script,Urdu is traditionally written using a modified Perso-Arabic script.,Languages,Language Scripts
Choose the correct answer: Which script is used to write the Punjabi language in India?,Marathi,Malayalam script,Gurmukhi,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",C) Gurmukhi,Punjabi in India is primarily written using the Gurmukhi script.,Languages,Language Scripts
Which option correctly answers this: Which is generally considered the fastest-growing widely spoken language globally in terms of internet usage growth?,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",Hindi,Gujarati,Assamese,"A) English remains dominant, though languages like Hindi and Mandarin show rapid growth online","English remains the dominant language of the internet, though languages like Hindi and Mandarin Chinese have shown rapid growth in online usage.",Languages,Language History
Which is generally considered the fastest-growing widely spoken language globally in terms of internet usage growth?,Ol Chiki,Marathi,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",Malayalam script,"C) English remains dominant, though languages like Hindi and Mandarin show rapid growth online","English remains the dominant language of the internet, though languages like Hindi and Mandarin Chinese have shown rapid growth in online usage.",Languages,Language History
Quiz question: Which is the official language of Tamil Nadu state?,Dravidian,Tamil,Telugu script,Hindi and English,B) Tamil,Tamil is the official language of the Indian state of Tamil Nadu.,Languages,State-wise Languages
"Quiz question: Which language is used most widely as a link language for administration at the central level in India, alongside English?",Hindi and English,Eastern Nagari script family,Hindi,Odia,C) Hindi,"Hindi, alongside English, is used as an official link language at the central government level in India.",Languages,Official Languages
Which option correctly answers this: What is the script used to write Malayalam?,Kannada,Malayalam script,Indo-Aryan (Indo-European),"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",B) Malayalam script,"Malayalam is written using its own distinct script, derived from the ancient Grantha script.",Languages,Language Scripts
Quiz question: Which script is used to write the Hindi language?,Austroasiatic,Devanagari,Telugu script,Devanagari (and Kannada script in some regions),B) Devanagari,"Hindi is written using the Devanagari script, which is also used for Sanskrit and Marathi.",Languages,Language Scripts
Which option correctly answers this: Which is the most widely spoken language in the world by total speakers (including second-language speakers)?,Austroasiatic,Ol Chiki,Devanagari (and Kannada script in some regions),English,D) English,English is generally considered the most widely spoken language globally when counting both native and second-language speakers.,Languages,Language Speakers
Choose the correct answer: Which language family does Hindi belong to?,Indo-Aryan (Indo-European),Mandarin Chinese,Dravidian,"Over 19,000 mother tongues, grouped into hundreds of distinct languages",A) Indo-Aryan (Indo-European),Hindi belongs to the Indo-Aryan branch of the Indo-European language family.,Languages,Language Families
Choose the correct answer: What is the two official languages of the Indian central government for official communication?,English,Kannada,Hindi,Hindi and English,D) Hindi and English,Hindi and English serve as the two official languages used by the Government of India for official communication.,Languages,Official Languages
"Quiz question: Which language family do Tamil, Telugu, Kannada, and Malayalam primarily belong to?",Punjabi,Telugu,22,Dravidian,D) Dravidian,"Tamil, Telugu, Kannada, and Malayalam are the four major languages of the Dravidian language family, primarily spoken in South India.",Languages,Language Families
What is the two official languages of the Indian central government for official communication?,22,Bengali,Hindi and English,Devanagari (and Kannada script in some regions),C) Hindi and English,Hindi and English serve as the two official languages used by the Government of India for official communication.,Languages,Official Languages
Quiz question: Which is the official language of Odisha?,Austroasiatic,Odia,Hindi,Indo-Aryan (Indo-European),B) Odia,Odia is the official language of the Indian state of Odisha.,Languages,State-wise Languages
"Which option correctly answers this: Which ancient language is Pali closely associated with, particularly Buddhist texts?",Mandarin Chinese,Devanagari (and Kannada script in some regions),Buddhism (Pali is the liturgical language of Theravada Buddhism),Telugu script,C) Buddhism (Pali is the liturgical language of Theravada Buddhism),Pali is closely associated with early Buddhist scriptures and is the liturgical language of Theravada Buddhism.,Languages,Classical Languages
Which option correctly answers this: Which is the most widely spoken language in the world by total speakers (including second-language speakers)?,Hindi,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",Gujarati,English,D) English,English is generally considered the most widely spoken language globally when counting both native and second-language speakers.,Languages,Language Speakers
"Quiz question: Which Indian language is often referred to as a classical and liturgical language, foundational to many others?",Dravidian,Gurmukhi,Sanskrit,Kerala,C) Sanskrit,"Sanskrit is an ancient classical language of India, foundational to many Indian languages and used in religious and scholarly texts.",Languages,Classical Languages
Which option correctly answers this: Which is the official language of Karnataka state?,Devanagari (and Kannada script in some regions),Telugu,Kannada,22,C) Kannada,Kannada is the official language of the Indian state of Karnataka.,Languages,State-wise Languages
Quiz question: Which language has the most native speakers in the world?,Mandarin Chinese,Hindi and English,Kannada script,Sanskrit,A) Mandarin Chinese,Mandarin Chinese has the largest number of native speakers of any language in the world.,Languages,Language Speakers
Choose the correct answer: Which language has the most native speakers in the world?,"Over 19,000 mother tongues, grouped into hundreds of distinct languages",Mandarin Chinese,Dravidian,Gujarati,B) Mandarin Chinese,Mandarin Chinese has the largest number of native speakers of any language in the world.,Languages,Language Speakers
Which is the most widely spoken language in the world by total speakers (including second-language speakers)?,Kannada script,"Over 19,000 mother tongues, grouped into hundreds of distinct languages",English,Bengali,C) English,English is generally considered the most widely spoken language globally when counting both native and second-language speakers.,Languages,Language Speakers
Quiz question: Which was the first Indian language to be granted classical language status?,Tamil,Sanskrit,Mandarin Chinese,Devanagari (and Kannada script in some regions),A) Tamil,"Tamil was the first Indian language to be officially granted classical language status, in 2004.",Languages,Classical Languages
"Quiz question: Which language is used most widely as a link language for administration at the central level in India, alongside English?",Hindi and English,Gurmukhi,Tamil,Hindi,D) Hindi,"Hindi, alongside English, is used as an official link language at the central government level in India.",Languages,Official Languages
Which is the official language of Punjab (India)?,Marathi,Punjabi,"Over 19,000 mother tongues, grouped into hundreds of distinct languages",Telugu script,B) Punjabi,Punjabi is the official language of the Indian state of Punjab.,Languages,State-wise Languages
Quiz question: Which Indian language family includes Santali and Mundari?,Devanagari,Gurmukhi,Mandarin Chinese,Austroasiatic,D) Austroasiatic,"Santali and Mundari belong to the Austroasiatic language family, spoken by various tribal communities in India.",Languages,Language Families
Which option correctly answers this: Which is generally considered the fastest-growing widely spoken language globally in terms of internet usage growth?,"English remains dominant, though languages like Hindi and Mandarin show rapid growth online",Dravidian,Bengali,Austroasiatic,"A) English remains dominant, though languages like Hindi and Mandarin show rapid growth online","English remains the dominant language of the internet, though languages like Hindi and Mandarin Chinese have shown rapid growth in online usage.",Languages,Language History
