Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which option correctly answers this: Who is known for developing the theory of continental drift?,Jagadish Chandra Bose,Alfred Wegener,Isaac Newton,Homi J. Bhabha,B) Alfred Wegener,"Alfred Wegener proposed the theory of continental drift, suggesting that continents were once joined and have since drifted apart.",Scientists,World Scientists
Who invented the World Wide Web?,Jonas Salk,Dmitri Mendeleev,Tim Berners-Lee,Marie Curie,C) Tim Berners-Lee,Tim Berners-Lee invented the World Wide Web in 1989 while working at CERN.,Scientists,Computer Scientists
Choose the correct answer: Who is famous for his observations supporting the heliocentric model using an early telescope?,Rachel Carson,Dmitri Mendeleev,Galileo Galilei,Gregor Mendel,C) Galileo Galilei,"Galileo Galilei made key astronomical observations using an early telescope, providing evidence supporting the heliocentric model.",Scientists,Astronomers
"Who discovered radioactivity, sharing a Nobel Prize for the work?",Gregor Mendel,Alan Turing,J. J. Thomson,Marie Curie (along with Pierre Curie and Henri Becquerel),D) Marie Curie (along with Pierre Curie and Henri Becquerel),"Marie Curie, along with Pierre Curie and Henri Becquerel, is credited with pioneering research on radioactivity.",Scientists,Women Scientists
Who is known for pioneering contributions to genetics through experiments with pea plants?,Gregor Mendel,James Watt,Alexander Graham Bell,Edward Jenner,A) Gregor Mendel,Gregor Mendel conducted pioneering experiments with pea plants that laid the foundation for the modern science of genetics.,Scientists,Biologists
"Quiz question: Who is known for pioneering research in electricity and magnetism, with the SI unit of capacitance named after him?",Aryabhata,Tim Berners-Lee,Michael Faraday,Albert Einstein,C) Michael Faraday,"Michael Faraday made pioneering contributions to the study of electromagnetism, and the SI unit of capacitance, the farad, is named after him.",Scientists,Physicists
"Choose the correct answer: Who is credited as a pioneer of rocketry and space science in India, associated with early sounding rocket launches?",Homi J. Bhabha,Marie Curie (along with Pierre Curie and Henri Becquerel),Stephen Hawking,Vikram Sarabhai,D) Vikram Sarabhai,"Vikram Sarabhai pioneered India's early rocketry and space science efforts, leading to the founding of ISRO.",Scientists,Space Scientists
"Who is credited with discovering the structure of DNA, along with Francis Crick?",Gregor Mendel,Louis Pasteur,James Watson,C. V. Raman,C) James Watson,"James Watson, along with Francis Crick, is credited with discovering the double-helix structure of DNA in 1953.",Scientists,Biologists
Choose the correct answer: Who is credited with inventing the telephone?,C. V. Raman,Louis Pasteur,Alexander Graham Bell,Jagadish Chandra Bose,C) Alexander Graham Bell,Alexander Graham Bell is credited with inventing the first practical telephone in 1876.,Scientists,World Scientists
Choose the correct answer: Who discovered the law of buoyancy while reportedly in a bathtub?,Rachel Carson,Alexander Graham Bell,Archimedes,Alfred Wegener,C) Archimedes,"Archimedes is credited with discovering the principle of buoyancy, famously said to have realized it while in his bath.",Scientists,Mathematicians
"Choose the correct answer: Who discovered radioactivity, sharing a Nobel Prize for the work?",Rachel Carson,Aryabhata,Marie Curie (along with Pierre Curie and Henri Becquerel),Jagadish Chandra Bose,C) Marie Curie (along with Pierre Curie and Henri Becquerel),"Marie Curie, along with Pierre Curie and Henri Becquerel, is credited with pioneering research on radioactivity.",Scientists,Women Scientists
Quiz question: Who developed the theory of general relativity's application in understanding black holes and co-authored influential works on space-time?,Jagadish Chandra Bose,Stephen Hawking,James Watt,Aryabhata,B) Stephen Hawking,Stephen Hawking made significant contributions to the understanding of black holes and cosmology within the framework of general relativity.,Scientists,Physicists
"Which option correctly answers this: Who is regarded as a founding figure of modern computer science, known for his work on computation and code-breaking during WWII?",Homi J. Bhabha,James Watson,Alan Turing,Jagadish Chandra Bose,C) Alan Turing,"Alan Turing is regarded as a founding figure of computer science, known for his theoretical work and code-breaking during World War II.",Scientists,Computer Scientists
Which option correctly answers this: Who is known for pioneering contributions to genetics through experiments with pea plants?,Isaac Newton,Jagadish Chandra Bose,Gregor Mendel,Marie Curie (along with Pierre Curie and Henri Becquerel),C) Gregor Mendel,Gregor Mendel conducted pioneering experiments with pea plants that laid the foundation for the modern science of genetics.,Scientists,Biologists
Choose the correct answer: Who is known as the father of the Indian space programme?,James Watt,Vikram Sarabhai,Galileo Galilei,J. J. Thomson,B) Vikram Sarabhai,"Vikram Sarabhai is widely regarded as the father of the Indian space programme, founding what became ISRO.",Scientists,Indian Scientists
"Which option correctly answers this: Which Indian scientist is known for his experiments demonstrating that plants have life-like responses, using an instrument called the crescograph?",Alexander Graham Bell,Tim Berners-Lee,Jagadish Chandra Bose,James Watson,C) Jagadish Chandra Bose,"Jagadish Chandra Bose conducted pioneering experiments showing life-like responses in plants using his invented instrument, the crescograph.",Scientists,Indian Scientists
Quiz question: Who is known for pioneering contributions to genetics through experiments with pea plants?,Gregor Mendel,Alan Turing,Tim Berners-Lee,Archimedes,A) Gregor Mendel,Gregor Mendel conducted pioneering experiments with pea plants that laid the foundation for the modern science of genetics.,Scientists,Biologists
"Which option correctly answers this: Which Indian scientist is known for his experiments demonstrating that plants have life-like responses, using an instrument called the crescograph?",Jagadish Chandra Bose,Alexander Graham Bell,Marie Curie,Jonas Salk,A) Jagadish Chandra Bose,"Jagadish Chandra Bose conducted pioneering experiments showing life-like responses in plants using his invented instrument, the crescograph.",Scientists,Indian Scientists
"Choose the correct answer: Who is credited with discovering the structure of DNA, along with Francis Crick?",Albert Einstein,James Watson,Jagadish Chandra Bose,Dmitri Mendeleev,B) James Watson,"James Watson, along with Francis Crick, is credited with discovering the double-helix structure of DNA in 1953.",Scientists,Biologists
Who is credited with discovering the electron?,Michael Faraday,Nicolaus Copernicus,J. J. Thomson,Gregor Mendel,C) J. J. Thomson,"J. J. Thomson is credited with discovering the electron in 1897, a foundational discovery in atomic physics.",Scientists,Physicists
Choose the correct answer: Who developed the heliocentric model placing the Sun at the center of the Solar System?,Nicolaus Copernicus,Jonas Salk,Stephen Hawking,James Watson,A) Nicolaus Copernicus,"Nicolaus Copernicus proposed the heliocentric model, which placed the Sun, rather than the Earth, at the center of the Solar System.",Scientists,Astronomers
Choose the correct answer: Who is known for developing the theory of continental drift?,Archimedes,Marie Curie,Gregor Mendel,Alfred Wegener,D) Alfred Wegener,"Alfred Wegener proposed the theory of continental drift, suggesting that continents were once joined and have since drifted apart.",Scientists,World Scientists
Choose the correct answer: Who is known for developing the theory of continental drift?,Alfred Wegener,Alexander Graham Bell,Jagadish Chandra Bose,Marie Curie,A) Alfred Wegener,"Alfred Wegener proposed the theory of continental drift, suggesting that continents were once joined and have since drifted apart.",Scientists,World Scientists
Which option correctly answers this: Who is regarded as the father of India's nuclear programme?,James Watt,C. V. Raman,Marie Curie,Homi J. Bhabha,D) Homi J. Bhabha,Homi J. Bhabha is regarded as the father of India's nuclear programme and founded the Tata Institute of Fundamental Research.,Scientists,Indian Scientists
Who discovered the law of buoyancy while reportedly in a bathtub?,James Watt,Archimedes,Charles Darwin,Gregor Mendel,B) Archimedes,"Archimedes is credited with discovering the principle of buoyancy, famously said to have realized it while in his bath.",Scientists,Mathematicians
Quiz question: Who invented the World Wide Web?,Tim Berners-Lee,Alexander Graham Bell,Marie Curie (along with Pierre Curie and Henri Becquerel),Louis Pasteur,A) Tim Berners-Lee,Tim Berners-Lee invented the World Wide Web in 1989 while working at CERN.,Scientists,Computer Scientists
"Quiz question: Who is credited with discovering the structure of DNA, along with Francis Crick?",Marie Curie,Jagadish Chandra Bose,Aryabhata,James Watson,D) James Watson,"James Watson, along with Francis Crick, is credited with discovering the double-helix structure of DNA in 1953.",Scientists,Biologists
Who proposed the theory of evolution by natural selection?,Marie Curie,Charles Darwin,Vikram Sarabhai,Aryabhata,B) Charles Darwin,Charles Darwin proposed the theory of evolution by natural selection in his book 'On the Origin of Species'.,Scientists,Biologists
"Quiz question: Who is credited with discovering the structure of DNA, along with Francis Crick?",James Watson,Nicolaus Copernicus,Edward Jenner,Vikram Sarabhai,A) James Watson,"James Watson, along with Francis Crick, is credited with discovering the double-helix structure of DNA in 1953.",Scientists,Biologists
"Choose the correct answer: Who is credited as a pioneer of rocketry and space science in India, associated with early sounding rocket launches?",Vikram Sarabhai,J. J. Thomson,Galileo Galilei,C. V. Raman,A) Vikram Sarabhai,"Vikram Sarabhai pioneered India's early rocketry and space science efforts, leading to the founding of ISRO.",Scientists,Space Scientists
"Choose the correct answer: Who is credited with discovering the structure of DNA, along with Francis Crick?",Alexander Fleming,Alfred Wegener,Edward Jenner,James Watson,D) James Watson,"James Watson, along with Francis Crick, is credited with discovering the double-helix structure of DNA in 1953.",Scientists,Biologists
"Choose the correct answer: Who is known for pioneering research in electricity and magnetism, with the SI unit of capacitance named after him?",Alexander Graham Bell,Michael Faraday,Galileo Galilei,Jagadish Chandra Bose,B) Michael Faraday,"Michael Faraday made pioneering contributions to the study of electromagnetism, and the SI unit of capacitance, the farad, is named after him.",Scientists,Physicists
"Choose the correct answer: Who was the first woman to win a Nobel Prize, and the only person to win Nobel Prizes in two different sciences?",Jagadish Chandra Bose,Alfred Wegener,Nicolaus Copernicus,Marie Curie,D) Marie Curie,Marie Curie was the first woman to win a Nobel Prize and remains the only person to win Nobel Prizes in two different scientific fields.,Scientists,Nobel Prize Scientists
Who is regarded as the father of India's nuclear programme?,J. J. Thomson,Edward Jenner,C. V. Raman,Homi J. Bhabha,D) Homi J. Bhabha,Homi J. Bhabha is regarded as the father of India's nuclear programme and founded the Tata Institute of Fundamental Research.,Scientists,Indian Scientists
"Choose the correct answer: Who developed the smallpox vaccine, a major milestone in the history of immunology?",Edward Jenner,Alfred Wegener,James Watt,Charles Darwin,A) Edward Jenner,"Edward Jenner developed the world's first successful smallpox vaccine in the late 18th century, a major milestone in immunology.",Scientists,Medical Scientists
Quiz question: Who is regarded as the father of India's nuclear programme?,Homi J. Bhabha,Charles Darwin,Aryabhata,J. J. Thomson,A) Homi J. Bhabha,Homi J. Bhabha is regarded as the father of India's nuclear programme and founded the Tata Institute of Fundamental Research.,Scientists,Indian Scientists
"Quiz question: Who is credited with discovering the structure of DNA, along with Francis Crick?",James Watt,Jagadish Chandra Bose,James Watson,Tim Berners-Lee,C) James Watson,"James Watson, along with Francis Crick, is credited with discovering the double-helix structure of DNA in 1953.",Scientists,Biologists
"Which option correctly answers this: Who is known for environmental scientific contributions and advocacy that led to a global ban on the pesticide DDT, through her writing?",Charles Darwin,J. J. Thomson,Vikram Sarabhai,Rachel Carson,D) Rachel Carson,"Rachel Carson's writing, particularly 'Silent Spring', raised awareness about pesticide dangers and contributed to environmental policy changes, including DDT restrictions.",Scientists,Environmental Scientists
Quiz question: Who proposed the theory of evolution by natural selection?,Alan Turing,Michael Faraday,Charles Darwin,Louis Pasteur,C) Charles Darwin,Charles Darwin proposed the theory of evolution by natural selection in his book 'On the Origin of Species'.,Scientists,Biologists
Quiz question: Who is known for pioneering contributions to genetics through experiments with pea plants?,Aryabhata,Tim Berners-Lee,Gregor Mendel,Marie Curie,C) Gregor Mendel,Gregor Mendel conducted pioneering experiments with pea plants that laid the foundation for the modern science of genetics.,Scientists,Biologists
"Who was the first woman to win a Nobel Prize, and the only person to win Nobel Prizes in two different sciences?",C. V. Raman,Vikram Sarabhai,Marie Curie,Isaac Newton,C) Marie Curie,Marie Curie was the first woman to win a Nobel Prize and remains the only person to win Nobel Prizes in two different scientific fields.,Scientists,Nobel Prize Scientists
Who is known as the father of the Indian space programme?,Vikram Sarabhai,Tim Berners-Lee,Dmitri Mendeleev,Alexander Fleming,A) Vikram Sarabhai,"Vikram Sarabhai is widely regarded as the father of the Indian space programme, founding what became ISRO.",Scientists,Indian Scientists
Choose the correct answer: Who is credited with inventing the telephone?,Alexander Graham Bell,Rachel Carson,Louis Pasteur,Dmitri Mendeleev,A) Alexander Graham Bell,Alexander Graham Bell is credited with inventing the first practical telephone in 1876.,Scientists,World Scientists
Quiz question: Who is credited with formulating the laws of motion and universal gravitation?,Isaac Newton,Jagadish Chandra Bose,Charles Darwin,Albert Einstein,A) Isaac Newton,"Sir Isaac Newton formulated the laws of motion and the law of universal gravitation, foundational to classical physics.",Scientists,Physicists
Choose the correct answer: Who developed the theory of general relativity's application in understanding black holes and co-authored influential works on space-time?,Isaac Newton,Rachel Carson,Vikram Sarabhai,Stephen Hawking,D) Stephen Hawking,Stephen Hawking made significant contributions to the understanding of black holes and cosmology within the framework of general relativity.,Scientists,Physicists
Who developed the polio vaccine widely used in the 1950s?,Edward Jenner,Jonas Salk,Alan Turing,Charles Darwin,B) Jonas Salk,"Jonas Salk developed one of the first successful and widely used polio vaccines, introduced in 1955.",Scientists,Medical Scientists
Who developed the mathematical concept of zero as a number and made major contributions to Indian mathematics and astronomy?,J. J. Thomson,Homi J. Bhabha,Alexander Fleming,Aryabhata,D) Aryabhata,"Aryabhata, an ancient Indian mathematician and astronomer, made significant contributions to mathematics, including work related to the concept of zero.",Scientists,Mathematicians
Which option correctly answers this: Who is credited with developing the first practical steam engine widely used in industry?,Homi J. Bhabha,James Watt,Alfred Wegener,Jagadish Chandra Bose,B) James Watt,"James Watt significantly improved the steam engine, making it far more efficient and practical for widespread industrial use.",Scientists,World Scientists
Who is known for pioneering contributions to genetics through experiments with pea plants?,Aryabhata,Homi J. Bhabha,Gregor Mendel,Alfred Wegener,C) Gregor Mendel,Gregor Mendel conducted pioneering experiments with pea plants that laid the foundation for the modern science of genetics.,Scientists,Biologists
"Choose the correct answer: Who discovered radioactivity, sharing a Nobel Prize for the work?",J. J. Thomson,Edward Jenner,Marie Curie (along with Pierre Curie and Henri Becquerel),Marie Curie,C) Marie Curie (along with Pierre Curie and Henri Becquerel),"Marie Curie, along with Pierre Curie and Henri Becquerel, is credited with pioneering research on radioactivity.",Scientists,Women Scientists
Who is known as the father of the Indian space programme?,Vikram Sarabhai,Charles Darwin,Tim Berners-Lee,Alexander Fleming,A) Vikram Sarabhai,"Vikram Sarabhai is widely regarded as the father of the Indian space programme, founding what became ISRO.",Scientists,Indian Scientists
Which option correctly answers this: Who invented the World Wide Web?,Alexander Fleming,Tim Berners-Lee,James Watt,Gregor Mendel,B) Tim Berners-Lee,Tim Berners-Lee invented the World Wide Web in 1989 while working at CERN.,Scientists,Computer Scientists
Choose the correct answer: Who is credited with developing the first practical steam engine widely used in industry?,Nicolaus Copernicus,Louis Pasteur,Marie Curie,James Watt,D) James Watt,"James Watt significantly improved the steam engine, making it far more efficient and practical for widespread industrial use.",Scientists,World Scientists
"Which option correctly answers this: Who is regarded as a founding figure of modern computer science, known for his work on computation and code-breaking during WWII?",James Watson,J. J. Thomson,Alan Turing,Alexander Graham Bell,C) Alan Turing,"Alan Turing is regarded as a founding figure of computer science, known for his theoretical work and code-breaking during World War II.",Scientists,Computer Scientists
"Which option correctly answers this: Who is known for environmental scientific contributions and advocacy that led to a global ban on the pesticide DDT, through her writing?",Isaac Newton,Rachel Carson,Galileo Galilei,Jonas Salk,B) Rachel Carson,"Rachel Carson's writing, particularly 'Silent Spring', raised awareness about pesticide dangers and contributed to environmental policy changes, including DDT restrictions.",Scientists,Environmental Scientists
Choose the correct answer: Who discovered the law of buoyancy while reportedly in a bathtub?,C. V. Raman,Aryabhata,J. J. Thomson,Archimedes,D) Archimedes,"Archimedes is credited with discovering the principle of buoyancy, famously said to have realized it while in his bath.",Scientists,Mathematicians
Quiz question: Who is known for developing the theory of continental drift?,Alfred Wegener,Jonas Salk,Alexander Graham Bell,James Watt,A) Alfred Wegener,"Alfred Wegener proposed the theory of continental drift, suggesting that continents were once joined and have since drifted apart.",Scientists,World Scientists
"Who discovered radioactivity, sharing a Nobel Prize for the work?",Marie Curie (along with Pierre Curie and Henri Becquerel),Gregor Mendel,J. J. Thomson,Tim Berners-Lee,A) Marie Curie (along with Pierre Curie and Henri Becquerel),"Marie Curie, along with Pierre Curie and Henri Becquerel, is credited with pioneering research on radioactivity.",Scientists,Women Scientists
Who is credited with formulating the laws of motion and universal gravitation?,Albert Einstein,Isaac Newton,Homi J. Bhabha,Louis Pasteur,B) Isaac Newton,"Sir Isaac Newton formulated the laws of motion and the law of universal gravitation, foundational to classical physics.",Scientists,Physicists
Which option correctly answers this: Who developed the polio vaccine widely used in the 1950s?,Jonas Salk,Isaac Newton,Jagadish Chandra Bose,J. J. Thomson,A) Jonas Salk,"Jonas Salk developed one of the first successful and widely used polio vaccines, introduced in 1955.",Scientists,Medical Scientists
Choose the correct answer: Who discovered the law of buoyancy while reportedly in a bathtub?,C. V. Raman,Archimedes,Marie Curie (along with Pierre Curie and Henri Becquerel),Gregor Mendel,B) Archimedes,"Archimedes is credited with discovering the principle of buoyancy, famously said to have realized it while in his bath.",Scientists,Mathematicians
Choose the correct answer: Who developed the theory of general relativity's application in understanding black holes and co-authored influential works on space-time?,Stephen Hawking,Louis Pasteur,Michael Faraday,Albert Einstein,A) Stephen Hawking,Stephen Hawking made significant contributions to the understanding of black holes and cosmology within the framework of general relativity.,Scientists,Physicists
Choose the correct answer: Who developed the first successful vaccine against rabies?,Louis Pasteur,Dmitri Mendeleev,Jonas Salk,Vikram Sarabhai,A) Louis Pasteur,"Louis Pasteur developed the first successful vaccine against rabies, among his many other contributions to microbiology.",Scientists,Medical Scientists
"Which option correctly answers this: Who was the first Indian to win a Nobel Prize in Science, for his work on the scattering of light?",C. V. Raman,Alfred Wegener,James Watson,Vikram Sarabhai,A) C. V. Raman,"C. V. Raman won the Nobel Prize in Physics in 1930 for his discovery of the Raman effect, related to the scattering of light.",Scientists,Indian Scientists
Choose the correct answer: Who developed the mathematical concept of zero as a number and made major contributions to Indian mathematics and astronomy?,Alan Turing,Edward Jenner,Aryabhata,Jonas Salk,C) Aryabhata,"Aryabhata, an ancient Indian mathematician and astronomer, made significant contributions to mathematics, including work related to the concept of zero.",Scientists,Mathematicians
Choose the correct answer: Who developed the heliocentric model placing the Sun at the center of the Solar System?,Edward Jenner,Rachel Carson,Nicolaus Copernicus,Michael Faraday,C) Nicolaus Copernicus,"Nicolaus Copernicus proposed the heliocentric model, which placed the Sun, rather than the Earth, at the center of the Solar System.",Scientists,Astronomers
Which option correctly answers this: Who is regarded as the father of India's nuclear programme?,Alexander Graham Bell,James Watson,Homi J. Bhabha,Jagadish Chandra Bose,C) Homi J. Bhabha,Homi J. Bhabha is regarded as the father of India's nuclear programme and founded the Tata Institute of Fundamental Research.,Scientists,Indian Scientists
Which option correctly answers this: Who is credited with developing the first practical steam engine widely used in industry?,James Watt,Rachel Carson,Alexander Fleming,Michael Faraday,A) James Watt,"James Watt significantly improved the steam engine, making it far more efficient and practical for widespread industrial use.",Scientists,World Scientists
"Which option correctly answers this: Who is known for pioneering research in electricity and magnetism, with the SI unit of capacitance named after him?",Vikram Sarabhai,Michael Faraday,C. V. Raman,Aryabhata,B) Michael Faraday,"Michael Faraday made pioneering contributions to the study of electromagnetism, and the SI unit of capacitance, the farad, is named after him.",Scientists,Physicists
"Who is credited with discovering the structure of DNA, along with Francis Crick?",Alan Turing,Stephen Hawking,Michael Faraday,James Watson,D) James Watson,"James Watson, along with Francis Crick, is credited with discovering the double-helix structure of DNA in 1953.",Scientists,Biologists
Choose the correct answer: Who is known as the father of the Indian space programme?,Albert Einstein,Archimedes,Vikram Sarabhai,Marie Curie,C) Vikram Sarabhai,"Vikram Sarabhai is widely regarded as the father of the Indian space programme, founding what became ISRO.",Scientists,Indian Scientists
Which option correctly answers this: Who is regarded as the father of India's nuclear programme?,Homi J. Bhabha,Marie Curie,Charles Darwin,James Watson,A) Homi J. Bhabha,Homi J. Bhabha is regarded as the father of India's nuclear programme and founded the Tata Institute of Fundamental Research.,Scientists,Indian Scientists
"Which option correctly answers this: Which Indian scientist is known for his experiments demonstrating that plants have life-like responses, using an instrument called the crescograph?",Jagadish Chandra Bose,Michael Faraday,Louis Pasteur,Homi J. Bhabha,A) Jagadish Chandra Bose,"Jagadish Chandra Bose conducted pioneering experiments showing life-like responses in plants using his invented instrument, the crescograph.",Scientists,Indian Scientists
Choose the correct answer: Who developed the heliocentric model placing the Sun at the center of the Solar System?,Alan Turing,Gregor Mendel,Nicolaus Copernicus,Rachel Carson,C) Nicolaus Copernicus,"Nicolaus Copernicus proposed the heliocentric model, which placed the Sun, rather than the Earth, at the center of the Solar System.",Scientists,Astronomers
Quiz question: Who developed the polio vaccine widely used in the 1950s?,Aryabhata,Rachel Carson,Jonas Salk,Archimedes,C) Jonas Salk,"Jonas Salk developed one of the first successful and widely used polio vaccines, introduced in 1955.",Scientists,Medical Scientists
"Quiz question: Who is known for environmental scientific contributions and advocacy that led to a global ban on the pesticide DDT, through her writing?",Vikram Sarabhai,Rachel Carson,Marie Curie (along with Pierre Curie and Henri Becquerel),Gregor Mendel,B) Rachel Carson,"Rachel Carson's writing, particularly 'Silent Spring', raised awareness about pesticide dangers and contributed to environmental policy changes, including DDT restrictions.",Scientists,Environmental Scientists
"Which option correctly answers this: Who is credited as a pioneer of rocketry and space science in India, associated with early sounding rocket launches?",Vikram Sarabhai,Jagadish Chandra Bose,Dmitri Mendeleev,Isaac Newton,A) Vikram Sarabhai,"Vikram Sarabhai pioneered India's early rocketry and space science efforts, leading to the founding of ISRO.",Scientists,Space Scientists
"Quiz question: Who was the first woman to win a Nobel Prize, and the only person to win Nobel Prizes in two different sciences?",Aryabhata,Marie Curie,Dmitri Mendeleev,Tim Berners-Lee,B) Marie Curie,Marie Curie was the first woman to win a Nobel Prize and remains the only person to win Nobel Prizes in two different scientific fields.,Scientists,Nobel Prize Scientists
Quiz question: Who developed the theory of general relativity's application in understanding black holes and co-authored influential works on space-time?,Jonas Salk,Marie Curie (along with Pierre Curie and Henri Becquerel),Stephen Hawking,Alan Turing,C) Stephen Hawking,Stephen Hawking made significant contributions to the understanding of black holes and cosmology within the framework of general relativity.,Scientists,Physicists
"Choose the correct answer: Who is known for environmental scientific contributions and advocacy that led to a global ban on the pesticide DDT, through her writing?",Rachel Carson,C. V. Raman,Gregor Mendel,Vikram Sarabhai,A) Rachel Carson,"Rachel Carson's writing, particularly 'Silent Spring', raised awareness about pesticide dangers and contributed to environmental policy changes, including DDT restrictions.",Scientists,Environmental Scientists
"Who is known for environmental scientific contributions and advocacy that led to a global ban on the pesticide DDT, through her writing?",Nicolaus Copernicus,Albert Einstein,Jagadish Chandra Bose,Rachel Carson,D) Rachel Carson,"Rachel Carson's writing, particularly 'Silent Spring', raised awareness about pesticide dangers and contributed to environmental policy changes, including DDT restrictions.",Scientists,Environmental Scientists
Which option correctly answers this: Who is credited with inventing the telephone?,Alexander Graham Bell,J. J. Thomson,Gregor Mendel,Galileo Galilei,A) Alexander Graham Bell,Alexander Graham Bell is credited with inventing the first practical telephone in 1876.,Scientists,World Scientists
Quiz question: Who is credited with formulating the laws of motion and universal gravitation?,Marie Curie (along with Pierre Curie and Henri Becquerel),Isaac Newton,James Watson,Archimedes,B) Isaac Newton,"Sir Isaac Newton formulated the laws of motion and the law of universal gravitation, foundational to classical physics.",Scientists,Physicists
Which option correctly answers this: Who developed the theory of general relativity's application in understanding black holes and co-authored influential works on space-time?,Louis Pasteur,J. J. Thomson,Michael Faraday,Stephen Hawking,D) Stephen Hawking,Stephen Hawking made significant contributions to the understanding of black holes and cosmology within the framework of general relativity.,Scientists,Physicists
Quiz question: Who developed the theory of general relativity's application in understanding black holes and co-authored influential works on space-time?,Edward Jenner,Stephen Hawking,James Watson,Galileo Galilei,B) Stephen Hawking,Stephen Hawking made significant contributions to the understanding of black holes and cosmology within the framework of general relativity.,Scientists,Physicists
