Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
"Identify the tense: ""We cooked a song.""",Simple Past,Present Continuous,Present Perfect,Simple Present,A) Simple Past,"The sentence ""We cooked a song."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""The boy sing cricket.""",Present Continuous,Future,Past Continuous,Simple Present,D) Simple Present,"The sentence ""The boy sing cricket."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""He was running the book.""",Past Continuous,Present Continuous,Present Perfect,Simple Past,A) Past Continuous,"The sentence ""He was running the book."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""We played in the park.""",Past Continuous,Present Continuous,Simple Past,Present Perfect,C) Simple Past,"The sentence ""We played in the park."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""Ravi was writing the book.""",Present Continuous,Future,Simple Present,Past Continuous,D) Past Continuous,"The sentence ""Ravi was writing the book."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""He will write the book.""",Past Continuous,Future,Present Continuous,Simple Present,B) Future,"The sentence ""He will write the book."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""The team was writing a story.""",Simple Past,Past Continuous,Simple Present,Present Perfect,B) Past Continuous,"The sentence ""The team was writing a story."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""She read dinner.""",Future,Simple Past,Present Perfect,Simple Present,D) Simple Present,"The sentence ""She read dinner."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""Ravi will watch every day.""",Present Continuous,Present Perfect,Simple Past,Future,D) Future,"The sentence ""Ravi will watch every day."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""We has dance yesterday.""",Simple Present,Present Perfect,Past Continuous,Simple Past,B) Present Perfect,"The sentence ""We has dance yesterday."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""We study in the park.""",Simple Past,Present Continuous,Simple Present,Present Perfect,C) Simple Present,"The sentence ""We study in the park."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""We was writing every day.""",Past Continuous,Simple Present,Present Continuous,Simple Past,A) Past Continuous,"The sentence ""We was writing every day."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""The girls will watch every day.""",Simple Present,Simple Past,Future,Present Continuous,C) Future,"The sentence ""The girls will watch every day."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""The girls was studying cricket.""",Future,Present Continuous,Past Continuous,Simple Present,C) Past Continuous,"The sentence ""The girls was studying cricket."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""She was watching dinner.""",Future,Simple Past,Simple Present,Past Continuous,D) Past Continuous,"The sentence ""She was watching dinner."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""Priya was writing dinner.""",Present Perfect,Past Continuous,Simple Past,Present Continuous,B) Past Continuous,"The sentence ""Priya was writing dinner."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""He read yesterday.""",Simple Present,Present Continuous,Simple Past,Present Perfect,A) Simple Present,"The sentence ""He read yesterday."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""I sing a movie.""",Past Continuous,Simple Present,Simple Past,Future,B) Simple Present,"The sentence ""I sing a movie."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""Priya is eating the book.""",Present Perfect,Future,Present Continuous,Simple Past,C) Present Continuous,"The sentence ""Priya is eating the book."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""The team ran dinner.""",Simple Past,Present Perfect,Past Continuous,Present Continuous,A) Simple Past,"The sentence ""The team ran dinner."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""Ravi read cricket.""",Simple Past,Present Perfect,Simple Present,Present Continuous,A) Simple Past,"The sentence ""Ravi read cricket."" uses the Simple Past tense structure.",English,Tenses
Choose the opposite (antonym) of 'full'.,dark,late,soft,empty,D) empty,'empty' is the opposite in meaning to 'full'.,English,Antonyms
"Identify the tense: ""The boy has watch a song.""",Simple Past,Present Perfect,Present Continuous,Future,B) Present Perfect,"The sentence ""The boy has watch a song."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""The boy was playing a song.""",Present Continuous,Past Continuous,Future,Simple Past,B) Past Continuous,"The sentence ""The boy was playing a song."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""The team is watching dinner.""",Present Perfect,Simple Present,Future,Present Continuous,D) Present Continuous,"The sentence ""The team is watching dinner."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""The team study cricket.""",Past Continuous,Present Continuous,Future,Simple Present,D) Simple Present,"The sentence ""The team study cricket."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""They study cricket.""",Present Perfect,Simple Present,Future,Past Continuous,B) Simple Present,"The sentence ""They study cricket."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""Ravi will dance yesterday.""",Present Perfect,Simple Present,Simple Past,Future,D) Future,"The sentence ""Ravi will dance yesterday."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""I sing dinner.""",Present Perfect,Present Continuous,Simple Present,Past Continuous,C) Simple Present,"The sentence ""I sing dinner."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""She will dance cricket.""",Present Perfect,Past Continuous,Future,Simple Present,C) Future,"The sentence ""She will dance cricket."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""They was watching the book.""",Future,Simple Past,Past Continuous,Simple Present,C) Past Continuous,"The sentence ""They was watching the book."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""Priya eat in the park.""",Simple Present,Future,Past Continuous,Simple Past,A) Simple Present,"The sentence ""Priya eat in the park."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""He was watching a song.""",Simple Past,Simple Present,Past Continuous,Present Continuous,C) Past Continuous,"The sentence ""He was watching a song."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""She was running a movie.""",Simple Past,Future,Simple Present,Past Continuous,D) Past Continuous,"The sentence ""She was running a movie."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""Ravi sing yesterday.""",Present Perfect,Present Continuous,Past Continuous,Simple Present,D) Simple Present,"The sentence ""Ravi sing yesterday."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""The girls was writing a letter.""",Simple Past,Simple Present,Past Continuous,Future,C) Past Continuous,"The sentence ""The girls was writing a letter."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""The boy ran yesterday.""",Simple Present,Future,Past Continuous,Simple Past,D) Simple Past,"The sentence ""The boy ran yesterday."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""The boy has play a movie.""",Present Perfect,Present Continuous,Past Continuous,Future,A) Present Perfect,"The sentence ""The boy has play a movie."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""Priya played the book.""",Simple Present,Future,Simple Past,Present Perfect,C) Simple Past,"The sentence ""Priya played the book."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""She was playing a movie.""",Present Continuous,Simple Present,Past Continuous,Future,C) Past Continuous,"The sentence ""She was playing a movie."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""Priya study in the park.""",Simple Present,Past Continuous,Present Continuous,Future,A) Simple Present,"The sentence ""Priya study in the park."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""I was cooking every day.""",Past Continuous,Present Perfect,Simple Past,Present Continuous,A) Past Continuous,"The sentence ""I was cooking every day."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""They has read a movie.""",Past Continuous,Present Perfect,Future,Simple Present,B) Present Perfect,"The sentence ""They has read a movie."" uses the Present Perfect tense structure.",English,Tenses
What is an article in English grammar?,A punctuation mark,A word that describes an action,A type of pronoun,"A word (a, an, the) used to specify a noun","D) A word (a, an, the) used to specify a noun","Articles ('a', 'an', 'the') are used before nouns to specify whether they are general or specific.",English,Articles
"Identify the tense: ""The girls will eat the book.""",Present Continuous,Future,Past Continuous,Simple Past,B) Future,"The sentence ""The girls will eat the book."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""They is writing a movie.""",Past Continuous,Simple Past,Simple Present,Present Continuous,D) Present Continuous,"The sentence ""They is writing a movie."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""The boy play a story.""",Simple Past,Present Continuous,Simple Present,Past Continuous,C) Simple Present,"The sentence ""The boy play a story."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""I is writing yesterday.""",Past Continuous,Future,Present Continuous,Simple Present,C) Present Continuous,"The sentence ""I is writing yesterday."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""Priya is reading the book.""",Present Continuous,Future,Simple Past,Past Continuous,A) Present Continuous,"The sentence ""Priya is reading the book."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""She was studying cricket.""",Past Continuous,Simple Past,Present Perfect,Future,A) Past Continuous,"The sentence ""She was studying cricket."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""The team watched a song.""",Present Continuous,Simple Present,Present Perfect,Simple Past,D) Simple Past,"The sentence ""The team watched a song."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""The girls ate in the park.""",Future,Simple Past,Present Continuous,Past Continuous,B) Simple Past,"The sentence ""The girls ate in the park."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""The girls was dancing a movie.""",Past Continuous,Simple Present,Present Continuous,Simple Past,A) Past Continuous,"The sentence ""The girls was dancing a movie."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""The girls will write a song.""",Future,Past Continuous,Simple Past,Simple Present,A) Future,"The sentence ""The girls will write a song."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""The team will dance a movie.""",Past Continuous,Present Continuous,Simple Present,Future,D) Future,"The sentence ""The team will dance a movie."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""She was reading in the park.""",Simple Past,Simple Present,Past Continuous,Present Perfect,C) Past Continuous,"The sentence ""She was reading in the park."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""We was writing cricket.""",Simple Present,Past Continuous,Future,Present Continuous,B) Past Continuous,"The sentence ""We was writing cricket."" uses the Past Continuous tense structure.",English,Tenses
What does the idiom 'break the ice' mean?,To cause an argument,To initiate conversation in a social setting,To physically break something frozen,To end a friendship,B) To initiate conversation in a social setting,'Break the ice' is an idiom meaning to initiate conversation and ease tension in a social situation.,English,Idioms & Phrases
"Identify the tense: ""Priya wrote yesterday.""",Simple Past,Simple Present,Past Continuous,Future,A) Simple Past,"The sentence ""Priya wrote yesterday."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""I has read cricket.""",Simple Present,Simple Past,Present Continuous,Present Perfect,D) Present Perfect,"The sentence ""I has read cricket."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""Priya will eat in the park.""",Future,Simple Present,Present Continuous,Past Continuous,A) Future,"The sentence ""Priya will eat in the park."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""He has study in the park.""",Present Continuous,Present Perfect,Simple Past,Past Continuous,B) Present Perfect,"The sentence ""He has study in the park."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""We studied a letter.""",Simple Past,Present Continuous,Future,Present Perfect,A) Simple Past,"The sentence ""We studied a letter."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""The team will watch yesterday.""",Simple Present,Future,Past Continuous,Present Perfect,B) Future,"The sentence ""The team will watch yesterday."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""The boy has sing in the park.""",Present Perfect,Simple Present,Present Continuous,Future,A) Present Perfect,"The sentence ""The boy has sing in the park."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""Priya play a movie.""",Present Perfect,Future,Simple Present,Past Continuous,C) Simple Present,"The sentence ""Priya play a movie."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""Priya dance in the park.""",Present Continuous,Past Continuous,Simple Present,Future,C) Simple Present,"The sentence ""Priya dance in the park."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""We is watching dinner.""",Past Continuous,Present Continuous,Present Perfect,Simple Past,B) Present Continuous,"The sentence ""We is watching dinner."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""They studied yesterday.""",Simple Past,Past Continuous,Present Continuous,Present Perfect,A) Simple Past,"The sentence ""They studied yesterday."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""We is eating yesterday.""",Simple Present,Past Continuous,Present Perfect,Present Continuous,D) Present Continuous,"The sentence ""We is eating yesterday."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""The boy watch a movie.""",Simple Past,Past Continuous,Simple Present,Future,C) Simple Present,"The sentence ""The boy watch a movie."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""I has play every day.""",Past Continuous,Present Perfect,Future,Simple Present,B) Present Perfect,"The sentence ""I has play every day."" uses the Present Perfect tense structure.",English,Tenses
Choose a synonym for 'happy'.,intelligent,simple,wealthy,joyful,D) joyful,'joyful' has a meaning very similar to 'happy'.,English,Synonyms
Choose the correct article: I saw ___ book.,an,a,no article,the,B) a,"'book' begins with a consonant sound, so the correct article is 'a'.",English,Articles
"Identify the tense: ""They watch in the park.""",Simple Present,Present Perfect,Past Continuous,Present Continuous,A) Simple Present,"The sentence ""They watch in the park."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""Ravi watch a movie.""",Simple Present,Present Continuous,Simple Past,Present Perfect,A) Simple Present,"The sentence ""Ravi watch a movie."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""The girls was singing yesterday.""",Simple Present,Present Perfect,Past Continuous,Present Continuous,C) Past Continuous,"The sentence ""The girls was singing yesterday."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""Priya will dance dinner.""",Present Perfect,Simple Past,Simple Present,Future,D) Future,"The sentence ""Priya will dance dinner."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""The boy is watching a letter.""",Future,Simple Present,Past Continuous,Present Continuous,D) Present Continuous,"The sentence ""The boy is watching a letter."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""He write yesterday.""",Present Perfect,Future,Simple Present,Present Continuous,C) Simple Present,"The sentence ""He write yesterday."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""Priya will read a movie.""",Future,Present Continuous,Present Perfect,Past Continuous,A) Future,"The sentence ""Priya will read a movie."" uses the Future tense structure.",English,Tenses
What is a preposition?,A word used to ask a question,A word that names an action,A word that describes a noun,A word that shows the relationship between a noun and other words in a sentence,D) A word that shows the relationship between a noun and other words in a sentence,"A preposition, like 'in' or 'on', shows the relationship between a noun/pronoun and other words in a sentence.",English,Prepositions
"Identify the tense: ""They read yesterday.""",Present Continuous,Simple Present,Future,Past Continuous,B) Simple Present,"The sentence ""They read yesterday."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""We will sing in the park.""",Present Perfect,Future,Present Continuous,Simple Past,B) Future,"The sentence ""We will sing in the park."" uses the Future tense structure.",English,Tenses
Choose a synonym for 'angry'.,tiny,intelligent,joyful,furious,D) furious,'furious' has a meaning very similar to 'angry'.,English,Synonyms
"Identify the tense: ""They wrote in the park.""",Simple Past,Present Continuous,Future,Present Perfect,A) Simple Past,"The sentence ""They wrote in the park."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""The boy danced a movie.""",Simple Present,Simple Past,Future,Past Continuous,B) Simple Past,"The sentence ""The boy danced a movie."" uses the Simple Past tense structure.",English,Tenses
What is the plural form of 'dish'?,churches,boxes,dishes,cars,C) dishes,The plural form of 'dish' is 'dishes'.,English,Vocabulary
"Identify the tense: ""The girls was cooking dinner.""",Simple Past,Past Continuous,Present Perfect,Present Continuous,B) Past Continuous,"The sentence ""The girls was cooking dinner."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""The team study a song.""",Past Continuous,Simple Present,Simple Past,Present Perfect,B) Simple Present,"The sentence ""The team study a song."" uses the Simple Present tense structure.",English,Tenses
What is the plural form of 'boy'?,knives,boys,boxes,cities,B) boys,The plural form of 'boy' is 'boys'.,English,Vocabulary
"Identify the tense: ""He will watch a letter.""",Present Perfect,Future,Simple Past,Past Continuous,B) Future,"The sentence ""He will watch a letter."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""We played a letter.""",Present Continuous,Present Perfect,Simple Past,Simple Present,C) Simple Past,"The sentence ""We played a letter."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""He ran a movie.""",Future,Past Continuous,Present Continuous,Simple Past,D) Simple Past,"The sentence ""He ran a movie."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""Priya has read a song.""",Simple Present,Present Continuous,Past Continuous,Present Perfect,D) Present Perfect,"The sentence ""Priya has read a song."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""He was writing yesterday.""",Past Continuous,Present Perfect,Simple Present,Future,A) Past Continuous,"The sentence ""He was writing yesterday."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""The boy was running dinner.""",Present Perfect,Future,Simple Past,Past Continuous,D) Past Continuous,"The sentence ""The boy was running dinner."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""I was cooking in the park.""",Simple Present,Present Perfect,Past Continuous,Present Continuous,C) Past Continuous,"The sentence ""I was cooking in the park."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""The team cooked dinner.""",Simple Present,Present Continuous,Present Perfect,Simple Past,D) Simple Past,"The sentence ""The team cooked dinner."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""The girls watch a story.""",Simple Present,Past Continuous,Present Perfect,Future,A) Simple Present,"The sentence ""The girls watch a story."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""The team dance in the park.""",Simple Past,Past Continuous,Present Perfect,Simple Present,D) Simple Present,"The sentence ""The team dance in the park."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""The girls is playing yesterday.""",Present Continuous,Simple Past,Present Perfect,Past Continuous,A) Present Continuous,"The sentence ""The girls is playing yesterday."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""Ravi has play a song.""",Present Perfect,Past Continuous,Future,Simple Present,A) Present Perfect,"The sentence ""Ravi has play a song."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""He studied every day.""",Simple Past,Present Continuous,Simple Present,Past Continuous,A) Simple Past,"The sentence ""He studied every day."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""The boy is dancing a movie.""",Simple Past,Past Continuous,Future,Present Continuous,D) Present Continuous,"The sentence ""The boy is dancing a movie."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""I watch a movie.""",Simple Past,Past Continuous,Simple Present,Present Perfect,C) Simple Present,"The sentence ""I watch a movie."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""Ravi eat the book.""",Future,Present Continuous,Simple Past,Simple Present,D) Simple Present,"The sentence ""Ravi eat the book."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""He was playing a story.""",Future,Present Perfect,Simple Present,Past Continuous,D) Past Continuous,"The sentence ""He was playing a story."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""The team dance the book.""",Simple Present,Present Continuous,Past Continuous,Future,A) Simple Present,"The sentence ""The team dance the book."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""The boy wrote a movie.""",Simple Past,Present Continuous,Present Perfect,Past Continuous,A) Simple Past,"The sentence ""The boy wrote a movie."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""Ravi run yesterday.""",Past Continuous,Present Continuous,Present Perfect,Simple Present,D) Simple Present,"The sentence ""Ravi run yesterday."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""They is writing the book.""",Simple Present,Future,Present Continuous,Past Continuous,C) Present Continuous,"The sentence ""They is writing the book."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""She write cricket.""",Past Continuous,Present Perfect,Future,Simple Present,D) Simple Present,"The sentence ""She write cricket."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""He read a movie.""",Present Perfect,Present Continuous,Simple Past,Past Continuous,C) Simple Past,"The sentence ""He read a movie."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""I has eat cricket.""",Present Perfect,Present Continuous,Future,Past Continuous,A) Present Perfect,"The sentence ""I has eat cricket."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""He has run the book.""",Past Continuous,Simple Past,Present Perfect,Simple Present,C) Present Perfect,"The sentence ""He has run the book."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""She will cook a song.""",Past Continuous,Future,Present Continuous,Present Perfect,B) Future,"The sentence ""She will cook a song."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""The boy has run yesterday.""",Simple Present,Past Continuous,Present Perfect,Simple Past,C) Present Perfect,"The sentence ""The boy has run yesterday."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""He danced a song.""",Future,Simple Past,Present Continuous,Past Continuous,B) Simple Past,"The sentence ""He danced a song."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""The team danced in the park.""",Simple Past,Past Continuous,Future,Present Continuous,A) Simple Past,"The sentence ""The team danced in the park."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""She will write dinner.""",Present Perfect,Future,Present Continuous,Simple Past,B) Future,"The sentence ""She will write dinner."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""The team has dance a movie.""",Present Continuous,Present Perfect,Simple Past,Future,B) Present Perfect,"The sentence ""The team has dance a movie."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""The team will study in the park.""",Future,Simple Past,Present Perfect,Simple Present,A) Future,"The sentence ""The team will study in the park."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""Priya is playing cricket.""",Simple Present,Present Continuous,Future,Present Perfect,B) Present Continuous,"The sentence ""Priya is playing cricket."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""The boy is watching every day.""",Present Perfect,Present Continuous,Future,Simple Past,B) Present Continuous,"The sentence ""The boy is watching every day."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""We read a story.""",Past Continuous,Future,Simple Past,Simple Present,D) Simple Present,"The sentence ""We read a story."" uses the Simple Present tense structure.",English,Tenses
Choose a synonym for 'sad'.,quick,wealthy,tiny,unhappy,D) unhappy,'unhappy' has a meaning very similar to 'sad'.,English,Synonyms
"Identify the tense: ""She has run in the park.""",Present Continuous,Simple Past,Future,Present Perfect,D) Present Perfect,"The sentence ""She has run in the park."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""He will eat a story.""",Past Continuous,Simple Present,Future,Present Perfect,C) Future,"The sentence ""He will eat a story."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""He was watching a movie.""",Present Continuous,Simple Past,Present Perfect,Past Continuous,D) Past Continuous,"The sentence ""He was watching a movie."" uses the Past Continuous tense structure.",English,Tenses
"Identify the tense: ""Ravi is reading every day.""",Present Perfect,Present Continuous,Simple Present,Past Continuous,B) Present Continuous,"The sentence ""Ravi is reading every day."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""Priya read every day.""",Simple Past,Future,Simple Present,Present Continuous,C) Simple Present,"The sentence ""Priya read every day."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""We will dance yesterday.""",Future,Past Continuous,Simple Past,Simple Present,A) Future,"The sentence ""We will dance yesterday."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""The boy will play the book.""",Simple Past,Future,Present Perfect,Present Continuous,B) Future,"The sentence ""The boy will play the book."" uses the Future tense structure.",English,Tenses
"Identify the tense: ""He has read a letter.""",Simple Past,Past Continuous,Present Perfect,Present Continuous,C) Present Perfect,"The sentence ""He has read a letter."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""I danced dinner.""",Simple Past,Present Perfect,Present Continuous,Past Continuous,A) Simple Past,"The sentence ""I danced dinner."" uses the Simple Past tense structure.",English,Tenses
"Identify the tense: ""I dance yesterday.""",Past Continuous,Present Continuous,Simple Past,Simple Present,D) Simple Present,"The sentence ""I dance yesterday."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""The boy cook yesterday.""",Present Continuous,Present Perfect,Future,Simple Present,D) Simple Present,"The sentence ""The boy cook yesterday."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""The team write a song.""",Present Continuous,Simple Present,Past Continuous,Future,B) Simple Present,"The sentence ""The team write a song."" uses the Simple Present tense structure.",English,Tenses
"Identify the tense: ""I is singing every day.""",Past Continuous,Present Continuous,Simple Present,Present Perfect,B) Present Continuous,"The sentence ""I is singing every day."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""Ravi has sing every day.""",Past Continuous,Present Perfect,Present Continuous,Simple Present,B) Present Perfect,"The sentence ""Ravi has sing every day."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""She has write dinner.""",Simple Present,Present Continuous,Future,Present Perfect,D) Present Perfect,"The sentence ""She has write dinner."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""The team has write a letter.""",Future,Simple Present,Simple Past,Present Perfect,D) Present Perfect,"The sentence ""The team has write a letter."" uses the Present Perfect tense structure.",English,Tenses
"Identify the tense: ""I is singing a story.""",Present Perfect,Simple Present,Present Continuous,Past Continuous,C) Present Continuous,"The sentence ""I is singing a story."" uses the Present Continuous tense structure.",English,Tenses
"Identify the tense: ""She studied cricket.""",Simple Past,Present Perfect,Simple Present,Present Continuous,A) Simple Past,"The sentence ""She studied cricket."" uses the Simple Past tense structure.",English,Tenses
