Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Choose the correct answer: What is the term for the body that drafted the Indian Constitution?,Implementing and enforcing laws,The Constituent Assembly,The Right to Life and Personal Liberty,To make laws for the country,B) The Constituent Assembly,The Constituent Assembly was the body of representatives responsible for drafting the Constitution of India.,Law & Constitution,Constitution Basics
What is the judiciary's primary role in a democracy?,To interpret laws and ensure justice,Dr. B. R. Ambedkar,The highest judicial court at the state level,Implementing and enforcing laws,A) To interpret laws and ensure justice,"The judiciary's primary role is to interpret laws, resolve disputes, and ensure justice is upheld within the legal system.",Law & Constitution,Judiciary
Choose the correct answer: What is a Fundamental Duty in the Indian Constitution?,"Legal issues related to the internet, computers, and digital technology",A fundamental right allowing citizens to express their views and opinions,"A moral obligation of citizens, such as respecting the Constitution",To make laws for the country,"C) A moral obligation of citizens, such as respecting the Constitution","Fundamental Duties in the Indian Constitution are moral obligations of citizens, such as respecting the Constitution and protecting the environment.",Law & Constitution,Fundamental Duties
"Which option correctly answers this: What is the Right to Equality, guaranteed under the Indian Constitution?",18 years,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial",Six,"The right ensuring equal treatment before the law, without discrimination","D) The right ensuring equal treatment before the law, without discrimination","The Right to Equality guarantees that all citizens are treated equally before the law, without discrimination based on religion, race, caste, sex, or place of birth.",Law & Constitution,Fundamental Rights
Which option correctly answers this: What is the role of the Prime Minister of India?,The highest judicial court at the state level,The rights and interests of consumers in transactions with businesses,"The head of government, leading the executive branch",A fundamental right allowing citizens to express their views and opinions,"C) The head of government, leading the executive branch","The Prime Minister of India is the head of government, leading the executive branch and the Council of Ministers.",Law & Constitution,Prime Minister
What is the Supreme Court of India?,The highest judicial court in the country,Rule of law,"The head of government, leading the executive branch",A formal change or addition made to the Constitution,A) The highest judicial court in the country,"The Supreme Court of India is the highest judicial authority in the country, with the final say on legal and constitutional matters.",Law & Constitution,Supreme Court
"What is the Right to Equality, guaranteed under the Indian Constitution?",Implementing and enforcing laws,18 years,The Lok Sabha and the Rajya Sabha,"The right ensuring equal treatment before the law, without discrimination","D) The right ensuring equal treatment before the law, without discrimination","The Right to Equality guarantees that all citizens are treated equally before the law, without discrimination based on religion, race, caste, sex, or place of birth.",Law & Constitution,Fundamental Rights
Which option correctly answers this: What is meant by 'separation of powers' in a constitutional system?,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial",It allows courts to examine and potentially strike down laws that violate the Constitution,Dr. B. R. Ambedkar,"The head of government, leading the executive branch","A) Dividing government responsibilities among distinct branches, like legislative, executive, and judicial","Separation of powers divides government functions among the legislative, executive, and judicial branches to prevent concentration of power.",Law & Constitution,Constitution Basics
Choose the correct answer: What is a constitutional amendment?,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial","The ceremonial head of state, who gives assent to bills passed by Parliament",A formal change or addition made to the Constitution,Making laws,C) A formal change or addition made to the Constitution,"A constitutional amendment is a formal, legally defined process of changing or adding to the provisions of a constitution.",Law & Constitution,Constitutional Amendments
"Choose the correct answer: What is secularism, as established in the Indian Constitution?",A set of fundamental principles by which a country is governed,It allows courts to examine and potentially strike down laws that violate the Constitution,"The principle that the state treats all religions equally, without favoring any one",Implementing and enforcing laws,"C) The principle that the state treats all religions equally, without favoring any one","Secularism, as practiced in India, means the state does not favor or discriminate against any particular religion.",Law & Constitution,Constitution Basics
Quiz question: What is the judiciary's primary role in a democracy?,Making laws,"Legal issues related to the internet, computers, and digital technology",The Constituent Assembly,To interpret laws and ensure justice,D) To interpret laws and ensure justice,"The judiciary's primary role is to interpret laws, resolve disputes, and ensure justice is upheld within the legal system.",Law & Constitution,Judiciary
Which option correctly answers this: What is the Supreme Court of India?,The highest judicial court at the state level,The highest judicial court in the country,Implementing and enforcing laws,The Lok Sabha and the Rajya Sabha,B) The highest judicial court in the country,"The Supreme Court of India is the highest judicial authority in the country, with the final say on legal and constitutional matters.",Law & Constitution,Supreme Court
Which option correctly answers this: What is the legislature responsible for?,The highest judicial court at the state level,It allows courts to examine and potentially strike down laws that violate the Constitution,"Guidelines for governance included in the Constitution, not legally enforceable in court",Making laws,D) Making laws,"The legislature, such as Parliament, is the branch of government primarily responsible for creating and passing laws.",Law & Constitution,Legislature
Which option correctly answers this: What is the term for the body that drafted the Indian Constitution?,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial",Making laws,The Constituent Assembly,18 years,C) The Constituent Assembly,The Constituent Assembly was the body of representatives responsible for drafting the Constitution of India.,Law & Constitution,Constitution Basics
"Which option correctly answers this: What is secularism, as established in the Indian Constitution?",26 January 1950,"The principle that the state treats all religions equally, without favoring any one",Six,To interpret laws and ensure justice,"B) The principle that the state treats all religions equally, without favoring any one","Secularism, as practiced in India, means the state does not favor or discriminate against any particular religion.",Law & Constitution,Constitution Basics
Choose the correct answer: What is the significance of universal adult suffrage in Indian democracy?,The highest judicial court at the state level,The highest judicial court in the country,"All adult citizens have the right to vote, regardless of factors like caste or gender",A formal change or addition made to the Constitution,"C) All adult citizens have the right to vote, regardless of factors like caste or gender","Universal adult suffrage means all adult citizens have the right to vote, without restrictions based on caste, gender, or wealth.",Law & Constitution,Elections & Law
Which option correctly answers this: What is a Fundamental Duty in the Indian Constitution?,18 years,"A moral obligation of citizens, such as respecting the Constitution","Legal issues related to the internet, computers, and digital technology",Making laws,"B) A moral obligation of citizens, such as respecting the Constitution","Fundamental Duties in the Indian Constitution are moral obligations of citizens, such as respecting the Constitution and protecting the environment.",Law & Constitution,Fundamental Duties
"Which option correctly answers this: What is the Right to Equality, guaranteed under the Indian Constitution?",To make laws for the country,"The head of government, leading the executive branch","The ceremonial head of state, who gives assent to bills passed by Parliament","The right ensuring equal treatment before the law, without discrimination","D) The right ensuring equal treatment before the law, without discrimination","The Right to Equality guarantees that all citizens are treated equally before the law, without discrimination based on religion, race, caste, sex, or place of birth.",Law & Constitution,Fundamental Rights
Choose the correct answer: What is the role of the Indian Parliament?,To make laws for the country,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial","Guidelines for governance included in the Constitution, not legally enforceable in court","The right ensuring equal treatment before the law, without discrimination",A) To make laws for the country,The Indian Parliament is the national legislative body responsible for making laws for the country.,Law & Constitution,Parliament
Choose the correct answer: What is the executive branch of government responsible for?,A fundamental right allowing citizens to express their views and opinions,Implementing and enforcing laws,A set of fundamental principles by which a country is governed,"A moral obligation of citizens, such as respecting the Constitution",B) Implementing and enforcing laws,"The executive branch, led by the Prime Minister and Council of Ministers, is responsible for implementing and enforcing laws.",Law & Constitution,Executive
Choose the correct answer: What is the executive branch of government responsible for?,The rights and interests of consumers in transactions with businesses,Implementing and enforcing laws,The highest judicial court in the country,"All adult citizens have the right to vote, regardless of factors like caste or gender",B) Implementing and enforcing laws,"The executive branch, led by the Prime Minister and Council of Ministers, is responsible for implementing and enforcing laws.",Law & Constitution,Executive
Quiz question: What is a Fundamental Duty in the Indian Constitution?,Dr. B. R. Ambedkar,It allows courts to examine and potentially strike down laws that violate the Constitution,The highest judicial court at the state level,"A moral obligation of citizens, such as respecting the Constitution","D) A moral obligation of citizens, such as respecting the Constitution","Fundamental Duties in the Indian Constitution are moral obligations of citizens, such as respecting the Constitution and protecting the environment.",Law & Constitution,Fundamental Duties
What is the term for the body that drafted the Indian Constitution?,"Legal issues related to the internet, computers, and digital technology",Rule of law,The Constituent Assembly,The highest judicial court in the country,C) The Constituent Assembly,The Constituent Assembly was the body of representatives responsible for drafting the Constitution of India.,Law & Constitution,Constitution Basics
What is the Supreme Court of India?,"Offenses against the state or society, punishable by law",The highest judicial court in the country,18 years,Making laws,B) The highest judicial court in the country,"The Supreme Court of India is the highest judicial authority in the country, with the final say on legal and constitutional matters.",Law & Constitution,Supreme Court
Choose the correct answer: What is the role of the President of India in the legal/constitutional system?,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial",A set of fundamental principles by which a country is governed,"The ceremonial head of state, who gives assent to bills passed by Parliament","The right ensuring equal treatment before the law, without discrimination","C) The ceremonial head of state, who gives assent to bills passed by Parliament","The President of India is the ceremonial head of state, whose duties include giving formal assent to bills passed by Parliament.",Law & Constitution,President
Which option correctly answers this: What is the Supreme Court of India?,Six,The highest judicial court in the country,To interpret laws and ensure justice,"The right ensuring equal treatment before the law, without discrimination",B) The highest judicial court in the country,"The Supreme Court of India is the highest judicial authority in the country, with the final say on legal and constitutional matters.",Law & Constitution,Supreme Court
Quiz question: What is criminal law primarily concerned with?,"The ceremonial head of state, who gives assent to bills passed by Parliament",Implementing and enforcing laws,It allows courts to examine and potentially strike down laws that violate the Constitution,"Offenses against the state or society, punishable by law","D) Offenses against the state or society, punishable by law","Criminal law deals with offenses considered harmful to society or the state, which are prosecuted and punishable by law.",Law & Constitution,Criminal Law
Quiz question: What is the executive branch of government responsible for?,"Guidelines for governance included in the Constitution, not legally enforceable in court","The right ensuring equal treatment before the law, without discrimination",Implementing and enforcing laws,"All adult citizens have the right to vote, regardless of factors like caste or gender",C) Implementing and enforcing laws,"The executive branch, led by the Prime Minister and Council of Ministers, is responsible for implementing and enforcing laws.",Law & Constitution,Executive
Which option correctly answers this: What is the minimum age requirement to vote in Indian elections?,Implementing and enforcing laws,18 years,The Lok Sabha and the Rajya Sabha,A formal change or addition made to the Constitution,B) 18 years,Indian citizens must be at least 18 years old to be eligible to vote in elections.,Law & Constitution,Elections & Law
What is consumer law designed to protect?,The Constituent Assembly,"The head of government, leading the executive branch",The rights and interests of consumers in transactions with businesses,It allows courts to examine and potentially strike down laws that violate the Constitution,C) The rights and interests of consumers in transactions with businesses,"Consumer law is designed to protect the rights and interests of consumers, ensuring fair treatment in transactions with businesses.",Law & Constitution,Consumer Law
What is the significance of judicial review in constitutional law?,"The principle that the state treats all religions equally, without favoring any one",It allows courts to examine and potentially strike down laws that violate the Constitution,26 January 1950,"The ceremonial head of state, who gives assent to bills passed by Parliament",B) It allows courts to examine and potentially strike down laws that violate the Constitution,Judicial review is the power of courts to examine laws or government actions and strike them down if they violate the Constitution.,Law & Constitution,Judiciary
What is meant by 'separation of powers' in a constitutional system?,Dr. B. R. Ambedkar,18 years,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial",A formal change or addition made to the Constitution,"C) Dividing government responsibilities among distinct branches, like legislative, executive, and judicial","Separation of powers divides government functions among the legislative, executive, and judicial branches to prevent concentration of power.",Law & Constitution,Constitution Basics
Choose the correct answer: What are Directive Principles of State Policy?,"All adult citizens have the right to vote, regardless of factors like caste or gender",The Lok Sabha and the Rajya Sabha,"Guidelines for governance included in the Constitution, not legally enforceable in court","The head of government, leading the executive branch","C) Guidelines for governance included in the Constitution, not legally enforceable in court","Directive Principles of State Policy are guidelines for governance included in the Indian Constitution, intended to guide policy though not legally enforceable in court.",Law & Constitution,Directive Principles
Quiz question: What is the role of the Indian Parliament?,"Offenses against the state or society, punishable by law","Guidelines for governance included in the Constitution, not legally enforceable in court",Making laws,To make laws for the country,D) To make laws for the country,The Indian Parliament is the national legislative body responsible for making laws for the country.,Law & Constitution,Parliament
"What is a fundamental legal right, such as the right to life, under Article 21 of the Indian Constitution?",26 January 1950,The Right to Life and Personal Liberty,"A moral obligation of citizens, such as respecting the Constitution",The Lok Sabha and the Rajya Sabha,B) The Right to Life and Personal Liberty,Article 21 of the Indian Constitution guarantees the fundamental Right to Life and Personal Liberty.,Law & Constitution,Legal Rights
How many fundamental rights are currently guaranteed by the Indian Constitution?,To make laws for the country,A set of fundamental principles by which a country is governed,"The head of government, leading the executive branch",Six,D) Six,"The Indian Constitution originally guaranteed seven fundamental rights; the Right to Property was later removed, leaving six.",Law & Constitution,Fundamental Rights
Choose the correct answer: What is the term for the body that drafted the Indian Constitution?,A set of fundamental principles by which a country is governed,The Constituent Assembly,"Legal issues related to the internet, computers, and digital technology",The highest judicial court at the state level,B) The Constituent Assembly,The Constituent Assembly was the body of representatives responsible for drafting the Constitution of India.,Law & Constitution,Constitution Basics
Choose the correct answer: What is a constitutional amendment?,"A moral obligation of citizens, such as respecting the Constitution","All adult citizens have the right to vote, regardless of factors like caste or gender",A formal change or addition made to the Constitution,The highest judicial court in the country,C) A formal change or addition made to the Constitution,"A constitutional amendment is a formal, legally defined process of changing or adding to the provisions of a constitution.",Law & Constitution,Constitutional Amendments
Quiz question: What is a constitution?,"All adult citizens have the right to vote, regardless of factors like caste or gender",Rule of law,A set of fundamental principles by which a country is governed,"The head of government, leading the executive branch",C) A set of fundamental principles by which a country is governed,A constitution is the fundamental legal document that establishes the principles and structure of a country's government.,Law & Constitution,Constitution Basics
Choose the correct answer: What is the term for the body that drafted the Indian Constitution?,The Constituent Assembly,Six,Rule of law,26 January 1950,A) The Constituent Assembly,The Constituent Assembly was the body of representatives responsible for drafting the Constitution of India.,Law & Constitution,Constitution Basics
What is the term for the body that drafted the Indian Constitution?,"Guidelines for governance included in the Constitution, not legally enforceable in court","Offenses against the state or society, punishable by law",The Constituent Assembly,"A moral obligation of citizens, such as respecting the Constitution",C) The Constituent Assembly,The Constituent Assembly was the body of representatives responsible for drafting the Constitution of India.,Law & Constitution,Constitution Basics
What is the legislature responsible for?,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial",Making laws,"All adult citizens have the right to vote, regardless of factors like caste or gender",The Constituent Assembly,B) Making laws,"The legislature, such as Parliament, is the branch of government primarily responsible for creating and passing laws.",Law & Constitution,Legislature
Quiz question: What is meant by 'separation of powers' in a constitutional system?,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial",The highest judicial court in the country,"A moral obligation of citizens, such as respecting the Constitution",It allows courts to examine and potentially strike down laws that violate the Constitution,"A) Dividing government responsibilities among distinct branches, like legislative, executive, and judicial","Separation of powers divides government functions among the legislative, executive, and judicial branches to prevent concentration of power.",Law & Constitution,Constitution Basics
Choose the correct answer: What is criminal law primarily concerned with?,To interpret laws and ensure justice,"Offenses against the state or society, punishable by law",Rule of law,Dr. B. R. Ambedkar,"B) Offenses against the state or society, punishable by law","Criminal law deals with offenses considered harmful to society or the state, which are prosecuted and punishable by law.",Law & Constitution,Criminal Law
"Quiz question: What is a fundamental legal right, such as the right to life, under Article 21 of the Indian Constitution?",It allows courts to examine and potentially strike down laws that violate the Constitution,"Guidelines for governance included in the Constitution, not legally enforceable in court",The Right to Life and Personal Liberty,"The right ensuring equal treatment before the law, without discrimination",C) The Right to Life and Personal Liberty,Article 21 of the Indian Constitution guarantees the fundamental Right to Life and Personal Liberty.,Law & Constitution,Legal Rights
Choose the correct answer: What is the executive branch of government responsible for?,The Constituent Assembly,Implementing and enforcing laws,"The right ensuring equal treatment before the law, without discrimination",The highest judicial court at the state level,B) Implementing and enforcing laws,"The executive branch, led by the Prime Minister and Council of Ministers, is responsible for implementing and enforcing laws.",Law & Constitution,Executive
What are the two houses of the Indian Parliament?,The Constituent Assembly,The Lok Sabha and the Rajya Sabha,A set of fundamental principles by which a country is governed,The rights and interests of consumers in transactions with businesses,B) The Lok Sabha and the Rajya Sabha,The Indian Parliament consists of two houses: the Lok Sabha (lower house) and the Rajya Sabha (upper house).,Law & Constitution,Parliament
Quiz question: What is the significance of judicial review in constitutional law?,"Offenses against the state or society, punishable by law","Dividing government responsibilities among distinct branches, like legislative, executive, and judicial",A fundamental right allowing citizens to express their views and opinions,It allows courts to examine and potentially strike down laws that violate the Constitution,D) It allows courts to examine and potentially strike down laws that violate the Constitution,Judicial review is the power of courts to examine laws or government actions and strike them down if they violate the Constitution.,Law & Constitution,Judiciary
"Quiz question: What is secularism, as established in the Indian Constitution?",A fundamental right allowing citizens to express their views and opinions,18 years,"The principle that the state treats all religions equally, without favoring any one",To make laws for the country,"C) The principle that the state treats all religions equally, without favoring any one","Secularism, as practiced in India, means the state does not favor or discriminate against any particular religion.",Law & Constitution,Constitution Basics
Who is regarded as the chief architect of the Indian Constitution?,A fundamental right allowing citizens to express their views and opinions,"Legal issues related to the internet, computers, and digital technology",Dr. B. R. Ambedkar,To make laws for the country,C) Dr. B. R. Ambedkar,Dr. B. R. Ambedkar chaired the Drafting Committee of the Indian Constitution and is regarded as its chief architect.,Law & Constitution,Constitution Basics
Quiz question: What are the two houses of the Indian Parliament?,"The ceremonial head of state, who gives assent to bills passed by Parliament",The Lok Sabha and the Rajya Sabha,"Disputes between individuals or organizations, such as contracts or property","Legal issues related to the internet, computers, and digital technology",B) The Lok Sabha and the Rajya Sabha,The Indian Parliament consists of two houses: the Lok Sabha (lower house) and the Rajya Sabha (upper house).,Law & Constitution,Parliament
Which option correctly answers this: What is the term for the body that drafted the Indian Constitution?,The highest judicial court in the country,The Constituent Assembly,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial",Dr. B. R. Ambedkar,B) The Constituent Assembly,The Constituent Assembly was the body of representatives responsible for drafting the Constitution of India.,Law & Constitution,Constitution Basics
Quiz question: What is the role of the President of India in the legal/constitutional system?,A fundamental right allowing citizens to express their views and opinions,"The ceremonial head of state, who gives assent to bills passed by Parliament","Legal issues related to the internet, computers, and digital technology",Implementing and enforcing laws,"B) The ceremonial head of state, who gives assent to bills passed by Parliament","The President of India is the ceremonial head of state, whose duties include giving formal assent to bills passed by Parliament.",Law & Constitution,President
"Which option correctly answers this: What is the Right to Equality, guaranteed under the Indian Constitution?",To interpret laws and ensure justice,Six,"The right ensuring equal treatment before the law, without discrimination",A set of fundamental principles by which a country is governed,"C) The right ensuring equal treatment before the law, without discrimination","The Right to Equality guarantees that all citizens are treated equally before the law, without discrimination based on religion, race, caste, sex, or place of birth.",Law & Constitution,Fundamental Rights
Which option correctly answers this: What is cyber law concerned with?,"The principle that the state treats all religions equally, without favoring any one",The Lok Sabha and the Rajya Sabha,"Legal issues related to the internet, computers, and digital technology",It allows courts to examine and potentially strike down laws that violate the Constitution,"C) Legal issues related to the internet, computers, and digital technology","Cyber law addresses legal issues arising from the use of the internet, computers, and digital technology, including cybercrime.",Law & Constitution,Cyber Law
What is the role of the President of India in the legal/constitutional system?,Making laws,"The right ensuring equal treatment before the law, without discrimination","Disputes between individuals or organizations, such as contracts or property","The ceremonial head of state, who gives assent to bills passed by Parliament","D) The ceremonial head of state, who gives assent to bills passed by Parliament","The President of India is the ceremonial head of state, whose duties include giving formal assent to bills passed by Parliament.",Law & Constitution,President
What is cyber law concerned with?,"Legal issues related to the internet, computers, and digital technology","A moral obligation of citizens, such as respecting the Constitution",A formal change or addition made to the Constitution,Rule of law,"A) Legal issues related to the internet, computers, and digital technology","Cyber law addresses legal issues arising from the use of the internet, computers, and digital technology, including cybercrime.",Law & Constitution,Cyber Law
Quiz question: What is the term for the principle that no one is above the law?,"A moral obligation of citizens, such as respecting the Constitution",Dr. B. R. Ambedkar,Rule of law,"Disputes between individuals or organizations, such as contracts or property",C) Rule of law,"The rule of law is the principle that all individuals and institutions, including the government, are subject to and accountable under the law.",Law & Constitution,Indian Law Basics
Choose the correct answer: What is criminal law primarily concerned with?,"Legal issues related to the internet, computers, and digital technology","Offenses against the state or society, punishable by law",Dr. B. R. Ambedkar,Implementing and enforcing laws,"B) Offenses against the state or society, punishable by law","Criminal law deals with offenses considered harmful to society or the state, which are prosecuted and punishable by law.",Law & Constitution,Criminal Law
What are the two houses of the Indian Parliament?,A fundamental right allowing citizens to express their views and opinions,The Constituent Assembly,The Right to Life and Personal Liberty,The Lok Sabha and the Rajya Sabha,D) The Lok Sabha and the Rajya Sabha,The Indian Parliament consists of two houses: the Lok Sabha (lower house) and the Rajya Sabha (upper house).,Law & Constitution,Parliament
Quiz question: What is a constitution?,Rule of law,"The principle that the state treats all religions equally, without favoring any one",A set of fundamental principles by which a country is governed,Dr. B. R. Ambedkar,C) A set of fundamental principles by which a country is governed,A constitution is the fundamental legal document that establishes the principles and structure of a country's government.,Law & Constitution,Constitution Basics
Choose the correct answer: What is the Supreme Court of India?,Six,The highest judicial court in the country,"The ceremonial head of state, who gives assent to bills passed by Parliament",Rule of law,B) The highest judicial court in the country,"The Supreme Court of India is the highest judicial authority in the country, with the final say on legal and constitutional matters.",Law & Constitution,Supreme Court
Choose the correct answer: What is the significance of universal adult suffrage in Indian democracy?,"Legal issues related to the internet, computers, and digital technology",Making laws,The rights and interests of consumers in transactions with businesses,"All adult citizens have the right to vote, regardless of factors like caste or gender","D) All adult citizens have the right to vote, regardless of factors like caste or gender","Universal adult suffrage means all adult citizens have the right to vote, without restrictions based on caste, gender, or wealth.",Law & Constitution,Elections & Law
Quiz question: How many fundamental rights are currently guaranteed by the Indian Constitution?,26 January 1950,Six,"The right ensuring equal treatment before the law, without discrimination",A fundamental right allowing citizens to express their views and opinions,B) Six,"The Indian Constitution originally guaranteed seven fundamental rights; the Right to Property was later removed, leaving six.",Law & Constitution,Fundamental Rights
What is the role of the President of India in the legal/constitutional system?,Implementing and enforcing laws,A formal change or addition made to the Constitution,"Dividing government responsibilities among distinct branches, like legislative, executive, and judicial","The ceremonial head of state, who gives assent to bills passed by Parliament","D) The ceremonial head of state, who gives assent to bills passed by Parliament","The President of India is the ceremonial head of state, whose duties include giving formal assent to bills passed by Parliament.",Law & Constitution,President
Which option correctly answers this: How many fundamental rights are currently guaranteed by the Indian Constitution?,Six,The rights and interests of consumers in transactions with businesses,18 years,To make laws for the country,A) Six,"The Indian Constitution originally guaranteed seven fundamental rights; the Right to Property was later removed, leaving six.",Law & Constitution,Fundamental Rights
Which option correctly answers this: What is the executive branch of government responsible for?,26 January 1950,Implementing and enforcing laws,"All adult citizens have the right to vote, regardless of factors like caste or gender","Dividing government responsibilities among distinct branches, like legislative, executive, and judicial",B) Implementing and enforcing laws,"The executive branch, led by the Prime Minister and Council of Ministers, is responsible for implementing and enforcing laws.",Law & Constitution,Executive
What is the role of the Indian Parliament?,"A moral obligation of citizens, such as respecting the Constitution","The ceremonial head of state, who gives assent to bills passed by Parliament","Legal issues related to the internet, computers, and digital technology",To make laws for the country,D) To make laws for the country,The Indian Parliament is the national legislative body responsible for making laws for the country.,Law & Constitution,Parliament
