Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which option best explains the meaning of z-index (CSS)?,A property that controls the stacking order of overlapping positioned elements,A CSS property used to add a border around an element,A way of representing colors in CSS using a hash followed by six characters,A CSS property used to set the horizontal alignment of text,A) A property that controls the stacking order of overlapping positioned elements,"The 'z-index' property controls the stacking order of overlapping positioned elements, with higher values appearing on top.",CSS,Positioning
a CSS transform can be best defined as which of the following?,"A CSS keyword added to a selector to style an element in a specific state, like :hover",A CSS rule that turns an element into a grid container,A CSS property used to control an element's positioning method,"A property used to visually rotate, scale, skew, or move an element","D) A property used to visually rotate, scale, skew, or move an element","The 'transform' property is used to visually rotate, scale, skew, or move an element without affecting the document flow.",CSS,Transforms
"In CSS, what is the 'z-index' property used for?",the stacking order of overlapping elements,the typeface of text,the vertical size of an element,the text color,A) the stacking order of overlapping elements,The CSS property 'z-index' controls the stacking order of overlapping elements.,CSS,Properties
Which statement correctly explains the :hover pseudo-class?,"A CSS function used to define a color by specifying red, green, and blue values",A reusable value defined once and referenced throughout a stylesheet,A pseudo-class that applies styles when the user's pointer is over an element,A CSS property used to set the size of text,C) A pseudo-class that applies styles when the user's pointer is over an element,The :hover pseudo-class applies specific styles to an element only while a user's pointer is hovering over it.,CSS,Pseudo-Classes
Which option best explains the meaning of the font-weight property?,A CSS property used to set how bold or thin text appears,A CSS layout model designed for arranging items in a single dimension,A CSS technique used to apply styles based on device characteristics,A CSS property that controls space outside an element's border,A) A CSS property used to set how bold or thin text appears,The 'font-weight' property controls the thickness (boldness) of text characters.,CSS,Fonts
"In CSS, what is the 'cursor' property used for?",how transparent an element is,the horizontal alignment of text,the mouse cursor style shown on hover,"space inside an element's border, around its content",C) the mouse cursor style shown on hover,The CSS property 'cursor' controls the mouse cursor style shown on hover.,CSS,Properties
Which of the following best describes the position property?,A CSS property used to control an element's positioning method,A CSS property that controls space outside an element's border,A CSS property used to set the horizontal alignment of text,A pattern used to select and style HTML elements,A) A CSS property used to control an element's positioning method,"The 'position' property, with values like static, relative, absolute, or fixed, controls how an element is positioned on the page.",CSS,Positioning
"In CSS, what is the 'font-weight' property used for?",the mouse cursor style shown on hover,how content that exceeds an element's box is handled,how bold or thin text appears,the horizontal alignment of text,C) how bold or thin text appears,The CSS property 'font-weight' controls how bold or thin text appears.,CSS,Properties
What does the CSS property 'font-size' control?,the vertical size of an element,how rounded an element's corners are,the mouse cursor style shown on hover,the size of text,D) the size of text,The CSS property 'font-size' controls the size of text.,CSS,Properties
Which option best explains the meaning of a CSS property?,"A CSS keyword added to a selector to style an element in a specific state, like :hover","A style aspect being set, such as color or font-size",A CSS property used to set the background color of an element,A technique used to smoothly animate changes between two states of a property,"B) A style aspect being set, such as color or font-size","A CSS property, like 'color' or 'font-size', defines a specific style aspect being applied to an element.",CSS,Properties
"In CSS, what is the 'position' property used for?",how an element is positioned on the page,how rounded an element's corners are,a visible border around an element,how content that exceeds an element's box is handled,A) how an element is positioned on the page,The CSS property 'position' controls how an element is positioned on the page.,CSS,Properties
Which of the following best describes the font-size property?,A property that controls the stacking order of overlapping positioned elements,A CSS property used to set the size of text,"A CSS keyword used to style a specific part of an element, like ::before",A CSS property used to add a border around an element,B) A CSS property used to set the size of text,The 'font-size' property controls the size of the text within an element.,CSS,Text
Which option best explains the meaning of an ID selector?,"Recommended conventions for writing clean, efficient, and maintainable stylesheets",A technique used to smoothly animate changes between two states of a property,A CSS property used to round the corners of an element's border,"A CSS selector that targets a single element with a specific ID, written with a hash","D) A CSS selector that targets a single element with a specific ID, written with a hash","An ID selector, written with a hash (e.g. #header), targets the single element with a matching ID attribute.",CSS,Selectors
Which of the following best describes what 'border' controls in CSS?,a visible border around an element,how rounded an element's corners are,the horizontal size of an element,"how an element is rendered (e.g. block, inline, flex)",A) a visible border around an element,The CSS property 'border' controls a visible border around an element.,CSS,Properties
Which of the following best describes what 'background-color' controls in CSS?,"space inside an element's border, around its content",the typeface of text,the background color,"how an element is rendered (e.g. block, inline, flex)",C) the background color,The CSS property 'background-color' controls the background color.,CSS,Properties
Which statement correctly explains a media query?,A CSS technique used to apply styles based on device characteristics,A CSS rule that turns an element into a grid container,A CSS property used to set the height of an element's content area,A property that controls the stacking order of overlapping positioned elements,A) A CSS technique used to apply styles based on device characteristics,A media query is a CSS feature that applies different styles depending on characteristics like screen width or device type.,CSS,Media Queries
What does the CSS property 'width' control?,the size of text,the horizontal size of an element,a visible border around an element,"how an element is rendered (e.g. block, inline, flex)",B) the horizontal size of an element,The CSS property 'width' controls the horizontal size of an element.,CSS,Properties
Which statement correctly explains the CSS box model?,"A CSS selector that targets elements with a specific class attribute, written with a dot","A model describing how content, padding, border, and margin combine to form an element's size",A CSS property used to set the background color of an element,"A CSS selector that targets a single element with a specific ID, written with a hash","B) A model describing how content, padding, border, and margin combine to form an element's size","The CSS box model describes how an element's total size is calculated from its content, padding, border, and margin.",CSS,Box Model
the border-radius property can be best defined as which of the following?,"A CSS selector that targets elements with a specific class attribute, written with a dot",A CSS rule that turns an element into a grid container,"A property used to visually rotate, scale, skew, or move an element",A CSS property used to round the corners of an element's border,D) A CSS property used to round the corners of an element's border,"The 'border-radius' property rounds the corners of an element's border box, often used to create rounded buttons or cards.",CSS,Borders
"In CSS, what is the 'color' property used for?",the background color,"how an element is rendered (e.g. block, inline, flex)",the text color,how transparent an element is,C) the text color,The CSS property 'color' controls the text color.,CSS,Properties
"In CSS, what is the 'text-align' property used for?",the background color,"how an element is rendered (e.g. block, inline, flex)",the stacking order of overlapping elements,the horizontal alignment of text,D) the horizontal alignment of text,The CSS property 'text-align' controls the horizontal alignment of text.,CSS,Properties
What is a CSS variable (custom property)?,A reusable value defined once and referenced throughout a stylesheet,"A CSS selector that targets a single element with a specific ID, written with a hash","A CSS property that controls how an element is rendered, like block or inline","A CSS selector that targets elements with a specific class attribute, written with a dot",A) A reusable value defined once and referenced throughout a stylesheet,"A CSS variable, defined with -- and accessed with var(), lets a value be defined once and reused throughout a stylesheet.",CSS,CSS Variables
Which statement correctly explains a pseudo-element?,"A style aspect being set, such as color or font-size",A CSS layout system for arranging content in rows and columns,A CSS property used to round the corners of an element's border,"A CSS keyword used to style a specific part of an element, like ::before","D) A CSS keyword used to style a specific part of an element, like ::before","A pseudo-element, like ::before or ::after, is used to style a specific part of an element or insert additional content.",CSS,Pseudo-Elements
Which of the following best describes a CSS property?,"A style aspect being set, such as color or font-size",A CSS property used to set how bold or thin text appears,A CSS layout model designed for arranging items in a single dimension,"A CSS keyword used to style a specific part of an element, like ::before","A) A style aspect being set, such as color or font-size","A CSS property, like 'color' or 'font-size', defines a specific style aspect being applied to an element.",CSS,Properties
Choose the correct definition of the font-size property.,"A model describing how content, padding, border, and margin combine to form an element's size",A CSS property that controls space outside an element's border,A CSS layout model designed for arranging items in a single dimension,A CSS property used to set the size of text,D) A CSS property used to set the size of text,The 'font-size' property controls the size of the text within an element.,CSS,Text
What does the CSS property 'margin' control?,the typeface of text,the size of text,space outside an element's border,the spacing between characters,C) space outside an element's border,The CSS property 'margin' controls space outside an element's border.,CSS,Properties
Which option best explains the meaning of the display: grid declaration?,A CSS property used to set the text color of an element,A CSS rule that turns an element into a grid container,A CSS property used to set the height of an element's content area,A CSS property used to set the horizontal alignment of text,B) A CSS rule that turns an element into a grid container,"Setting display: grid on an element turns it into a grid container, enabling two-dimensional layout of its children.",CSS,Grid
Which of the following best describes the display: flex declaration?,A CSS property used to set the horizontal alignment of text,"Cascading Style Sheets, the language used to style and lay out web pages",A CSS rule that turns an element into a flex container,A CSS rule that turns an element into a grid container,C) A CSS rule that turns an element into a flex container,"Setting display: flex on an element turns it into a flex container, enabling flexible arrangement of its child items.",CSS,Flexbox
Which of the following best describes what 'cursor' controls in CSS?,the text color,space outside an element's border,the mouse cursor style shown on hover,how rounded an element's corners are,C) the mouse cursor style shown on hover,The CSS property 'cursor' controls the mouse cursor style shown on hover.,CSS,Properties
"In CSS, what is the 'z-index' property used for?",the horizontal alignment of text,space outside an element's border,the spacing between characters,the stacking order of overlapping elements,D) the stacking order of overlapping elements,The CSS property 'z-index' controls the stacking order of overlapping elements.,CSS,Properties
a CSS animation can be best defined as which of the following?,"A model describing how content, padding, border, and margin combine to form an element's size","A technique used to create more complex, multi-step animated effects",A CSS property used to set the horizontal alignment of text,A CSS property used to add a border around an element,"B) A technique used to create more complex, multi-step animated effects","CSS animations allow for more complex, multi-step animated effects, using @keyframes to define the stages.",CSS,Animations
Which of the following best describes what 'font-family' controls in CSS?,the spacing between characters,how bold or thin text appears,a visible border around an element,the typeface of text,D) the typeface of text,The CSS property 'font-family' controls the typeface of text.,CSS,Properties
What is the font-size property?,A property that controls the stacking order of overlapping positioned elements,"A CSS keyword added to a selector to style an element in a specific state, like :hover","A CSS property that controls how an element is rendered, like block or inline",A CSS property used to set the size of text,D) A CSS property used to set the size of text,The 'font-size' property controls the size of the text within an element.,CSS,Text
"In CSS, what is the 'background-color' property used for?",the text color,how rounded an element's corners are,space outside an element's border,the background color,D) the background color,The CSS property 'background-color' controls the background color.,CSS,Properties
What is the text-align property?,"A CSS selector that targets a single element with a specific ID, written with a hash","A CSS property that controls how an element is rendered, like block or inline",A CSS property used to set the horizontal alignment of text,"A CSS keyword added to a selector to style an element in a specific state, like :hover",C) A CSS property used to set the horizontal alignment of text,"The 'text-align' property controls the horizontal alignment of text within an element, such as left, right, or center.",CSS,Text
Choose the correct definition of the display: grid declaration.,A CSS rule that turns an element into a grid container,"Cascading Style Sheets, the language used to style and lay out web pages",A pseudo-class that applies styles when the user's pointer is over an element,A CSS layout system for arranging content in rows and columns,A) A CSS rule that turns an element into a grid container,"Setting display: grid on an element turns it into a grid container, enabling two-dimensional layout of its children.",CSS,Grid
Which option best explains the meaning of the border-radius property?,A CSS property used to round the corners of an element's border,A CSS property used to set the size of text,A CSS property used to set the background color of an element,A CSS property used to set the height of an element's content area,A) A CSS property used to round the corners of an element's border,"The 'border-radius' property rounds the corners of an element's border box, often used to create rounded buttons or cards.",CSS,Borders
Which option best explains the meaning of responsive design (CSS)?,A design approach that makes layouts adapt to different screen sizes,A CSS layout system for arranging content in rows and columns,A CSS property used to set the background color of an element,A CSS layout model designed for arranging items in a single dimension,A) A design approach that makes layouts adapt to different screen sizes,Responsive design in CSS ensures a website's layout adapts smoothly to different screen sizes and devices.,CSS,Responsive Design
What is a pseudo-element?,"A CSS property that controls space inside an element's border, around its content","A CSS keyword used to style a specific part of an element, like ::before","A CSS property that controls how an element is rendered, like block or inline",A reusable value defined once and referenced throughout a stylesheet,"B) A CSS keyword used to style a specific part of an element, like ::before","A pseudo-element, like ::before or ::after, is used to style a specific part of an element or insert additional content.",CSS,Pseudo-Elements
Which statement correctly explains an ID selector?,"A CSS property that controls how an element is rendered, like block or inline",A CSS property used to set the horizontal alignment of text,"A CSS selector that targets a single element with a specific ID, written with a hash",A CSS property used to set the width of an element's content area,"C) A CSS selector that targets a single element with a specific ID, written with a hash","An ID selector, written with a hash (e.g. #header), targets the single element with a matching ID attribute.",CSS,Selectors
What is the text-align property?,A CSS layout model designed for arranging items in a single dimension,A CSS property used to set the horizontal alignment of text,A CSS rule that turns an element into a flex container,A reusable value defined once and referenced throughout a stylesheet,B) A CSS property used to set the horizontal alignment of text,"The 'text-align' property controls the horizontal alignment of text within an element, such as left, right, or center.",CSS,Text
"In CSS, what is the 'font-family' property used for?",the typeface of text,the stacking order of overlapping elements,the background color,the vertical size of an element,A) the typeface of text,The CSS property 'font-family' controls the typeface of text.,CSS,Properties
responsive design (CSS) can be best defined as which of the following?,A design approach that makes layouts adapt to different screen sizes,A CSS property used to set the horizontal alignment of text,"A CSS keyword added to a selector to style an element in a specific state, like :hover","A CSS property that controls space inside an element's border, around its content",A) A design approach that makes layouts adapt to different screen sizes,Responsive design in CSS ensures a website's layout adapts smoothly to different screen sizes and devices.,CSS,Responsive Design
Which option best explains the meaning of CSS Grid?,A CSS property used to set the width of an element's content area,A CSS layout system for arranging content in rows and columns,A technique used to smoothly animate changes between two states of a property,"A CSS function used to define a color by specifying red, green, and blue values",B) A CSS layout system for arranging content in rows and columns,CSS Grid is a two-dimensional layout system that allows arranging content into rows and columns.,CSS,Grid
"In CSS, what is the 'position' property used for?","space inside an element's border, around its content",the mouse cursor style shown on hover,how an element is positioned on the page,a visible border around an element,C) how an element is positioned on the page,The CSS property 'position' controls how an element is positioned on the page.,CSS,Properties
Which statement correctly explains a media query?,"A technique used to create more complex, multi-step animated effects","A CSS selector that targets elements with a specific class attribute, written with a dot",A CSS technique used to apply styles based on device characteristics,"A CSS property that controls how an element is rendered, like block or inline",C) A CSS technique used to apply styles based on device characteristics,A media query is a CSS feature that applies different styles depending on characteristics like screen width or device type.,CSS,Media Queries
Which of the following best describes what 'position' controls in CSS?,how an element is positioned on the page,how rounded an element's corners are,a visible border around an element,how content that exceeds an element's box is handled,A) how an element is positioned on the page,The CSS property 'position' controls how an element is positioned on the page.,CSS,Properties
What does the CSS property 'font-weight' control?,the mouse cursor style shown on hover,how an element is positioned on the page,the horizontal alignment of text,how bold or thin text appears,D) how bold or thin text appears,The CSS property 'font-weight' controls how bold or thin text appears.,CSS,Properties
What does the CSS property 'letter-spacing' control?,the size of text,space outside an element's border,"space inside an element's border, around its content",the spacing between characters,D) the spacing between characters,The CSS property 'letter-spacing' controls the spacing between characters.,CSS,Properties
the display: grid declaration can be best defined as which of the following?,"A style aspect being set, such as color or font-size",A way of representing colors in CSS using a hash followed by six characters,"A CSS property that controls space inside an element's border, around its content",A CSS rule that turns an element into a grid container,D) A CSS rule that turns an element into a grid container,"Setting display: grid on an element turns it into a grid container, enabling two-dimensional layout of its children.",CSS,Grid
Which option best explains the meaning of the margin property?,A technique used to smoothly animate changes between two states of a property,A CSS property used to add a border around an element,"A CSS function used to define a color by specifying red, green, and blue values",A CSS property that controls space outside an element's border,D) A CSS property that controls space outside an element's border,"The 'margin' property controls the space outside an element's border, separating it from neighboring elements.",CSS,Margins
What does the CSS property 'font-size' control?,the horizontal alignment of text,the size of text,the background color,"how an element is rendered (e.g. block, inline, flex)",B) the size of text,The CSS property 'font-size' controls the size of text.,CSS,Properties
Which of the following best describes what 'position' controls in CSS?,the text color,the stacking order of overlapping elements,the vertical spacing between lines of text,how an element is positioned on the page,D) how an element is positioned on the page,The CSS property 'position' controls how an element is positioned on the page.,CSS,Properties
Choose the correct definition of CSS best practices.,"A CSS function used to define a color by specifying red, green, and blue values",A CSS property used to set the text color of an element,"Recommended conventions for writing clean, efficient, and maintainable stylesheets",A CSS property used to set how bold or thin text appears,"C) Recommended conventions for writing clean, efficient, and maintainable stylesheets","CSS best practices include using consistent naming, avoiding overly specific selectors, and organizing styles for maintainability.",CSS,CSS Best Practices
Which of the following best describes the font-weight property?,"Recommended conventions for writing clean, efficient, and maintainable stylesheets",A CSS property used to set how bold or thin text appears,"A CSS function used to define a color by specifying red, green, and blue values","A CSS property that controls how an element is rendered, like block or inline",B) A CSS property used to set how bold or thin text appears,The 'font-weight' property controls the thickness (boldness) of text characters.,CSS,Fonts
"In CSS, what is the 'font-weight' property used for?",how bold or thin text appears,the vertical spacing between lines of text,"how an element is rendered (e.g. block, inline, flex)",space outside an element's border,A) how bold or thin text appears,The CSS property 'font-weight' controls how bold or thin text appears.,CSS,Properties
Choose the correct definition of a class selector.,A pattern used to select and style HTML elements,A CSS property used to set the height of an element's content area,"A CSS selector that targets elements with a specific class attribute, written with a dot",A CSS rule that turns an element into a flex container,"C) A CSS selector that targets elements with a specific class attribute, written with a dot","A class selector, written with a dot (e.g. .highlight), targets all elements with a matching class attribute.",CSS,Selectors
Choose the correct definition of CSS best practices.,A CSS property used to set the typeface of text,"Recommended conventions for writing clean, efficient, and maintainable stylesheets",A reusable value defined once and referenced throughout a stylesheet,"A CSS property that controls how an element is rendered, like block or inline","B) Recommended conventions for writing clean, efficient, and maintainable stylesheets","CSS best practices include using consistent naming, avoiding overly specific selectors, and organizing styles for maintainability.",CSS,CSS Best Practices
What is the font-family property?,A CSS property that controls space outside an element's border,A CSS property used to set the typeface of text,"A CSS property that controls how an element is rendered, like block or inline","A CSS selector that targets a single element with a specific ID, written with a hash",B) A CSS property used to set the typeface of text,The 'font-family' property specifies which typeface (font) should be used to display text.,CSS,Fonts
What is the padding property?,"A CSS property that controls space inside an element's border, around its content","A model describing how content, padding, border, and margin combine to form an element's size",A CSS property used to control an element's positioning method,A design approach that makes layouts adapt to different screen sizes,"A) A CSS property that controls space inside an element's border, around its content",The 'padding' property controls the space between an element's content and its border.,CSS,Padding
What is the height property?,"Recommended conventions for writing clean, efficient, and maintainable stylesheets",A CSS layout model designed for arranging items in a single dimension,A CSS rule that turns an element into a grid container,A CSS property used to set the height of an element's content area,D) A CSS property used to set the height of an element's content area,The 'height' property sets the vertical size of an element's content area.,CSS,Box Model
What is the position property?,A CSS property used to control an element's positioning method,"A CSS function used to define a color by specifying red, green, and blue values",A CSS property used to set the height of an element's content area,A pattern used to select and style HTML elements,A) A CSS property used to control an element's positioning method,"The 'position' property, with values like static, relative, absolute, or fixed, controls how an element is positioned on the page.",CSS,Positioning
"In CSS, what is the 'font-weight' property used for?",how an element is positioned on the page,a visible border around an element,how bold or thin text appears,"space inside an element's border, around its content",C) how bold or thin text appears,The CSS property 'font-weight' controls how bold or thin text appears.,CSS,Properties
Which option best explains the meaning of Flexbox?,"A technique used to create more complex, multi-step animated effects",A CSS layout model designed for arranging items in a single dimension,A CSS property used to set the typeface of text,A design approach that makes layouts adapt to different screen sizes,B) A CSS layout model designed for arranging items in a single dimension,Flexbox is a CSS layout model designed to efficiently arrange items along a single row or column.,CSS,Flexbox
Which of the following best describes the RGB color function?,A technique used to smoothly animate changes between two states of a property,"A CSS function used to define a color by specifying red, green, and blue values",A pattern used to select and style HTML elements,"A CSS property that controls how an element is rendered, like block or inline","B) A CSS function used to define a color by specifying red, green, and blue values","The RGB color function defines a color in CSS by specifying its red, green, and blue intensity values.",CSS,Colors
Which of the following best describes a media query?,A CSS property used to control an element's positioning method,A CSS rule that turns an element into a grid container,A CSS technique used to apply styles based on device characteristics,A CSS property used to set the height of an element's content area,C) A CSS technique used to apply styles based on device characteristics,A media query is a CSS feature that applies different styles depending on characteristics like screen width or device type.,CSS,Media Queries
a media query can be best defined as which of the following?,"Recommended conventions for writing clean, efficient, and maintainable stylesheets",A CSS technique used to apply styles based on device characteristics,A CSS property that controls space outside an element's border,"A CSS property that controls how an element is rendered, like block or inline",B) A CSS technique used to apply styles based on device characteristics,A media query is a CSS feature that applies different styles depending on characteristics like screen width or device type.,CSS,Media Queries
Choose the correct definition of hexadecimal color notation.,A way of representing colors in CSS using a hash followed by six characters,"Cascading Style Sheets, the language used to style and lay out web pages",A CSS property used to set the background color of an element,"Recommended conventions for writing clean, efficient, and maintainable stylesheets",A) A way of representing colors in CSS using a hash followed by six characters,"Hexadecimal color notation represents colors using a hash symbol followed by six hexadecimal digits, like #FF0000 for red.",CSS,Colors
Which of the following best describes what 'font-weight' controls in CSS?,how bold or thin text appears,"how an element is rendered (e.g. block, inline, flex)",a visible border around an element,the stacking order of overlapping elements,A) how bold or thin text appears,The CSS property 'font-weight' controls how bold or thin text appears.,CSS,Properties
What does the CSS property 'letter-spacing' control?,how bold or thin text appears,the typeface of text,a visible border around an element,the spacing between characters,D) the spacing between characters,The CSS property 'letter-spacing' controls the spacing between characters.,CSS,Properties
Choose the correct definition of an ID selector.,A CSS layout system for arranging content in rows and columns,"A CSS selector that targets a single element with a specific ID, written with a hash","A model describing how content, padding, border, and margin combine to form an element's size",A CSS property used to set the size of text,"B) A CSS selector that targets a single element with a specific ID, written with a hash","An ID selector, written with a hash (e.g. #header), targets the single element with a matching ID attribute.",CSS,Selectors
Which of the following best describes what 'font-weight' controls in CSS?,the horizontal alignment of text,how bold or thin text appears,the spacing between characters,the text color,B) how bold or thin text appears,The CSS property 'font-weight' controls how bold or thin text appears.,CSS,Properties
Which option best explains the meaning of the font-size property?,A CSS property used to set how bold or thin text appears,A CSS property used to control an element's positioning method,"A CSS keyword used to style a specific part of an element, like ::before",A CSS property used to set the size of text,D) A CSS property used to set the size of text,The 'font-size' property controls the size of the text within an element.,CSS,Text
Which option best explains the meaning of the font-family property?,A CSS property used to set how bold or thin text appears,A CSS property that controls space outside an element's border,A CSS property used to set the typeface of text,A CSS property used to set the text color of an element,C) A CSS property used to set the typeface of text,The 'font-family' property specifies which typeface (font) should be used to display text.,CSS,Fonts
Which statement correctly explains a class selector?,A CSS property that controls space outside an element's border,A CSS property used to set the text color of an element,"A CSS selector that targets elements with a specific class attribute, written with a dot","A style aspect being set, such as color or font-size","C) A CSS selector that targets elements with a specific class attribute, written with a dot","A class selector, written with a dot (e.g. .highlight), targets all elements with a matching class attribute.",CSS,Selectors
What does the CSS property 'background-color' control?,the horizontal size of an element,how transparent an element is,the background color,how an element is positioned on the page,C) the background color,The CSS property 'background-color' controls the background color.,CSS,Properties
Which of the following best describes what 'width' controls in CSS?,how bold or thin text appears,the horizontal size of an element,the vertical size of an element,how transparent an element is,B) the horizontal size of an element,The CSS property 'width' controls the horizontal size of an element.,CSS,Properties
What does the CSS property 'position' control?,the spacing between characters,how an element is positioned on the page,"how an element is rendered (e.g. block, inline, flex)",a visible border around an element,B) how an element is positioned on the page,The CSS property 'position' controls how an element is positioned on the page.,CSS,Properties
Choose the correct definition of the color property.,A CSS property used to set the text color of an element,A pattern used to select and style HTML elements,A CSS property used to round the corners of an element's border,A CSS property used to set the size of text,A) A CSS property used to set the text color of an element,The CSS 'color' property sets the color of an element's text content.,CSS,Colors
"In CSS, what is the 'font-family' property used for?",a visible border around an element,the text color,the mouse cursor style shown on hover,the typeface of text,D) the typeface of text,The CSS property 'font-family' controls the typeface of text.,CSS,Properties
Which option best explains the meaning of a CSS variable (custom property)?,"A CSS selector that targets elements with a specific class attribute, written with a dot",A CSS rule that turns an element into a grid container,"A technique used to create more complex, multi-step animated effects",A reusable value defined once and referenced throughout a stylesheet,D) A reusable value defined once and referenced throughout a stylesheet,"A CSS variable, defined with -- and accessed with var(), lets a value be defined once and reused throughout a stylesheet.",CSS,CSS Variables
Which statement correctly explains the display: flex declaration?,"A CSS property that controls space inside an element's border, around its content",A CSS rule that turns an element into a flex container,A way of representing colors in CSS using a hash followed by six characters,A CSS property used to set the size of text,B) A CSS rule that turns an element into a flex container,"Setting display: flex on an element turns it into a flex container, enabling flexible arrangement of its child items.",CSS,Flexbox
Choose the correct definition of CSS Grid.,"A CSS function used to define a color by specifying red, green, and blue values",A CSS rule that turns an element into a grid container,A CSS technique used to apply styles based on device characteristics,A CSS layout system for arranging content in rows and columns,D) A CSS layout system for arranging content in rows and columns,CSS Grid is a two-dimensional layout system that allows arranging content into rows and columns.,CSS,Grid
What is the background-color property?,A CSS rule that turns an element into a grid container,"A CSS keyword added to a selector to style an element in a specific state, like :hover",A CSS layout model designed for arranging items in a single dimension,A CSS property used to set the background color of an element,D) A CSS property used to set the background color of an element,The 'background-color' property sets the background color behind an element's content.,CSS,Backgrounds
Which statement correctly explains a pseudo-class?,"A CSS keyword used to style a specific part of an element, like ::before",A CSS property used to round the corners of an element's border,A CSS rule that turns an element into a flex container,"A CSS keyword added to a selector to style an element in a specific state, like :hover","D) A CSS keyword added to a selector to style an element in a specific state, like :hover","A pseudo-class, like :hover or :focus, is added to a selector to style an element based on a specific state or interaction.",CSS,Pseudo-Classes
What does the CSS property 'border' control?,"space inside an element's border, around its content",a visible border around an element,the vertical size of an element,the horizontal alignment of text,B) a visible border around an element,The CSS property 'border' controls a visible border around an element.,CSS,Properties
a pseudo-element can be best defined as which of the following?,A CSS property used to set the width of an element's content area,"A CSS keyword added to a selector to style an element in a specific state, like :hover","A CSS keyword used to style a specific part of an element, like ::before",A CSS property used to set how bold or thin text appears,"C) A CSS keyword used to style a specific part of an element, like ::before","A pseudo-element, like ::before or ::after, is used to style a specific part of an element or insert additional content.",CSS,Pseudo-Elements
"In CSS, what is the 'cursor' property used for?",the horizontal alignment of text,the text color,the background color,the mouse cursor style shown on hover,D) the mouse cursor style shown on hover,The CSS property 'cursor' controls the mouse cursor style shown on hover.,CSS,Properties
"In CSS, what is the 'text-align' property used for?",how content that exceeds an element's box is handled,the horizontal alignment of text,how rounded an element's corners are,space outside an element's border,B) the horizontal alignment of text,The CSS property 'text-align' controls the horizontal alignment of text.,CSS,Properties
Which of the following best describes a CSS transition?,A CSS property used to set the width of an element's content area,A CSS property used to set the text color of an element,"A CSS property that controls space inside an element's border, around its content",A technique used to smoothly animate changes between two states of a property,D) A technique used to smoothly animate changes between two states of a property,A CSS transition smoothly animates the change of a property's value over a specified duration.,CSS,Transitions
Choose the correct definition of the RGB color function.,A CSS layout system for arranging content in rows and columns,A reusable value defined once and referenced throughout a stylesheet,"A CSS function used to define a color by specifying red, green, and blue values","A CSS property that controls how an element is rendered, like block or inline","C) A CSS function used to define a color by specifying red, green, and blue values","The RGB color function defines a color in CSS by specifying its red, green, and blue intensity values.",CSS,Colors
