Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Which statement correctly explains an entertainment app?,An app designed to help users learn a new language,"An app designed to provide media like videos, music, or games for enjoyment",A small card that identifies a subscriber on a mobile network,Digital marketplaces for apps that emerged in the late 2000s alongside smartphones,"B) An app designed to provide media like videos, music, or games for enjoyment","An entertainment app, like a video streaming service, provides media content such as movies, shows, or music for enjoyment.",Mobile & Apps,Entertainment Apps
mobile software can be best defined as which of the following?,Playing video games on a smartphone or tablet,The operating system and apps that run on a smartphone,An app that provides directions and maps for travel,A new version of an app released to fix bugs or add features,B) The operating system and apps that run on a smartphone,Mobile software includes the operating system and all apps that run on a smartphone or tablet.,Mobile & Apps,Mobile Software
Which of the following best describes WhatsApp?,A popular cross-platform messaging app owned by Meta,The main chip that powers a smartphone's computing tasks,A digital marketplace where users can download mobile apps,An app used to order food from restaurants for delivery,A) A popular cross-platform messaging app owned by Meta,"WhatsApp is a widely used cross-platform messaging app that allows text, voice, and video communication, owned by Meta.",Mobile & Apps,Messaging Apps
What is mobile RAM?,Temporary memory in a smartphone used for running apps,"The permanent memory in a phone used to store apps, photos, and files",A setting that allows apps to update themselves without manual action,The main chip that powers a smartphone's computing tasks,A) Temporary memory in a smartphone used for running apps,Mobile RAM is temporary memory in a smartphone used to store data for actively running apps and processes.,Mobile & Apps,Mobile Hardware
Which option best explains the meaning of a messaging app?,A popular cross-platform messaging app owned by Meta,A setting that allows apps to update themselves without manual action,A digital marketplace where users can download mobile apps,An app used to send text messages and media over the internet,D) An app used to send text messages and media over the internet,"A messaging app, like WhatsApp, allows users to send text messages, images, and other media over the internet.",Mobile & Apps,Messaging Apps
Which of the following best describes a navigation app?,An app that provides directions and maps for travel,An app used to order food from restaurants for delivery,An app that allows users to perform banking transactions from their phone,The main chip that powers a smartphone's computing tasks,A) An app that provides directions and maps for travel,"A navigation app, like Google Maps, provides directions, maps, and real-time traffic information for travel.",Mobile & Apps,Navigation Apps
Which of the following best describes mobile software?,The operating system and apps that run on a smartphone,"Released by Apple in 2007, considered a landmark device in smartphone history",A setting that allows apps to update themselves without manual action,An app designed to detect and remove malware from a smartphone,A) The operating system and apps that run on a smartphone,Mobile software includes the operating system and all apps that run on a smartphone or tablet.,Mobile & Apps,Mobile Software
Choose the correct definition of a casual mobile game.,The official app marketplace for iOS devices,"A simple, easy-to-learn game designed for short play sessions on mobile",A popular cross-platform messaging app owned by Meta,"An app that allows users to connect, share content, and communicate publicly or privately","B) A simple, easy-to-learn game designed for short play sessions on mobile","A casual mobile game is designed to be simple and easy to learn, suited for short play sessions on the go.",Mobile & Apps,Mobile Gaming
What is a navigation app?,An app that provides directions and maps for travel,"An app that allows users to connect, share content, and communicate publicly or privately",An app designed to help users learn new skills or subjects,"An app designed to provide media like videos, music, or games for enjoyment",A) An app that provides directions and maps for travel,"A navigation app, like Google Maps, provides directions, maps, and real-time traffic information for travel.",Mobile & Apps,Navigation Apps
Which statement correctly explains Google Maps?,"An app used to schedule and track events, appointments, and reminders",A widely used navigation and mapping app developed by Google,The official app marketplace for iOS devices,The main chip that powers a smartphone's computing tasks,B) A widely used navigation and mapping app developed by Google,"Google Maps is a widely used app that provides maps, directions, and location-based services, developed by Google.",Mobile & Apps,Navigation Apps
Which option best explains the meaning of a smartphone camera?,An app that allows users to listen to music online without downloading files,A built-in camera module used to capture photos and videos on a phone,A mobile phone with advanced computing capability and internet access,An app that provides directions and maps for travel,B) A built-in camera module used to capture photos and videos on a phone,A smartphone camera is a built-in module that allows users to capture photos and videos directly from their phone.,Mobile & Apps,Mobile Hardware
Choose the correct definition of a smartphone camera.,A built-in camera module used to capture photos and videos on a phone,Digital marketplaces for apps that emerged in the late 2000s alongside smartphones,An app that provides directions and maps for travel,"An app used to schedule and track events, appointments, and reminders",A) A built-in camera module used to capture photos and videos on a phone,A smartphone camera is a built-in module that allows users to capture photos and videos directly from their phone.,Mobile & Apps,Mobile Hardware
a language learning app can be best defined as which of the following?,An app designed to help users learn a new language,The official app marketplace for Android devices,The operating system and apps that run on a smartphone,The mobile operating system developed by Apple for iPhones,A) An app designed to help users learn a new language,"A language learning app, like Duolingo, helps users learn a new language through interactive lessons and exercises.",Mobile & Apps,Education Apps
Which of the following best describes a mobile antivirus app?,A permission that allows an app to access a device's GPS location,A new version of an app released to fix bugs or add features,An app designed to detect and remove malware from a smartphone,An app designed to help users learn a new language,C) An app designed to detect and remove malware from a smartphone,A mobile antivirus app scans for and removes malicious software that could threaten a smartphone's security.,Mobile & Apps,Mobile Security
iOS can be best defined as which of the following?,The mobile operating system developed by Apple for iPhones,"An app designed to help users manage tasks, notes, or documents",Temporary memory in a smartphone used for running apps,An app used to order food from restaurants for delivery,A) The mobile operating system developed by Apple for iPhones,iOS is the mobile operating system developed by Apple exclusively for iPhone devices.,Mobile & Apps,iOS
What is a popular food delivery app?,"A mobile operating system based on the Linux kernel, developed by Google","The permanent memory in a phone used to store apps, photos, and files",A setting that allows apps to update themselves without manual action,An app used to order food from restaurants for delivery,D) An app used to order food from restaurants for delivery,A food delivery app allows users to browse restaurant menus and order food for delivery directly to their location.,Mobile & Apps,Popular Apps
Choose the correct definition of a messaging app.,An app that provides directions and maps for travel,A built-in camera module used to capture photos and videos on a phone,An app designed to help users learn a new language,An app used to send text messages and media over the internet,D) An app used to send text messages and media over the internet,"A messaging app, like WhatsApp, allows users to send text messages, images, and other media over the internet.",Mobile & Apps,Messaging Apps
Which option best explains the meaning of mobile storage?,"An app designed to provide media like videos, music, or games for enjoyment",Measures taken to protect smartphones and their data from threats,"An app designed to help users manage tasks, notes, or documents","The permanent memory in a phone used to store apps, photos, and files","D) The permanent memory in a phone used to store apps, photos, and files","Mobile storage is the permanent memory in a smartphone used to store installed apps, photos, and other files.",Mobile & Apps,Mobile Hardware
mobile software can be best defined as which of the following?,"An app designed to help users manage tasks, notes, or documents",The operating system and apps that run on a smartphone,An app used to send text messages and media over the internet,A digital marketplace where users can download mobile apps,B) The operating system and apps that run on a smartphone,Mobile software includes the operating system and all apps that run on a smartphone or tablet.,Mobile & Apps,Mobile Software
Which option best explains the meaning of mobile software?,"An app used to manage money, budgeting, or banking on a mobile device",A new version of an app released to fix bugs or add features,The operating system and apps that run on a smartphone,The mobile operating system developed by Apple for iPhones,C) The operating system and apps that run on a smartphone,Mobile software includes the operating system and all apps that run on a smartphone or tablet.,Mobile & Apps,Mobile Software
a mobile processor (chipset) can be best defined as which of the following?,A social media app primarily focused on sharing photos and videos,A widely used navigation and mapping app developed by Google,An app designed to help users learn a new language,The main chip that powers a smartphone's computing tasks,D) The main chip that powers a smartphone's computing tasks,"A mobile processor, or chipset, is the main chip responsible for handling computing tasks on a smartphone.",Mobile & Apps,Mobile Hardware
an app (application) can be best defined as which of the following?,The operating system and apps that run on a smartphone,A new version of an app released to fix bugs or add features,"An app used to schedule and track events, appointments, and reminders",A software program designed to run on a mobile device,D) A software program designed to run on a mobile device,"An app is a software program specifically designed to run on smartphones, tablets, and other mobile devices.",Mobile & Apps,Mobile Basics
mobile gaming can be best defined as which of the following?,"A simple, easy-to-learn game designed for short play sessions on mobile",Playing video games on a smartphone or tablet,"Released by Apple in 2007, considered a landmark device in smartphone history",Settings that control what data and features an app can access on a device,B) Playing video games on a smartphone or tablet,"Mobile gaming refers to playing video games on smartphones or tablets, a major segment of the gaming industry.",Mobile & Apps,Mobile Gaming
What is Instagram?,A social media app primarily focused on sharing photos and videos,Temporary memory in a smartphone used for running apps,The operating system and apps that run on a smartphone,The mobile operating system developed by Apple for iPhones,A) A social media app primarily focused on sharing photos and videos,"Instagram is a social media app centered on sharing photos, videos, and short-form content like Reels.",Mobile & Apps,Social Media Apps
Which option best explains the meaning of Android?,"Released by Apple in 2007, considered a landmark device in smartphone history","A mobile operating system based on the Linux kernel, developed by Google",A small card that identifies a subscriber on a mobile network,A setting that allows apps to update themselves without manual action,"B) A mobile operating system based on the Linux kernel, developed by Google","Android is a mobile operating system based on the Linux kernel, developed primarily by Google.",Mobile & Apps,Android
Which of the following best describes mobile storage?,"The permanent memory in a phone used to store apps, photos, and files",An app that provides directions and maps for travel,An app designed to detect and remove malware from a smartphone,"An app used to schedule and track events, appointments, and reminders","A) The permanent memory in a phone used to store apps, photos, and files","Mobile storage is the permanent memory in a smartphone used to store installed apps, photos, and other files.",Mobile & Apps,Mobile Hardware
Which of the following best describes a mobile antivirus app?,The official app marketplace for Android devices,"Released by Apple in 2007, considered a landmark device in smartphone history",An app designed to detect and remove malware from a smartphone,"An app used to schedule and track events, appointments, and reminders",C) An app designed to detect and remove malware from a smartphone,A mobile antivirus app scans for and removes malicious software that could threaten a smartphone's security.,Mobile & Apps,Mobile Security
What is a casual mobile game?,"A simple, easy-to-learn game designed for short play sessions on mobile",The official app marketplace for iOS devices,A mobile phone with advanced computing capability and internet access,An app used to order food from restaurants for delivery,"A) A simple, easy-to-learn game designed for short play sessions on mobile","A casual mobile game is designed to be simple and easy to learn, suited for short play sessions on the go.",Mobile & Apps,Mobile Gaming
Which statement correctly explains mobile storage?,Measures taken to protect smartphones and their data from threats,A setting that allows apps to update themselves without manual action,"The permanent memory in a phone used to store apps, photos, and files",An app used to book a car ride from a driver nearby,"C) The permanent memory in a phone used to store apps, photos, and files","Mobile storage is the permanent memory in a smartphone used to store installed apps, photos, and other files.",Mobile & Apps,Mobile Hardware
What is WhatsApp?,"An app that allows users to connect, share content, and communicate publicly or privately",The mobile operating system developed by Apple for iPhones,A digital marketplace where users can download mobile apps,A popular cross-platform messaging app owned by Meta,D) A popular cross-platform messaging app owned by Meta,"WhatsApp is a widely used cross-platform messaging app that allows text, voice, and video communication, owned by Meta.",Mobile & Apps,Messaging Apps
the Apple App Store can be best defined as which of the following?,An app used to send text messages and media over the internet,The official app marketplace for iOS devices,The official app marketplace for Android devices,"An app used to manage money, budgeting, or banking on a mobile device",B) The official app marketplace for iOS devices,The Apple App Store is the official marketplace where iOS users can download apps and games for their devices.,Mobile & Apps,App Stores
Choose the correct definition of a mobile processor (chipset).,A software program designed to run on a mobile device,Settings that control what data and features an app can access on a device,The main chip that powers a smartphone's computing tasks,An app designed to help users learn a new language,C) The main chip that powers a smartphone's computing tasks,"A mobile processor, or chipset, is the main chip responsible for handling computing tasks on a smartphone.",Mobile & Apps,Mobile Hardware
Which option best explains the meaning of a popular ride-hailing app?,A built-in camera module used to capture photos and videos on a phone,The main chip that powers a smartphone's computing tasks,An app used to book a car ride from a driver nearby,A software program designed to run on a mobile device,C) An app used to book a car ride from a driver nearby,"A ride-hailing app, like Uber, connects users with nearby drivers to book and pay for car rides through their phone.",Mobile & Apps,Popular Apps
Which of the following best describes a music streaming app?,An app that allows users to listen to music online without downloading files,A social media app primarily focused on sharing photos and videos,A setting that allows apps to update themselves without manual action,The mobile operating system developed by Apple for iPhones,A) An app that allows users to listen to music online without downloading files,"A music streaming app, like Spotify, allows users to listen to a large library of songs online without downloading files.",Mobile & Apps,Entertainment Apps
Which statement correctly explains an app store?,An app used to send text messages and media over the internet,Settings that control what data and features an app can access on a device,An app that allows users to perform banking transactions from their phone,A digital marketplace where users can download mobile apps,D) A digital marketplace where users can download mobile apps,"An app store is a digital marketplace, like the Google Play Store or Apple App Store, where users browse and download apps.",Mobile & Apps,App Stores
Which option best explains the meaning of an education app?,An app that provides directions and maps for travel,An app designed to help users learn new skills or subjects,A widely used navigation and mapping app developed by Google,A mobile phone with advanced computing capability and internet access,B) An app designed to help users learn new skills or subjects,"An education app is designed to help users learn new skills, languages, or academic subjects through mobile devices.",Mobile & Apps,Education Apps
Which option best explains the meaning of Google Maps?,An app designed to detect and remove malware from a smartphone,A widely used navigation and mapping app developed by Google,A social media app primarily focused on sharing photos and videos,A popular cross-platform messaging app owned by Meta,B) A widely used navigation and mapping app developed by Google,"Google Maps is a widely used app that provides maps, directions, and location-based services, developed by Google.",Mobile & Apps,Navigation Apps
Choose the correct definition of WhatsApp.,The official app marketplace for iOS devices,A popular cross-platform messaging app owned by Meta,The official app marketplace for Android devices,An app used to order food from restaurants for delivery,B) A popular cross-platform messaging app owned by Meta,"WhatsApp is a widely used cross-platform messaging app that allows text, voice, and video communication, owned by Meta.",Mobile & Apps,Messaging Apps
Which option best explains the meaning of a social media app?,"An app used to manage money, budgeting, or banking on a mobile device","An app that allows users to connect, share content, and communicate publicly or privately",An app designed to help users learn a new language,A setting that allows apps to update themselves without manual action,"B) An app that allows users to connect, share content, and communicate publicly or privately","A social media app, like Instagram or Facebook, allows users to connect with others, share content, and communicate.",Mobile & Apps,Social Media Apps
What is early mobile app stores?,The official app marketplace for Android devices,Settings that control what data and features an app can access on a device,An app used to order food from restaurants for delivery,Digital marketplaces for apps that emerged in the late 2000s alongside smartphones,D) Digital marketplaces for apps that emerged in the late 2000s alongside smartphones,"Early mobile app stores emerged in the late 2000s, following the rise of smartphones like the iPhone and early Android devices.",Mobile & Apps,App History
What is a mobile banking app?,"An app used to schedule and track events, appointments, and reminders",An app that allows users to perform banking transactions from their phone,Digital marketplaces for apps that emerged in the late 2000s alongside smartphones,The official app marketplace for iOS devices,B) An app that allows users to perform banking transactions from their phone,"A mobile banking app allows users to check balances, transfer money, and perform other banking transactions from their phone.",Mobile & Apps,Finance Apps
Which statement correctly explains a smartphone camera?,An app that allows users to listen to music online without downloading files,A widely used navigation and mapping app developed by Google,A built-in camera module used to capture photos and videos on a phone,The official app marketplace for Android devices,C) A built-in camera module used to capture photos and videos on a phone,A smartphone camera is a built-in module that allows users to capture photos and videos directly from their phone.,Mobile & Apps,Mobile Hardware
Which of the following best describes location permission (app)?,A permission that allows an app to access a device's GPS location,An app that allows users to listen to music online without downloading files,A mobile phone with advanced computing capability and internet access,The official app marketplace for iOS devices,A) A permission that allows an app to access a device's GPS location,Location permission allows an app to access a smartphone's GPS data to determine the device's physical location.,Mobile & Apps,App Permissions
Which statement correctly explains an education app?,Playing video games on a smartphone or tablet,A permission that allows an app to access a device's GPS location,An app designed to help users learn new skills or subjects,An app used to order food from restaurants for delivery,C) An app designed to help users learn new skills or subjects,"An education app is designed to help users learn new skills, languages, or academic subjects through mobile devices.",Mobile & Apps,Education Apps
What is Google Maps?,A widely used navigation and mapping app developed by Google,A software program designed to run on a mobile device,A permission that allows an app to access a device's GPS location,"A mobile operating system based on the Linux kernel, developed by Google",A) A widely used navigation and mapping app developed by Google,"Google Maps is a widely used app that provides maps, directions, and location-based services, developed by Google.",Mobile & Apps,Navigation Apps
Choose the correct definition of a navigation app.,An app that allows users to listen to music online without downloading files,A widely used navigation and mapping app developed by Google,An app that provides directions and maps for travel,A built-in camera module used to capture photos and videos on a phone,C) An app that provides directions and maps for travel,"A navigation app, like Google Maps, provides directions, maps, and real-time traffic information for travel.",Mobile & Apps,Navigation Apps
a music streaming app can be best defined as which of the following?,Measures taken to protect smartphones and their data from threats,"A simple, easy-to-learn game designed for short play sessions on mobile",Temporary memory in a smartphone used for running apps,An app that allows users to listen to music online without downloading files,D) An app that allows users to listen to music online without downloading files,"A music streaming app, like Spotify, allows users to listen to a large library of songs online without downloading files.",Mobile & Apps,Entertainment Apps
Choose the correct definition of a music streaming app.,Temporary memory in a smartphone used for running apps,A permission that allows an app to access a device's GPS location,An app that allows users to listen to music online without downloading files,"An app designed to help users manage tasks, notes, or documents",C) An app that allows users to listen to music online without downloading files,"A music streaming app, like Spotify, allows users to listen to a large library of songs online without downloading files.",Mobile & Apps,Entertainment Apps
Choose the correct definition of a messaging app.,A mobile phone with advanced computing capability and internet access,An app used to send text messages and media over the internet,The official app marketplace for Android devices,A social media app primarily focused on sharing photos and videos,B) An app used to send text messages and media over the internet,"A messaging app, like WhatsApp, allows users to send text messages, images, and other media over the internet.",Mobile & Apps,Messaging Apps
What is Google Maps?,A widely used navigation and mapping app developed by Google,A small card that identifies a subscriber on a mobile network,An app that provides directions and maps for travel,A permission that allows an app to access a device's GPS location,A) A widely used navigation and mapping app developed by Google,"Google Maps is a widely used app that provides maps, directions, and location-based services, developed by Google.",Mobile & Apps,Navigation Apps
Which of the following best describes a SIM card?,A built-in camera module used to capture photos and videos on a phone,A widely used navigation and mapping app developed by Google,A small card that identifies a subscriber on a mobile network,An app used to book a car ride from a driver nearby,C) A small card that identifies a subscriber on a mobile network,A SIM card is a small chip inserted into a phone that identifies the subscriber and connects them to a mobile network.,Mobile & Apps,Mobile Hardware
automatic app updates can be best defined as which of the following?,Digital marketplaces for apps that emerged in the late 2000s alongside smartphones,"An app used to manage money, budgeting, or banking on a mobile device",A permission that allows an app to access a device's GPS location,A setting that allows apps to update themselves without manual action,D) A setting that allows apps to update themselves without manual action,Automatic app updates is a device setting that allows installed apps to update themselves in the background without manual action.,Mobile & Apps,App Updates
Which option best explains the meaning of a messaging app?,"An app that allows users to connect, share content, and communicate publicly or privately",An app used to send text messages and media over the internet,"A display that responds to touch, used as the primary input on smartphones","Released by Apple in 2007, considered a landmark device in smartphone history",B) An app used to send text messages and media over the internet,"A messaging app, like WhatsApp, allows users to send text messages, images, and other media over the internet.",Mobile & Apps,Messaging Apps
Which of the following best describes mobile gaming?,The operating system and apps that run on a smartphone,Playing video games on a smartphone or tablet,Settings that control what data and features an app can access on a device,An app used to send text messages and media over the internet,B) Playing video games on a smartphone or tablet,"Mobile gaming refers to playing video games on smartphones or tablets, a major segment of the gaming industry.",Mobile & Apps,Mobile Gaming
What is Google Maps?,An app used to book a car ride from a driver nearby,Digital marketplaces for apps that emerged in the late 2000s alongside smartphones,A widely used navigation and mapping app developed by Google,"A display that responds to touch, used as the primary input on smartphones",C) A widely used navigation and mapping app developed by Google,"Google Maps is a widely used app that provides maps, directions, and location-based services, developed by Google.",Mobile & Apps,Navigation Apps
WhatsApp can be best defined as which of the following?,"The permanent memory in a phone used to store apps, photos, and files",A popular cross-platform messaging app owned by Meta,A permission that allows an app to access a device's GPS location,Playing video games on a smartphone or tablet,B) A popular cross-platform messaging app owned by Meta,"WhatsApp is a widely used cross-platform messaging app that allows text, voice, and video communication, owned by Meta.",Mobile & Apps,Messaging Apps
a smartphone can be best defined as which of the following?,A mobile phone with advanced computing capability and internet access,An app that provides directions and maps for travel,A social media app primarily focused on sharing photos and videos,"A display that responds to touch, used as the primary input on smartphones",A) A mobile phone with advanced computing capability and internet access,"A smartphone is a mobile phone that combines advanced computing capability, internet access, and app support.",Mobile & Apps,Smartphones
Choose the correct definition of a SIM card.,"The permanent memory in a phone used to store apps, photos, and files",An app used to send text messages and media over the internet,A small card that identifies a subscriber on a mobile network,A digital marketplace where users can download mobile apps,C) A small card that identifies a subscriber on a mobile network,A SIM card is a small chip inserted into a phone that identifies the subscriber and connects them to a mobile network.,Mobile & Apps,Mobile Hardware
Choose the correct definition of mobile gaming.,Digital marketplaces for apps that emerged in the late 2000s alongside smartphones,An app that allows users to listen to music online without downloading files,Playing video games on a smartphone or tablet,An app designed to detect and remove malware from a smartphone,C) Playing video games on a smartphone or tablet,"Mobile gaming refers to playing video games on smartphones or tablets, a major segment of the gaming industry.",Mobile & Apps,Mobile Gaming
WhatsApp can be best defined as which of the following?,"A display that responds to touch, used as the primary input on smartphones",A popular cross-platform messaging app owned by Meta,Digital marketplaces for apps that emerged in the late 2000s alongside smartphones,"An app designed to provide media like videos, music, or games for enjoyment",B) A popular cross-platform messaging app owned by Meta,"WhatsApp is a widely used cross-platform messaging app that allows text, voice, and video communication, owned by Meta.",Mobile & Apps,Messaging Apps
Which option best explains the meaning of Instagram?,A social media app primarily focused on sharing photos and videos,"The permanent memory in a phone used to store apps, photos, and files","An app used to manage money, budgeting, or banking on a mobile device",A setting that allows apps to update themselves without manual action,A) A social media app primarily focused on sharing photos and videos,"Instagram is a social media app centered on sharing photos, videos, and short-form content like Reels.",Mobile & Apps,Social Media Apps
Which of the following best describes Instagram?,The official app marketplace for iOS devices,A social media app primarily focused on sharing photos and videos,An app used to send text messages and media over the internet,An app used to book a car ride from a driver nearby,B) A social media app primarily focused on sharing photos and videos,"Instagram is a social media app centered on sharing photos, videos, and short-form content like Reels.",Mobile & Apps,Social Media Apps
Which option best explains the meaning of a touchscreen (mobile)?,An app that allows users to perform banking transactions from their phone,A digital marketplace where users can download mobile apps,"A display that responds to touch, used as the primary input on smartphones",A social media app primarily focused on sharing photos and videos,"C) A display that responds to touch, used as the primary input on smartphones","A touchscreen is a display that responds to touch input, serving as the primary interface on modern smartphones.",Mobile & Apps,Mobile Hardware
What is a touchscreen (mobile)?,Temporary memory in a smartphone used for running apps,The official app marketplace for Android devices,"A display that responds to touch, used as the primary input on smartphones",A widely used navigation and mapping app developed by Google,"C) A display that responds to touch, used as the primary input on smartphones","A touchscreen is a display that responds to touch input, serving as the primary interface on modern smartphones.",Mobile & Apps,Mobile Hardware
Which option best explains the meaning of early mobile app stores?,A small card that identifies a subscriber on a mobile network,"An app used to manage money, budgeting, or banking on a mobile device","An app designed to help users manage tasks, notes, or documents",Digital marketplaces for apps that emerged in the late 2000s alongside smartphones,D) Digital marketplaces for apps that emerged in the late 2000s alongside smartphones,"Early mobile app stores emerged in the late 2000s, following the rise of smartphones like the iPhone and early Android devices.",Mobile & Apps,App History
Which option best explains the meaning of a music streaming app?,"The permanent memory in a phone used to store apps, photos, and files",The operating system and apps that run on a smartphone,An app that allows users to listen to music online without downloading files,"An app designed to provide media like videos, music, or games for enjoyment",C) An app that allows users to listen to music online without downloading files,"A music streaming app, like Spotify, allows users to listen to a large library of songs online without downloading files.",Mobile & Apps,Entertainment Apps
Which option best explains the meaning of a mobile calendar app?,"A simple, easy-to-learn game designed for short play sessions on mobile",The operating system and apps that run on a smartphone,"Released by Apple in 2007, considered a landmark device in smartphone history","An app used to schedule and track events, appointments, and reminders","D) An app used to schedule and track events, appointments, and reminders","A mobile calendar app helps users schedule and keep track of events, appointments, and reminders.",Mobile & Apps,Productivity Apps
