Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
Who holds the record for the highest individual score in ODI cricket (as of early 2024)?,Virender Sehwag,Rohit Sharma,Martin Guptill,Sachin Tendulkar,B) Rohit Sharma,Rohit Sharma holds the record for the highest individual score in ODI cricket with 264 runs against Sri Lanka in 2014.,Cricket,Individual Records
Who scored the highest individual score in Test cricket history?,Don Bradman,Brian Lara,Sachin Tendulkar,Matthew Hayden,B) Brian Lara,"Brian Lara holds the record for the highest individual score in Test cricket, scoring 400 not out against England in 2004.",Cricket,Individual Records
Which bowler has taken the most wickets in Test cricket history?,James Anderson,Shane Warne,Anil Kumble,Muttiah Muralitharan,D) Muttiah Muralitharan,"Sri Lankan spinner Muttiah Muralitharan holds the record for the most wickets taken in Test cricket, with 800 wickets.",Cricket,Bowling Records
Who took the first hat-trick in Cricket World Cup history?,Chetan Sharma,Kapil Dev,Saqlain Mushtaq,Wasim Akram,A) Chetan Sharma,"Chetan Sharma of India took the first hat-trick in Cricket World Cup history, against New Zealand in the 1987 World Cup.",Cricket,World Cup Records
Who scored the fastest century in ODI cricket (as of early 2024)?,AB de Villiers,Chris Gayle,Shahid Afridi,Corey Anderson,A) AB de Villiers,"AB de Villiers scored the fastest ODI century, off just 31 balls, against West Indies in 2015.",Cricket,Individual Records
What is the standard weight range of a cricket ball (men's)?,200–220 grams,100–120 grams,130–140 grams,155.9–163 grams,D) 155.9–163 grams,"According to ICC playing conditions, a cricket ball used in men's cricket weighs between 155.9 and 163 grams.",Cricket,Cricket Rules
What is a cricket ball's outer covering usually made of?,Rubber,Leather,Plastic,Cork only,B) Leather,"A cricket ball has a core of cork and string, covered by a stitched leather casing.",Cricket,Cricket Rules
What is the term for a fielder catching the ball to dismiss a batsman?,Hit wicket,Run out,Stumped,Caught out,D) Caught out,"When a fielder cleanly catches the ball hit by the batsman before it touches the ground, the batsman is given out 'caught'.",Cricket,Cricket Rules
What is 'stumped' in cricket?,Wicketkeeper dismisses a batsman who has stepped out of the crease,A batsman hits his own wicket,A bowler hits the stumps,A fielder throws down the stumps,A) Wicketkeeper dismisses a batsman who has stepped out of the crease,A batsman is 'stumped' when the wicketkeeper removes the bails with the ball while the batsman is out of their crease and not attempting a run.,Cricket,Cricket Rules
Which country hosts the Indian Premier League (IPL)?,UAE,England,India,Australia,C) India,"The Indian Premier League (IPL) is a Twenty20 franchise cricket league based in India, organised by the BCCI.",Cricket,Cricket History
Who captained India when they won the 1983 Cricket World Cup?,Sunil Gavaskar,Ravi Shastri,Kapil Dev,Mohinder Amarnath,C) Kapil Dev,Kapil Dev led the Indian cricket team to their historic 1983 Cricket World Cup victory over the West Indies.,Cricket,World Cup Captains
What is the term for scoring a century (100 runs) in both innings of a Test match?,Double hundred,Super century,Match double century (twin centuries),Grand slam,C) Match double century (twin centuries),Scoring a century in each innings of the same Test match is often referred to as 'twin centuries' or a century in each innings.,Cricket,Batting Records
Who is the leading run-scorer in Test cricket history (as of early 2024)?,Ricky Ponting,Kumar Sangakkara,Sachin Tendulkar,Jacques Kallis,C) Sachin Tendulkar,"Sachin Tendulkar is the leading run-scorer in Test cricket history, with 15,921 runs.",Cricket,Batting Records
Who is the leading run-scorer in ODI cricket history (as of early 2024)?,Sachin Tendulkar,Kumar Sangakkara,Virat Kohli,Ricky Ponting,A) Sachin Tendulkar,"Sachin Tendulkar is the leading run-scorer in ODI cricket history, with 18,426 runs.",Cricket,Batting Records
What is the term for the pitch measurement between the two sets of stumps?,25 yards,18 yards,20 yards,22 yards,D) 22 yards,The cricket pitch measures 22 yards (about 20.12 metres) between the two sets of stumps.,Cricket,Cricket Rules
What is a 'googly' in cricket?,A leg-spinner's delivery that turns the opposite way to a normal leg break,A type of six,A fielding position,An illegal bowling action,A) A leg-spinner's delivery that turns the opposite way to a normal leg break,A googly is a deceptive delivery bowled by a leg-spin bowler that turns in the opposite direction to a standard leg break.,Cricket,Cricket Rules
What is a 'yorker' in cricket?,A delivery pitched at the batsman's feet or the base of the stumps,A ball bowled above shoulder height,A ball bowled underarm,A very short-pitched ball,A) A delivery pitched at the batsman's feet or the base of the stumps,"A yorker is a fast delivery aimed to land right at the batsman's feet or the base of the stumps, making it hard to hit.",Cricket,Cricket Rules
"What is the term for the fielding position directly behind the batsman, close to the wicketkeeper?",Slip,Point,Gully,Cover,A) Slip,"Slip fielders stand close to the wicketkeeper, slightly behind the batsman, to catch faint edges.",Cricket,Cricket Rules
Which format of cricket is played over five days?,T10,T20,Test cricket,ODI,C) Test cricket,"Test cricket is the longest format, traditionally played over a maximum of five days per match.",Cricket,Cricket Rules
Who was the first player to score a triple century (300+) in Test cricket?,Len Hutton,Wally Hammond,Andy Sandham,Don Bradman,C) Andy Sandham,"Andy Sandham of England was the first batsman to score a Test triple century, making 325 against the West Indies in 1930.",Cricket,Individual Records
What is the ICC Cricket World Cup trophy awarded for?,Winning a bilateral Test series,Winning the IPL,Winning the premier ODI world championship,Winning the T20 World Cup,C) Winning the premier ODI world championship,The ICC Cricket World Cup trophy is awarded to the champions of the quadrennial ODI world championship.,Cricket,World Cup Records
How often is the Cricket World Cup (ODI format) typically held?,Every 4 years,Every 3 years,Every 5 years,Every 2 years,A) Every 4 years,The ICC Men's Cricket World Cup (ODI format) is traditionally held once every four years.,Cricket,World Cup Records
"If a team scores at 5.75 runs per over for 21 overs, roughly how many total runs have they scored?",121,96,103,133,A,Total runs ≈ Run rate × Overs = 5.75 × 21 ≈ 121.,Cricket,Scoring Maths
A team needs 22 runs from 14 balls with 1 wickets in hand. What run rate do they need per over?,8.43,9.43,10.43,6.93,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 22 ÷ (14/6) ≈ 9.43 per over.,Cricket,Scoring Maths
A team needs 33 runs from 27 balls with 2 wickets in hand. What run rate do they need per over?,7.33,6.33,4.83,8.33,A,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 33 ÷ (27/6) ≈ 7.33 per over.,Cricket,Scoring Maths
"If a team scores at 9.81 runs per over for 7 overs, roughly how many total runs have they scored?",81,51,69,44,C,Total runs ≈ Run rate × Overs = 9.81 × 7 ≈ 69.,Cricket,Scoring Maths
"If a team scores at 9.74 runs per over for 16 overs, roughly how many total runs have they scored?",148,181,156,138,C,Total runs ≈ Run rate × Overs = 9.74 × 16 ≈ 156.,Cricket,Scoring Maths
"If a team scores at 6.46 runs per over for 33 overs, roughly how many total runs have they scored?",213,238,205,188,A,Total runs ≈ Run rate × Overs = 6.46 × 33 ≈ 213.,Cricket,Scoring Maths
A team needs 13 runs from 81 balls with 10 wickets in hand. What run rate do they need per over?,1.46,3.46,0.96,0.46,C,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 13 ÷ (81/6) ≈ 0.96 per over.,Cricket,Scoring Maths
"If a team scores at 5.68 runs per over for 23 overs, roughly how many total runs have they scored?",113,143,131,106,C,Total runs ≈ Run rate × Overs = 5.68 × 23 ≈ 131.,Cricket,Scoring Maths
"If a team scores at 8.63 runs per over for 18 overs, roughly how many total runs have they scored?",143,155,137,180,B,Total runs ≈ Run rate × Overs = 8.63 × 18 ≈ 155.,Cricket,Scoring Maths
"If a team scores at 10.28 runs per over for 48 overs, roughly how many total runs have they scored?",493,485,501,511,A,Total runs ≈ Run rate × Overs = 10.28 × 48 ≈ 493.,Cricket,Scoring Maths
"If a team scores at 8.98 runs per over for 34 overs, roughly how many total runs have they scored?",313,305,287,280,B,Total runs ≈ Run rate × Overs = 8.98 × 34 ≈ 305.,Cricket,Scoring Maths
A team needs 102 runs from 109 balls with 5 wickets in hand. What run rate do they need per over?,6.61,5.61,7.11,8.11,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 102 ÷ (109/6) ≈ 5.61 per over.,Cricket,Scoring Maths
A team needs 16 runs from 80 balls with 7 wickets in hand. What run rate do they need per over?,1.70,3.70,1.20,2.70,C,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 16 ÷ (80/6) ≈ 1.20 per over.,Cricket,Scoring Maths
A team needs 9 runs from 42 balls with 6 wickets in hand. What run rate do they need per over?,1.29,2.29,0.79,1.79,A,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 9 ÷ (42/6) ≈ 1.29 per over.,Cricket,Scoring Maths
"If a team scores at 5.92 runs per over for 13 overs, roughly how many total runs have they scored?",95,77,102,85,B,Total runs ≈ Run rate × Overs = 5.92 × 13 ≈ 77.,Cricket,Scoring Maths
"If a team scores at 7.77 runs per over for 43 overs, roughly how many total runs have they scored?",352,342,334,326,C,Total runs ≈ Run rate × Overs = 7.77 × 43 ≈ 334.,Cricket,Scoring Maths
"If a team scores at 7.11 runs per over for 17 overs, roughly how many total runs have they scored?",121,113,133,96,A,Total runs ≈ Run rate × Overs = 7.11 × 17 ≈ 121.,Cricket,Scoring Maths
A team needs 123 runs from 104 balls with 3 wickets in hand. What run rate do they need per over?,6.60,9.60,8.10,7.10,D,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 123 ÷ (104/6) ≈ 7.10 per over.,Cricket,Scoring Maths
A team needs 120 runs from 74 balls with 10 wickets in hand. What run rate do they need per over?,11.23,8.73,10.73,9.73,D,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 120 ÷ (74/6) ≈ 9.73 per over.,Cricket,Scoring Maths
A team needs 20 runs from 110 balls with 5 wickets in hand. What run rate do they need per over?,1.09,2.09,3.59,1.59,A,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 20 ÷ (110/6) ≈ 1.09 per over.,Cricket,Scoring Maths
A team needs 120 runs from 85 balls with 10 wickets in hand. What run rate do they need per over?,6.97,8.47,7.47,9.47,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 120 ÷ (85/6) ≈ 8.47 per over.,Cricket,Scoring Maths
"If a team scores at 10.65 runs per over for 8 overs, roughly how many total runs have they scored?",103,77,85,67,C,Total runs ≈ Run rate × Overs = 10.65 × 8 ≈ 85.,Cricket,Scoring Maths
How many players are there in a cricket team?,Cork and leather,Chetan Sharma,Leg-spin,11,D,A cricket team consists of 11 players on the field.,Cricket,Basics
"If a team scores at 8.75 runs per over for 48 overs, roughly how many total runs have they scored?",420,438,412,395,A,Total runs ≈ Run rate × Overs = 8.75 × 48 ≈ 420.,Cricket,Scoring Maths
"If a team scores at 5.43 runs per over for 5 overs, roughly how many total runs have they scored?",35,27,2,19,B,Total runs ≈ Run rate × Overs = 5.43 × 5 ≈ 27.,Cricket,Scoring Maths
"If a team scores at 7.14 runs per over for 5 overs, roughly how many total runs have they scored?",61,44,36,24,C,Total runs ≈ Run rate × Overs = 7.14 × 5 ≈ 36.,Cricket,Scoring Maths
"If a team scores at 10.73 runs per over for 33 overs, roughly how many total runs have they scored?",366,354,342,372,B,Total runs ≈ Run rate × Overs = 10.73 × 33 ≈ 354.,Cricket,Scoring Maths
"If a team scores at 8.0 runs per over for 18 overs, roughly how many total runs have they scored?",152,144,156,136,B,Total runs ≈ Run rate × Overs = 8.0 × 18 ≈ 144.,Cricket,Scoring Maths
"If a team scores at 8.8 runs per over for 31 overs, roughly how many total runs have they scored?",281,285,273,298,C,Total runs ≈ Run rate × Overs = 8.8 × 31 ≈ 273.,Cricket,Scoring Maths
"If a team scores at 7.18 runs per over for 29 overs, roughly how many total runs have they scored?",190,208,226,216,B,Total runs ≈ Run rate × Overs = 7.18 × 29 ≈ 208.,Cricket,Scoring Maths
"If a team scores at 9.4 runs per over for 11 overs, roughly how many total runs have they scored?",85,103,111,121,B,Total runs ≈ Run rate × Overs = 9.4 × 11 ≈ 103.,Cricket,Scoring Maths
"If a team scores at 6.15 runs per over for 26 overs, roughly how many total runs have they scored?",148,160,168,178,B,Total runs ≈ Run rate × Overs = 6.15 × 26 ≈ 160.,Cricket,Scoring Maths
A team needs 26 runs from 14 balls with 1 wickets in hand. What run rate do they need per over?,11.14,13.64,8.64,12.64,A,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 26 ÷ (14/6) ≈ 11.14 per over.,Cricket,Scoring Maths
"If a team scores at 10.98 runs per over for 7 overs, roughly how many total runs have they scored?",89,77,52,69,B,Total runs ≈ Run rate × Overs = 10.98 × 7 ≈ 77.,Cricket,Scoring Maths
"If a team scores at 4.28 runs per over for 24 overs, roughly how many total runs have they scored?",103,95,85,115,A,Total runs ≈ Run rate × Overs = 4.28 × 24 ≈ 103.,Cricket,Scoring Maths
"If a team scores at 4.52 runs per over for 23 overs, roughly how many total runs have they scored?",129,104,79,116,B,Total runs ≈ Run rate × Overs = 4.52 × 23 ≈ 104.,Cricket,Scoring Maths
"If a team scores at 10.58 runs per over for 44 overs, roughly how many total runs have they scored?",466,441,478,454,A,Total runs ≈ Run rate × Overs = 10.58 × 44 ≈ 466.,Cricket,Scoring Maths
A team needs 32 runs from 10 balls with 9 wickets in hand. What run rate do they need per over?,18.20,19.20,20.70,19.70,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 32 ÷ (10/6) ≈ 19.20 per over.,Cricket,Scoring Maths
"If a team scores at 4.88 runs per over for 39 overs, roughly how many total runs have they scored?",190,182,172,202,A,Total runs ≈ Run rate × Overs = 4.88 × 39 ≈ 190.,Cricket,Scoring Maths
A team needs 131 runs from 90 balls with 8 wickets in hand. What run rate do they need per over?,6.23,8.73,7.73,10.23,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 131 ÷ (90/6) ≈ 8.73 per over.,Cricket,Scoring Maths
A team needs 51 runs from 62 balls with 10 wickets in hand. What run rate do they need per over?,3.44,3.94,4.94,5.44,C,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 51 ÷ (62/6) ≈ 4.94 per over.,Cricket,Scoring Maths
"If a team scores at 8.67 runs per over for 45 overs, roughly how many total runs have they scored?",408,372,390,398,C,Total runs ≈ Run rate × Overs = 8.67 × 45 ≈ 390.,Cricket,Scoring Maths
"If a team scores at 7.64 runs per over for 34 overs, roughly how many total runs have they scored?",235,278,285,260,D,Total runs ≈ Run rate × Overs = 7.64 × 34 ≈ 260.,Cricket,Scoring Maths
"If a team scores at 9.01 runs per over for 15 overs, roughly how many total runs have they scored?",117,135,110,153,B,Total runs ≈ Run rate × Overs = 9.01 × 15 ≈ 135.,Cricket,Scoring Maths
"If a team scores at 5.96 runs per over for 49 overs, roughly how many total runs have they scored?",292,300,280,310,A,Total runs ≈ Run rate × Overs = 5.96 × 49 ≈ 292.,Cricket,Scoring Maths
Which bowling style involves spinning the ball with the wrist?,Chris Gayle,Leg-spin,A straight drive,A googly,B,"Leg-spin bowlers use their wrist to spin the ball, turning it away from a right-handed batsman.",Cricket,Terminology
A team needs 59 runs from 47 balls with 6 wickets in hand. What run rate do they need per over?,6.03,7.53,7.03,6.53,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 59 ÷ (47/6) ≈ 7.53 per over.,Cricket,Scoring Maths
A team needs 95 runs from 85 balls with 9 wickets in hand. What run rate do they need per over?,6.71,5.21,4.21,7.71,A,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 95 ÷ (85/6) ≈ 6.71 per over.,Cricket,Scoring Maths
"If a team scores at 4.25 runs per over for 41 overs, roughly how many total runs have they scored?",182,192,174,166,C,Total runs ≈ Run rate × Overs = 4.25 × 41 ≈ 174.,Cricket,Scoring Maths
A team needs 141 runs from 72 balls with 10 wickets in hand. What run rate do they need per over?,11.75,14.25,12.25,10.75,A,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 141 ÷ (72/6) ≈ 11.75 per over.,Cricket,Scoring Maths
Which IPL team is based in Jaipur?,Mumbai Indians,Sunrisers Hyderabad,Kolkata Knight Riders,Rajasthan Royals,D,Rajasthan Royals represents Jaipur in the IPL.,Cricket,IPL Teams
"If a team scores at 5.12 runs per over for 42 overs, roughly how many total runs have they scored?",203,215,223,197,B,Total runs ≈ Run rate × Overs = 5.12 × 42 ≈ 215.,Cricket,Scoring Maths
"If a team scores at 4.12 runs per over for 11 overs, roughly how many total runs have they scored?",57,70,63,45,D,Total runs ≈ Run rate × Overs = 4.12 × 11 ≈ 45.,Cricket,Scoring Maths
"If a team scores at 3.93 runs per over for 6 overs, roughly how many total runs have they scored?",24,6,42,12,A,Total runs ≈ Run rate × Overs = 3.93 × 6 ≈ 24.,Cricket,Scoring Maths
"If a team scores at 6.28 runs per over for 33 overs, roughly how many total runs have they scored?",195,207,199,225,B,Total runs ≈ Run rate × Overs = 6.28 × 33 ≈ 207.,Cricket,Scoring Maths
"If a team scores at 9.75 runs per over for 17 overs, roughly how many total runs have they scored?",166,184,174,191,A,Total runs ≈ Run rate × Overs = 9.75 × 17 ≈ 166.,Cricket,Scoring Maths
"If a team scores at 10.91 runs per over for 24 overs, roughly how many total runs have they scored?",270,262,250,287,B,Total runs ≈ Run rate × Overs = 10.91 × 24 ≈ 262.,Cricket,Scoring Maths
"If a team scores at 9.7 runs per over for 14 overs, roughly how many total runs have they scored?",136,161,148,124,A,Total runs ≈ Run rate × Overs = 9.7 × 14 ≈ 136.,Cricket,Scoring Maths
A team needs 89 runs from 32 balls with 5 wickets in hand. What run rate do they need per over?,17.69,19.19,16.19,16.69,D,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 89 ÷ (32/6) ≈ 16.69 per over.,Cricket,Scoring Maths
A team needs 79 runs from 91 balls with 5 wickets in hand. What run rate do they need per over?,4.71,5.21,6.21,3.71,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 79 ÷ (91/6) ≈ 5.21 per over.,Cricket,Scoring Maths
A team needs 27 runs from 88 balls with 10 wickets in hand. What run rate do they need per over?,2.34,1.84,0.34,4.34,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 27 ÷ (88/6) ≈ 1.84 per over.,Cricket,Scoring Maths
"If a team scores at 9.78 runs per over for 29 overs, roughly how many total runs have they scored?",292,284,272,296,B,Total runs ≈ Run rate × Overs = 9.78 × 29 ≈ 284.,Cricket,Scoring Maths
"If a team scores at 9.83 runs per over for 18 overs, roughly how many total runs have they scored?",202,159,177,165,C,Total runs ≈ Run rate × Overs = 9.83 × 18 ≈ 177.,Cricket,Scoring Maths
A team needs 137 runs from 48 balls with 5 wickets in hand. What run rate do they need per over?,14.62,16.62,15.62,17.12,D,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 137 ÷ (48/6) ≈ 17.12 per over.,Cricket,Scoring Maths
A team needs 125 runs from 44 balls with 3 wickets in hand. What run rate do they need per over?,19.55,16.05,18.05,17.05,D,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 125 ÷ (44/6) ≈ 17.05 per over.,Cricket,Scoring Maths
"If a team scores at 10.72 runs per over for 18 overs, roughly how many total runs have they scored?",181,185,211,193,D,Total runs ≈ Run rate × Overs = 10.72 × 18 ≈ 193.,Cricket,Scoring Maths
"If a team scores at 5.94 runs per over for 26 overs, roughly how many total runs have they scored?",179,162,154,166,C,Total runs ≈ Run rate × Overs = 5.94 × 26 ≈ 154.,Cricket,Scoring Maths
A team needs 57 runs from 47 balls with 10 wickets in hand. What run rate do they need per over?,6.28,5.78,7.28,8.28,C,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 57 ÷ (47/6) ≈ 7.28 per over.,Cricket,Scoring Maths
"If a team scores at 7.92 runs per over for 47 overs, roughly how many total runs have they scored?",384,397,372,380,C,Total runs ≈ Run rate × Overs = 7.92 × 47 ≈ 372.,Cricket,Scoring Maths
A team needs 113 runs from 54 balls with 6 wickets in hand. What run rate do they need per over?,11.56,12.56,15.06,14.06,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 113 ÷ (54/6) ≈ 12.56 per over.,Cricket,Scoring Maths
"If a team scores at 8.96 runs per over for 23 overs, roughly how many total runs have they scored?",188,218,206,194,C,Total runs ≈ Run rate × Overs = 8.96 × 23 ≈ 206.,Cricket,Scoring Maths
A team needs 116 runs from 58 balls with 1 wickets in hand. What run rate do they need per over?,13.00,12.00,12.50,9.50,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 116 ÷ (58/6) ≈ 12.00 per over.,Cricket,Scoring Maths
"If a team scores at 9.33 runs per over for 45 overs, roughly how many total runs have they scored?",428,408,432,420,D,Total runs ≈ Run rate × Overs = 9.33 × 45 ≈ 420.,Cricket,Scoring Maths
"If a team scores at 4.84 runs per over for 14 overs, roughly how many total runs have they scored?",43,56,60,68,D,Total runs ≈ Run rate × Overs = 4.84 × 14 ≈ 68.,Cricket,Scoring Maths
A team needs 90 runs from 56 balls with 8 wickets in hand. What run rate do they need per over?,12.14,7.14,9.64,8.64,C,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 90 ÷ (56/6) ≈ 9.64 per over.,Cricket,Scoring Maths
A team needs 97 runs from 57 balls with 2 wickets in hand. What run rate do they need per over?,8.71,10.21,9.21,11.21,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 97 ÷ (57/6) ≈ 10.21 per over.,Cricket,Scoring Maths
A team needs 13 runs from 72 balls with 10 wickets in hand. What run rate do they need per over?,0.58,0.08,1.08,3.58,C,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 13 ÷ (72/6) ≈ 1.08 per over.,Cricket,Scoring Maths
"If a team scores at 4.0 runs per over for 6 overs, roughly how many total runs have they scored?",24,36,16,12,A,Total runs ≈ Run rate × Overs = 4.0 × 6 ≈ 24.,Cricket,Scoring Maths
A team needs 94 runs from 103 balls with 5 wickets in hand. What run rate do they need per over?,6.48,5.48,5.98,4.48,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 94 ÷ (103/6) ≈ 5.48 per over.,Cricket,Scoring Maths
A team needs 94 runs from 93 balls with 5 wickets in hand. What run rate do they need per over?,3.56,7.56,6.06,5.56,C,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 94 ÷ (93/6) ≈ 6.06 per over.,Cricket,Scoring Maths
"If a team scores at 4.16 runs per over for 39 overs, roughly how many total runs have they scored?",150,162,170,174,B,Total runs ≈ Run rate × Overs = 4.16 × 39 ≈ 162.,Cricket,Scoring Maths
"If a team scores at 6.67 runs per over for 25 overs, roughly how many total runs have they scored?",159,185,155,167,D,Total runs ≈ Run rate × Overs = 6.67 × 25 ≈ 167.,Cricket,Scoring Maths
A team needs 12 runs from 95 balls with 3 wickets in hand. What run rate do they need per over?,0.76,11.76,-21.24,0.26,A,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 12 ÷ (95/6) ≈ 0.76 per over.,Cricket,Scoring Maths
A team needs 57 runs from 51 balls with 5 wickets in hand. What run rate do they need per over?,5.21,6.71,5.71,9.21,B,Required run rate = Runs needed ÷ (Balls left ÷ 6) = 57 ÷ (51/6) ≈ 6.71 per over.,Cricket,Scoring Maths
"If a team scores at 4.99 runs per over for 7 overs, roughly how many total runs have they scored?",17,10,35,43,C,Total runs ≈ Run rate × Overs = 4.99 × 7 ≈ 35.,Cricket,Scoring Maths
