Question,Option A,Option B,Option C,Option D,Correct Answer,Solution/Explanation,Category,Subcategory
What is the term for the IPL's player acquisition event held before each season?,Tender,Auction,Lottery,Draft,B) Auction,IPL teams acquire players through a public auction process held before the season.,IPL,IPL History
"Identify the tense: ""They ran a letter.""",Simple Present,Present Continuous,Future,Simple Past,D) Simple Past,"The sentence ""They ran a letter."" uses the Simple Past tense structure.",English,Tenses
"If 8x + 65 = 449, what is the value of x?",53,50,51,48,D) 48,8x + 65 = 449 → 8x = 384 → x = 384 ÷ 8 = 48.,Math,Algebra
What is the output of: print(42 // 33),-1,0,2,1,D) 1,"In Python, 42 // 33 evaluates to 1.",Python,Mathematical Operations
What is 114.43 - 42.61?,69.94,74.73,71.82,78.34,C) 71.82,114.43 - 42.61 = 71.82.,Mental Math,Decimals
"""Door"" ಎಂಬ ಇಂಗ್ಲಿಷ್ ಪದದ ಕನ್ನಡ ಅರ್ಥ ಯಾವುದು?",ಬಾಗಿಲು,ಅನ್ನ,ತಂದೆ,ಹೂವು,A) ಬಾಗಿಲು,"""Door"" ಎಂಬ ಇಂಗ್ಲಿಷ್ ಪದದ ಕನ್ನಡ ಅರ್ಥ ""ಬಾಗಿಲು"" ಆಗಿದೆ.",Kannada,English → Kannada Words
What is Generative AI?,"AI that can create new content such as text, images, or audio",A field of AI focused on enabling computers to understand human language,AI systems that create new images from text descriptions or other inputs,An NLP technique used to determine the emotional tone of text,"A) AI that can create new content such as text, images, or audio","Generative AI refers to systems that can produce new content, such as text, images, or music, rather than just analyzing existing data.",Artificial Intelligence (AI),Generative AI
"If 4:2 = x:8, find x.",16,14,11,12,A) 16,4:2 = x:8 → x = (4×8)/2 = 16.,Aptitude,Ratio & Proportion
What does LBW stand for?,Long Ball Wicket,Leg Before Wicket,Left Bat Wide,Last Ball Win,B) Leg Before Wicket,"LBW stands for Leg Before Wicket, a dismissal where the ball would have hit the stumps but struck the batsman's leg first.",Cricket,Cricket Rules
Which of the following best describes the <nav> tag?,embedded external document,hyperlink,table data cell,navigation links,D) navigation links,The <nav> tag is used to define navigation links in HTML.,HTML,HTML Best Practices
What is a 'Super Over' in the IPL used for?,To add extra overs for rain delays,To decide a match that ends in a tie,To replace an injured player,To determine the toss winner,B) To decide a match that ends in a tie,A Super Over is a one-over eliminator used to decide the winner when an IPL match ends in a tie.,IPL,IPL History
"Identify the tense: ""They sang the book.""",Present Perfect,Simple Present,Simple Past,Present Continuous,C) Simple Past,"The sentence ""They sang the book."" uses the Simple Past tense structure.",English,Tenses
What is 328.6 + 452.82?,785.42,788.04,779.03,781.42,D) 781.42,328.6 + 452.82 = 781.42.,Math,Decimals
What is the output of: print(7 - 44),-43,-48,-31,-37,D) -37,"In Python, 7 - 44 evaluates to -37.",Python,Mathematical Operations
What is 473 + 646?,1245,1119,1169,1244,B) 1119,473 + 646 = 1119.,Mental Math,Quick Addition
"""ನದಿ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ಯಾವುದು?",River,Student,Sun,Farmer,A) River,"""ನದಿ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ""River"" ಆಗಿದೆ.",Kannada,Kannada → English Words
Which of the following best describes Generative AI?,An AI-powered application that performs tasks based on voice or text commands,A technology that identifies individuals from facial features in images,"AI that can create new content such as text, images, or audio",AI systems that create new images from text descriptions or other inputs,"C) AI that can create new content such as text, images, or audio","Generative AI refers to systems that can produce new content, such as text, images, or music, rather than just analyzing existing data.",Artificial Intelligence (AI),Generative AI
"If 2:8 = x:64, find x.",16,24,17,9,A) 16,2:8 = x:64 → x = (2×64)/8 = 16.,Aptitude,Ratio & Proportion
How many stumps are there in a wicket?,5,4,3,2,C) 3,A wicket is made up of 3 vertical stumps topped by 2 bails.,Cricket,Cricket Rules
Which option best explains the meaning of the <head> tag?,The tag used to define a standard data cell within a table row,A declaration that tells the browser the document uses HTML5,A semantic tag used to define introductory content or navigation at the top of a section,"A section containing metadata about the document, not shown directly on the page","D) A section containing metadata about the document, not shown directly on the page","The <head> tag contains metadata about the document, such as the title and linked stylesheets, not directly visible on the page.",HTML,HTML Document Structure
Who won the first season of the IPL in 2008?,Kolkata Knight Riders,Chennai Super Kings,Rajasthan Royals,Mumbai Indians,C) Rajasthan Royals,"Rajasthan Royals, captained by Shane Warne, won the inaugural IPL season in 2008.",IPL,IPL Winners
"Identify the tense: ""Ravi has cook a story.""",Present Perfect,Simple Past,Future,Simple Present,A) Present Perfect,"The sentence ""Ravi has cook a story."" uses the Present Perfect tense structure.",English,Tenses
"If 4x + 47 = 195, what is the value of x?",42,37,43,33,B) 37,4x + 47 = 195 → 4x = 148 → x = 148 ÷ 4 = 37.,Math,Algebra
What is the output of: print(50 > 69),None,Error,True,False,D) False,50 > 69 evaluates to False.,Python,Conditions
"What is the average of 5, 54, 79, 68, 49?",49,46,45,51,D) 51,Sum = 255. Average = 255÷5 = 51.,Mental Math,Averages
"""ರಾಜ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ಯಾವುದು?",Eye,House,King,Window,C) King,"""ರಾಜ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ""King"" ಆಗಿದೆ.",Kannada,Kannada → English Words
What is Natural Language Processing (NLP)?,A field of AI focused on enabling computers to understand human language,"A field involving the design and use of robots, often powered by AI",Using AI to perform tasks automatically without human intervention,AI systems that create new images from text descriptions or other inputs,A) A field of AI focused on enabling computers to understand human language,"NLP (Natural Language Processing) enables computers to understand, interpret, and generate human language.",Artificial Intelligence (AI),Natural Language Processing
A number multiplied by 5 gives 475. Find the number.,98,95,102,92,B) 95,Let the number be x. 5x = 475 → x = 95.,Aptitude,Number Problems
How many overs are played in a standard T20 innings?,10,20,50,40,B) 20,A Twenty20 (T20) match consists of a maximum of 20 overs per side.,Cricket,Cricket Rules
What is the purpose of the <br> tag in HTML?,line break,horizontal rule,thematic grouping of content,video content,A) line break,The <br> tag is used to define line break in HTML.,HTML,HTML Best Practices
In what year did the IPL introduce the concept of a mega auction with fresh bidding for most players?,2022,2015,2020,2018,A) 2022,"The IPL held a notable mega auction ahead of the 2022 season, when two new teams (Gujarat Titans and Lucknow Super Giants) also joined.",IPL,IPL History
"Identify the tense: ""The team has play a letter.""",Future,Simple Present,Past Continuous,Present Perfect,D) Present Perfect,"The sentence ""The team has play a letter."" uses the Present Perfect tense structure.",English,Tenses
"What is the average of 29, 155, 117, 90, 135, 86?",112,109,98,102,D) 102,Sum = 612. Average = 612 ÷ 6 = 102.,Math,Averages
What is the output of: print(6 % 28),7,4,8,6,D) 6,"In Python, 6 % 28 evaluates to 6.",Python,Mathematical Operations
"If it is 4:45, what time will it be after 73 minutes (12-hour clock, ignoring AM/PM)?",5:13,5:58,6:58,4:58,B) 5:58,Adding 73 minutes to 4:45 gives 5:58.,Mental Math,Time Calculations
ಡಿ. ಆರ್. ಬೇಂದ್ರೆ ಅವರ ಕಾವ್ಯನಾಮ ಏನು?,ವರಕವಿ,ರಾಷ್ಟ್ರಕವಿ,ಅಂಬಿಕಾತನಯದತ್ತ,ಕುವೆಂಪು,C) ಅಂಬಿಕಾತನಯದತ್ತ,ಡಿ. ಆರ್. ಬೇಂದ್ರೆ ಅವರ ಕಾವ್ಯನಾಮ ಅಂಬಿಕಾತನಯದತ್ತ.,Kannada,Kannada Authors & Poets
Which of the following best describes Natural Language Processing (NLP)?,A field of AI that enables computers to interpret visual information,A computer vision task that identifies and locates objects within an image,A field of AI focused on enabling computers to understand human language,The study of moral issues surrounding the development and use of AI,C) A field of AI focused on enabling computers to understand human language,"NLP (Natural Language Processing) enables computers to understand, interpret, and generate human language.",Artificial Intelligence (AI),Natural Language Processing
"A survey has results 80, 62, 29, 61 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",31%,26%,21%,36%,B) 26%,Total = 232. Category D's share = (61/232)×100 ≈ 26%.,Aptitude,Data Interpretation
How many overs are played in a standard ODI innings?,40,60,50,20,C) 50,A One Day International (ODI) match consists of a maximum of 50 overs per side.,Cricket,Cricket Rules
"In HTML, what does the <iframe> tag define?",line break,embedded external document,table,table header cell,B) embedded external document,The <iframe> tag is used to define embedded external document in HTML.,HTML,HTML Best Practices
Which team did M.S. Dhoni famously captain for most of his IPL career?,Chennai Super Kings,Mumbai Indians,Kolkata Knight Riders,Delhi Capitals,A) Chennai Super Kings,"M.S. Dhoni has been strongly associated with Chennai Super Kings, captaining the team for the majority of his IPL career.",IPL,IPL Captains
"Identify the tense: ""We dance the book.""",Simple Past,Present Continuous,Simple Present,Present Perfect,C) Simple Present,"The sentence ""We dance the book."" uses the Simple Present tense structure.",English,Tenses
What is 7607 + 8276?,14069,14444,15812,15883,D) 15883,7607 + 8276 = 15883.,Math,Basic Math
What is the output of: print(42 // 8),8,5,4,6,B) 5,"In Python, 42 // 8 evaluates to 5.",Python,Mathematical Operations
"If it is 4:45, what time will it be after 52 minutes (12-hour clock, ignoring AM/PM)?",6:37,4:37,5:37,5:52,C) 5:37,Adding 52 minutes to 4:45 gives 5:37.,Mental Math,Time Calculations
"""ವೈದ್ಯ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ಯಾವುದು?",Tree,Fish,Doctor,Animal,C) Doctor,"""ವೈದ್ಯ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ""Doctor"" ಆಗಿದೆ.",Kannada,Kannada → English Words
What is Computer Vision?,AI systems that suggest products or content based on user data,A field of AI that enables computers to interpret visual information,AI that analyzes data to forecast future outcomes,The study of moral issues surrounding the development and use of AI,B) A field of AI that enables computers to interpret visual information,Computer Vision is a field of AI focused on enabling computers to interpret and understand images and video.,Artificial Intelligence (AI),Computer Vision
"A survey has results 74, 92, 84, 39 across four categories A, B, C, D respectively. What percentage of the total does Category D represent (rounded)?",18%,8%,23%,13%,D) 13%,Total = 289. Category D's share = (39/289)×100 ≈ 13%.,Aptitude,Data Interpretation
What is a maiden over?,An over with a wicket,The first over of the innings,An over with a six,An over in which no runs are scored off the bat,D) An over in which no runs are scored off the bat,A maiden over is one in which the bowler concedes no runs from any of the deliveries in that over.,Cricket,Cricket Rules
What is the purpose of the <hr> tag in HTML?,horizontal rule,table data cell,paragraph,table row,A) horizontal rule,The <hr> tag is used to define horizontal rule in HTML.,HTML,HTML Best Practices
How many players are there in a playing XI for an IPL team?,11,10,12,9,A) 11,"Like standard cricket, each IPL team fields 11 players in its playing XI.",IPL,IPL History
"Identify the tense: ""Ravi is reading cricket.""",Present Perfect,Simple Past,Present Continuous,Past Continuous,C) Present Continuous,"The sentence ""Ravi is reading cricket."" uses the Present Continuous tense structure.",English,Tenses
Is 8395 an even or odd number?,Neither,Both,Odd,Even,C) Odd,"8395 ÷ 2 leaves remainder 1, so it is an odd number.",Math,Number System
What is the output of: print(54 <= 7),False,True,Error,None,A) False,54 <= 7 evaluates to False.,Python,Conditions
₹184 is divided in the ratio 10:13. What is the first share?,82,80,79,64,B) 80,Total parts = 10+13 = 23. One part = 184÷23 = 8. First share = 10×8 = 80.,Mental Math,Ratios
"""ಸಮುದ್ರ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ಯಾವುದು?",Window,Air/Wind,Sea,Teacher,C) Sea,"""ಸಮುದ್ರ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ""Sea"" ಆಗಿದೆ.",Kannada,Kannada → English Words
Which of the following best describes Computer Vision?,A collection of data used to train and evaluate AI models,The simulation of human intelligence by machines,A field of AI that enables computers to interpret visual information,AI systems that suggest products or content based on user data,C) A field of AI that enables computers to interpret visual information,Computer Vision is a field of AI focused on enabling computers to interpret and understand images and video.,Artificial Intelligence (AI),Computer Vision
"A survey has results 73, 85, 93, 69 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",32%,37%,22%,27%,D) 27%,Total = 320. Category B's share = (85/320)×100 ≈ 27%.,Aptitude,Data Interpretation
What is a 'duck' in cricket?,An illegal shot,A batsman getting out for zero runs,A fielding position,A type of delivery,B) A batsman getting out for zero runs,A 'duck' refers to a batsman being dismissed without scoring any runs.,Cricket,Cricket Rules
What is the purpose of the <input> tag in HTML?,thematic grouping of content,table header cell,paragraph,form input,D) form input,The <input> tag is used to define form input in HTML.,HTML,HTML Best Practices
In which year was the Indian Premier League (IPL) founded?,2010,2008,2007,2005,B) 2008,The IPL was founded in 2007 and held its first season in 2008.,IPL,IPL History
"Identify the tense: ""The boy watched cricket.""",Past Continuous,Present Perfect,Simple Present,Simple Past,D) Simple Past,"The sentence ""The boy watched cricket."" uses the Simple Past tense structure.",English,Tenses
What is 98 + 5554?,5652,5756,6167,6253,A) 5652,98 + 5554 = 5652.,Math,Basic Math
What is the output of: print(58 == 82),None,Error,False,True,C) False,58 == 82 evaluates to False.,Python,Conditions
"What is the average of 89, 49, 27?",63,51,55,60,C) 55,Sum = 165. Average = 165÷3 = 55.,Mental Math,Averages
"""Rice/Food"" ಎಂಬ ಇಂಗ್ಲಿಷ್ ಪದದ ಕನ್ನಡ ಅರ್ಥ ಯಾವುದು?",ಸೂರ್ಯ,ಅನ್ನ,ಸ್ನೇಹಿತ,ಸಹೋದರ,B) ಅನ್ನ,"""Rice/Food"" ಎಂಬ ಇಂಗ್ಲಿಷ್ ಪದದ ಕನ್ನಡ ಅರ್ಥ ""ಅನ್ನ"" ಆಗಿದೆ.",Kannada,English → Kannada Words
What is Robotics?,The process of teaching a model to perform a task using data,AI systems that suggest products or content based on user data,"A field involving the design and use of robots, often powered by AI",A field of AI that enables computers to interpret visual information,"C) A field involving the design and use of robots, often powered by AI","Robotics involves designing and building robots, which are often powered by AI to perform tasks autonomously.",Artificial Intelligence (AI),Robotics
"A survey has results 70, 32, 76, 99 across four categories A, B, C, D respectively. What percentage of the total does Category B represent (rounded)?",12%,17%,22%,7%,A) 12%,Total = 277. Category B's share = (32/277)×100 ≈ 12%.,Aptitude,Data Interpretation
What happens when a bowler bowls a no-ball?,The batsman is out automatically,The over restarts,An extra run is added and the batting team gets a free hit in limited-overs cricket,The bowler is banned,C) An extra run is added and the batting team gets a free hit in limited-overs cricket,"A no-ball (commonly for overstepping the crease) gives the batting side an extra run, and in limited-overs formats the next ball is often a free hit.",Cricket,Cricket Rules
What is an HTML element?,A tag used to embed another HTML document within the current page,"A component of an HTML page, typically defined by an opening and closing tag","The tag used for the least important, lowest-level heading",A declaration that tells the browser the document uses HTML5,"B) A component of an HTML page, typically defined by an opening and closing tag","An HTML element is a component of a web page, usually consisting of an opening tag, content, and a closing tag.",HTML,Elements
Who captained Rajasthan Royals to victory in the first IPL season (2008)?,M.S. Dhoni,Sourav Ganguly,Adam Gilchrist,Shane Warne,D) Shane Warne,Shane Warne captained Rajasthan Royals to their title win in the first IPL season in 2008.,IPL,IPL Captains
"Identify the tense: ""The team was playing the book.""",Past Continuous,Present Continuous,Present Perfect,Future,A) Past Continuous,"The sentence ""The team was playing the book."" uses the Past Continuous tense structure.",English,Tenses
A number multiplied by 5 gives 385. What is the number?,70,79,77,82,C) 77,Let the number be x. 5x = 385 → x = 385 ÷ 5 = 77.,Math,Equations
What is the output of: print(35 >= 98),Error,None,True,False,D) False,35 >= 98 evaluates to False.,Python,Conditions
"If it is 1:15, what time will it be after 67 minutes (12-hour clock, ignoring AM/PM)?",1:22,3:22,2:37,2:22,D) 2:22,Adding 67 minutes to 1:15 gives 2:22.,Mental Math,Time Calculations
"""ಚಂದ್ರ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ಯಾವುದು?",Moon,Father,Window,River,A) Moon,"""ಚಂದ್ರ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ""Moon"" ಆಗಿದೆ.",Kannada,Kannada → English Words
Which of the following best describes Robotics?,A collection of data used to train and evaluate AI models,A program designed to simulate conversation with human users,A set of rules an AI system follows to process data and make decisions,"A field involving the design and use of robots, often powered by AI","D) A field involving the design and use of robots, often powered by AI","Robotics involves designing and building robots, which are often powered by AI to perform tasks autonomously.",Artificial Intelligence (AI),Robotics
"If 11:3 = x:24, find x.",82,83,86,88,D) 88,11:3 = x:24 → x = (11×24)/3 = 88.,Aptitude,Ratio & Proportion
What is a hat-trick in cricket?,Scoring three consecutive sixes,Batting for three full sessions,Winning three matches in a row,A bowler taking three wickets with three consecutive deliveries,D) A bowler taking three wickets with three consecutive deliveries,A hat-trick occurs when a bowler dismisses three batsmen with three consecutive legal deliveries.,Cricket,Cricket Rules
Which of the following best describes the <audio> tag?,The tag used to define a standard data cell within a table row,The tag used to create a hyperlink to another page or resource,The tag used to embed sound content in an HTML page,A markup keyword surrounded by angle brackets used to define elements,C) The tag used to embed sound content in an HTML page,"The <audio> tag is used to embed sound content, like music or speech, directly into an HTML page.",HTML,Audio
Which two new franchises joined the IPL starting the 2022 season?,Deccan Chargers and Kings XI Punjab,Rising Pune Supergiant and Gujarat Lions,Pune Warriors and Kochi Tuskers,Gujarat Titans and Lucknow Super Giants,D) Gujarat Titans and Lucknow Super Giants,Gujarat Titans and Lucknow Super Giants were introduced as new franchises for the 2022 IPL season.,IPL,IPL History
"Identify the tense: ""They is studying a letter.""",Present Continuous,Past Continuous,Future,Simple Past,A) Present Continuous,"The sentence ""They is studying a letter."" uses the Present Continuous tense structure.",English,Tenses
What is 792 ÷ 22?,33,45,28,36,D) 36,"792 ÷ 22 = 36, since 22 × 36 = 792.",Math,Basic Math
What is the output of: print(37 // 18),4,0,2,1,C) 2,"In Python, 37 // 18 evaluates to 2.",Python,Mathematical Operations
What is 152.5 + 26.79?,179.29,187.57,180.0,175.38,A) 179.29,152.5 + 26.79 = 179.29.,Mental Math,Decimals
"""ವಿದ್ಯಾರ್ಥಿ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ಯಾವುದು?",Fire,Sun,Student,King,C) Student,"""ವಿದ್ಯಾರ್ಥಿ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ""Student"" ಆಗಿದೆ.",Kannada,Kannada → English Words
What is an expert system?,"AI that can create new content such as text, images, or audio",An AI program that mimics the decision-making of a human expert,AI systems that create new images from text descriptions or other inputs,A field of AI focused on enabling computers to understand human language,B) An AI program that mimics the decision-making of a human expert,An expert system is an AI program designed to mimic the decision-making ability of a human expert in a specific domain.,Artificial Intelligence (AI),Expert Systems
"A survey has results 46, 96, 82, 51 across four categories A, B, C, D respectively. What percentage of the total does Category C represent (rounded)?",30%,40%,25%,35%,A) 30%,Total = 275. Category C's share = (82/275)×100 ≈ 30%.,Aptitude,Data Interpretation
How many runs does a batsman get for hitting the ball over the boundary without it touching the ground?,8,6,4,2,B) 6,Hitting the ball over the boundary line on the full (without bouncing) earns the batting side 6 runs.,Cricket,Cricket Rules
the <video> tag can be best defined as which of the following?,A semantic tag used to define a thematic grouping of content,An attribute providing alternative text description for an image,A semantic tag used to define a block of navigation links,The tag used to embed video content in an HTML page,D) The tag used to embed video content in an HTML page,"The <video> tag is used to embed video content directly into an HTML page, with built-in playback controls.",HTML,Video
What is awarded to the player with the most runs in an IPL season?,Purple Cap,Silver Cap,Golden Bat,Orange Cap,D) Orange Cap,The Orange Cap is awarded to the leading run-scorer of an IPL season.,IPL,IPL History
"Identify the tense: ""The girls was dancing a song.""",Present Continuous,Simple Past,Future,Past Continuous,D) Past Continuous,"The sentence ""The girls was dancing a song."" uses the Past Continuous tense structure.",English,Tenses
"What is the average of 22, 134, 44, 147, 185, 194?",100,110,121,117,C) 121,Sum = 726. Average = 726 ÷ 6 = 121.,Math,Averages
What is the output of: print(52 == 11),Error,True,None,False,D) False,52 == 11 evaluates to False.,Python,Conditions
Round 7704 to the nearest hundred.,7707,7700,7839,7507,B) 7700,7704 rounded to the nearest hundred is 7700.,Mental Math,Estimation
"""Bird"" ಎಂಬ ಇಂಗ್ಲಿಷ್ ಪದದ ಕನ್ನಡ ಅರ್ಥ ಯಾವುದು?",ಮಣ್ಣು,ಅನ್ನ,ವೈದ್ಯ,ಪಕ್ಷಿ,D) ಪಕ್ಷಿ,"""Bird"" ಎಂಬ ಇಂಗ್ಲಿಷ್ ಪದದ ಕನ್ನಡ ಅರ್ಥ ""ಪಕ್ಷಿ"" ಆಗಿದೆ.",Kannada,English → Kannada Words
Which of the following best describes an expert system?,An AI program that mimics the decision-making of a human expert,An AI model trained on vast amounts of text to understand and generate language,"Systematic and unfair skew in AI outputs, often due to biased training data","A field involving the design and use of robots, often powered by AI",A) An AI program that mimics the decision-making of a human expert,An expert system is an AI program designed to mimic the decision-making ability of a human expert in a specific domain.,Artificial Intelligence (AI),Expert Systems
"Find the average of 17, 76, 72, 48, 52.",43,48,53,51,C) 53,Sum = 265. Average = 265÷5 = 53.,Aptitude,Averages
How many runs are awarded when the ball crosses the boundary after touching the ground?,3,6,2,4,D) 4,"If the ball touches the ground before crossing the boundary, it is worth 4 runs.",Cricket,Cricket Rules
Which of the following best describes the <table> tag?,horizontal rule,line break,image,table,D) table,The <table> tag is used to define table in HTML.,HTML,HTML Best Practices
"Which city's team won the IPL title in 2009, when the tournament was held in South Africa?",Mumbai Indians,Chennai Super Kings,Rajasthan Royals,Deccan Chargers,D) Deccan Chargers,"Deccan Chargers won the 2009 IPL title, which was hosted entirely in South Africa due to Indian general elections.",IPL,IPL Winners
"Identify the tense: ""We cooked a song.""",Simple Past,Present Continuous,Present Perfect,Simple Present,A) Simple Past,"The sentence ""We cooked a song."" uses the Simple Past tense structure.",English,Tenses
₹96 is divided between two people in the ratio 5:7. What is the first person's share?,45,40,46,35,B) 40,Total parts = 5+7 = 12. One part = 96÷12 = 8. First share = 5×8 = 40.,Math,Ratios
What is the output of: print(90 > 15),True,None,Error,False,A) True,90 > 15 evaluates to True.,Python,Conditions
What is 42²?,1764,1827,1683,1593,A) 1764,42² = 42 × 42 = 1764.,Mental Math,Squares
"""ಕಿವಿ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ಯಾವುದು?",Animal,Father,Ear,Star,C) Ear,"""ಕಿವಿ"" ಎಂಬ ಕನ್ನಡ ಪದದ ಇಂಗ್ಲಿಷ್ ಅರ್ಥ ""Ear"" ಆಗಿದೆ.",Kannada,Kannada → English Words
What is an AI model?,The input text given to a generative AI model to produce a response,A program designed to simulate conversation with human users,A trained computational system used to make predictions or generate outputs,AI that analyzes data to forecast future outcomes,C) A trained computational system used to make predictions or generate outputs,"An AI model is a computational system trained on data to make predictions, classifications, or generate outputs.",Artificial Intelligence (AI),AI Models
"Find the average of 96, 16, 24, 24, 25.",42,36,37,34,C) 37,Sum = 185. Average = 185÷5 = 37.,Aptitude,Averages
What is the term for a bowler dismissing a batsman first ball of the match (or innings) for a golden duck?,Platinum duck,Diamond duck,Golden duck,Silver duck,C) Golden duck,A 'golden duck' is when a batsman is dismissed off the very first ball they face without scoring.,Cricket,Cricket Rules
Choose the correct definition of HTML.,The tag used to create various types of interactive form controls,"HyperText Markup Language, the standard language for structuring web content",Using HTML elements that convey meaning about their content's purpose,The process of checking HTML code against official web standards,"B) HyperText Markup Language, the standard language for structuring web content",HTML (HyperText Markup Language) is the standard markup language used to structure content on web pages.,HTML,HTML Basics
Which former Australian cricketer captained Rajasthan Royals to the inaugural IPL title?,Adam Gilchrist,Glenn McGrath,Ricky Ponting,Shane Warne,D) Shane Warne,Legendary leg-spinner Shane Warne led Rajasthan Royals to victory in the very first IPL season in 2008.,IPL,Final Players
"Identify the tense: ""The boy sing cricket.""",Present Continuous,Future,Past Continuous,Simple Present,D) Simple Present,"The sentence ""The boy sing cricket."" uses the Simple Present tense structure.",English,Tenses
